userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,61.72628402709961) (51,61.409942626953125)* (1073,61.080013275146484) (187,60.8080940246582) (59,60.28465270996094)* (157,60.01789093017578) (1098,59.44164276123047) (599,59.4344596862793) (511,59.320465087890625) (1464,59.24199676513672) (227,59.05555725097656) (715,59.03497314453125) (1122,59.002037048339844) (900,58.998680114746094) (1833,58.9981689453125) (159,58.96393585205078) (172,58.934898376464844) (1014,58.8427619934082) (4308,58.699668884277344) (61,58.680938720703125)*
369: (228,55.723812103271484) (1400,55.722103118896484) (430,55.58008575439453) (190,55.268619537353516) (425,55.14531326293945) (217,55.12922286987305)* (1390,55.10171890258789) (703,55.04120635986328) (424,54.99509811401367)* (898,54.86670684814453) (154,54.86399459838867) (1106,54.80977249145508) (199,54.79027557373047)* (3200,54.78994369506836) (1155,54.781333923339844) (195,54.72025680541992)* (1632,54.63253402709961) (65,54.596683502197266) (65,54.596683502197266) (227,54.48418426513672)
370: (190,62.832183837890625) (227,62.535247802734375) (229,61.826446533203125) (228,61.758121490478516) (3057,61.74665832519531) (1511,61.353355407714844) (173,61.34247589111328)* (424,61.3147087097168) (182,61.297882080078125) (959,61.292396545410156) (157,61.2200927734375) (207,61.219573974609375) (154,61.20563507080078)* (511,61.20555114746094)* (903,61.17221450805664) (538,61.130516052246094)* (961,61.128936767578125) (67,61.09901428222656) (67,61.09901428222656) (3273,61.040138244628906)
371: (7,60.27442932128906) (1793,60.226036071777344) (2735,60.189170837402344) (1295,60.143402099609375) (930,60.024269104003906) (726,59.7601203918457) (3267,59.6729736328125) (1132,59.47392272949219) (234,59.3948860168457) (245,59.37887954711914) (220,59.29499053955078) (30,59.23686981201172) (1713,59.218570709228516)* (6267,59.20352554321289) (1300,59.195518493652344) (405,59.18357467651367) (707,59.119625091552734) (63,59.0960693359375) (63,59.0960693359375) (1072,59.07830810546875)*
372: (930,62.379127502441406) (377,61.884307861328125)* (497,61.55784606933594) (1859,61.23024368286133) (405,61.22282409667969) (378,60.929969787597656) (518,60.91389465332031) (486,60.80298614501953) (489,60.710426330566406) (1044,60.67144012451172) (1672,60.50019836425781) (230,60.447322845458984) (955,60.43283462524414) (4502,60.408302307128906) (198,60.35651397705078) (475,60.32524871826172) (726,60.215118408203125) (510,60.194435119628906) (472,60.19129943847656) (514,60.08137130737305)
375: (55,61.990806579589844) (292,61.60110092163086)* (300,61.23908233642578)* (701,61.04566192626953) (306,60.92197799682617)* (525,60.892127990722656) (298,60.61066436767578) (157,60.609535217285156) (301,60.441200256347656) (349,60.38858413696289) (903,60.35531234741211) (299,60.282073974609375) (1052,60.05961990356445) (1243,60.02253723144531) (333,59.971763610839844) (466,59.963600158691406) (310,59.953311920166016) (526,59.940364837646484) (906,59.88792419433594) (97,59.86537551879883)*
376: (1132,65.27212524414062) (2746,64.75149536132812) (506,64.58848571777344) (954,64.28815460205078) (883,63.820831298828125) (1124,63.67683410644531) (1177,63.620849609375) (8699,63.48084259033203) (957,63.480812072753906) (920,63.22640609741211) (188,63.04656219482422) (1535,62.95403289794922) (7902,62.948448181152344) (2055,62.862060546875) (918,62.82263946533203) (726,62.80157470703125) (1710,62.79142761230469) (1998,62.62269592285156) (10585,62.55992126464844) (3472,62.478946685791016)
377: (707,63.03773498535156) (920,62.92134475708008)* (370,62.886817932128906) (841,62.7672119140625)* (152,62.69088363647461) (954,62.29969024658203) (843,62.22840881347656) (2172,62.200138092041016) (506,62.11370849609375) (846,62.00705337524414) (1358,61.98543167114258) (1360,61.965576171875) (2151,61.885108947753906) (2744,61.83466339111328) (815,61.805908203125) (2006,61.80242156982422) (2370,61.76917266845703) (812,61.767913818359375)* (978,61.72666549682617) (2143,61.563053131103516)
378: (1415,66.79454040527344)* (712,66.60504150390625) (951,66.53699493408203)* (2786,66.35155487060547) (511,66.28823852539062) (1464,66.19667053222656) (730,65.97384643554688) (2183,65.92897033691406) (5249,65.84797668457031) (2044,65.73346710205078) (192,65.73136901855469) (728,65.61433410644531) (945,65.59978485107422) (389,65.58248901367188) (917,65.58031463623047) (1122,65.56741333007812)* (1639,65.47518920898438) (2463,65.47074890136719) (2783,65.39159393310547) (562,65.31039428710938)*
380: (295,60.59318542480469)* (288,59.4080810546875)* (289,59.267852783203125)* (55,59.14195251464844) (306,58.917518615722656) (701,58.7818603515625) (484,58.28858184814453) (300,58.24542999267578) (157,58.0952262878418) (279,58.078880310058594) (301,57.994388580322266) (265,57.97523880004883) (322,57.80424499511719) (310,57.70930480957031) (326,57.66488265991211)* (241,57.66130065917969)* (2220,57.643245697021484) (4566,57.593284606933594) (3491,57.59067916870117) (468,57.55580139160156)
382: (276,66.48344421386719)* (1614,66.00821685791016) (1963,65.55955505371094) (3357,65.5556640625) (6887,65.1182861328125) (3703,64.67849731445312) (6901,64.5689926147461) (3317,64.44998931884766) (527,64.44981384277344) (278,64.3913803100586) (2921,64.0746841430664) (2226,63.8068733215332) (2247,63.656829833984375) (12751,63.597625732421875) (2252,63.59053039550781) (1943,63.36097717285156) (107,63.34020233154297) (2923,63.3065071105957)* (1636,63.30618667602539) (1627,63.28502655029297)
383: (289,59.119930267333984) (288,58.94051742553711) (89,58.91517639160156) (689,58.70978927612305) (1375,58.65018081665039) (2083,58.52616500854492) (228,58.47667694091797) (306,58.25605392456055) (546,58.183448791503906)* (903,58.17096710205078) (1934,58.17005920410156) (227,58.13656997680664) (3200,58.09202194213867) (157,58.08643341064453) (298,58.0533447265625) (300,58.00083923339844) (67,57.97472381591797) (67,57.97472381591797) (1243,57.83673095703125) (3057,57.825103759765625)
385: (333,60.16990661621094)* (289,59.819175720214844)* (295,59.32738494873047) (306,59.24817657470703)* (498,59.17201614379883)* (298,59.144962310791016) (681,58.48577117919922)* (528,58.453399658203125) (293,58.420860290527344) (701,58.415584564208984) (67,58.35497283935547) (67,58.35497283935547) (55,58.15853500366211) (691,58.04364776611328) (377,57.982208251953125)* (378,57.93067169189453) (328,57.8669548034668) (321,57.8538818359375)* (352,57.803863525390625) (190,57.799720764160156)*
386: (1415,52.325164794921875) (2455,51.91240692138672) (730,51.75151062011719) (12773,51.51059341430664) (712,51.23761749267578) (1412,51.01160430908203) (562,51.00922775268555) (917,50.95353698730469) (2436,50.92525100708008) (2468,50.920223236083984) (718,50.846832275390625) (706,50.80379104614258) (728,50.740177154541016) (1249,50.67479705810547) (9689,50.66079330444336) (2070,50.62684631347656) (2453,50.59610366821289) (945,50.53300476074219) (2467,50.52867126464844) (227,50.47222137451172)
387: (8071,56.001651763916016) (89,55.72808837890625) (2923,55.455657958984375) (271,55.1939582824707) (295,55.11320877075195) (331,55.09768295288086) (2086,55.04536819458008) (288,54.87263488769531)* (1613,54.836387634277344)* (289,54.82557678222656) (374,54.75469970703125) (8161,54.73117446899414) (247,54.70307922363281) (1383,54.683929443359375) (55,54.67369842529297) (697,54.59488296508789) (1098,54.52787780761719) (375,54.42975997924805) (292,54.36195373535156) (2101,54.33409118652344)
388: (2055,62.36811828613281) (4365,61.839393615722656) (1132,61.759891510009766) (963,61.4463005065918) (7540,61.409427642822266) (506,61.261802673339844) (1913,61.06571960449219) (3877,61.059783935546875) (518,61.01199722290039)* (198,60.95317840576172) (707,60.67901611328125) (955,60.60881805419922)* (11170,60.57190704345703) (2312,60.54367446899414) (10910,60.494850158691406) (2068,60.48422622680664) (2743,60.38969802856445) (3833,60.38915252685547) (7,60.36457824707031) (1796,60.34175109863281)
390: (295,64.34683227539062)* (349,62.9774169921875) (257,62.6192626953125)* (913,62.10289001464844) (157,62.07501983642578) (285,62.012535095214844) (265,61.88359069824219) (352,61.8392448425293) (301,61.74944305419922) (326,61.63377380371094) (161,61.63066864013672) (544,61.59937286376953) (328,61.58704376220703)* (525,61.56536865234375) (318,61.512168884277344) (320,61.49437713623047) (296,61.481224060058594)* (461,61.46043395996094)* (329,61.421504974365234) (310,61.39972686767578)
391: (488,54.13444900512695)* (1188,54.00067138671875) (499,53.91524887084961) (371,53.910064697265625) (1184,53.63661193847656) (498,53.53181076049805)* (2850,53.48092269897461) (7724,53.47830581665039) (816,53.33263397216797)* (540,53.306480407714844) (1863,53.1722412109375) (1672,53.157203674316406) (2428,53.123252868652344) (412,53.04829406738281) (1866,53.00080871582031) (4177,52.97337341308594) (490,52.972686767578125) (507,52.971187591552734) (3859,52.9689826965332) (230,52.961570739746094)
392: (67,58.17036437988281)* (67,58.17036437988281)* (289,58.03350830078125)* (298,57.91218566894531) (300,57.77842330932617) (291,57.5980339050293)* (288,57.42005157470703)* (184,57.34764099121094) (55,57.33612823486328) (3081,57.24443817138672) (301,57.199459075927734) (295,57.193214416503906) (701,57.12173843383789) (344,57.09429168701172)* (1556,56.96377182006836) (310,56.93016815185547) (97,56.90651321411133) (306,56.88983917236328) (265,56.87077713012695) (1772,56.85774230957031)
393: (533,66.6067123413086) (220,66.37255096435547) (228,66.3193359375) (65,66.24061584472656)* (65,66.24061584472656)* (424,66.19027709960938) (982,66.08087158203125) (154,66.02286529541016) (163,65.90606689453125) (229,65.71002197265625) (614,65.6368408203125) (706,65.51343536376953) (230,65.39334106445312) (226,65.36947631835938) (709,65.35978698730469) (511,65.33287811279297) (159,65.26763916015625) (217,65.16240692138672) (1048,65.14236450195312) (857,65.04115295410156)
394: (7252,62.41536331176758) (4324,62.13542938232422) (240,61.98947525024414) (6795,61.85808563232422) (705,61.62397384643555) (8729,61.54277420043945) (6120,61.52468490600586) (5427,61.482723236083984) (4828,61.287818908691406) (1651,61.2171630859375) (3383,61.11568069458008) (4834,61.03945541381836) (3376,61.03260803222656) (1645,60.905338287353516) (1553,60.888031005859375) (932,60.87620544433594) (9528,60.81277084350586) (11473,60.78255081176758) (3741,60.781028747558594) (1761,60.76069641113281)
395: (503,67.93621063232422)* (841,66.78369140625)* (953,66.74018859863281) (707,66.55066680908203) (813,66.45314025878906) (1547,66.44135284423828)* (846,66.43733215332031)* (923,66.16825866699219) (806,65.94354248046875) (918,65.81427001953125)* (2744,65.76773834228516) (815,65.66564178466797)* (383,65.59281921386719) (1360,65.39680480957031)* (808,65.14203643798828) (1206,64.99059295654297) (957,64.9448471069336) (920,64.92929077148438) (1339,64.82650756835938) (2970,64.73270416259766)
396: (63,55.130516052246094) (63,55.130516052246094) (3992,54.830299377441406) (389,54.17493438720703) (727,54.13764190673828) (384,54.1363525390625) (8853,54.12335968017578) (7157,54.08708190917969) (1001,54.06383514404297) (4988,53.9825553894043) (1072,53.9549560546875) (155,53.89494705200195) (1800,53.84711456298828) (69,53.846988677978516) (69,53.846988677978516) (175,53.84176254272461) (3047,53.824764251708984) (511,53.801483154296875) (77,53.717994689941406) (77,53.717994689941406)
397: (72,63.9305419921875)* (72,63.9305419921875)* (5079,62.645442962646484) (51,62.622318267822266)* (1298,62.59678649902344) (187,62.14518356323242) (487,62.10314178466797) (159,62.005577087402344) (1295,62.004478454589844) (1066,61.95808029174805) (173,61.918739318847656) (2014,61.8371696472168) (190,61.83644104003906)* (450,61.81450271606445) (39,61.75984191894531) (59,61.7588005065918) (1707,61.669898986816406) (1714,61.65500259399414) (36,61.65117263793945) (3906,61.60076904296875)
398: (511,58.506980895996094) (65,58.47642517089844) (65,58.47642517089844) (159,58.41918182373047) (190,58.29497528076172) (533,58.19868850708008)* (2277,58.15543746948242) (1633,58.07750701904297) (429,58.05464172363281) (182,57.96830749511719) (715,57.896331787109375) (1384,57.8775749206543) (228,57.81669235229492) (221,57.722354888916016) (173,57.67539596557617) (229,57.592559814453125) (615,57.54106140136719) (207,57.46845245361328)* (418,57.45277404785156) (424,57.382904052734375)
399: (295,61.35261535644531)* (306,60.980918884277344) (466,60.88731384277344)* (55,60.56507873535156) (349,60.52167510986328) (67,60.413265228271484) (67,60.413265228271484) (544,60.18340301513672) (523,60.008384704589844) (328,59.86692810058594) (293,59.683292388916016) (325,59.675655364990234) (679,59.564125061035156) (543,59.49473190307617) (310,59.44242477416992)* (531,59.21810531616211) (301,59.19854736328125)* (528,59.15045928955078) (320,59.12410354614258) (329,59.10606384277344)
400: (288,64.70445251464844)* (349,63.499977111816406) (325,63.476295471191406)* (466,63.229652404785156)* (458,63.11314010620117) (299,62.6172981262207)* (318,62.39954376220703)* (543,62.318885803222656) (352,62.28929138183594) (797,62.28221893310547) (802,62.27130889892578) (1456,62.164573669433594) (294,62.1117057800293) (498,62.034217834472656) (2020,62.015785217285156) (528,62.00232696533203)* (525,61.980934143066406) (680,61.97031784057617) (320,61.93167495727539) (257,61.75694274902344)
401: (6120,59.71015167236328) (705,59.47270965576172) (4823,59.26884460449219) (708,59.181331634521484) (1672,59.03992462158203) (687,58.96630096435547) (1246,58.83574295043945) (537,58.80332946777344)* (377,58.7496452331543) (472,58.69933319091797) (227,58.645511627197266) (808,58.44797897338867) (209,58.41197204589844) (966,58.398719787597656) (932,58.38713836669922)* (1045,58.38568878173828) (4434,58.32548522949219) (190,58.288734436035156) (3382,58.22366714477539) (2661,58.21698760986328)
402: (1372,68.28010559082031)* (1415,68.1855697631836) (928,67.78253173828125) (1803,67.68350982666016) (176,67.59356689453125) (712,67.55001068115234) (724,67.46580505371094)* (2342,67.42105865478516) (2834,67.36566162109375) (1426,67.15473175048828) (1110,67.14553833007812) (2463,67.08802032470703) (868,66.99079895019531)* (1343,66.97972106933594) (854,66.92742919921875) (3470,66.90689086914062) (2787,66.8116455078125) (1119,66.8018798828125) (1425,66.66950988769531) (957,66.65701293945312)
403: (1034,63.08518600463867) (1253,62.37847900390625) (532,61.85871124267578) (2432,61.57617950439453) (6448,61.53834533691406) (487,61.42341232299805)* (333,61.356929779052734) (300,61.35614776611328)* (1452,61.33818435668945) (1678,61.19133377075195) (1066,61.103797912597656)* (486,61.070308685302734) (972,61.00971221923828) (544,60.995460510253906) (324,60.98802947998047) (528,60.9652214050293) (2081,60.91757583618164) (1032,60.90208435058594) (2978,60.86248016357422) (526,60.85832595825195)
404: (412,57.51511764526367)* (540,56.52585220336914) (2661,56.51887893676758) (816,56.48225402832031) (198,56.431724548339844) (498,56.36524963378906) (1185,56.35794448852539) (537,56.33367919921875) (1866,56.16448211669922) (488,56.08643341064453) (497,56.032371520996094) (220,55.9977912902832) (507,55.98317337036133) (501,55.971946716308594) (1044,55.938865661621094) (2850,55.92512130737305) (830,55.8787841796875) (500,55.79411315917969) (4262,55.77316665649414) (1180,55.76515197753906)
405: (484,61.399810791015625) (306,61.150917053222656) (292,60.754730224609375)* (308,60.74250030517578) (330,60.648284912109375) (468,60.643836975097656) (701,60.614662170410156) (294,60.50037384033203) (327,60.23332214355469) (332,60.08504104614258) (1449,60.05921936035156) (644,60.05379104614258) (3318,60.041378021240234) (161,59.967674255371094) (913,59.94622802734375)* (241,59.875709533691406) (3314,59.87212371826172) (4566,59.840919494628906)* (3491,59.83403015136719) (157,59.81877899169922)
406: (4675,64.24784088134766)* (1134,63.385765075683594) (3417,63.19837951660156) (7802,63.19188690185547) (188,63.08523178100586)* (5297,62.97826385498047) (6264,62.781654357910156) (7055,62.776771545410156) (4790,62.70245361328125)* (7797,62.60517883300781) (1143,62.49939727783203) (1110,62.49122619628906)* (3472,62.37002182006836) (607,62.34463119506836) (5299,62.22182846069336) (8423,62.11701965332031) (1358,62.111595153808594) (2013,62.10204315185547) (2493,62.09929275512695) (3438,62.093109130859375)
407: (603,60.619544982910156) (1098,60.543128967285156) (2605,60.24208068847656) (748,59.81735610961914) (154,59.78385925292969) (64,59.76236343383789)* (64,59.76236343383789)* (58,59.67226791381836) (58,59.67226791381836) (81,59.543914794921875) (2289,59.30243682861328) (3280,59.300235748291016) (72,59.28416442871094) (72,59.28416442871094) (3109,59.269676208496094) (418,59.236026763916016) (5045,59.16899108886719) (1627,58.93717575073242) (1738,58.84312438964844) (444,58.81404113769531)
408: (190,55.20178985595703) (533,55.10791778564453)* (424,55.001529693603516) (229,54.88541793823242) (2277,54.880828857421875) (154,54.83351135253906) (159,54.70793533325195) (429,54.4747200012207) (1400,54.46501922607422) (65,54.385009765625) (65,54.385009765625) (511,54.37446594238281) (72,54.3677978515625)* (72,54.3677978515625)* (599,54.33175277709961) (173,54.291412353515625) (715,54.2158203125) (203,54.166099548339844) (182,54.12599182128906) (221,53.972232818603516)
409: (67,61.412498474121094)* (67,61.412498474121094)* (289,61.1124267578125) (288,60.84559631347656) (903,60.54962921142578) (55,60.4630126953125) (306,60.437442779541016) (300,60.25776672363281) (701,60.22425842285156) (65,60.056907653808594) (65,60.056907653808594) (310,59.87208938598633) (302,59.71582794189453)* (97,59.682029724121094) (689,59.66838073730469) (229,59.6118278503418) (1934,59.56775665283203) (316,59.56741714477539) (333,59.49179458618164) (1243,59.46465301513672)
410: (11731,53.30155944824219) (1187,52.7529296875) (9081,52.44947052001953) (16674,52.318607330322266) (691,52.160987854003906)* (10924,52.0321044921875) (16671,51.94746398925781) (16670,51.938720703125) (5949,51.84250259399414) (10921,51.75044250488281) (10922,51.68819046020508) (5758,51.64927673339844) (16672,51.643985748291016) (16673,51.57230758666992) (10923,51.50141906738281) (16709,51.48976516723633) (5751,51.321022033691406) (10920,51.313079833984375) (4492,51.22319412231445) (5753,51.20792007446289)
411: (2247,61.827125549316406)* (4344,61.716217041015625) (278,61.32317352294922)* (1433,60.45122146606445) (2919,60.016448974609375)* (63,59.85997009277344) (63,59.85997009277344) (475,59.71778106689453)* (3227,59.662322998046875)* (2916,59.55525207519531)* (968,59.502037048339844) (397,59.49888229370117) (6288,59.35845947265625) (5073,59.22801208496094) (2976,59.199378967285156) (13303,59.17688751220703) (1009,59.112220764160156) (7766,59.06626892089844) (1285,59.046478271484375) (2500,58.91252517700195)
412: (246,63.073822021484375) (1771,62.2398796081543) (1775,61.89532470703125) (261,61.693660736083984) (289,61.2703742980957) (1556,61.18878173828125) (1767,61.08294677734375) (714,61.03001403808594) (5745,60.74897003173828)* (1553,60.601463317871094) (4818,60.467674255371094) (3488,60.455284118652344) (288,60.35247802734375) (1243,60.34351348876953) (316,60.21879196166992) (333,60.13545608520508) (1755,60.0485954284668) (2277,59.998680114746094) (3391,59.92607116699219) (3097,59.83576202392578)
413: (89,63.42369842529297) (289,63.39013671875) (300,63.09103012084961) (257,62.37189483642578) (701,62.2826042175293)* (265,62.28112030029297) (302,62.09349822998047)* (333,61.98529052734375) (299,61.96369934082031) (889,61.93059158325195) (294,61.685726165771484) (349,61.609169006347656) (298,61.434139251708984)* (329,61.38837432861328)* (378,61.3321533203125) (316,61.04713821411133)* (184,60.88750457763672) (285,60.863609313964844) (326,60.84035873413086) (340,60.83534622192383)
414: (300,61.23316955566406)* (288,61.05506134033203)* (89,60.7659912109375) (461,60.650184631347656)* (292,60.58734130859375)* (295,60.491031646728516)* (701,60.11470031738281)* (523,59.965789794921875) (55,59.927589416503906)* (291,59.826576232910156) (344,59.79414367675781) (704,59.71822738647461) (802,59.705711364746094) (790,59.62261962890625) (318,59.49085998535156) (680,59.43292236328125) (299,59.303279876708984) (458,59.242713928222656) (528,59.210872650146484) (681,59.10680389404297)
415: (288,60.19671630859375)* (89,58.98750305175781)* (295,58.958465576171875) (461,58.72488784790039) (349,58.59526062011719) (544,58.28217697143555) (523,58.27482604980469)* (1934,57.77861022949219) (352,57.76987838745117)* (325,57.73712921142578) (679,57.72681427001953)* (299,57.658565521240234) (294,57.61029815673828) (310,57.59025955200195) (293,57.2111930847168) (344,57.124385833740234) (301,57.06169891357422) (328,57.02063751220703) (906,56.99720001220703) (1037,56.97726058959961)
416: (3809,65.55077362060547) (1253,63.670265197753906) (8910,63.3806037902832) (1204,62.67133331298828) (1203,62.605445861816406) (370,62.555755615234375) (1277,62.194427490234375) (751,62.066856384277344) (2771,62.01578903198242) (1221,61.915096282958984) (2486,61.887386322021484) (10831,61.87445068359375) (2817,61.86882019042969) (1222,61.85797119140625) (1229,61.82649612426758) (3800,61.79294967651367) (2484,61.7509765625) (3720,61.670936584472656) (6410,61.58919143676758) (19,61.581241607666016)
417: (288,60.34642028808594)* (67,60.094547271728516)* (67,60.094547271728516)* (300,60.02974319458008)* (292,60.009178161621094)* (466,59.29536437988281) (310,59.07202911376953) (525,58.96550369262695) (352,58.94923400878906) (257,58.92828369140625)* (679,58.707176208496094) (157,58.691505432128906)* (318,58.53569030761719) (1934,58.486412048339844) (344,58.425899505615234) (523,58.32759094238281) (328,58.308929443359375) (903,58.27649688720703) (293,58.1197509765625) (544,58.019752502441406)
418: (622,54.512638092041016)* (217,54.38833999633789)* (2277,53.38468551635742) (195,53.219390869140625) (604,53.21318817138672) (898,53.19196701049805)* (1390,53.01377487182617) (2425,52.96184539794922) (199,52.956398010253906) (207,52.95115280151367) (3258,52.93876266479492)* (227,52.90937423706055) (65,52.86856460571289) (65,52.86856460571289) (228,52.83807373046875) (437,52.63642120361328) (1776,52.59696960449219) (425,52.555274963378906) (9277,52.46866989135742) (1389,52.45547866821289)
419: (484,59.578548431396484) (5988,59.35612869262695) (312,59.18629455566406) (317,58.994632720947266)* (2220,58.73125457763672) (292,58.586692810058594) (3317,58.376258850097656) (4713,58.3524169921875) (330,58.32212829589844) (1449,58.277183532714844) (67,58.274314880371094) (67,58.274314880371094) (332,58.09617614746094)* (3318,58.01484298706055) (294,57.923095703125) (7340,57.89396286010742) (1613,57.87845993041992) (2226,57.80533981323242) (300,57.800872802734375) (3713,57.79503631591797)
420: (3311,70.04717254638672) (3307,69.66837310791016) (2044,69.10746002197266) (9820,69.06501770019531) (2054,68.97801971435547) (253,68.76676940917969) (3981,68.7003173828125) (8991,68.63601684570312) (5787,68.51463317871094) (2046,68.463623046875) (5249,68.37504577636719) (2067,68.36767578125) (2394,68.18853759765625) (258,68.14958190917969) (265,68.14778137207031) (1475,68.12079620361328) (2023,68.069580078125) (157,68.06291198730469) (677,68.05142974853516) (251,67.98335266113281)
421: (288,63.276649475097656)* (466,62.60124206542969)* (349,62.4177131652832)* (67,62.35676574707031)* (67,62.35676574707031)* (55,62.055809020996094)* (318,61.92271423339844) (294,61.78907012939453) (257,61.767982482910156)* (352,61.661766052246094) (328,61.61037063598633) (544,61.60964584350586) (523,61.586456298828125) (344,61.478302001953125) (531,61.384552001953125) (301,61.28382110595703)* (325,61.27759552001953) (331,61.249080657958984) (679,61.240055084228516) (525,61.19118118286133)*
423: (3201,63.29327392578125) (99,62.977806091308594)* (77,62.85161590576172) (77,62.85161590576172) (599,62.82825469970703) (100,62.80159378051758) (1001,62.749671936035156)* (59,62.5316047668457) (2938,62.387062072753906) (1079,62.36859130859375) (985,62.324527740478516) (905,62.306976318359375) (1000,62.288841247558594) (993,62.0291748046875)* (511,61.976043701171875)* (959,61.96918487548828)* (6784,61.94170379638672) (3281,61.62217712402344) (159,61.58747100830078) (1076,61.57097625732422)
424: (503,62.45156478881836) (918,62.24079895019531) (953,62.11830139160156) (370,62.05009078979492) (930,62.03593444824219)* (726,61.86908721923828) (923,61.74689483642578) (506,61.61750030517578) (198,61.430877685546875)* (7,61.30718231201172) (1339,61.20036315917969) (504,61.194847106933594) (954,61.141258239746094) (181,61.139015197753906)* (1044,61.11824035644531) (1131,61.064918518066406) (1914,60.95444107055664) (955,60.92584991455078) (936,60.85490798950195) (2963,60.85197830200195)
425: (289,65.23529815673828)* (349,64.19570922851562)* (523,63.720008850097656) (67,63.60851287841797) (67,63.60851287841797) (525,63.18654251098633) (329,63.096134185791016) (1580,62.931854248046875) (291,62.9315299987793)* (157,62.91289138793945) (498,62.88713073730469)* (320,62.80457305908203) (679,62.77342224121094) (458,62.713356018066406) (294,62.70170593261719) (680,62.63444519042969)* (293,62.600311279296875) (328,62.5845947265625)* (310,62.58393478393555) (352,62.473514556884766)
426: (2716,62.941585540771484) (2668,62.53971862792969) (1943,61.96139907836914) (744,61.807403564453125) (2605,61.367671966552734)* (2667,61.254268646240234) (617,61.09038162231445) (756,60.32411193847656)* (1952,60.297916412353516) (1963,60.241188049316406) (616,60.206275939941406) (1835,60.06486511230469) (1148,59.894775390625) (57,59.68097686767578) (2691,59.66371154785156) (2673,59.65522766113281) (2677,59.650516510009766) (1969,59.61323165893555) (619,59.60314178466797) (3227,59.59515380859375)
427: (217,55.63846206665039) (2840,55.53340530395508) (403,55.3806266784668) (1105,55.35746383666992) (412,55.32528305053711)* (190,55.13844299316406) (1378,55.11785888671875) (498,55.03472137451172) (1866,54.95756149291992) (207,54.886436462402344) (6298,54.8746337890625) (3341,54.82387161254883) (4118,54.73748779296875) (228,54.67292785644531) (229,54.64256286621094) (687,54.58633041381836) (1048,54.547088623046875)* (691,54.510536193847656) (154,54.510520935058594) (230,54.4693603515625)
428: (5833,65.83399963378906) (1001,65.39747619628906)* (994,65.38507843017578)* (1000,65.07061767578125) (61,64.91357421875) (187,64.884521484375)* (7347,64.81658935546875) (1015,64.66940307617188) (1013,64.55598449707031) (997,64.5513687133789)* (59,64.43570709228516)* (3201,64.38728332519531) (2937,64.38105773925781) (1079,64.37728881835938) (8996,64.24110412597656) (193,64.22064971923828) (9992,64.2002182006836) (9991,64.17420959472656) (3768,64.11624145507812) (68,64.10758209228516)
430: (3281,62.26460266113281) (985,62.039398193359375) (599,61.99958419799805)* (1001,61.613643646240234) (6740,61.60790252685547) (2571,61.60035705566406) (1004,61.56047058105469) (72,61.5401611328125)* (72,61.5401611328125)* (994,61.39855194091797) (2554,61.3721923828125) (8995,61.363800048828125) (1000,61.34357452392578) (67,61.334228515625) (67,61.334228515625) (997,61.30549621582031)* (874,61.30546951293945)* (193,61.289772033691406)* (77,61.28594207763672) (77,61.28594207763672)
431: (234,59.591346740722656) (706,59.55236053466797) (1249,59.5512809753418)* (190,59.427337646484375)* (198,59.36095428466797) (227,59.11764144897461)* (377,58.91543197631836)* (1406,58.81713104248047) (2346,58.700843811035156)* (209,58.69939041137695) (1672,58.63492202758789) (533,58.58086013793945)* (1044,58.476531982421875) (1513,58.399200439453125) (498,58.37718200683594) (1412,58.16684341430664) (486,58.1523323059082) (808,58.078369140625) (517,58.05536651611328) (1974,57.90010070800781)
432: (412,60.78151321411133) (1672,60.28152084350586)* (230,59.85222244262695) (209,59.584800720214844) (498,59.342735290527344)* (1406,59.234779357910156) (1681,58.9841194152832) (4375,58.95208740234375) (1645,58.84001159667969)* (488,58.795902252197266) (507,58.70857238769531) (1046,58.67155838012695) (198,58.6043586730957) (966,58.50231170654297) (1044,58.48221206665039) (1185,58.34149932861328) (982,58.33527374267578) (1180,58.28278732299805) (830,58.26047897338867) (6558,58.22132110595703)
433: (5670,63.53398895263672) (6870,62.46849822998047) (1263,62.03432083129883) (4162,61.999656677246094) (1066,61.73291778564453) (4171,61.35569381713867) (1270,61.301429748535156) (2363,61.08855056762695) (503,60.95028305053711)* (835,60.94968032836914) (2961,60.779571533203125) (1914,60.74809646606445) (2062,60.7188720703125) (17233,60.66611862182617) (17231,60.65694808959961) (2967,60.63811492919922) (811,60.630088806152344) (487,60.584495544433594) (806,60.5540657043457) (10981,60.45275115966797)
434: (1709,64.206298828125) (5549,64.04622650146484) (6189,63.75358963012695) (1888,63.652523040771484) (2542,63.4979248046875) (6151,63.29252624511719) (3299,63.266273498535156) (1504,63.18666458129883) (154,63.176658630371094) (6582,62.914955139160156) (14303,62.85722351074219) (1164,62.718421936035156) (1964,62.678688049316406) (197,62.66478729248047) (6910,62.6639289855957) (615,62.614158630371094) (3280,62.59142303466797) (12002,62.521263122558594) (9333,62.487796783447266) (2281,62.48717498779297)
