userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,66.15043640136719) (51,65.4227294921875)* (3768,65.3507080078125) (1394,64.4457015991211) (1713,64.39132690429688) (993,64.32386016845703) (1073,64.26799774169922) (187,64.22413635253906) (1836,64.13740539550781) (238,64.06130981445312) (1013,64.01664733886719) (880,63.98378372192383) (70,63.80134963989258)* (1014,63.77664566040039) (1098,63.73700714111328) (6930,63.67742919921875) (157,63.67721176147461) (1379,63.67655563354492) (997,63.663516998291016) (59,63.57740783691406)*
386: (4183,63.585323333740234) (2569,63.286224365234375) (2343,63.19919204711914) (706,63.17529296875) (917,63.04412841796875) (240,62.98130798339844) (1249,62.8941650390625) (1803,62.835853576660156) (234,62.717620849609375) (378,62.599510192871094) (227,62.583885192871094) (316,62.356231689453125) (707,62.300872802734375)* (924,62.22829818725586) (511,62.186336517333984) (159,62.18269729614258) (1513,62.176788330078125) (2834,62.08879852294922) (190,62.081787109375) (253,62.00629425048828)
387: (886,65.42475891113281) (89,65.11555480957031) (331,64.9578857421875) (285,64.88456726074219) (525,64.8707046508789) (247,64.56453704833984) (55,64.4927978515625) (288,64.4035873413086)* (310,64.33039855957031) (295,64.25392150878906) (485,64.1341552734375) (257,64.11100006103516) (527,64.0784912109375) (535,64.02102661132812) (292,63.99299621582031) (3488,63.9881477355957) (157,63.974510192871094)* (1971,63.94295883178711) (1613,63.90614318847656)* (903,63.87812423706055)
388: (356,68.29735565185547) (396,67.9625244140625) (188,67.75862121582031) (920,67.46236419677734) (1339,67.33002471923828) (966,67.2303695678711) (506,67.20787048339844) (2446,67.150634765625)* (968,67.146240234375) (503,67.11337280273438) (957,67.07251739501953) (943,66.879150390625) (5605,66.87771606445312) (490,66.86869812011719) (63,66.86613464355469) (63,66.86613464355469) (812,66.85285186767578) (2442,66.81175994873047) (945,66.79631042480469) (707,66.73953247070312)
390: (295,69.8470230102539)* (349,69.16535186767578) (325,68.88404846191406) (461,68.85545349121094)* (257,68.5595474243164)* (291,68.19593048095703) (157,67.9052734375) (161,67.7607192993164) (544,67.63094329833984) (344,67.57949829101562) (318,67.55780029296875) (468,67.52224731445312) (328,67.49153900146484)* (310,67.41995239257812) (301,67.38728332519531) (329,67.3748779296875) (2018,67.37428283691406) (913,67.34687042236328) (290,67.29693603515625) (320,67.24463653564453)
391: (814,73.14540100097656) (498,72.43878173828125)* (1704,72.23014068603516) (1910,72.13674926757812) (759,72.01211547851562) (2100,71.90277099609375) (2062,71.86429595947266) (17633,71.4692153930664) (816,71.44573211669922)* (2655,71.35213470458984) (758,71.2724380493164) (500,71.24742126464844) (6792,71.22962188720703) (6196,70.94220733642578) (4173,70.93363952636719) (12386,70.88935852050781) (1188,70.83214569091797) (3092,70.78311920166016) (1044,70.75518798828125) (1672,70.71818542480469)
392: (300,69.07284545898438) (289,69.03286743164062)* (298,68.98991394042969) (67,68.89119720458984)* (67,68.89119720458984)* (291,68.76372528076172)* (1243,68.58717346191406) (3081,68.44693756103516) (498,68.39320373535156)* (288,68.3533935546875)* (55,68.14311218261719) (701,68.02100372314453) (97,67.78780364990234) (1556,67.77701568603516) (2544,67.76144409179688) (301,67.75981903076172) (295,67.70660400390625) (714,67.5526123046875) (344,67.5467300415039)* (261,67.51589965820312)
393: (226,68.97953796386719) (154,68.62284851074219) (859,68.59780883789062) (230,68.3369140625) (228,68.28863525390625) (424,68.19987487792969) (163,68.19271850585938) (199,67.9998779296875) (533,67.94800567626953) (65,67.9337387084961)* (65,67.9337387084961)* (217,67.91638946533203) (3057,67.89854431152344) (220,67.89751434326172) (718,67.88912200927734) (229,67.81749725341797) (202,67.79012298583984) (418,67.65262603759766) (436,67.51919555664062) (614,67.42444610595703)
394: (3376,65.46759033203125) (6120,64.88963317871094) (705,64.42686462402344) (1241,63.87802505493164) (3386,63.809051513671875) (6123,63.649627685546875) (2080,63.62525939941406) (283,63.5630989074707) (585,63.47533416748047) (439,63.34651565551758) (220,63.26710510253906) (708,63.22012710571289) (1651,63.141048431396484) (227,63.10678482055664) (5772,63.09775161743164) (4375,63.03935241699219) (5630,63.012603759765625) (4380,62.9583740234375) (932,62.884822845458984) (4834,62.859004974365234)
395: (1547,72.47138977050781)* (923,72.25031280517578) (841,71.45118713378906)* (846,71.32089233398438)* (1206,71.00513458251953) (707,70.96405792236328) (2744,70.74298095703125) (2835,70.74055480957031) (1348,70.65681457519531) (503,70.47354125976562)* (1360,70.4429702758789)* (808,70.35639953613281) (815,70.33081817626953)* (1364,70.22294616699219) (5666,70.10498046875) (383,70.03087615966797) (1261,70.02803039550781) (918,69.97144317626953)* (953,69.93264770507812) (1339,69.82789611816406)
396: (63,70.87872314453125) (63,70.87872314453125) (175,70.00446319580078) (389,69.5847396850586) (1705,69.39289855957031) (151,69.10906219482422) (4920,68.84760284423828) (2044,68.6805191040039)* (3501,68.32147216796875) (1800,68.24539947509766) (2035,68.16351318359375) (1306,68.10430145263672) (8853,68.08840942382812) (1121,67.93496704101562) (69,67.80570220947266) (69,67.80570220947266) (7157,67.79554748535156) (4922,67.78984832763672) (2075,67.78965759277344) (407,67.78104400634766)
397: (72,71.13988494873047)* (72,71.13988494873047)* (5079,70.6746597290039) (173,70.20401000976562) (487,69.80469512939453) (1075,69.400390625) (2014,69.31896209716797) (39,69.22992706298828) (450,69.17045593261719) (515,69.05766296386719) (1298,68.95150756835938) (159,68.86244201660156) (190,68.8421859741211)* (1534,68.74459838867188) (1886,68.68827056884766) (51,68.66378021240234)* (518,68.65716552734375) (504,68.648681640625) (1098,68.63786315917969) (3183,68.63701629638672)
398: (65,63.41187286376953) (65,63.41187286376953) (88,63.40345764160156)* (207,63.296592712402344)* (220,63.15037536621094) (1090,63.13333511352539) (190,63.124107360839844) (533,63.0868034362793)* (715,63.02519226074219) (159,63.014320373535156) (228,63.01362609863281) (229,62.867671966552734) (234,62.81248092651367) (429,62.806732177734375) (735,62.579689025878906) (868,62.46872329711914) (424,62.46622085571289) (969,62.39840316772461) (418,62.36314010620117) (199,62.23754119873047)*
399: (466,69.80372619628906)* (295,69.2513198852539)* (704,67.94525909423828) (544,67.86864471435547) (325,67.83316040039062) (306,67.74015808105469) (679,67.61035919189453) (498,67.54203033447266) (55,67.53302001953125) (528,67.50230407714844) (543,67.4940185546875) (293,67.4916000366211) (349,67.48944854736328) (328,67.47720336914062) (790,67.46704864501953) (680,67.43714904785156) (908,67.23411560058594) (67,67.2167739868164) (67,67.2167739868164) (523,67.21466064453125)
400: (288,73.97915649414062)* (466,73.16006469726562)* (325,73.02965545654297)* (344,72.07917785644531) (797,72.01126098632812) (680,71.78591918945312) (318,71.62635803222656)* (543,71.44377136230469) (802,71.20468139648438) (790,71.1060791015625) (349,71.0744400024414) (299,71.0615005493164)* (2020,71.023681640625) (290,70.98064422607422) (386,70.74427795410156) (352,70.66574096679688) (704,70.6629638671875)* (528,70.65904998779297)* (498,70.65045928955078) (524,70.46287536621094)
401: (1041,72.14886474609375)* (6120,71.71269226074219) (1672,71.13965606689453) (209,70.82682800292969) (4823,70.72389221191406) (5630,70.63316345214844) (1045,70.44935607910156) (4218,70.36450958251953) (1246,70.1722183227539) (377,70.04435729980469) (198,69.9340591430664) (982,69.83670806884766) (536,69.78128051757812)* (486,69.66754150390625) (481,69.54025268554688) (540,69.4484634399414) (542,69.44438934326172) (705,69.30548095703125) (708,69.25605773925781) (1803,69.22181701660156)
402: (854,64.97122192382812) (1803,64.80669403076172) (856,64.33744049072266) (724,64.24493408203125)* (1372,64.02676391601562)* (952,63.96808624267578) (1426,63.8782844543457) (868,63.849464416503906)* (2342,63.60939407348633) (710,63.569671630859375) (855,63.38372039794922) (226,63.25909423828125) (198,63.25200271606445) (2787,63.251487731933594) (614,63.221519470214844) (1415,63.08171081542969) (176,63.029502868652344) (1261,62.85758972167969) (2834,62.82942199707031) (1119,62.80689239501953)
403: (1034,76.13139343261719) (487,75.90821838378906)* (2432,74.89086151123047) (680,74.78702545166016)* (2978,74.61302947998047) (5462,74.12129974365234) (6448,73.98348236083984) (1670,73.96336364746094) (486,73.91761016845703) (3198,73.85820007324219) (300,73.80931854248047)* (3367,73.74040985107422) (377,73.70110321044922) (4773,73.61991882324219) (333,73.52786254882812) (1185,73.35383605957031) (3196,73.32470703125) (972,73.30091857910156) (544,73.2720718383789) (1066,73.23968505859375)*
404: (412,67.6579818725586)* (198,66.85252380371094) (489,66.6670913696289) (840,66.52577209472656) (6120,66.28289794921875) (497,66.17925262451172) (500,65.97412109375) (220,65.96378326416016) (488,65.84628295898438) (371,65.82681274414062) (493,65.7835693359375) (1200,65.67819213867188) (1866,65.6581802368164) (486,65.64595031738281) (1091,65.61495971679688) (498,65.61466217041016) (830,65.60465240478516) (1044,65.50209045410156) (1681,65.41057586669922) (6196,65.32292938232422)
405: (292,69.68983459472656)* (331,68.69644927978516)* (535,68.5736083984375) (306,68.57079315185547) (294,68.3837661743164) (701,68.29051208496094) (332,68.2576675415039) (352,68.19383239746094) (525,68.07772064208984)* (1613,68.04692077636719) (4566,68.02577209472656)* (157,67.96240997314453) (907,67.96224212646484) (328,67.87097930908203) (300,67.76861572265625)* (301,67.76519012451172) (2018,67.71656799316406) (302,67.6963882446289) (468,67.6933364868164) (3317,67.56413269042969)
406: (4675,66.71781158447266)* (3417,66.30560302734375) (4790,66.20011138916016)* (1110,66.16686248779297)* (2642,66.07662200927734) (6264,65.6867446899414) (1134,65.63761901855469) (607,65.5619125366211) (188,65.4852523803711)* (7802,65.21656036376953) (2013,65.2060546875) (5299,65.13827514648438) (3438,65.12507629394531) (2493,64.9372787475586) (9716,64.91539001464844) (1369,64.80055236816406) (1131,64.69789123535156) (1413,64.63735961914062)* (1123,64.63032531738281) (861,64.6076431274414)
407: (441,64.9544906616211) (1964,64.58817291259766) (2542,64.48113250732422) (603,64.43707275390625) (757,64.2164306640625) (1888,64.18757629394531) (3299,64.18277740478516) (56,64.03195190429688) (56,64.03195190429688) (154,63.7047119140625) (420,63.64728546142578) (2289,63.59599685668945) (1504,63.48527526855469) (3686,63.47739028930664) (88,63.354007720947266) (429,63.3359260559082) (233,63.331722259521484) (8587,63.273380279541016) (203,63.253170013427734) (3694,63.0733528137207)
408: (441,61.747562408447266) (59,61.682979583740234) (203,61.340572357177734) (72,61.30139923095703)* (72,61.30139923095703)* (159,61.24904251098633) (857,60.854801177978516) (533,60.76532745361328)* (432,60.726531982421875) (429,60.58650207519531) (208,60.42487335205078) (190,60.39852523803711) (424,60.37651443481445) (234,60.16572952270508) (173,60.137054443359375) (443,60.12405776977539) (88,60.12007141113281) (868,60.0981330871582)* (599,60.07546615600586) (1376,60.074790954589844)
409: (377,66.38481140136719) (288,65.98680877685547) (289,65.8839111328125) (67,65.75090789794922)* (67,65.75090789794922)* (329,65.6952133178711) (294,65.63668060302734) (310,65.59777069091797) (306,65.4295883178711) (701,65.29566955566406) (161,65.2695541381836) (333,65.20560455322266) (300,65.15766906738281) (328,65.13141632080078) (349,65.03160858154297) (378,65.02235412597656) (475,65.00704193115234) (302,65.00494384765625)* (331,64.85568237304688)* (907,64.83039093017578)
410: (7831,67.15945434570312) (15900,67.08769989013672) (13739,66.73585510253906) (1185,66.62820434570312) (1187,66.11957550048828) (2430,65.89653015136719) (498,65.80998992919922) (682,65.3689956665039) (1100,65.24617004394531) (2618,65.22126007080078) (1181,65.1872329711914) (1541,65.11648559570312) (2617,65.0965347290039) (1182,65.07730865478516) (15904,65.04903411865234) (11393,65.03427124023438) (15902,65.02278137207031) (691,64.97217559814453)* (15897,64.94725799560547) (816,64.89869689941406)
411: (3317,69.1728515625) (278,68.40739440917969)* (2242,67.73501586914062) (2247,67.6772232055664)* (14734,66.9786605834961) (331,66.84770202636719)* (547,66.63977813720703) (2510,66.60492706298828) (4617,66.53279876708984) (6621,66.51622772216797)* (9585,66.50619506835938) (3716,66.33534240722656) (1544,66.28414916992188) (15119,66.23249816894531) (276,66.19738006591797) (2923,66.17689514160156) (5988,66.12712860107422) (2101,66.09547424316406) (475,66.08917999267578)* (6288,65.99359130859375)
412: (1775,67.75020599365234) (714,67.3341064453125) (3204,67.10504913330078) (261,66.85781860351562) (283,66.81123352050781) (1241,66.7753677368164) (1556,66.53046417236328) (498,66.46343231201172) (2988,66.27593994140625) (1771,66.22068786621094) (889,66.2130126953125) (3741,66.17831420898438) (1681,66.13809967041016) (705,66.06126403808594) (4818,66.02777099609375) (333,65.98287963867188) (708,65.86373138427734) (3205,65.84076690673828) (538,65.76644134521484) (1243,65.71935272216797)
413: (89,69.1036148071289) (289,68.79061889648438) (701,68.47051239013672)* (333,68.32321166992188) (300,68.28085327148438) (302,67.7564468383789)* (349,67.71224975585938) (329,67.48994445800781)* (257,67.36457824707031) (498,67.11790466308594) (455,67.0771713256836) (294,67.01844024658203) (1052,66.97248840332031) (538,66.82980346679688) (298,66.7806167602539)* (344,66.70283508300781)* (544,66.3896484375) (2176,66.31908416748047) (1556,66.31206512451172) (328,66.30020141601562)
414: (300,67.51287841796875)* (89,67.11190795898438) (288,66.94784545898438)* (461,66.89352416992188)* (344,66.70292663574219) (291,66.57707977294922) (292,66.5534439086914)* (701,66.33655548095703)* (295,66.32122039794922)* (1047,65.70528411865234) (321,65.60324096679688) (318,65.43573760986328) (324,65.341552734375) (704,65.16085052490234) (2080,65.05998992919922) (458,65.02227020263672) (304,64.9693374633789) (55,64.84420013427734)* (680,64.83850860595703) (523,64.82762145996094)
415: (89,70.18521118164062)* (288,69.90152740478516)* (295,69.18832397460938) (461,68.54452514648438) (523,68.32144927978516)* (679,68.2142105102539)* (349,68.14647674560547) (293,68.13658142089844) (325,67.977294921875) (544,67.7676010131836) (344,67.72160339355469) (310,67.51013946533203) (352,67.49031066894531)* (299,67.27336883544922) (328,67.22716522216797) (294,67.16107177734375) (301,66.94524383544922) (323,66.88407897949219) (1934,66.78218078613281) (324,66.74132537841797)*
416: (2771,71.60365295410156) (2756,71.24702453613281) (1222,71.03976440429688) (10831,70.71037292480469) (9783,70.47946166992188) (3809,70.37223815917969) (11604,70.37101745605469) (11611,70.12974548339844) (141,70.04438781738281) (6582,69.97562408447266) (751,69.8978271484375) (370,69.81190490722656) (2165,69.72904205322266) (3805,69.64503479003906) (6759,69.5784683227539) (10008,69.42646789550781) (1253,69.40547180175781) (1066,69.29100799560547) (767,69.28300476074219) (1295,69.24658966064453)
417: (67,63.8961181640625)* (67,63.8961181640625)* (288,63.6845703125)* (300,63.66754913330078)* (292,63.62998580932617)* (525,63.365455627441406) (679,63.03057098388672) (310,62.90113830566406) (903,62.73286437988281) (466,62.7171630859375) (257,62.51072311401367)* (318,62.49919128417969) (157,62.4313850402832)* (1934,62.311256408691406) (316,62.2027702331543) (293,62.11887741088867) (889,62.112815856933594) (97,61.982337951660156) (689,61.9340934753418) (498,61.928192138671875)
418: (898,69.71961212158203)* (437,69.4051742553711) (2277,69.09445190429688) (622,68.8271484375)* (217,68.77108001708984)* (195,68.40660095214844) (2584,68.33142852783203) (1929,68.17184448242188) (199,68.01081848144531) (1390,67.9666976928711) (615,67.95269012451172) (5414,67.83251190185547) (4448,67.73167419433594) (227,67.62893676757812) (1242,67.56864166259766) (9032,67.50453186035156) (3203,67.45462799072266) (207,67.42289733886719) (11812,67.4000015258789) (261,67.38399505615234)
419: (317,71.36421203613281)* (330,70.42781066894531) (292,70.125) (294,70.04371643066406) (312,69.98898315429688) (386,69.91734313964844) (1449,69.80667114257812) (239,69.78768157958984) (1613,69.78453063964844) (7340,69.73268127441406) (701,69.58737182617188) (352,69.56945037841797) (466,69.55545806884766)* (310,69.54051971435547) (1451,69.46070098876953) (296,69.43620300292969) (1037,69.34747314453125) (161,69.27154541015625)* (915,69.20651245117188) (332,69.20439147949219)*
420: (792,65.63287353515625)* (316,65.62290954589844) (2059,65.58458709716797) (253,65.54525756835938) (289,65.45824432373047) (2462,65.35037994384766) (972,65.19654083251953) (378,65.14103698730469) (89,65.03457641601562) (351,64.92132568359375) (2523,64.86932373046875) (786,64.81466674804688) (523,64.78802490234375) (518,64.77762603759766) (354,64.76823425292969) (991,64.72068786621094) (930,64.62568664550781) (3576,64.5757064819336) (701,64.54993438720703) (359,64.3575439453125)
421: (288,61.496665954589844)* (67,61.22843933105469)* (67,61.22843933105469)* (257,61.0025634765625)* (55,60.703697204589844)* (466,60.61201477050781)* (349,60.4975700378418)* (301,60.153350830078125)* (525,60.14191436767578)* (285,59.93159103393555) (328,59.92741394042969) (318,59.51508712768555) (294,59.46232223510742) (309,59.45954132080078) (679,59.38282012939453) (332,59.2142333984375) (352,59.156612396240234) (331,59.118595123291016) (344,59.004390716552734) (317,58.9592399597168)
423: (1001,62.89535903930664)* (994,62.138492584228516) (100,62.105445861816406) (99,61.994224548339844)* (998,61.780540466308594) (999,61.537269592285156) (1892,61.52684783935547) (1014,61.41508102416992) (61,61.2797737121582) (8995,61.079185485839844) (993,60.966575622558594)* (1019,60.83540344238281) (511,60.83110046386719)* (59,60.77507019042969) (157,60.75310516357422) (959,60.65870666503906)* (91,60.478179931640625) (77,60.45244598388672) (77,60.45244598388672) (2936,60.37896728515625)
424: (953,68.48468017578125) (188,68.40092468261719) (506,67.95313262939453) (978,67.81271362304688) (1131,67.7221450805664) (930,67.49891662597656)* (1358,67.43598175048828)* (504,67.423095703125) (918,67.3169174194336) (1044,67.20867156982422) (923,67.10539245605469) (937,67.09187316894531) (726,66.99990844726562) (503,66.9968490600586) (181,66.96250915527344)* (1339,66.89653015136719) (198,66.83739471435547)* (152,66.73072052001953) (955,66.6747817993164) (370,66.5747299194336)
425: (289,72.48800659179688)* (349,70.68347930908203)* (291,70.5660171508789)* (681,70.41527557373047)* (680,70.05772399902344)* (498,70.00129699707031)* (294,69.99356079101562) (455,69.88923645019531) (543,69.50103759765625) (328,69.49588775634766)* (458,69.48304748535156) (679,69.42559814453125) (1032,69.38033294677734) (523,69.376708984375) (290,69.37176513671875) (908,69.2759780883789) (329,69.07715606689453) (293,69.05146789550781) (320,69.02525329589844) (790,69.01273345947266)
426: (2605,67.50151824951172)* (1747,66.65824890136719)* (632,66.34573364257812)* (454,66.0780029296875) (57,65.86603546142578) (616,65.81834411621094) (162,65.20079803466797)* (7152,65.18956756591797) (1943,65.07999420166016) (756,64.98753356933594)* (237,64.9267578125) (981,64.90078735351562) (1139,64.84317016601562) (6582,64.81719207763672) (53,64.80872344970703)* (53,64.80872344970703)* (2668,64.79228210449219) (1708,64.73824310302734) (610,64.72718811035156) (1743,64.66561889648438)
427: (2840,65.89507293701172) (1378,65.80359649658203) (2850,65.72845458984375) (412,65.68679809570312)* (4262,65.50032043457031)* (1105,65.46284484863281) (6298,65.39521026611328) (217,65.3813705444336) (3341,65.37992858886719) (1100,65.20074462890625)* (2608,65.15438079833984)* (8274,65.03087615966797) (507,65.00657653808594) (1181,64.97161102294922) (1866,64.93289184570312) (498,64.91441345214844) (1197,64.64947509765625) (4432,64.6090087890625) (403,64.47770690917969) (687,64.45789337158203)
428: (997,64.44963073730469)* (59,64.32685852050781)* (1001,63.97245407104492)* (994,63.52459716796875)* (1013,63.52201843261719) (1890,63.262916564941406) (3768,63.00031280517578) (3201,62.7598876953125) (98,62.699642181396484) (1895,62.57421875) (874,62.5350456237793) (4308,62.41736602783203) (1073,62.3294677734375) (91,62.31961441040039) (61,62.2403564453125) (99,61.90464782714844) (599,61.87461471557617) (6784,61.79376983642578) (187,61.74843978881836)* (2936,61.65657043457031)
430: (67,62.49447250366211) (67,62.49447250366211) (1001,61.65284729003906) (599,61.57671356201172)* (1464,61.4930305480957) (72,60.94077682495117)* (72,60.94077682495117)* (76,60.891868591308594) (76,60.891868591308594) (55,60.755859375) (997,60.71876525878906)* (998,60.6766242980957) (58,60.63978576660156) (58,60.63978576660156) (1013,60.63957977294922) (1892,60.57160186767578) (187,60.4541015625) (511,60.401283264160156)* (985,60.35931396484375) (227,60.30215072631836)
431: (234,62.60133743286133) (198,62.57737731933594) (706,62.32801818847656) (1249,61.978172302246094)* (1513,61.870487213134766) (1672,61.79716873168945) (1406,61.71120071411133) (2346,61.4478645324707)* (190,61.42813491821289)* (209,61.29419708251953) (227,61.202537536621094)* (1044,61.11420822143555) (1186,61.10899353027344) (533,61.105098724365234)* (498,61.095096588134766) (377,61.09205627441406)* (1974,60.9861946105957) (517,60.985595703125) (1412,60.94818115234375) (808,60.816246032714844)
432: (1672,65.31498718261719)* (412,65.28691101074219) (498,65.2021484375)* (1046,64.40679931640625) (209,64.09535217285156) (230,63.912681579589844) (1180,63.86808395385742) (830,63.7892951965332) (488,63.74287796020508) (481,63.69789123535156) (687,63.63043975830078) (1689,63.59239196777344) (1246,63.55213165283203) (1681,63.49925231933594) (1185,63.46229553222656) (1043,63.380699157714844) (1045,63.35542297363281) (6120,63.314117431640625) (403,63.225341796875) (966,63.13207244873047)
433: (930,74.19219207763672) (3558,74.12983703613281) (2038,74.04847717285156) (2961,74.02806091308594) (12,73.96956634521484)* (835,73.92990112304688) (1913,73.89605712890625) (13,73.67134094238281) (4156,73.59654235839844) (1339,73.4711685180664) (807,73.42023468017578) (954,73.27083587646484) (1260,73.26995086669922) (3806,73.17911529541016) (1547,73.12081909179688) (2835,73.04607391357422) (841,72.88517761230469) (917,72.7457046508789) (2100,72.51364135742188) (1338,72.4931640625)
434: (1709,64.58866882324219) (3299,64.47854614257812) (197,64.10479736328125) (2542,63.48762130737305) (2475,63.45615005493164) (3694,63.443511962890625) (603,63.27765655517578) (1504,63.18696594238281) (859,63.12127685546875) (1957,63.078582763671875) (154,62.98456954956055) (1964,62.960384368896484) (163,62.82661819458008) (2493,62.74052047729492) (2593,62.70417022705078) (3707,62.65625762939453) (6182,62.65373229980469) (5549,62.58076477050781) (752,62.57521057128906) (441,62.56769943237305)
435: (1191,71.34778594970703) (816,71.32340240478516) (2429,71.21337127685547) (1197,71.19906616210938)* (3028,71.02745819091797)* (1195,70.94072723388672)* (1196,70.63619232177734) (1187,70.51879119873047) (3040,70.46743774414062) (8464,70.01920318603516) (805,69.98878479003906) (823,69.85061645507812) (2210,69.69060516357422) (2196,69.49823760986328) (2850,69.42081451416016)* (2829,69.36812591552734) (4174,69.35884857177734) (770,69.3123550415039) (1188,69.24716186523438)* (3817,69.20358276367188)
436: (227,63.97793960571289) (65,63.36675262451172) (65,63.36675262451172) (190,62.8631477355957) (734,62.81276321411133)* (959,62.74040985107422) (182,62.61328125) (1464,62.48976516723633) (1772,62.465545654296875) (184,62.430450439453125) (163,62.308990478515625) (316,62.22735595703125) (154,62.213958740234375) (155,62.16111755371094) (159,62.10356140136719) (2783,62.088497161865234) (220,61.99477767944336) (221,61.988197326660156) (868,61.96630096435547)* (192,61.90426254272461)
437: (2462,73.63642883300781) (1438,72.92374420166016) (89,72.63518524169922)* (1114,72.61058807373047) (5465,72.39508819580078)* (518,72.13194274902344) (344,72.07284545898438) (686,71.6351089477539) (3557,71.47415924072266) (300,71.4617919921875) (357,71.45638275146484) (378,71.41822814941406) (333,71.28671264648438)* (679,71.28451538085938) (790,71.20830535888672) (2059,71.18794250488281) (3124,71.15193176269531) (292,71.14909362792969) (930,71.14514923095703) (295,71.13166809082031)
438: (36,75.1268081665039) (4872,74.87466430664062) (1297,74.73624420166016) (72,74.69416046142578) (72,74.69416046142578) (11,74.62850952148438) (1295,74.59754180908203) (32,74.59557342529297)* (30,74.5857162475586) (1066,74.51152038574219) (3289,74.45675659179688) (1330,74.26933288574219) (877,73.94911193847656) (75,73.80065155029297) (75,73.80065155029297) (1296,73.60475158691406) (2638,73.59390258789062) (9,73.57427215576172)* (515,73.37632751464844) (1292,73.2526626586914)
439: (2252,72.03799438476562)* (2226,71.11306762695312) (3317,70.90499877929688) (2924,70.82111358642578) (1963,70.70330810546875) (4586,70.63119506835938) (3227,70.21669006347656) (2247,70.1526870727539) (3357,70.1388168334961) (11401,70.11187744140625) (6629,70.06062316894531) (9388,69.77290344238281) (249,69.75830078125) (1611,69.65278625488281) (1622,69.55323028564453) (1952,69.35952758789062) (6621,69.28682708740234) (6288,69.26571655273438) (1640,69.12411499023438) (2916,69.0857925415039)*
440: (3707,68.67073822021484) (3694,67.58848571777344) (3685,67.06964874267578) (629,66.64529418945312) (2270,66.54103088378906) (5549,66.48567199707031) (416,66.46385955810547) (2542,66.39814758300781) (3700,66.33141326904297) (2281,66.31875610351562) (11204,66.30946350097656) (1958,66.2353744506836) (418,66.1854248046875) (1627,66.16033935546875) (444,66.06217193603516) (199,66.02272033691406) (13179,65.847412109375) (1950,65.82683563232422) (746,65.79520416259766) (6824,65.7853012084961)*
441: (154,61.043701171875) (238,60.694671630859375)* (56,60.615299224853516) (56,60.615299224853516) (53,60.32148742675781) (53,60.32148742675781) (441,60.18385696411133) (203,59.981895446777344) (757,59.97615051269531) (5890,59.94380569458008) (81,59.92344284057617) (1098,59.92183303833008) (418,59.88614273071289) (70,59.840843200683594) (2535,59.79640197753906) (1983,59.7896614074707) (227,59.757320404052734) (88,59.73233413696289) (159,59.65921401977539) (190,59.658870697021484)
442: (157,63.80586242675781) (1001,63.79774475097656)* (67,63.72312927246094) (67,63.72312927246094) (155,63.14752960205078) (8002,63.078041076660156) (3237,62.507076263427734) (1464,62.48484802246094) (51,62.332340240478516) (511,62.26546859741211) (3046,62.23283386230469) (1009,62.18896484375) (722,62.15758514404297) (727,62.09965515136719) (65,62.09525680541992) (65,62.09525680541992) (877,62.03562545776367)* (190,61.994632720947266) (1379,61.98504638671875) (86,61.95744323730469)
443: (1412,64.14710235595703) (186,62.93029022216797) (2312,62.92950439453125)* (959,62.84222412109375) (562,62.81342697143555) (607,62.75566864013672) (2339,62.7179069519043) (1425,62.69499588012695) (227,62.64944839477539)* (1118,62.52051544189453) (14391,62.503997802734375) (5175,62.4852294921875) (614,62.46989440917969) (610,62.40991973876953) (1743,62.40342330932617) (3940,62.23170471191406) (975,62.20077133178711) (1109,62.19139862060547) (511,62.13898849487305) (910,62.1142692565918)
444: (4956,64.42908477783203) (4271,64.3146743774414) (4966,64.2765884399414) (3289,64.214599609375) (4957,64.2060317993164) (3886,64.19462585449219) (11107,64.16897583007812) (19,64.11968231201172) (4950,64.0361328125) (5358,63.95298385620117) (9330,63.94989776611328) (3407,63.88829803466797) (11110,63.77704620361328) (4972,63.71902847290039) (11090,63.71028518676758) (4958,63.68284225463867) (5503,63.601478576660156) (11103,63.5665283203125) (4959,63.45198059082031) (11118,63.44511413574219)
446: (72,67.3497085571289)* (72,67.3497085571289)* (511,64.9666519165039)* (959,64.76863861083984) (851,64.62532043457031) (193,64.5718002319336) (880,64.556884765625) (1014,64.28736877441406)* (172,64.23662567138672)* (3768,64.21125030517578) (1394,64.07106018066406) (81,63.88292694091797) (997,63.802032470703125) (1098,63.79349899291992) (441,63.7754020690918)* (233,63.75600814819336) (203,63.69776153564453) (70,63.56909942626953) (429,63.56646728515625) (715,63.5263786315918)
447: (2668,65.35900115966797) (747,64.51329040527344)* (748,63.77241897583008) (4734,63.40663528442383) (11520,63.360923767089844) (744,63.25958251953125) (57,63.17411804199219) (137,63.162017822265625) (13318,63.10322570800781) (603,63.052860260009766) (3158,63.009376525878906) (5360,62.99185562133789) (10002,62.872108459472656) (1226,62.755775451660156) (1801,62.72835159301758) (103,62.68328094482422) (1222,62.677391052246094) (756,62.670249938964844) (3861,62.64287185668945) (1744,62.58757781982422)
