userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (51,11.09520149230957)* (1001,9.295970916748047) (1098,8.181228637695312) (238,8.147696495056152) (1073,8.05726146697998) (59,7.995640754699707)* (1013,7.671652793884277) (997,7.544815540313721) (4308,7.404715061187744) (173,7.377686500549316) (998,7.356198310852051) (157,6.83020544052124) (993,6.710125923156738) (1014,6.702834606170654) (159,6.542559623718262) (3281,6.453182220458984) (599,6.35756254196167) (1062,6.344254493713379) (511,6.320759296417236) (187,6.319375038146973)
300: (227,24.588336944580078) (917,21.229393005371094) (1412,18.558246612548828) (230,17.29070281982422) (959,16.164409637451172) (163,15.86134147644043) (234,15.785416603088379) (982,15.2804594039917) (220,14.862677574157715) (951,14.329936027526855) (533,14.08476448059082) (1369,14.026379585266113) (868,13.981999397277832) (498,13.773465156555176) (198,13.455450057983398)* (1672,13.45142650604248) (1513,13.150562286376953) (2352,13.146013259887695) (190,12.967460632324219) (65,12.953001976013184)
301: (227,22.384553909301758) (701,17.07904052734375) (65,15.806529998779297) (65,15.806529998779297) (295,15.47658920288086)* (679,15.197505950927734) (498,14.924116134643555)* (302,14.063375473022461)* (230,13.753719329833984) (157,13.505752563476562) (257,13.34918212890625) (344,12.966264724731445) (306,12.43847370147705) (190,12.263505935668945) (466,12.173955917358398) (903,12.045334815979004)* (291,11.673476219177246) (220,11.532044410705566) (55,11.493417739868164) (714,11.085346221923828)
302: (289,12.940568923950195)* (377,10.336792945861816) (295,10.084061622619629) (486,9.814013481140137) (461,9.370262145996094) (302,9.311988830566406)* (498,8.97821044921875) (325,8.648092269897461) (291,8.579355239868164) (378,8.393895149230957) (191,8.273406028747559) (680,8.245428085327148) (328,8.114309310913086) (67,8.015824317932129) (67,8.015824317932129) (293,7.972723484039307) (972,7.9071173667907715) (790,7.8957109451293945) (908,7.875411033630371) (349,7.794773101806641)
303: (227,27.475675582885742)* (917,19.419189453125) (154,18.500049591064453) (220,13.678260803222656) (1249,13.387849807739258) (735,13.169291496276855) (868,13.068487167358398)* (1369,13.052993774414062)* (959,12.335192680358887) (614,12.111902236938477) (1358,12.040193557739258) (533,11.73002815246582) (982,11.461214065551758) (562,11.18985652923584)* (436,11.136985778808594) (212,11.11265754699707) (230,11.074673652648926) (599,10.957265853881836) (226,10.700379371643066)* (207,10.596562385559082)
304: (72,14.245847702026367)* (72,14.245847702026367)* (154,9.143080711364746) (238,7.478525161743164) (229,7.197912693023682) (1075,6.365962982177734)* (51,6.091739177703857) (70,6.077725887298584) (1098,5.914922714233398) (441,5.594717025756836) (81,5.576484680175781) (450,5.501417636871338)* (487,5.464482307434082)* (59,5.414554595947266) (429,5.372896194458008) (1062,5.247407913208008) (53,5.224307537078857) (53,5.224307537078857) (418,5.215501308441162) (64,5.20782470703125)
305: (292,15.038445472717285)* (701,12.739702224731445)* (461,10.508878707885742)* (67,10.494962692260742) (67,10.494962692260742) (257,10.209147453308105) (349,10.15637493133545) (291,9.744965553283691) (299,9.349899291992188)* (908,9.189248085021973) (320,9.090900421142578) (290,8.984556198120117) (325,8.917831420898438) (679,8.612288475036621)* (1042,8.58572769165039)* (802,8.5630521774292)* (456,8.509293556213379) (525,8.446056365966797) (326,8.327075958251953) (523,8.319076538085938)
306: (190,20.44487762451172) (173,15.89879322052002) (67,15.857943534851074)* (67,15.857943534851074)* (187,14.599522590637207)* (1104,14.35045337677002) (518,14.312734603881836) (930,13.297572135925293) (157,13.240126609802246) (378,12.85690689086914) (959,11.440433502197266) (2044,11.185342788696289) (504,10.783607482910156) (65,10.713916778564453) (65,10.713916778564453) (193,10.391088485717773) (511,10.34169864654541)* (172,10.292173385620117) (89,10.267838478088379) (229,10.199260711669922)
307: (72,17.125593185424805) (72,17.125593185424805) (610,13.834066390991211) (9353,12.208492279052734) (263,12.19805908203125) (969,12.062771797180176) (4734,11.978538513183594) (2952,11.865287780761719) (1800,11.85516357421875) (5360,11.47899341583252)* (73,11.45168685913086) (73,11.45168685913086) (7021,11.359529495239258) (2324,11.270630836486816) (747,11.266799926757812) (7029,11.2000732421875) (8427,11.064115524291992) (2332,10.861078262329102) (3004,10.475183486938477) (6930,10.461404800415039)
308: (198,16.2684326171875)* (841,15.262721061706543) (1358,14.963939666748047) (1672,14.751461029052734)* (918,14.659451484680176)* (377,14.006632804870605) (230,13.987228393554688) (234,13.24796199798584) (1369,13.118739128112793) (978,12.818931579589844) (488,12.792654991149902) (1360,12.72537612915039) (517,12.521430969238281) (498,12.461878776550293) (1044,12.375575065612793) (1372,12.092942237854004)* (710,12.072489738464355) (2352,12.0652494430542) (982,11.993803977966309)* (614,11.936806678771973)
310: (288,12.627704620361328)* (701,10.773919105529785) (295,10.73269271850586) (300,9.81624984741211)* (257,8.968881607055664) (333,8.929338455200195) (302,8.524431228637695)* (323,8.029043197631836)* (290,7.900710582733154) (67,7.8465576171875) (67,7.8465576171875) (299,7.824479103088379) (325,7.808737754821777) (318,7.68344783782959) (326,7.578744888305664) (349,7.554472923278809) (913,7.486371994018555) (320,7.4581685066223145) (2094,7.4564971923828125) (466,7.398963451385498)*
311: (227,14.30935287475586) (65,10.74032211303711)* (65,10.74032211303711)* (3057,9.93993854522705) (2277,9.62291145324707) (3466,9.38811206817627) (316,9.336100578308105) (1098,9.258400917053223) (67,9.104990005493164) (67,9.104990005493164) (548,8.920321464538574) (697,8.891322135925293) (715,8.867103576660156) (7324,8.776289939880371) (423,8.601456642150879) (1464,8.557124137878418) (207,8.555511474609375) (903,8.498286247253418) (1383,8.47208023071289) (217,8.412368774414062)
312: (2097,18.758665084838867)* (374,17.77259635925293) (2220,17.402175903320312) (2179,17.20292854309082) (1613,17.079307556152344) (2101,16.566694259643555) (330,16.499359130859375) (2226,15.898883819580078) (468,15.661218643188477) (386,15.636582374572754) (279,15.574151039123535) (3318,14.903595924377441) (278,14.741926193237305) (3317,14.703498840332031) (2111,14.629448890686035) (527,14.411766052246094) (2089,14.346439361572266) (262,14.12602424621582) (2439,13.972152709960938) (5267,13.922198295593262)
313: (72,22.85049819946289) (72,22.85049819946289) (707,17.577281951904297) (1913,13.34434986114502) (841,12.875675201416016) (954,12.733413696289062) (726,12.714211463928223) (487,12.676706314086914) (1295,12.64603042602539) (518,12.449447631835938) (506,12.396766662597656) (377,12.212342262268066) (7,12.119686126708984) (1358,12.051548957824707) (1339,12.033945083618164)* (13,11.950806617736816) (959,11.566373825073242) (4331,11.4276762008667) (517,11.364103317260742)* (4165,11.0045166015625)
314: (333,14.877233505249023)* (289,14.766809463500977) (227,12.750077247619629) (701,12.433220863342285) (230,11.769831657409668) (679,11.68171215057373) (65,11.39649772644043) (65,11.39649772644043) (1047,11.350434303283691) (344,10.877073287963867)* (951,10.737507820129395) (1470,10.719255447387695) (461,10.703411102294922)* (378,10.682735443115234)* (292,10.623567581176758) (288,10.582906723022461) (295,10.502498626708984) (481,10.442300796508789) (966,10.418813705444336)* (680,10.403227806091309)
315: (154,18.923173904418945)* (228,14.471697807312012)* (234,11.11894702911377) (498,10.317779541015625) (1512,10.144779205322266) (1400,10.087793350219727) (333,9.955052375793457) (159,9.587905883789062) (225,9.505724906921387) (1048,9.450800895690918) (298,9.305875778198242)* (425,9.106893539428711) (486,8.982624053955078)* (903,8.744702339172363)* (182,8.618064880371094) (209,8.511648178100586)* (1246,8.356353759765625) (217,8.231100082397461) (295,8.187494277954102) (436,8.164911270141602)
316: (487,10.813789367675781) (978,9.948776245117188) (198,9.846007347106934)* (1104,9.518827438354492)* (500,9.263020515441895) (1672,9.241275787353516) (503,8.879352569580078) (497,8.868468284606934) (486,8.861571311950684) (815,8.818598747253418) (45,8.709698677062988) (233,8.607420921325684) (173,8.514856338500977) (504,8.494237899780273) (808,8.494194984436035) (7,8.428693771362305) (813,8.18246078491211) (2379,8.177902221679688) (830,7.994418621063232) (152,7.785079479217529)
317: (706,17.598873138427734)* (1369,13.69751262664795)* (599,12.688716888427734)* (1244,12.587873458862305)* (220,12.296985626220703)* (1358,12.149321556091309) (718,11.197543144226074) (533,10.713077545166016) (154,10.514936447143555) (2347,10.22835922241211) (1415,10.053991317749023) (1372,9.899805068969727) (554,9.64508056640625) (857,9.555058479309082)* (614,9.415459632873535) (733,9.372346878051758) (230,9.296329498291016) (951,9.229771614074707) (863,9.014959335327148) (250,8.90324878692627)
318: (289,17.01206398010254)* (300,14.955575942993164)* (67,14.81833267211914)* (67,14.81833267211914)* (333,14.717988967895508) (295,14.572500228881836) (227,14.523764610290527) (288,14.47912311553955) (292,12.80185317993164) (498,12.593846321105957) (157,12.562522888183594) (65,12.058856010437012) (65,12.058856010437012) (679,10.853458404541016) (378,10.751279830932617) (190,10.606463432312012) (55,10.49159049987793) (377,10.269181251525879) (257,10.241150856018066)* (344,10.207952499389648)
319: (3364,15.252115249633789) (2415,14.584808349609375) (383,13.43699836730957)* (217,13.220108985900879) (622,12.9834566116333) (412,12.549449920654297) (4218,12.50679874420166) (3028,12.224050521850586) (840,12.056610107421875) (10449,11.47233772277832) (3616,11.419740676879883) (2579,11.398609161376953) (4184,11.165626525878906) (1947,11.15221118927002) (1963,11.065295219421387) (6906,11.058414459228516) (763,11.05822467803955) (4092,10.933673858642578) (2276,10.916969299316406) (6773,10.754684448242188)
320: (3046,8.30194091796875) (81,7.994058609008789) (512,7.898382186889648) (154,7.804645538330078) (56,7.766604423522949) (56,7.766604423522949) (757,7.727965354919434) (1098,7.556412696838379) (418,7.519453048706055) (162,7.404886245727539) (1099,7.326062202453613) (174,7.275473117828369) (1109,7.263833045959473) (227,7.253146171569824) (238,7.225992202758789) (1401,7.167008399963379) (233,7.132678985595703) (487,7.077470779418945) (460,6.8170294761657715) (1383,6.726200103759766)
321: (707,25.406879425048828) (198,16.14150619506836) (377,15.435493469238281) (1104,15.286188125610352) (954,14.568994522094727) (1339,14.527972221374512) (1249,14.452465057373047)* (923,14.429099082946777) (503,14.30241584777832) (2379,14.136763572692871)* (922,14.041895866394043) (726,13.934423446655273) (517,13.884973526000977) (920,13.876165390014648) (959,13.830601692199707) (176,13.643939018249512) (978,13.640049934387207) (710,13.568330764770508) (1372,13.440038681030273) (957,13.36948013305664)
322: (295,16.083303451538086)* (289,15.197412490844727)* (333,13.739837646484375) (375,12.501675605773926) (2094,12.358146667480469) (1613,12.074605941772461)* (377,11.607107162475586) (2092,11.351242065429688) (306,11.329935073852539)* (498,10.911645889282227) (2102,10.796682357788086) (2179,10.733829498291016) (386,10.710277557373047) (278,10.197158813476562) (330,9.839300155639648) (302,9.799309730529785) (2220,9.685075759887695) (349,9.660805702209473) (369,9.625465393066406) (1453,9.606830596923828)
324: (917,29.135059356689453)* (707,23.65894889831543)* (841,20.809520721435547) (706,17.08344268798828)* (920,13.174522399902344) (1131,13.071056365966797) (1249,12.769018173217773) (152,12.685260772705078) (3470,11.575111389160156)* (383,11.479269981384277) (2343,11.244226455688477) (614,11.139694213867188) (923,10.99792766571045) (1274,10.963922500610352) (949,10.93239974975586) (724,10.895376205444336)* (198,10.677995681762695) (2342,10.64466667175293)* (1206,10.523258209228516) (954,10.515127182006836)
325: (72,21.555389404296875) (72,21.555389404296875) (190,13.39200210571289) (173,12.856146812438965) (487,11.41512680053711) (2158,10.733427047729492) (67,10.575305938720703) (67,10.575305938720703) (3827,10.48360824584961) (9,10.423933982849121) (1295,10.207900047302246) (238,10.06550407409668) (1292,9.902311325073242) (1786,9.616846084594727) (1277,9.606801986694336) (229,9.439207077026367) (4734,9.372876167297363) (969,9.195079803466797) (2824,9.177250862121582) (1300,9.155389785766602)
326: (289,16.964366912841797) (89,16.636783599853516)* (300,15.485817909240723) (333,15.131529808044434)* (701,13.101737976074219) (498,12.310342788696289) (466,12.107853889465332) (302,11.693089485168457) (461,11.562334060668945) (291,10.776311874389648)* (679,10.383893966674805) (344,10.350433349609375) (680,9.624048233032227) (544,9.48929500579834) (55,9.325006484985352) (157,9.225093841552734) (1047,9.194978713989258) (646,9.158637046813965) (310,8.9360933303833) (523,8.927152633666992)
327: (67,10.646286010742188)* (67,10.646286010742188)* (701,10.31652545928955) (333,9.860931396484375) (302,8.948532104492188) (306,8.913161277770996) (257,7.975244998931885) (349,7.95812463760376) (291,7.327093124389648) (299,7.3043999671936035) (310,7.294898509979248) (468,7.167333602905273) (327,7.156119346618652) (461,7.087177276611328) (157,7.060868263244629) (543,6.897740840911865) (301,6.8908305168151855) (525,6.7918806076049805) (298,6.7488603591918945) (323,6.679083824157715)
328: (154,15.736536979675293) (228,11.81343936920166) (173,11.41450023651123) (1090,10.445590019226074) (225,9.329974174499512) (533,9.187677383422852) (1512,9.125246047973633) (3200,8.94247817993164) (689,8.911630630493164) (425,8.719297409057617) (220,8.644463539123535) (498,8.624479293823242) (2600,8.339872360229492) (486,8.339093208312988) (217,8.297887802124023) (210,8.254912376403809) (2614,8.079634666442871) (546,7.9201812744140625) (298,7.793392181396484) (1517,7.726594924926758)
329: (227,14.909404754638672) (289,12.564886093139648)* (701,12.17483139038086)* (300,10.36825180053711) (316,10.127225875854492)* (679,10.059311866760254) (903,10.012252807617188) (333,9.843876838684082) (55,9.731201171875)* (157,9.690988540649414) (257,9.397031784057617) (1243,8.542926788330078) (1098,8.416519165039062)* (167,8.377863883972168) (306,8.367687225341797) (1464,8.32495403289795) (526,8.305285453796387) (2521,8.183391571044922) (1934,8.076141357421875)* (2083,7.941019535064697)
330: (300,19.844284057617188)* (288,18.892980575561523) (292,16.022703170776367) (302,13.39852523803711) (377,12.924287796020508) (291,12.820852279663086) (475,12.033674240112305) (325,11.782020568847656)* (464,11.639724731445312)* (378,11.588125228881836) (349,11.426448822021484)* (544,11.266136169433594) (908,11.255389213562012) (523,11.065057754516602) (680,10.984140396118164) (1043,10.72722053527832) (318,10.537546157836914) (486,10.508212089538574) (456,10.316984176635742) (687,10.310279846191406)
331: (89,11.742491722106934)* (289,11.440176010131836)* (333,11.341163635253906) (300,10.881463050842285)* (548,10.772451400756836) (701,10.241488456726074) (680,9.630953788757324) (324,9.308649063110352) (461,9.280704498291016) (471,8.958559036254883) (288,8.897757530212402) (362,8.832722663879395)* (1684,8.691322326660156) (342,8.579488754272461) (790,8.560428619384766) (691,8.458846092224121) (191,8.357465744018555) (344,8.340866088867188) (532,8.299304962158203) (311,8.290193557739258)
332: (89,17.449541091918945) (289,16.45418357849121) (701,13.553258895874023) (288,13.384800910949707) (498,13.290457725524902) (295,12.764278411865234) (67,12.2333984375) (67,12.2333984375) (679,11.911715507507324) (65,11.20022964477539) (65,11.20022964477539) (344,10.871867179870605) (257,10.801986694335938) (466,10.797197341918945)* (461,10.746896743774414) (306,10.1163911819458) (298,9.966361999511719) (680,9.847074508666992) (1047,9.666025161743164) (157,9.586441993713379)
333: (89,13.296463012695312) (300,12.909488677978516)* (333,12.099528312683105)* (461,10.186933517456055) (466,10.04277229309082)* (302,9.755282402038574)* (257,9.544439315795898) (325,9.054890632629395) (349,8.690202713012695)* (908,8.615715980529785) (320,8.407110214233398)* (456,8.339719772338867) (543,8.3240385055542) (802,8.081971168518066) (327,8.079632759094238) (344,7.809649467468262) (55,7.77592658996582)* (326,7.774273872375488) (1032,7.6508989334106445) (1042,7.645632266998291)
334: (154,12.815929412841797) (706,12.767093658447266) (707,12.172545433044434) (220,11.97149658203125)* (982,11.627546310424805)* (207,11.48536205291748)* (230,11.105488777160645) (533,10.971296310424805) (1412,10.895537376403809) (614,10.667104721069336) (163,10.574830055236816) (917,10.473993301391602) (436,9.907035827636719) (1513,9.895259857177734)* (228,9.850807189941406) (1249,9.799151420593262) (412,9.545572280883789) (229,9.503485679626465) (854,8.948159217834473)* (65,8.762996673583984)
335: (288,14.413557052612305)* (333,13.691417694091797) (701,13.157561302185059) (157,11.414834976196289) (302,11.232824325561523) (257,10.564680099487305)* (466,10.451555252075195) (679,10.09838581085205)* (306,10.028209686279297) (291,9.977838516235352) (461,9.855304718017578) (498,9.38049602508545) (344,9.256224632263184) (310,8.923261642456055) (161,8.726628303527832) (680,8.700632095336914) (641,8.644184112548828) (294,8.546121597290039) (544,8.507635116577148) (328,8.498476028442383)
336: (45,16.388647079467773) (154,16.219045639038086) (603,14.796095848083496) (487,14.777146339416504) (2747,13.902807235717773) (233,13.807998657226562) (418,13.572690963745117) (9,13.036012649536133) (744,12.910211563110352) (2605,12.690759658813477) (512,12.52493667602539)* (81,12.194129943847656) (72,12.168745994567871) (72,12.168745994567871) (1222,12.089823722839355) (2668,11.706130027770996) (407,11.637948036193848) (1292,11.610742568969727) (2158,11.442071914672852) (4887,11.384204864501953)
337: (707,17.820545196533203) (1369,14.101493835449219)* (918,12.796272277832031) (706,11.973742485046387) (163,11.97258186340332) (843,11.257345199584961) (188,10.918539047241211) (1131,10.890799522399902) (383,10.460403442382812) (1412,10.270669937133789) (1521,10.230167388916016) (1372,10.051751136779785) (152,10.006250381469727) (923,9.908746719360352) (1274,9.711652755737305) (920,9.707286834716797) (4271,9.584184646606445) (503,9.460966110229492) (1206,9.431612014770508) (370,9.409126281738281)
338: (72,17.576297760009766) (72,17.576297760009766) (959,11.699386596679688) (163,9.889421463012695)* (1104,9.858881950378418) (917,9.58549976348877)* (377,9.47628402709961) (51,8.67880630493164)* (707,8.478301048278809) (295,8.34847354888916) (292,8.296709060668945) (930,7.939663887023926) (475,7.882730484008789) (7,7.769572734832764) (518,7.591097354888916) (55,7.490525722503662) (302,7.365418434143066) (173,7.32813835144043) (306,7.2521772384643555) (227,7.112898826599121)
339: (333,16.96341896057129)* (701,16.082122802734375)* (466,14.46388053894043)* (291,11.912101745605469)* (349,11.212586402893066)* (344,10.862380981445312) (908,10.379464149475098) (802,9.962408065795898) (456,9.862102508544922) (1032,9.792062759399414) (1580,9.491652488708496) (525,9.465906143188477) (2020,9.372048377990723)* (1042,9.357439041137695) (1456,9.281859397888184) (310,9.260847091674805) (458,9.1366605758667) (332,9.126254081726074)* (352,8.750044822692871) (681,8.735638618469238)
340: (292,12.492609024047852)* (349,8.93557357788086) (157,8.831647872924805) (475,8.469657897949219) (543,7.5552473068237305) (959,7.549004554748535) (679,7.484699249267578) (299,7.317163467407227)* (310,7.24911642074585) (332,7.146903038024902) (298,7.138637065887451) (291,7.072219371795654) (903,7.0354437828063965)* (908,6.865199089050293) (802,6.85073184967041) (1032,6.784482002258301) (1456,6.7260332107543945) (1042,6.715559005737305) (294,6.68281364440918) (301,6.599701881408691)
341: (3364,15.233795166015625) (3792,13.570310592651367) (603,13.03927230834961) (2541,12.655009269714355) (748,12.61801528930664) (10672,11.92890453338623) (9458,11.91886043548584) (154,11.814496994018555) (2605,11.657983779907227) (3145,11.647748947143555) (7472,11.630250930786133) (9457,11.629433631896973) (1969,11.296416282653809) (3354,11.210419654846191) (4585,11.093765258789062) (5434,11.047381401062012) (9446,11.026128768920898) (6759,10.957011222839355) (13616,10.940204620361328) (3417,10.905107498168945)
342: (227,17.784334182739258)* (65,11.118734359741211) (65,11.118734359741211) (229,10.868885040283203) (207,9.606992721557617)* (228,9.298663139343262) (173,9.250272750854492)* (511,9.175238609313965) (533,8.697643280029297) (599,8.607086181640625)* (67,7.599887847900391) (67,7.599887847900391) (429,7.552656650543213) (203,7.457146644592285) (424,7.280574798583984) (56,6.835845470428467) (56,6.835845470428467) (51,6.700201034545898) (157,6.650428771972656)* (1098,6.624054908752441)
343: (917,27.791404724121094)* (707,21.890682220458984)* (163,18.286352157592773) (841,16.96172332763672) (959,15.118892669677734) (562,11.824043273925781) (868,11.475667953491211) (920,11.42601203918457) (1513,11.281490325927734) (614,11.25040054321289) (735,11.140654563903809) (198,10.073992729187012) (3470,9.959501266479492)* (220,9.671884536743164) (2901,9.53144359588623) (176,9.494952201843262) (2838,9.412896156311035) (957,9.298195838928223) (952,9.293244361877441) (152,9.178426742553711)
344: (72,14.748392105102539) (72,14.748392105102539) (67,10.46403694152832) (67,10.46403694152832) (3280,9.092802047729492) (51,8.015257835388184) (58,7.419131278991699) (58,7.419131278991699) (874,7.26434326171875) (238,7.247821807861328) (2938,6.766884803771973) (1001,6.688634872436523) (3281,6.657392978668213) (997,6.619962215423584) (59,6.601888179779053) (1062,6.573851585388184) (1886,6.544290065765381) (998,6.264580726623535) (53,6.152785301208496) (53,6.152785301208496)
345: (229,9.087949752807617) (757,8.112428665161133)* (418,7.576923847198486) (225,7.544013977050781) (217,7.532231330871582) (1098,7.413738250732422) (703,7.334062576293945)* (65,7.234188079833984) (65,7.234188079833984) (210,7.231904029846191) (173,6.917670249938965)* (81,6.736848831176758) (227,6.72494649887085) (228,6.66611385345459) (432,6.557258605957031) (88,6.371968746185303) (1048,6.350817680358887)* (182,6.343005657196045) (1106,6.259518623352051) (1090,6.205375671386719)
346: (227,13.0056734085083) (154,12.694643020629883) (65,12.52911376953125) (65,12.52911376953125) (228,11.658092498779297)* (533,9.760278701782227) (220,9.256501197814941) (1400,8.820618629455566) (498,8.660360336303711) (689,8.522395133972168) (486,8.20722484588623) (333,8.143360137939453) (182,8.018133163452148) (298,8.00961971282959) (225,7.913181304931641) (209,7.567332744598389)* (1246,7.362741470336914) (1512,7.256038188934326) (306,7.251248836517334) (377,7.231865882873535)
347: (498,18.074790954589844) (198,17.297574996948242) (816,16.476322174072266) (1672,16.475982666015625) (500,16.222131729125977) (808,16.190433502197266) (707,15.577012062072754) (1180,15.254646301269531) (813,14.440694808959961) (1186,14.367902755737305) (830,14.314043998718262) (1866,13.714601516723633) (2661,13.673515319824219) (815,13.389229774475098) (497,13.164175987243652) (982,13.108390808105469) (209,13.093326568603516) (2379,12.810715675354004) (507,12.782485961914062) (540,12.743020057678223)
348: (289,16.656713485717773) (89,15.710530281066895)* (333,15.112052917480469) (300,15.08474349975586) (701,14.113539695739746)* (292,12.182886123657227) (498,12.10059928894043)* (257,11.706820487976074) (679,11.641828536987305) (344,11.610101699829102)* (295,11.512160301208496) (325,11.388981819152832) (680,11.229454040527344) (466,11.020805358886719)* (548,10.769978523254395) (797,10.431979179382324) (318,10.407709121704102) (691,10.403055191040039)* (4474,10.375629425048828) (793,10.261459350585938)
349: (816,19.202213287353516) (779,18.41621971130371) (1541,18.288471221923828) (217,17.44746971130371) (498,15.207418441772461) (1185,14.911434173583984) (2850,14.891172409057617) (45,14.888182640075684) (757,14.569753646850586)* (768,14.401660919189453) (691,13.850724220275879) (412,13.707244873046875) (1195,13.554915428161621) (1100,13.531852722167969) (107,13.472156524658203)* (1192,13.377236366271973) (622,13.32597827911377) (6773,13.277284622192383) (3616,12.77420425415039) (813,12.717225074768066)
350: (289,20.799455642700195)* (288,20.078826904296875)* (300,16.708921432495117)* (701,16.428102493286133)* (292,15.687601089477539)* (333,14.857187271118164)* (461,13.000495910644531)* (302,12.484045028686523) (679,12.141353607177734) (299,10.814400672912598) (344,10.809082984924316) (290,10.33729362487793) (327,10.170376777648926) (318,10.013134002685547) (157,9.837031364440918) (320,9.806906700134277) (326,9.797883987426758) (525,9.776651382446289) (456,9.70659351348877) (523,9.63795280456543)
351: (89,17.76840591430664) (289,15.2238187789917) (498,14.833765029907227)* (65,12.381874084472656) (65,12.381874084472656) (288,12.238323211669922) (190,12.135091781616211) (229,11.454854965209961) (292,11.442286491394043) (701,11.357620239257812) (548,11.012457847595215) (466,10.852749824523926) (67,10.823858261108398) (67,10.823858261108398) (1047,10.51876449584961)* (680,10.43795394897461) (295,10.41981315612793) (362,10.35932731628418) (486,10.23206901550293) (302,10.141826629638672)
352: (292,13.719173431396484)* (466,12.035337448120117)* (461,10.174103736877441) (475,9.603239059448242) (291,9.583732604980469) (349,9.222973823547363) (377,9.026315689086914) (679,8.955924034118652)* (55,8.940494537353516) (378,8.314631462097168) (298,8.305180549621582) (257,8.304449081420898) (325,8.120269775390625) (310,8.063817024230957) (230,7.980253219604492) (157,7.959880352020264) (525,7.767686367034912) (486,7.741666793823242) (523,7.7050461769104) (908,7.657126426696777)
353: (89,15.738213539123535)* (302,10.876347541809082) (349,10.183110237121582)* (299,10.114274024963379) (290,10.105826377868652) (543,9.784903526306152) (320,9.63356876373291) (908,9.566143035888672) (456,9.491755485534668) (468,9.443731307983398)* (291,9.318830490112305) (326,9.253393173217773) (475,9.069646835327148) (67,9.034090042114258) (67,9.034090042114258) (55,9.027901649475098) (915,9.01570987701416) (1032,8.725065231323242) (802,8.682713508605957) (308,8.669923782348633)
354: (288,22.647449493408203)* (289,22.17605209350586)* (292,18.14848518371582)* (701,15.156214714050293)* (67,14.40728759765625) (67,14.40728759765625) (306,13.712305068969727) (327,13.576168060302734) (302,13.408491134643555) (2094,12.87961483001709) (375,12.415414810180664) (475,12.408933639526367)* (55,12.223594665527344) (291,12.047816276550293) (468,12.01078987121582) (498,11.942898750305176) (1613,11.891836166381836)* (290,11.763477325439453) (331,11.648466110229492) (679,11.315617561340332)
355: (498,18.29996109008789) (333,15.385063171386719) (378,11.647038459777832) (209,11.39380168914795) (1043,11.380721092224121) (488,11.150991439819336) (229,11.096956253051758) (295,10.758874893188477) (1034,10.71264362335205) (540,10.530782699584961) (191,10.365432739257812)* (1180,10.301088333129883) (306,10.254319190979004) (324,10.186753273010254) (1246,10.155633926391602) (291,10.111153602600098) (1672,10.079753875732422) (230,10.007064819335938) (302,9.914960861206055) (680,9.914050102233887)*
356: (816,28.400842666625977) (1035,23.852317810058594) (498,23.664073944091797) (1185,22.83816146850586) (2850,21.527332305908203) (217,21.41176986694336) (1192,20.783588409423828) (45,19.926841735839844) (5067,19.572601318359375) (412,19.26566505432129) (377,18.925228118896484) (823,18.909936904907227) (691,18.70397186279297) (500,18.61966896057129) (2210,18.52642059326172)* (805,18.418367385864258) (1100,18.358877182006836) (2618,18.353275299072266) (5966,18.075714111328125) (1195,17.99193000793457)
357: (1098,8.68409538269043) (418,8.5567626953125) (757,8.51378059387207) (173,8.170003890991211) (207,7.901975631713867) (225,7.604721546173096) (238,7.589218616485596) (703,7.485496520996094)* (4704,7.316161632537842) (2535,7.252833843231201) (81,7.218774318695068) (64,7.036216735839844) (64,7.036216735839844) (84,6.99630069732666)* (1609,6.974047660827637) (58,6.94566535949707) (58,6.94566535949707) (53,6.897499084472656) (53,6.897499084472656) (425,6.883399963378906)
358: (154,15.170896530151367) (748,13.567146301269531) (418,11.33983039855957)* (757,11.247751235961914) (2605,10.669612884521484)* (238,10.62257194519043)* (81,10.399794578552246) (162,10.262369155883789)* (1098,10.193305969238281) (744,9.54267406463623) (206,9.50241470336914) (64,9.488250732421875) (64,9.488250732421875) (1109,9.413899421691895)* (45,9.290633201599121) (1099,9.09608268737793) (1745,9.052409172058105) (2668,9.016016960144043) (56,8.959369659423828)* (56,8.959369659423828)*
359: (67,18.492618560791016) (67,18.492618560791016) (1014,12.040571212768555) (157,11.725107192993164) (1019,11.64066219329834) (997,11.58685302734375) (994,10.804051399230957) (100,10.730133056640625) (4308,10.726804733276367) (1886,10.711800575256348)* (59,10.59946060180664)* (3280,10.51285171508789) (2039,10.479991912841797) (58,10.453405380249023) (58,10.453405380249023) (3289,10.163848876953125) (238,10.11276912689209) (6150,10.068885803222656) (2552,10.05275821685791) (1707,9.970083236694336)
360: (278,28.147850036621094) (2179,25.29208755493164) (1613,21.873268127441406) (267,18.825214385986328) (475,17.71634864807129) (1636,17.148664474487305) (4344,15.915082931518555) (276,15.549142837524414) (1979,14.994487762451172) (1641,14.363587379455566) (2747,14.111385345458984) (9677,14.100371360778809) (6626,13.821842193603516) (331,13.806877136230469) (2902,13.543416976928711) (1614,13.274147987365723) (12434,13.116674423217773) (12439,13.048307418823242) (2919,13.041667938232422) (14089,13.007339477539062)
