userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (70,11.027851104736328)* (238,10.108229637145996) (1001,9.866653442382812) (1098,9.48542594909668) (1394,9.27556324005127) (159,9.233038902282715) (1464,9.1077299118042) (511,8.796530723571777) (187,8.655597686767578) (1122,8.624711036682129) (51,8.614142417907715)* (157,8.204042434692383) (1073,7.901272773742676) (599,7.803216457366943) (4316,7.7607316970825195) (154,7.729551315307617) (1156,7.631448268890381) (193,7.575323104858398) (155,7.550449848175049) (57,7.534350395202637)*
355: (378,9.705248832702637) (498,9.432147979736328) (536,9.025367736816406) (488,8.767829895019531) (191,8.482267379760742)* (497,8.359853744506836) (499,8.29281997680664) (472,8.254846572875977) (209,8.214288711547852) (3859,7.935605525970459) (518,7.911695957183838) (3084,7.669638633728027) (230,7.653628349304199) (371,7.644136428833008)* (333,7.530398368835449) (493,7.366084098815918) (540,7.286039352416992) (1246,7.041408061981201) (538,7.0173797607421875) (490,6.938068389892578)
356: (2210,8.218124389648438)* (1196,7.96302604675293)* (823,7.663035869598389) (1100,7.652559757232666) (2850,7.580803871154785) (1187,7.486160755157471) (4550,7.462770938873291) (816,7.388174057006836) (3362,7.223628520965576) (3027,7.223176956176758) (1192,7.1803436279296875) (5067,7.131932735443115) (805,7.105182647705078) (5971,7.011311054229736) (4166,6.963155269622803) (2576,6.945920467376709) (1195,6.919683456420898) (1557,6.908448219299316) (4774,6.876994609832764) (2204,6.87022066116333)
357: (1098,8.957430839538574) (53,8.324326515197754) (53,8.324326515197754) (757,8.32254409790039) (3767,8.069328308105469) (84,7.984042167663574)* (56,7.854971885681152) (56,7.854971885681152) (70,7.729013442993164) (432,7.680791854858398) (1986,7.500009536743164) (1075,7.4699273109436035) (173,7.44787073135376) (1155,7.441293716430664)* (238,7.336753845214844) (208,7.314619064331055) (88,7.309351444244385) (7324,7.159870624542236) (12013,6.936305999755859) (418,6.920989990234375)
358: (56,10.355786323547363)* (56,10.355786323547363)* (238,9.505045890808105)* (154,8.766494750976562) (1401,8.611778259277344) (2605,8.480681419372559)* (2716,8.256646156311035) (4720,8.062199592590332) (1099,8.018139839172363) (107,7.978322982788086) (1394,7.938865661621094) (174,7.863150596618652) (418,7.715424537658691)* (748,7.688065052032471) (81,7.653261184692383) (512,7.556940078735352) (619,7.3281354904174805) (757,7.252042770385742) (65,7.19672966003418) (65,7.19672966003418)
359: (1895,11.54775619506836) (1892,11.346694946289062) (3768,11.259016036987305) (1014,10.733899116516113) (68,10.694974899291992)* (68,10.694974899291992)* (1885,10.657686233520508) (997,10.464831352233887) (995,10.382661819458008) (1019,10.38104248046875) (9253,10.142319679260254) (3920,10.102791786193848) (91,10.029251098632812) (1079,9.849207878112793) (1799,9.779603958129883) (99,9.67637825012207) (193,9.616219520568848) (5256,9.512147903442383)* (4308,9.46227741241455) (2027,9.45855712890625)
360: (1501,6.3036041259765625) (1980,6.220807075500488) (2064,6.1652445793151855) (2071,5.98876428604126) (7203,5.96433687210083) (11147,5.910274982452393) (1496,5.86964750289917) (4257,5.821011543273926) (1484,5.820544719696045) (637,5.801778316497803) (6397,5.781302452087402) (1490,5.766232013702393) (1498,5.750509738922119) (1483,5.655422210693359) (1505,5.632861137390137) (1493,5.605416297912598) (7122,5.5654215812683105) (1494,5.562078475952148) (1482,5.5214762687683105) (4918,5.513582229614258)
361: (301,8.346874237060547) (701,8.200664520263672)* (310,8.018458366394043)* (288,7.976914405822754)* (326,7.449245929718018) (265,7.415801048278809) (300,7.379151344299316) (311,7.371294021606445) (251,7.205111503601074) (329,7.161116600036621) (306,7.107673168182373) (455,7.017690181732178) (2523,6.915567398071289) (465,6.809683799743652) (333,6.802864074707031)* (293,6.63438606262207)* (314,6.540154457092285) (466,6.395867347717285) (1052,6.163695335388184) (157,6.132413387298584)
362: (209,9.628689765930176) (498,9.596673965454102)* (220,9.364327430725098) (982,9.145742416381836) (234,8.559398651123047) (1672,8.366260528564453) (1186,8.132805824279785) (499,7.756428241729736) (533,7.702310562133789) (1045,7.590381145477295) (378,7.588369369506836) (538,7.581660747528076) (424,7.5688371658325195) (501,7.48006534576416) (1046,7.471578121185303) (706,7.426336765289307) (537,7.410030364990234) (536,7.404059410095215) (377,7.3614020347595215) (207,7.3305230140686035)
363: (209,9.603899002075195) (412,9.50762939453125) (198,8.968297958374023) (1116,8.603475570678711) (536,8.36993408203125) (540,8.333609580993652) (1044,8.212898254394531) (1091,8.191145896911621) (220,8.095911026000977) (537,8.036890983581543) (492,7.879970073699951) (1406,7.7808380126953125) (1246,7.761986255645752) (501,7.616281509399414) (510,7.614913463592529) (499,7.430557727813721) (816,7.391028881072998) (500,7.3307576179504395) (377,7.305595397949219) (517,7.265876770019531)
364: (1242,10.309101104736328) (609,10.137284278869629) (227,9.95973014831543)* (197,9.603812217712402) (599,8.889707565307617) (858,8.781413078308105) (196,8.644267082214355) (199,8.605146408081055) (429,8.529715538024902) (733,8.510209083557129) (231,8.438965797424316) (863,8.402552604675293) (1504,8.373205184936523) (629,8.33953857421875) (1957,8.198299407958984) (602,8.060147285461426) (5414,8.045425415039062) (859,8.02856731414795) (206,8.028185844421387) (195,7.970038890838623)
365: (1418,9.471619606018066) (11482,9.453679084777832) (1423,9.343975067138672) (1731,9.2952241897583) (11784,9.089611053466797) (6159,8.989067077636719)* (103,8.93041706085205) (6759,8.598897933959961) (747,8.496699333190918) (3440,8.339428901672363) (6345,8.307058334350586) (632,8.217963218688965) (1717,8.178339004516602) (2676,8.145147323608398) (1790,8.110057830810547) (1226,8.089479446411133) (7382,8.041727066040039) (6755,8.030376434326172) (2572,8.024011611938477) (6761,7.939462184906006)
366: (197,10.80201244354248) (206,10.796232223510742) (632,10.135970115661621) (2542,10.13080883026123) (199,9.639825820922852) (858,9.225183486938477) (235,9.197229385375977) (1957,9.196023941040039) (602,9.121635437011719) (162,8.937432289123535) (440,8.718769073486328) (599,8.68756103515625) (238,8.661856651306152) (3411,8.425929069519043) (159,8.403755187988281) (196,8.352560043334961) (1504,8.267638206481934) (3707,8.18851089477539) (227,8.174386024475098)* (416,8.17032241821289)
367: (230,8.474165916442871) (1091,8.410545349121094) (1186,8.347182273864746) (537,7.738950729370117) (808,7.5046162605285645) (1246,7.448853969573975)* (840,7.326309680938721) (6453,7.282709121704102) (4262,7.250019550323486) (190,7.191402912139893) (234,7.08088493347168) (1672,7.073591709136963) (486,6.962915420532227) (1650,6.926957130432129) (492,6.895000457763672) (1406,6.888849258422852) (1866,6.876150131225586) (1179,6.846530437469482) (1116,6.800501346588135) (1239,6.7892022132873535)
368: (3279,7.84832763671875) (620,7.778531551361084) (429,7.173362731933594) (1164,7.134716510772705) (3259,6.992924213409424) (441,6.769210338592529) (9632,6.7654218673706055) (11230,6.634555816650391) (9631,6.555330276489258) (11231,6.531274795532227) (2139,6.52538537979126)* (154,6.476666450500488) (9633,6.449221134185791) (599,6.39545202255249) (4058,6.39362907409668) (851,6.364518165588379) (11235,6.316267967224121) (1167,6.306203842163086) (9629,6.290929317474365) (8676,6.261326789855957)
369: (217,8.547412872314453)* (199,8.520954132080078)* (228,8.111144065856934) (154,7.797928810119629) (65,7.338277816772461) (65,7.338277816772461) (425,7.27785587310791) (1400,7.277039527893066) (1633,7.257304668426514) (190,7.249218940734863) (1389,7.169278621673584) (1375,7.148095607757568)* (1390,7.059398651123047) (182,6.996547222137451) (430,6.928316116333008) (898,6.917994499206543) (1239,6.878228187561035) (223,6.818307399749756) (1106,6.806984901428223) (221,6.704616546630859)
370: (190,9.319323539733887) (173,8.002394676208496)* (229,7.894926071166992) (182,7.617525100708008) (228,7.487131595611572) (154,7.432420253753662)* (159,7.424295425415039) (378,7.193304538726807) (157,6.810093879699707) (1098,6.496427536010742) (538,6.439535617828369)* (298,6.4004364013671875) (67,6.372919082641602) (67,6.372919082641602) (511,6.228097915649414)* (377,6.141894340515137) (227,6.119333267211914) (230,6.107038497924805) (498,6.027619361877441) (166,5.984127521514893)
371: (7,8.345172882080078) (3993,8.311470031738281) (2747,8.230567932128906) (11170,8.117924690246582) (4309,8.115884780883789) (3047,8.090241432189941) (157,7.873027801513672) (3056,7.548383712768555) (986,7.534527778625488) (4242,7.483713626861572) (10430,7.4038896560668945) (3989,7.39982271194458) (3986,7.355320453643799) (1797,7.3476362228393555) (2735,7.304802894592285) (4226,7.264206886291504) (3990,7.216176986694336) (7708,7.200876235961914) (3830,7.139410495758057) (6245,7.06455135345459)*
372: (377,10.349621772766113)* (378,9.822415351867676) (497,9.676610946655273) (6257,9.18664836883545) (486,8.815526962280273) (198,8.754230499267578) (510,8.711932182312012) (472,8.468119621276855) (3240,8.45339298248291) (536,8.437104225158691) (1145,8.432426452636719) (518,8.314043998718262) (504,8.229043960571289) (830,8.150614738464355) (1044,8.116426467895508) (5972,8.099530220031738) (500,8.064367294311523) (930,8.028075218200684) (1179,7.994721412658691) (1905,7.871262550354004)
375: (55,10.146758079528809) (292,10.118891716003418)* (300,9.382479667663574)* (701,9.23458480834961) (298,9.042582511901855) (466,8.86913776397705) (349,8.849051475524902) (257,8.844228744506836) (157,8.746929168701172) (301,8.631863594055176) (306,8.617277145385742)* (333,8.611565589904785) (544,8.563265800476074) (1243,8.322792053222656) (299,8.191858291625977) (535,8.026716232299805) (291,7.995294094085693)* (294,7.995142459869385) (461,7.90032958984375) (525,7.7848639488220215)
376: (1369,9.585219383239746)* (1360,8.690853118896484) (918,8.632554054260254) (2343,8.5635404586792) (1372,8.53144359588623) (724,8.419492721557617) (732,8.184021949768066) (1527,8.022308349609375) (706,7.95513391494751) (1412,7.8140363693237305) (2342,7.777346134185791) (1249,7.451072692871094) (1353,7.390725135803223) (3476,7.3835296630859375) (2013,7.310177326202393) (1366,7.215334892272949) (1364,7.114360332489014) (1261,7.105943202972412)* (7047,7.095922470092773) (10776,7.008251667022705)
377: (920,9.718903541564941)* (707,9.502401351928711) (843,9.28644847869873) (812,8.887585639953613)* (3940,8.444220542907715) (949,8.385405540466309) (943,8.369317054748535)* (2794,8.295763969421387) (370,8.115726470947266) (846,7.990082740783691) (152,7.9814133644104) (198,7.967037200927734) (2006,7.802958011627197) (1118,7.747332572937012) (2172,7.714743614196777) (937,7.556953430175781) (163,7.555546283721924) (1110,7.533537864685059) (919,7.514882564544678) (2379,7.485109329223633)
378: (1464,10.202668190002441) (511,9.148785591125488) (1122,8.738306045532227)* (77,8.702177047729492)* (77,8.702177047729492)* (951,8.424345970153809)* (192,8.070043563842773) (562,7.873559474945068)* (190,7.846188545227051) (734,7.726165771484375) (868,7.584926128387451) (733,7.565823554992676) (1415,7.486635684967041)* (69,7.342410564422607) (69,7.342410564422607) (89,7.3014373779296875) (2343,7.262664318084717) (155,7.173983573913574) (2444,7.165074348449707) (2783,7.162376403808594)
380: (301,7.142978191375732) (295,7.022584438323975)* (310,6.963283061981201) (302,6.428606986999512) (701,6.388520240783691) (55,6.361694812774658) (288,6.339068412780762)* (485,6.318424224853516) (906,6.1526312828063965) (320,6.132208347320557)* (322,6.009284973144531) (2018,5.971055030822754) (306,5.962355136871338) (326,5.92964506149292)* (535,5.884233474731445) (289,5.781643867492676)* (291,5.727933406829834)* (1937,5.612399101257324)* (311,5.591705799102783) (328,5.585516929626465)
382: (1620,8.138702392578125) (617,7.822825908660889) (1606,7.26323127746582) (2716,7.05344820022583) (1614,6.898703098297119) (12045,6.556450366973877) (1640,6.543208599090576) (271,6.472257614135742) (1613,6.436995506286621) (267,6.434374809265137) (12048,6.397074222564697) (12047,6.37588357925415) (249,6.346800804138184) (2921,6.241775989532471) (3462,6.194525718688965) (1621,6.194438934326172)* (56,6.116389274597168) (56,6.116389274597168) (12114,6.114406108856201) (2247,6.102222919464111)
383: (228,8.75627613067627) (1375,7.8427228927612305) (89,7.554324626922607) (533,7.497072219848633) (486,7.335014343261719) (298,7.060230731964111) (1400,7.046231269836426) (207,7.023897171020508) (1246,6.969458103179932) (227,6.902620315551758) (173,6.798646450042725) (300,6.757502555847168) (689,6.691076755523682) (377,6.641165256500244) (424,6.61721134185791) (1090,6.588001251220703)* (1048,6.542132377624512) (1377,6.5293145179748535) (546,6.494626045227051)* (289,6.328790664672852)
385: (498,9.521431922912598)* (333,9.37606430053711)* (289,8.707459449768066)* (538,7.996967315673828) (681,7.770230770111084)* (1047,7.749561786651611) (209,7.432829856872559) (378,7.410653114318848) (295,7.362699508666992) (377,7.272174835205078)* (701,7.225573539733887) (298,7.164539813995361) (321,7.126614570617676)* (306,6.983234882354736)* (691,6.923094749450684) (540,6.7870378494262695) (536,6.723390102386475) (293,6.568892478942871) (190,6.5341644287109375)* (403,6.305150032043457)
386: (1249,6.780550956726074) (952,6.413919448852539) (390,6.12471866607666) (951,5.961512565612793) (1803,5.755882263183594) (198,5.747095584869385) (3092,5.738300323486328) (396,5.7325897216796875) (2372,5.715948104858398) (2363,5.671422958374023) (3089,5.64502477645874) (707,5.641962051391602)* (377,5.63126277923584) (2797,5.593874931335449) (220,5.592949867248535) (486,5.56031608581543) (3915,5.399147987365723) (706,5.393299102783203) (3083,5.2291178703308105) (3088,5.222926139831543)
387: (331,9.918319702148438) (285,9.658434867858887) (913,9.422039985656738) (485,9.11771297454834) (295,8.922357559204102) (322,8.920614242553711) (310,8.674886703491211) (89,8.497794151306152) (292,8.4846773147583) (4566,8.43735122680664) (257,8.411319732666016) (314,8.390097618103027) (349,8.386428833007812) (288,8.305377006530762)* (317,8.188079833984375) (55,8.17253589630127) (306,8.139765739440918) (1613,8.072831153869629)* (701,8.072464942932129) (1934,7.928313255310059)
388: (518,9.105937957763672)* (1114,8.280621528625488) (2044,7.69843053817749) (2068,7.3516082763671875) (2055,7.1820855140686035) (5605,7.112578392028809) (1715,7.032042503356934) (955,7.015697002410889)* (936,6.868985176086426) (1121,6.772581100463867) (7159,6.7725443840026855) (389,6.744927406311035) (190,6.7419867515563965)* (504,6.61079216003418) (2478,6.59918212890625) (1130,6.547557353973389) (189,6.514081001281738) (1109,6.353681564331055) (7,6.28148889541626) (963,6.25063943862915)
390: (295,8.731974601745605)* (349,7.893667221069336) (257,7.592061996459961)* (328,7.503900527954102)* (301,7.47041130065918) (544,7.314072608947754) (352,6.924276828765869) (310,6.904236316680908) (329,6.883967399597168) (461,6.61448860168457)* (913,6.557756423950195) (531,6.488710880279541) (320,6.410046577453613) (525,6.384304046630859) (291,6.379238605499268) (161,6.271181106567383) (157,6.03153657913208) (1037,6.018280029296875)* (318,5.969408988952637) (323,5.963191032409668)
391: (537,7.957213878631592) (536,7.68161153793335) (209,7.562520980834961) (488,7.5547590255737305)* (1179,7.5088114738464355) (12022,7.505956172943115) (1091,7.180767059326172) (492,6.85050106048584) (2847,6.845630645751953) (4228,6.759097576141357) (500,6.707991123199463) (816,6.606651306152344)* (3817,6.583460807800293) (1195,6.538593769073486) (540,6.5239129066467285) (6191,6.491574764251709) (1181,6.4771223068237305) (2206,6.457818031311035) (1866,6.447701454162598) (2150,6.417207717895508)
392: (298,8.659710884094238) (289,8.632002830505371)* (67,8.389443397521973)* (67,8.389443397521973)* (291,8.267256736755371)* (300,8.157350540161133) (55,8.08626937866211) (97,7.931229591369629) (295,7.838659763336182) (288,7.818144798278809)* (1243,7.801980018615723) (701,7.721657752990723) (538,7.490960597991943) (1556,7.468189239501953) (3763,7.337490081787109) (378,7.165922164916992)* (349,7.116734504699707) (71,7.102399826049805) (71,7.102399826049805) (2523,7.080130100250244)
393: (230,9.012648582458496) (511,8.724228858947754) (220,8.60136890411377) (65,8.553153991699219)* (65,8.553153991699219)* (159,8.34337329864502) (1244,8.185526847839355) (533,8.183053970336914) (1122,8.105796813964844) (228,8.061847686767578) (229,7.902222633361816) (683,7.8841233253479) (154,7.871917247772217) (982,7.832411766052246) (538,7.7161664962768555) (734,7.593335151672363) (366,7.588412284851074) (2265,7.44928503036499) (212,7.3801589012146) (1116,7.26310920715332)
394: (705,10.947966575622559) (439,10.706459045410156) (932,10.570487976074219) (706,10.43403148651123) (1241,10.231706619262695) (1755,10.14569091796875) (3376,10.127564430236816) (2789,9.928431510925293) (708,9.801438331604004) (3383,9.752880096435547) (3747,9.667390823364258) (6120,9.657565116882324) (1249,9.642866134643555) (1513,9.630815505981445) (240,9.616975784301758) (422,9.495022773742676) (5630,9.421830177307129) (714,9.03179931640625) (7330,8.91801643371582) (2080,8.895732879638672)
395: (707,8.547003746032715) (1547,8.392200469970703)* (3239,8.03587532043457) (923,7.724534034729004) (489,7.691880226135254) (846,7.689160346984863)* (14692,7.56873893737793) (383,7.559314250946045) (1360,7.538239479064941)* (2744,7.452801704406738) (841,7.419600486755371)* (808,7.36428165435791) (2380,7.22975492477417)* (1145,7.2179741859436035)* (1351,7.199166774749756) (234,7.126018524169922) (1406,6.999898910522461) (2143,6.9772162437438965) (918,6.9740309715271)* (3717,6.961700439453125)
396: (157,10.511902809143066) (69,8.886034965515137) (69,8.886034965515137) (63,8.859335899353027) (63,8.859335899353027) (407,8.615668296813965) (1009,8.54181957244873) (66,8.476139068603516) (66,8.476139068603516) (3501,8.170141220092773) (2044,7.810011863708496)* (378,7.753796577453613) (52,7.742879867553711) (52,7.742879867553711) (2500,7.716786861419678) (89,7.699471473693848) (986,7.624502182006836) (1098,7.5464863777160645) (389,7.534731864929199) (190,7.527806282043457)
397: (72,10.05284595489502)* (72,10.05284595489502)* (159,9.448447227478027) (1075,8.385186195373535) (173,8.235603332519531) (3988,7.7422943115234375) (51,7.356370449066162)* (190,7.319727420806885)* (450,7.24381160736084) (187,7.144100666046143) (1083,7.081418991088867) (487,7.028812885284424) (378,6.903631687164307) (880,6.851994514465332) (1713,6.7959747314453125)* (67,6.6815876960754395) (67,6.6815876960754395) (878,6.631939888000488) (1298,6.626523971557617) (504,6.517989158630371)
398: (159,10.72779369354248) (418,9.929594993591309) (429,9.850414276123047) (436,9.626468658447266) (199,8.89284610748291)* (190,8.611043930053711) (196,8.531068801879883) (858,8.50145435333252) (88,8.35053825378418)* (533,8.25395393371582)* (859,8.22559928894043) (618,8.19543743133545) (234,8.175507545471191) (228,8.113763809204102) (2531,8.069159507751465) (715,8.042530059814453) (615,8.038190841674805) (220,7.912893772125244) (511,7.826897621154785) (65,7.759727478027344)
399: (466,8.715614318847656)* (295,8.63416862487793)* (349,8.461891174316406) (325,7.943365097045898) (293,7.896249771118164) (306,7.746528625488281) (544,7.5990214347839355) (908,7.529061317443848) (523,7.35870885848999) (55,7.319509506225586) (528,7.2513203620910645) (310,7.110865592956543)* (386,6.985848426818848) (680,6.974591255187988) (301,6.789675712585449)* (320,6.70484733581543) (679,6.697420120239258) (681,6.567782878875732) (1580,6.557507038116455)* (328,6.55642557144165)
400: (466,9.05983829498291)* (288,8.965062141418457)* (528,8.04428482055664)* (679,7.899781227111816) (325,7.841859340667725)* (2020,7.6822075843811035) (704,7.511869430541992)* (646,7.508310317993164) (790,7.479348659515381) (299,7.441521644592285)* (344,7.416865825653076) (318,7.380417823791504)* (458,7.168295383453369) (543,7.132165431976318) (349,7.080039024353027) (802,6.948960781097412) (352,6.934080123901367) (797,6.882559299468994) (1456,6.795126914978027) (328,6.779411315917969)
401: (209,9.553657531738281) (1672,8.806421279907227) (840,8.435650825500488) (982,8.273747444152832) (4821,8.175857543945312) (1246,8.125686645507812) (198,8.078143119812012) (1091,7.994146347045898) (536,7.927210330963135)* (383,7.92200231552124) (4218,7.822265148162842) (501,7.815040111541748) (540,7.777843475341797) (808,7.7611494064331055) (3398,7.7549238204956055) (537,7.632452487945557)* (6120,7.406805038452148) (499,7.349848747253418) (4189,7.346954345703125) (481,7.316618919372559)
402: (724,8.713754653930664)* (1372,8.220834732055664)* (198,7.842965602874756) (868,7.829124450683594)* (176,7.219505786895752) (220,7.138767242431641) (2834,7.082014083862305) (614,7.051230430603027) (2342,7.043030738830566) (1415,6.880857944488525) (1803,6.766468048095703) (2901,6.4888529777526855) (2787,6.457172393798828) (1974,6.428578853607178) (1244,6.371049880981445) (952,6.2722039222717285) (710,6.127403259277344) (3470,6.124457836151123) (7,6.07865047454834)* (190,6.023615837097168)
403: (1034,7.631048679351807) (333,7.57841157913208) (972,7.164733409881592) (544,6.951301574707031) (300,6.841306686401367)* (680,6.780878067016602)* (528,6.670409202575684) (681,6.504837512969971) (325,6.467597484588623) (318,6.162015914916992) (487,6.101875305175781)* (378,6.085434436798096) (908,6.055486679077148) (486,6.030561447143555) (679,6.00678825378418) (295,5.999785423278809) (3367,5.995856285095215) (302,5.970690727233887) (293,5.867207050323486) (324,5.747524261474609)
404: (412,9.434976577758789)* (198,8.885531425476074) (840,8.690108299255371) (501,8.393327713012695) (234,8.242452621459961) (1650,7.94448184967041) (1044,7.898421764373779) (1091,7.801575183868408) (537,7.746936321258545) (1513,7.738987445831299) (816,7.728708744049072) (220,7.716888427734375) (500,7.668017387390137) (498,7.48564338684082) (706,7.4744791984558105) (1866,7.456682205200195) (1249,7.355248928070068) (5306,7.255525588989258) (492,7.2479705810546875) (1545,7.064884662628174)
405: (322,8.834759712219238)* (913,8.761113166809082)* (4566,8.718585968017578)* (301,8.642794609069824) (331,8.540567398071289)* (292,7.767099380493164)* (3314,7.559372901916504) (468,7.4421916007995605) (241,7.425353050231934) (306,7.403128147125244) (302,7.369738578796387) (294,7.218656539916992) (328,7.199332237243652) (1935,7.1382060050964355) (332,7.117844581604004) (701,7.036303520202637) (907,7.004549503326416) (484,6.9917192459106445) (6562,6.912044048309326)* (525,6.8750901222229)*
406: (188,9.76270580291748)* (920,9.365653991699219)* (2006,8.946115493774414)* (1110,8.367622375488281)* (1150,8.120026588439941) (1131,8.037213325500488) (917,7.941118240356445) (11516,7.799099445343018) (1134,7.720975875854492) (3620,7.522003650665283) (1343,7.4683074951171875) (1643,7.44462251663208) (224,7.4064483642578125) (4605,7.375936508178711) (599,7.355447292327881) (1178,7.355264186859131) (607,7.326096057891846) (4675,7.277105331420898)* (4620,7.162555694580078) (812,7.063746452331543)
407: (56,9.171889305114746) (56,9.171889305114746) (603,9.12038803100586) (1098,7.7759013175964355) (206,7.74422550201416) (748,7.6695661544799805) (2716,7.557448863983154) (154,7.5425848960876465) (70,7.4121994972229) (616,7.391366481781006) (88,7.272934913635254) (757,7.155699729919434) (107,7.099672317504883) (2535,7.076683044433594) (599,6.963747024536133) (52,6.89076566696167) (52,6.89076566696167) (1148,6.835958957672119) (418,6.801615238189697) (1408,6.650850772857666)
408: (229,7.179018497467041) (533,7.017143249511719)* (190,6.900157928466797) (432,6.872550964355469) (1376,6.717897415161133) (88,6.703900337219238) (424,6.596863269805908) (716,6.573911666870117) (203,6.45213508605957) (225,6.443307876586914) (65,6.197356224060059) (65,6.197356224060059) (159,6.140567302703857) (182,6.07054328918457) (208,6.0212507247924805) (443,5.9871625900268555) (1048,5.931019306182861) (1400,5.894950866699219) (154,5.80678653717041) (2821,5.748799800872803)
409: (538,9.381939888000488) (67,8.671333312988281)* (67,8.671333312988281)* (289,8.653960227966309) (65,8.450580596923828) (65,8.450580596923828) (288,8.269133567810059) (155,8.1852445602417) (302,8.07543659210205)* (300,8.073871612548828) (331,8.064661026000977)* (511,8.00670337677002) (333,7.9917402267456055) (329,7.747064590454102) (455,7.703167915344238) (377,7.41908073425293) (349,7.364631652832031) (701,7.331562042236328) (378,7.329898357391357) (475,7.327631950378418)
410: (691,7.414405822753906)* (1187,7.351858139038086) (2840,7.301173210144043) (8242,7.19428014755249) (403,7.0755720138549805)* (324,6.915456771850586) (470,6.876036167144775) (5253,6.833471298217773) (6769,6.814258575439453) (10318,6.757785797119141) (10924,6.718658924102783) (4559,6.703141212463379) (540,6.666105270385742) (223,6.644042491912842) (1866,6.58919095993042) (693,6.582585334777832) (6453,6.569346904754639) (7739,6.552704334259033) (3373,6.518301963806152) (16940,6.498967170715332)
411: (278,11.848817825317383)* (2247,11.466584205627441)* (331,10.312067985534668)* (6346,9.902180671691895) (6621,9.880805969238281)* (547,9.87404727935791) (3317,9.840255737304688) (3227,9.833909034729004)* (2916,9.685399055480957)* (1444,9.350927352905273)* (468,9.311271667480469) (475,9.147872924804688)* (1641,8.999170303344727)* (8182,8.9876708984375) (2919,8.9055814743042)* (484,8.889446258544922) (1449,8.640563011169434) (545,8.638822555541992) (2905,8.610535621643066) (2242,8.499210357666016)
412: (261,8.381437301635742) (1464,8.279892921447754) (283,7.920437812805176) (889,7.671093463897705) (246,7.637526035308838) (1755,7.5625152587890625) (289,7.391613483428955) (256,7.331902980804443) (714,7.066564559936523) (340,7.037142276763916) (5416,6.9539713859558105) (288,6.935580253601074) (4716,6.876516342163086) (1934,6.848803520202637) (55,6.808887481689453) (302,6.773786544799805) (1243,6.650643348693848) (1556,6.633605003356934) (316,6.587745189666748) (301,6.5365729331970215)
413: (701,9.620061874389648)* (89,9.488476753234863) (289,9.463292121887207) (302,9.198270797729492)* (300,8.730358123779297) (349,8.433752059936523) (257,8.408674240112305) (329,8.195300102233887)* (333,7.877424716949463) (285,7.680780410766602) (298,7.61709451675415)* (538,7.475493431091309) (1934,7.438958168029785) (299,7.279496669769287) (1464,7.065772533416748) (251,7.0206451416015625) (340,6.986563205718994) (320,6.986302375793457) (1243,6.972116947174072) (265,6.94470739364624)
414: (300,9.799093246459961)* (288,9.065320014953613)* (89,8.887675285339355) (461,8.794678688049316)* (701,8.62492561340332)* (292,8.613303184509277)* (295,8.597906112670898)* (680,8.49703311920166) (344,8.438179016113281) (1047,8.239463806152344) (291,8.130754470825195) (704,8.002945899963379) (681,7.892271995544434) (321,7.715181350708008) (324,7.647024154663086) (1246,7.516906261444092) (55,7.410170078277588)* (318,7.231251239776611) (538,7.090778827667236)* (523,6.984559535980225)
415: (288,9.008947372436523)* (295,8.845788955688477) (89,8.685583114624023)* (679,8.041061401367188)* (544,8.013763427734375) (461,7.945988178253174) (349,7.700869560241699) (1934,7.582719326019287) (325,7.434479713439941) (523,7.402762413024902)* (299,7.266371250152588) (1032,7.002431869506836) (1243,6.958535671234131) (646,6.87372350692749)* (344,6.829173564910889) (293,6.786143779754639) (310,6.563569068908691) (908,6.548363208770752) (301,6.521269798278809) (352,6.3675737380981445)*
416: (4965,10.550582885742188) (755,10.283170700073242) (10719,10.211525917053223) (3861,9.984567642211914) (8866,9.700339317321777) (4113,9.496147155761719) (13882,9.379283905029297) (81,9.353520393371582) (4970,9.230361938476562) (5807,9.121163368225098) (737,8.925631523132324) (6129,8.907751083374023) (11006,8.828523635864258) (3528,8.82790470123291) (8904,8.788925170898438) (2026,8.7584228515625) (1229,8.734041213989258) (2474,8.532052993774414) (7887,8.519370079040527) (1292,8.518059730529785)
417: (292,7.841550350189209)* (288,7.466845512390137)* (67,7.3767218589782715)* (67,7.3767218589782715)* (1934,7.134140968322754) (310,7.041937828063965) (257,7.009678840637207)* (300,7.008074760437012)* (525,6.554924964904785) (466,6.320440769195557) (97,6.099661827087402) (71,6.090385913848877) (71,6.090385913848877) (2521,5.957559108734131) (1580,5.900191307067871) (535,5.715816497802734) (544,5.6988420486450195) (320,5.6880269050598145) (485,5.6739702224731445) (293,5.650428771972656)
418: (217,10.204791069030762)* (199,9.76711368560791) (2277,9.706001281738281) (622,9.46843147277832)* (898,9.287501335144043)* (223,8.998868942260742) (604,8.945775985717773) (1159,8.943445205688477) (195,8.902247428894043) (437,8.703189849853516) (615,8.627510070800781) (222,8.527469635009766) (1389,8.388853073120117) (196,8.288247108459473) (3258,8.242416381835938)* (433,8.17991828918457) (418,8.122260093688965) (1632,8.037481307983398) (1242,8.005224227905273) (416,7.997398376464844)
