userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,19.14917755126953) (187,17.879959106445312) (1073,17.69434356689453) (51,17.44790267944336)* (238,16.99650001525879) (1014,16.93637466430664) (157,16.921934127807617) (1394,16.867881774902344) (1098,16.862279891967773) (1156,16.79456329345703) (3992,16.552627563476562) (3501,16.521425247192383) (1795,16.505102157592773) (70,16.474353790283203)* (511,16.19260597229004) (877,15.860902786254883) (993,15.845769882202148) (1713,15.836653709411621) (1836,15.747299194335938) (155,15.697300910949707)
346: (227,18.92229461669922) (228,18.350400924682617)* (159,18.052127838134766) (5926,17.822471618652344) (65,17.741111755371094) (65,17.741111755371094) (220,17.735578536987305) (4025,17.672988891601562) (209,17.659759521484375)* (533,17.642675399780273) (1246,17.609617233276367) (716,17.364755630493164) (498,17.324159622192383) (1400,17.275606155395508) (718,17.218271255493164) (1513,17.21368980407715) (56,17.145597457885742) (56,17.145597457885742) (428,17.14559555053711) (298,17.04343032836914)
347: (497,19.92700958251953) (808,18.96027183532715) (2661,18.622583389282227) (830,18.369110107421875) (500,18.357820510864258) (2794,17.787321090698242) (1672,17.615861892700195) (490,17.608388900756836) (3563,17.5013370513916) (4428,17.494977951049805) (2923,17.45445442199707) (4170,17.385398864746094) (1179,17.278894424438477) (503,17.177471160888672) (2850,17.109094619750977) (816,16.86382484436035) (813,16.855506896972656) (507,16.778400421142578) (1613,16.77430534362793) (540,16.756702423095703)
348: (344,16.094799041748047)* (464,15.445732116699219) (333,15.08301067352295) (681,14.786795616149902)* (466,14.7239351272583)* (679,14.68967056274414) (300,14.562747955322266) (686,14.402830123901367) (498,14.314897537231445)* (2653,14.22712230682373) (797,14.14277458190918) (528,14.083831787109375) (325,14.010464668273926) (793,13.990395545959473) (291,13.982605934143066) (1047,13.91993236541748) (2839,13.851672172546387) (324,13.818429946899414) (481,13.805184364318848) (2546,13.798201560974121)
349: (779,18.753820419311523) (1541,17.657602310180664) (768,17.571388244628906) (2850,17.298328399658203) (2192,17.04737091064453) (5969,16.997920989990234)* (805,16.659244537353516) (4003,16.49669075012207) (4833,16.440889358520508) (814,16.29595375061035) (5066,16.27800941467285) (1100,16.184917449951172) (1194,16.180147171020508) (780,16.079872131347656) (757,16.059152603149414)* (4934,16.00664710998535) (831,15.995040893554688) (4821,15.911994934082031) (1548,15.906231880187988) (1559,15.860703468322754)
350: (523,14.749445915222168) (292,14.378783226013184)* (701,14.091096878051758)* (289,13.988141059875488)* (299,13.982473373413086) (302,13.844610214233398) (288,13.385761260986328)* (318,13.363893508911133) (340,13.357617378234863)* (326,13.237821578979492) (786,13.208196640014648) (679,13.13681411743164) (294,13.076522827148438) (646,13.056029319763184)* (461,13.029586791992188)* (1580,12.984399795532227) (311,12.874467849731445) (344,12.850631713867188) (333,12.805818557739258)* (300,12.790876388549805)*
351: (498,18.97039031982422)* (1246,18.961166381835938) (466,18.6689510345459) (464,18.640832901000977) (1047,18.53850746154785)* (89,18.07091522216797) (691,17.957033157348633) (461,17.932514190673828) (681,17.86966896057129)* (289,17.563385009765625) (1043,17.525524139404297) (680,17.45390510559082) (470,17.436904907226562) (686,17.403186798095703) (528,17.283702850341797) (687,17.25432014465332) (288,17.080589294433594) (3404,16.76286506652832)* (481,16.758474349975586) (524,16.551246643066406)
352: (292,18.82833480834961)* (157,18.793062210083008) (466,18.379104614257812)* (55,18.370187759399414) (679,18.133792877197266)* (291,18.01494026184082) (475,17.94793701171875) (310,17.681066513061523) (378,17.537981033325195) (349,17.51545524597168) (377,17.393667221069336) (298,17.195531845092773) (329,17.17386817932129) (257,17.161733627319336) (230,17.117555618286133) (461,17.085615158081055) (190,17.075796127319336) (65,16.844409942626953) (65,16.844409942626953) (525,16.830045700073242)
353: (468,17.201427459716797)* (475,16.467557907104492) (317,15.908562660217285) (330,15.568737983703613) (4562,15.515192985534668) (161,15.486787796020508) (531,15.4092378616333) (1449,15.407404899597168) (543,15.400504112243652) (1613,15.31226634979248)* (314,15.272090911865234)* (1455,15.176006317138672) (458,15.136015892028809) (299,15.135290145874023) (907,15.032285690307617) (544,14.829288482666016) (308,14.817349433898926) (1444,14.74040699005127) (302,14.6743745803833) (545,14.635586738586426)
354: (308,17.662776947021484) (288,17.566972732543945)* (1051,17.47551918029785) (1441,17.47418975830078) (290,17.396682739257812) (476,17.00357437133789) (915,16.945125579833984) (292,16.85276985168457)* (296,16.8240909576416) (1449,16.800561904907227) (323,16.684284210205078) (352,16.583560943603516) (2018,16.571439743041992) (674,16.491317749023438) (545,16.45256233215332) (289,16.417800903320312)* (701,16.415332794189453)* (328,16.30295181274414) (294,16.249788284301758) (543,16.061992645263672)
355: (191,19.305049896240234)* (498,19.05368423461914) (333,18.779748916625977) (538,18.64320182800293) (475,18.26852035522461) (3859,17.945070266723633) (378,17.818687438964844) (230,17.685949325561523) (371,17.665874481201172)* (291,17.538066864013672) (488,17.5147647857666) (209,17.31621551513672) (680,17.09564781188965)* (722,16.999942779541016) (405,16.96015167236328) (497,16.94826889038086) (472,16.91373634338379) (324,16.767614364624023) (544,16.704160690307617)* (295,16.69784927368164)
356: (780,16.5587100982666) (5067,16.315107345581055) (5961,16.29656410217285) (2210,16.282135009765625)* (4550,15.972369194030762) (825,15.894523620605469) (2850,15.698248863220215) (1550,15.445751190185547) (2203,15.246893882751465) (4004,15.241451263427734) (805,15.232734680175781) (4940,15.077975273132324) (2204,15.0675687789917) (10500,15.0452880859375) (1100,15.033049583435059) (3548,14.994490623474121) (2847,14.964227676391602) (823,14.94080638885498) (767,14.866203308105469) (5971,14.812360763549805)
357: (56,19.896244049072266) (56,19.896244049072266) (757,19.410913467407227) (1398,18.57097625732422) (70,18.523296356201172) (1099,18.374521255493164) (1394,18.224918365478516) (53,17.93501853942871) (53,17.93501853942871) (88,17.73623275756836) (238,17.652463912963867) (81,17.598106384277344) (2708,17.340803146362305) (84,17.301591873168945)* (173,17.228397369384766) (703,17.132766723632812)* (1075,17.082256317138672) (1098,17.051898956298828) (64,16.987098693847656) (64,16.987098693847656)
358: (2605,20.60198974609375)* (56,19.8268985748291)* (56,19.8268985748291)* (81,19.1724910736084) (238,18.832275390625)* (748,18.815614700317383) (154,18.780475616455078) (3132,18.689485549926758) (1099,18.688705444335938) (757,18.35083770751953) (1394,18.068744659423828) (5891,18.052867889404297) (2158,17.860164642333984) (418,17.85370445251465)* (755,17.730493545532227) (174,17.62541961669922) (2708,17.624391555786133) (80,17.557453155517578) (1402,17.4289493560791) (5192,17.414487838745117)
359: (1892,16.240325927734375) (2936,15.97910213470459)* (874,15.935600280761719) (1895,15.653640747070312) (997,15.602119445800781) (1885,15.595142364501953) (1019,15.529241561889648) (3768,15.524435043334961) (5260,15.461980819702148) (1014,15.333932876586914) (1900,15.275125503540039) (9253,15.249967575073242) (99,15.107035636901855) (68,15.068391799926758)* (68,15.068391799926758)* (1810,14.774354934692383) (7054,14.773388862609863) (12733,14.744197845458984) (59,14.743661880493164)* (6150,14.619531631469727)
360: (6056,16.675249099731445) (8163,15.977986335754395) (5839,15.721884727478027) (5843,15.709856033325195) (5835,15.653488159179688) (5838,15.637186050415039) (5891,15.60765266418457) (5942,15.601129531860352) (5832,15.595754623413086) (5842,15.576827049255371) (5840,15.576229095458984) (5837,15.568578720092773) (3462,15.558849334716797) (15923,15.49766731262207) (3920,15.46983814239502) (2498,15.071945190429688) (6051,14.994998931884766) (16695,14.991661071777344) (14597,14.977596282958984) (11192,14.964452743530273)
361: (701,15.890838623046875)* (265,15.316458702087402) (301,15.219038009643555) (288,15.149580955505371)* (310,15.088035583496094)* (465,14.835309028625488) (455,14.827399253845215) (311,14.715852737426758) (300,14.574487686157227) (326,14.538372039794922) (333,14.443422317504883)* (1580,14.391616821289062) (2523,14.341471672058105) (306,14.190322875976562) (157,14.096386909484863) (679,14.05434799194336) (461,14.015549659729004)* (293,14.004308700561523)* (325,13.901416778564453) (251,13.843605995178223)
362: (498,19.58438491821289)* (209,18.78672218322754) (1186,18.28045082092285) (1045,17.879283905029297) (1041,17.862138748168945) (3200,17.845659255981445) (424,17.81751823425293) (220,17.736684799194336) (501,17.648996353149414) (5630,17.412015914916992) (207,17.363325119018555) (439,17.32881736755371)* (470,17.195356369018555) (714,17.193740844726562)* (234,17.185646057128906) (1672,17.107946395874023) (982,16.944019317626953) (6120,16.939083099365234)* (533,16.909820556640625) (1046,16.89885711669922)
363: (198,18.37639617919922) (209,17.950511932373047) (538,17.950254440307617) (220,17.893104553222656) (500,17.670808792114258) (377,17.36839485168457) (486,17.223237991333008) (540,17.220474243164062) (706,17.210166931152344) (1406,17.034820556640625) (1249,17.003154754638672) (488,16.985214233398438)* (1044,16.930553436279297) (412,16.92230224609375) (507,16.76119041442871) (2850,16.679567337036133) (840,16.635095596313477) (475,16.54810333251953) (1246,16.515262603759766) (383,16.510778427124023)
364: (609,19.128276824951172) (227,18.35690689086914)* (4079,18.3519229888916) (197,18.31245231628418) (206,17.591251373291016) (434,17.549671173095703) (196,17.469999313354492) (163,17.230533599853516)* (199,17.202531814575195) (602,17.044857025146484) (599,16.92157554626465) (632,16.90885353088379) (1150,16.87115478515625) (622,16.85575294494629) (2277,16.838764190673828) (231,16.807222366333008) (1242,16.80567169189453) (436,16.76425552368164) (4451,16.710290908813477) (222,16.694522857666016)
365: (1709,18.54115867614746) (3778,18.070865631103516) (603,17.62480354309082) (11784,17.574129104614258) (1123,17.316951751708984) (7123,17.1483211517334) (1737,17.14803695678711) (3003,16.947551727294922) (5416,16.889942169189453) (137,16.884632110595703) (1504,16.80058479309082) (592,16.789382934570312) (5192,16.603471755981445) (6409,16.555330276489258) (6137,16.55488395690918) (418,16.54473876953125) (2470,16.488813400268555) (81,16.463150024414062) (1112,16.459449768066406) (6189,16.332881927490234)
366: (197,20.516813278198242) (2605,19.85582733154297) (6151,19.70977210998535) (616,19.151653289794922)* (206,18.830055236816406) (1969,18.704729080200195) (3707,18.67135238647461) (6160,18.4235897064209) (621,18.25908660888672) (238,18.2191219329834) (755,18.17932891845703) (2542,18.051651000976562) (1504,17.974285125732422) (441,17.937498092651367) (1957,17.88861846923828) (632,17.851160049438477) (1222,17.79913902282715) (617,17.771568298339844) (4079,17.74352264404297) (3703,17.73804473876953)
367: (230,19.712297439575195) (1406,19.394983291625977) (1186,19.202104568481445) (808,18.373580932617188) (5310,18.078975677490234) (234,17.946929931640625) (220,17.889925003051758) (198,17.68463897705078) (4821,17.600677490234375) (1246,17.30292510986328)* (475,17.25408363342285) (1866,17.22251319885254) (377,17.20018196105957) (537,17.101276397705078) (1974,17.066619873046875) (7,17.061399459838867) (1672,17.005023956298828) (1239,16.816097259521484) (709,16.756126403808594) (1091,16.65682029724121)
368: (3259,15.489686012268066) (1718,15.418170928955078) (615,15.252031326293945) (1167,14.8345365524292) (604,14.492491722106934) (961,14.399802207946777) (1097,14.390596389770508) (3110,14.343966484069824) (5914,14.292715072631836) (8715,14.246391296386719) (3902,14.16743278503418) (618,14.136701583862305) (4058,14.109772682189941) (11416,14.1048002243042) (154,13.956212997436523) (195,13.92552661895752) (196,13.873824119567871) (622,13.853535652160645) (1062,13.844892501831055) (429,13.800735473632812)
369: (228,16.13420295715332) (716,15.9539213180542) (1048,15.339008331298828)* (2614,15.22818660736084) (199,15.226153373718262)* (1390,15.125412940979004) (1376,15.039887428283691) (4435,14.697745323181152) (430,14.633719444274902) (1632,14.484579086303711) (217,14.472785949707031)* (424,14.311700820922852)* (223,14.224875450134277) (182,14.126302719116211) (2591,14.015710830688477) (1976,14.012516021728516) (227,13.996066093444824) (425,13.989511489868164) (1502,13.986968040466309) (432,13.935460090637207)
370: (190,18.64162826538086) (173,18.421051025390625)* (229,18.309505462646484) (511,18.117542266845703)* (182,18.035661697387695) (316,17.887845993041992) (538,17.31601333618164)* (715,17.251487731933594) (159,17.195276260375977) (154,17.18567657470703)* (228,17.058425903320312) (184,17.018478393554688) (689,16.597137451171875) (1377,16.530712127685547) (362,16.484554290771484) (72,16.388399124145508) (72,16.388399124145508) (227,16.33188247680664) (961,16.213342666625977) (166,16.064626693725586)
371: (2747,17.591426849365234) (2735,15.733799934387207) (1099,15.710539817810059) (407,15.65384292602539) (1786,15.545731544494629) (2193,15.465824127197266) (3047,15.43055534362793) (30,15.218929290771484) (6439,15.020954132080078) (187,15.01834487915039) (3056,14.905509948730469) (7,14.886651992797852) (2973,14.87217903137207) (460,14.756783485412598) (877,14.706965446472168) (4226,14.692949295043945) (1789,14.551982879638672) (9345,14.474838256835938) (151,14.453990936279297) (2835,14.366596221923828)
372: (497,20.817943572998047) (2941,20.311532974243164) (377,19.937536239624023)* (371,19.812498092651367) (3094,19.523801803588867) (722,19.156875610351562) (504,19.026193618774414) (189,18.80663299560547) (378,18.704010009765625) (2352,18.524612426757812) (4179,18.506568908691406) (3427,18.49553108215332) (472,18.4259033203125) (2206,18.297529220581055) (405,18.275848388671875) (486,18.250619888305664) (518,18.075841903686523) (1145,18.06180191040039) (408,17.954631805419922) (10069,17.94053840637207)
375: (300,16.60662078857422)* (292,16.48411750793457)* (55,16.32990264892578) (157,16.31913948059082) (701,16.125158309936523) (1243,15.850725173950195) (333,15.814230918884277) (466,15.781105041503906) (306,15.691645622253418)* (257,15.610452651977539) (298,15.539966583251953) (291,15.362621307373047)* (310,15.265199661254883) (323,15.21654987335205) (889,15.040792465209961) (299,15.012175559997559) (544,15.004095077514648) (301,14.940281867980957) (906,14.905038833618164) (461,14.777413368225098)
376: (920,18.347240447998047) (928,17.772314071655273) (957,17.51141929626465) (918,17.196096420288086) (1360,17.04570960998535) (181,17.03339195251465) (937,16.864513397216797) (936,16.815500259399414) (506,16.641332626342773) (1372,16.58734893798828) (1132,16.408695220947266) (942,16.39396858215332) (5697,16.303966522216797) (1338,16.253931045532227) (2838,16.10223388671875) (5456,16.052587509155273) (8696,16.047985076904297) (188,15.97885513305664) (1369,15.957061767578125)* (7722,15.946846961975098)
377: (707,19.086057662963867) (843,18.878625869750977) (978,18.72163963317871) (198,18.490304946899414) (920,18.475582122802734)* (2379,18.244857788085938) (710,17.720745086669922) (841,17.711238861083984)* (846,17.62793731689453) (706,17.256391525268555) (5306,17.17321014404297) (943,17.13235092163086)* (2370,16.969181060791016) (2794,16.904842376708984) (837,16.79196548461914) (812,16.790510177612305)* (1358,16.683042526245117) (1360,16.66268539428711) (949,16.661849975585938) (834,16.602128982543945)
378: (951,17.868762969970703)* (4130,16.29600715637207) (1464,16.191343307495117) (2183,16.071428298950195) (1415,15.522456169128418)* (2463,15.520021438598633) (258,15.503899574279785) (77,15.285511016845703)* (77,15.285511016845703)* (475,15.245854377746582) (2176,15.106523513793945) (155,14.911861419677734) (511,14.897223472595215) (952,14.849870681762695) (2343,14.836740493774414) (192,14.74450397491455) (868,14.707965850830078) (1803,14.643628120422363) (732,14.63055419921875) (4031,14.59151554107666)
380: (312,15.10258674621582) (2018,14.9320068359375) (644,14.698195457458496) (3491,14.340255737304688) (1450,14.266111373901367) (310,14.227903366088867) (354,14.167858123779297) (1051,14.069291114807129) (4707,14.046446800231934) (295,14.012351989746094)* (3498,13.895822525024414) (906,13.780508041381836) (535,13.764877319335938) (288,13.75991439819336)* (55,13.730886459350586) (386,13.626091003417969) (16534,13.445568084716797) (326,13.36331558227539)* (911,13.354950904846191) (4563,13.329815864562988)
382: (527,17.398292541503906) (1613,17.3299560546875) (271,17.087085723876953) (278,16.994518280029297) (1627,16.973310470581055) (1943,16.931621551513672) (6046,16.900104522705078) (1963,16.732831954956055) (2252,16.379779815673828) (107,16.245929718017578) (619,16.12334442138672)* (1620,16.00408935546875) (748,15.880714416503906) (1946,15.757756233215332) (4586,15.675354957580566) (2923,15.638360023498535)* (9388,15.508671760559082) (1130,15.466483116149902) (2226,15.442971229553223) (12046,15.43596363067627)
383: (89,19.992334365844727) (689,19.292516708374023) (298,18.878684997558594) (300,18.658239364624023) (316,18.601564407348633) (1375,18.451595306396484) (430,18.411663055419922) (289,18.35936737060547) (228,18.3005313873291) (1470,18.132463455200195) (217,18.087522506713867) (679,18.040386199951172) (173,17.914318084716797) (288,17.81382942199707) (1400,17.712907791137695) (1632,17.638761520385742)* (207,17.63437271118164) (697,17.541194915771484) (204,17.524192810058594) (1377,17.51698112487793)
385: (333,19.724605560302734)* (498,19.387584686279297)* (289,18.675325393676758)* (377,17.383243560791016)* (538,17.29814910888672) (293,17.136566162109375) (295,17.018075942993164) (298,16.94025993347168) (681,16.85097885131836)* (701,16.83036231994629) (209,16.8239803314209) (306,16.7838077545166)* (321,16.72181510925293)* (378,16.704343795776367) (540,16.698806762695312) (481,16.589508056640625) (403,16.462099075317383) (342,16.42032241821289) (471,16.307331085205078) (190,16.251493453979492)*
386: (220,17.44704818725586) (157,16.815460205078125) (517,16.695730209350586) (511,16.622905731201172) (234,16.621103286743164) (198,16.57415199279785) (707,16.45956039428711)* (562,16.407608032226562) (69,16.360164642333984) (69,16.360164642333984) (538,16.3519287109375) (3058,16.190284729003906) (2901,16.168182373046875) (1415,16.083641052246094) (1249,16.06033706665039) (3302,16.0341739654541) (1406,16.019155502319336)* (9927,15.986882209777832) (7,15.975415229797363) (329,15.843461990356445)
387: (1613,18.77562713623047)* (331,18.4764461517334) (485,17.981103897094727) (1934,17.8511905670166) (7781,17.466400146484375) (3708,17.239303588867188) (97,16.911209106445312) (13448,16.730331420898438) (1037,16.630117416381836) (306,16.576858520507812) (903,16.453754425048828) (278,16.37359619140625) (3317,16.348636627197266) (1936,16.296403884887695) (317,16.28700828552246) (271,16.170000076293945) (527,16.13040542602539) (314,16.094589233398438) (901,16.007341384887695) (89,15.980205535888672)
388: (7,16.983705520629883) (504,16.81956672668457) (945,16.727109909057617) (518,16.623924255371094)* (1130,15.836523056030273) (389,15.698902130126953) (517,15.647550582885742) (407,15.564987182617188)* (2478,15.561868667602539) (2446,15.533329010009766)* (978,15.447213172912598) (4155,15.272871017456055) (1857,15.178853988647461) (198,15.167654991149902) (2068,15.090615272521973) (1114,15.089451789855957) (157,14.97065544128418) (5094,14.958881378173828) (475,14.830434799194336) (5605,14.774177551269531)
390: (295,15.139123916625977)* (349,14.514896392822266) (257,14.46269702911377)* (544,14.29568862915039) (161,14.11609935760498) (461,14.008532524108887)* (310,13.803780555725098) (525,13.539463996887207) (352,13.43990707397461) (157,13.421696662902832) (531,13.351722717285156) (328,13.25200366973877)* (913,13.150531768798828) (475,13.098926544189453)* (523,13.077402114868164)* (1042,13.06525707244873) (325,12.999478340148926) (329,12.913187026977539) (291,12.807461738586426) (1037,12.796748161315918)*
391: (460,16.762163162231445)* (536,16.334020614624023) (1406,16.238906860351562) (198,15.992295265197754) (489,15.9772367477417) (481,15.872211456298828) (2835,15.716005325317383) (494,15.713373184204102) (4896,15.646856307983398) (1044,15.562819480895996) (378,15.441689491271973) (499,15.440792083740234) (517,15.40099811553955) (7,15.253861427307129) (5082,15.241567611694336) (209,15.22453784942627) (230,15.19703197479248) (412,15.13357162475586) (501,15.128764152526855) (488,15.103983879089355)*
392: (289,17.67976188659668)* (300,17.323577880859375) (298,17.27362823486328) (67,17.088294982910156)* (67,17.088294982910156)* (291,16.838685989379883)* (378,16.716188430786133)* (344,16.679588317871094)* (701,16.582304000854492) (1243,16.362594604492188) (288,16.197040557861328)* (498,16.15152931213379)* (71,16.090559005737305) (71,16.090559005737305) (680,16.030975341796875) (55,16.029617309570312) (295,16.007158279418945) (542,15.872564315795898) (3081,15.794169425964355) (523,15.719889640808105)
393: (230,18.480106353759766) (533,17.88070297241211) (220,17.560131072998047) (599,17.08834457397461) (412,17.08694839477539) (501,16.988483428955078) (857,16.954132080078125) (982,16.93793296813965) (229,16.8912353515625) (1244,16.88355255126953) (706,16.774368286132812) (718,16.75607681274414) (1513,16.729652404785156) (159,16.703304290771484) (228,16.64342498779297) (2346,16.555217742919922) (1246,16.534767150878906) (709,16.365144729614258) (65,16.33443832397461)* (65,16.33443832397461)*
394: (5772,20.528209686279297) (6120,19.53603172302246) (2983,19.34122085571289) (705,18.942062377929688) (9856,18.894010543823242) (9857,18.545194625854492) (9855,18.403820037841797) (6123,18.200998306274414) (2848,18.13566017150879) (3382,17.7875919342041) (1241,17.770374298095703) (9229,17.7674503326416) (3376,17.28511619567871) (220,17.099729537963867) (3741,17.000524520874023) (4484,16.80573081970215) (3383,16.708084106445312) (708,16.494447708129883) (4818,16.465065002441406) (714,16.31046485900879)
395: (846,17.974966049194336)* (2744,17.59837532043457) (1547,17.150800704956055)* (923,17.132156372070312) (503,16.885034561157227)* (3717,16.863784790039062) (841,16.649898529052734)* (1216,16.63048553466797) (821,16.237295150756836) (815,16.223695755004883)* (3718,16.17831039428711) (2169,16.143600463867188) (2374,16.025623321533203) (3722,16.007144927978516) (2944,15.954477310180664) (3637,15.891069412231445) (512,15.765612602233887) (2172,15.7244234085083) (8249,15.55344295501709) (814,15.498187065124512)
396: (157,16.390247344970703) (63,15.696304321289062) (63,15.696304321289062) (77,15.057235717773438) (77,15.057235717773438) (601,14.551216125488281) (155,14.40102481842041) (1001,14.341072082519531) (187,14.1480131149292) (389,14.1353759765625) (1464,14.062478065490723) (180,14.037332534790039) (1825,14.025986671447754) (258,13.612689971923828) (3313,13.573197364807129) (3674,13.400138854980469) (475,13.399986267089844) (51,13.389162063598633) (1427,13.303101539611816) (69,13.292856216430664)
397: (72,22.066356658935547)* (72,22.066356658935547)* (187,20.154584884643555) (51,19.316585540771484)* (407,19.261213302612305) (173,19.069868087768555) (861,18.964065551757812) (54,18.748842239379883) (54,18.748842239379883) (190,18.359798431396484)* (877,18.35289192199707) (2014,18.13210105895996) (506,18.06505012512207) (1886,18.048810958862305) (159,17.912960052490234) (1075,17.877281188964844) (3280,17.798643112182617) (181,17.791278839111328) (233,17.789522171020508) (1083,17.784034729003906)
398: (88,18.192319869995117)* (190,17.570945739746094) (429,17.493309020996094) (1090,17.471036911010742) (533,17.39276695251465)* (418,17.280927658081055) (220,17.239356994628906) (615,17.17137908935547) (868,17.16413116455078) (159,17.122875213623047) (207,17.006898880004883)* (424,16.950502395629883) (173,16.940156936645508) (1424,16.92798614501953) (715,16.91817283630371) (436,16.914867401123047) (208,16.684612274169922) (199,16.68306541442871)* (65,16.6771297454834) (65,16.6771297454834)
399: (325,16.273662567138672) (466,16.101476669311523)* (523,15.753929138183594) (295,15.41889476776123)* (349,15.276934623718262) (528,15.249017715454102) (544,15.12965202331543) (293,15.096573829650879) (386,14.962544441223145) (908,14.933097839355469) (679,14.928704261779785) (323,14.903152465820312) (680,14.775622367858887) (543,14.757161140441895) (681,14.622726440429688) (306,14.510462760925293) (55,14.424138069152832) (3397,13.93039321899414) (310,13.873859405517578)* (161,13.870574951171875)
400: (288,17.230512619018555)* (679,17.108030319213867) (466,17.08386993408203)* (2020,16.977474212646484) (541,16.616342544555664) (543,16.520090103149414) (790,16.511320114135742) (2025,16.508939743041992) (802,16.417158126831055) (1452,16.272808074951172) (4814,16.26512908935547) (704,16.206607818603516)* (528,15.937080383300781)* (299,15.931008338928223)* (524,15.822090148925781) (328,15.703106880187988) (344,15.61574649810791) (2543,15.5339937210083) (525,15.498435974121094) (972,15.47270393371582)*
401: (5630,17.86795425415039) (6120,17.46367645263672) (209,17.073680877685547) (3382,16.88065528869629) (198,16.727643966674805) (1672,16.694753646850586) (932,16.631744384765625)* (1246,16.529741287231445) (982,16.450908660888672) (2983,16.389328002929688) (808,16.358131408691406) (7835,16.265945434570312) (190,16.239486694335938) (540,16.179275512695312) (501,16.039953231811523) (706,15.97900390625)* (486,15.907791137695312) (227,15.877925872802734) (1249,15.834067344665527) (537,15.729681015014648)*
402: (724,17.600051879882812)* (1372,17.078153610229492)* (2342,16.882892608642578) (176,16.423828125) (868,16.4041805267334)* (710,16.26094627380371) (614,16.09457015991211) (952,16.080394744873047) (198,15.805008888244629) (1803,15.729315757751465) (854,15.421385765075684) (1415,15.416993141174316) (220,15.407115936279297) (2834,15.371356964111328) (1974,15.299359321594238) (1338,15.156232833862305) (1206,15.129260063171387) (1261,15.04704761505127) (2901,15.004172325134277) (2360,14.988316535949707)
403: (680,17.23883628845215)* (681,16.848369598388672) (333,16.44036293029785) (325,15.853771209716797) (1590,15.79365062713623) (300,15.657020568847656)* (523,15.632962226867676) (528,15.591382026672363) (1034,15.353515625) (1684,15.348920822143555) (544,15.270051002502441) (486,15.26508617401123) (972,15.209931373596191) (318,15.09132194519043) (3397,15.035660743713379) (1246,14.921608924865723) (293,14.855634689331055) (4767,14.853177070617676) (679,14.80937671661377) (536,14.714632034301758)
404: (1182,17.293787002563477) (1180,16.578588485717773) (412,16.258190155029297)* (501,16.207666397094727) (1866,16.18544578552246) (540,16.065279006958008) (687,15.98617172241211) (1246,15.915034294128418) (3082,15.861346244812012) (500,15.840686798095703) (10127,15.790700912475586) (1185,15.452211380004883) (2432,15.435656547546387) (1513,15.415475845336914) (1194,15.404742240905762) (1043,15.384696960449219) (537,15.373808860778809) (816,15.270102500915527) (396,15.207736015319824) (1197,15.192190170288086)
405: (308,15.775821685791016) (468,15.720551490783691) (332,15.687692642211914) (327,15.134425163269043) (907,15.078717231750488) (301,14.91029167175293) (331,14.846190452575684)* (4566,14.844175338745117)* (2990,14.74332332611084) (1449,14.734051704406738) (330,14.69351577758789) (1613,14.642529487609863) (484,14.585189819335938) (543,14.516443252563477)* (306,14.408257484436035) (545,14.374064445495605) (3314,14.373452186584473) (913,14.369781494140625)* (6562,14.301384925842285)* (292,14.259099006652832)*
406: (1110,18.290510177612305)* (4675,17.56880760192871)* (607,16.88062286376953) (2375,16.84772300720215) (188,16.840200424194336)* (3776,16.798660278320312) (3417,16.720584869384766) (1413,16.581632614135742)* (11477,16.53411102294922) (3269,16.4173526763916) (920,16.207910537719727)* (3505,16.138599395751953) (1369,16.00021743774414) (1726,15.925037384033203) (4790,15.924314498901367)* (917,15.900599479675293) (1134,15.859615325927734) (1132,15.777223587036133) (1119,15.73127269744873) (10833,15.66287612915039)
407: (748,18.68178367614746) (603,18.632108688354492) (2605,17.78129005432129) (56,17.281932830810547) (56,17.281932830810547) (3003,17.17646598815918) (154,17.041597366333008) (1969,16.939682006835938) (9862,16.739639282226562) (81,16.65921974182129) (88,16.5811824798584) (441,16.578821182250977) (605,16.527360916137695) (619,16.412778854370117) (3778,16.387662887573242) (227,16.350587844848633) (11204,16.309110641479492) (599,16.276935577392578) (1964,16.245361328125) (3703,16.21767807006836)
408: (424,16.90822982788086) (716,16.88059425354004) (428,16.584808349609375) (1048,16.428789138793945) (1515,16.33918571472168) (229,16.297147750854492) (1520,16.220239639282227) (1517,16.195566177368164) (208,16.172319412231445) (432,16.10610008239746) (857,15.949451446533203) (533,15.90416145324707)* (2133,15.846855163574219) (203,15.830774307250977) (1376,15.68740177154541) (443,15.593122482299805) (3371,15.414506912231445) (1400,15.32149887084961) (3400,15.295323371887207) (2614,15.266505241394043)
409: (475,18.606740951538086) (67,18.041221618652344)* (67,18.041221618652344)* (155,17.917072296142578) (65,17.808273315429688) (65,17.808273315429688) (302,17.473562240600586)* (1464,17.410564422607422) (306,17.39951515197754) (300,17.366722106933594) (1244,17.149127960205078) (289,17.12383460998535) (331,17.078678131103516)* (903,16.959856033325195) (333,16.82819366455078) (192,16.75912094116211) (1934,16.746747970581055) (951,16.602130889892578) (56,16.579076766967773) (56,16.579076766967773)
