userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,50.174537658691406) (51,49.95536804199219)* (1014,49.106544494628906) (187,49.09053039550781) (997,48.900047302246094) (59,48.88568115234375)* (4308,48.70415496826172) (998,48.684844970703125) (1073,48.46005630493164) (1892,48.42245101928711) (61,48.31501007080078)* (1013,48.30491256713867) (193,48.29257583618164) (877,48.16304016113281) (993,48.14425277709961) (1713,48.136940002441406) (1019,48.09062194824219) (3201,48.00580596923828) (511,47.96918487548828) (91,47.937923431396484)*
356: (2204,47.84715270996094) (825,47.52476501464844) (2210,47.104591369628906)* (1187,46.85480880737305) (816,46.85130310058594) (823,46.84238815307617) (2203,46.83873748779297) (805,46.769466400146484) (4168,46.75982666015625) (6837,46.745243072509766) (814,46.71254348754883) (1868,46.61832809448242) (1550,46.564231872558594) (5067,46.556732177734375) (4503,46.535240173339844) (4938,46.527889251708984) (2618,46.4851188659668) (2850,46.476531982421875) (4181,46.42696762084961) (829,46.42316436767578)
357: (757,48.92747497558594) (1398,48.1649169921875) (56,48.12302780151367) (56,48.12302780151367) (107,48.06367111206055) (1075,47.892765045166016) (703,47.688629150390625)* (1396,47.6807861328125) (4382,47.66756057739258) (3411,47.45331954956055) (2824,47.43449020385742) (1401,47.40719985961914) (1409,47.37147521972656) (7324,47.34757614135742) (8674,47.275657653808594) (432,47.23761749267578) (64,47.16752243041992) (64,47.16752243041992) (190,47.09516143798828) (444,47.04045867919922)
358: (757,52.5751838684082) (748,52.37119674682617) (2605,52.356868743896484)* (107,52.26676940917969) (1983,51.77381896972656) (154,51.7393913269043) (444,51.65425491333008) (238,51.55205535888672)* (56,51.548362731933594)* (56,51.548362731933594)* (3411,51.529090881347656) (1745,51.49696731567383) (418,51.48667907714844)* (1098,51.31886291503906) (81,51.2189826965332) (1075,51.213890075683594) (7324,51.087642669677734) (1752,50.835723876953125) (162,50.81584930419922)* (2667,50.80497741699219)
359: (1014,53.58399200439453) (994,53.00581741333008) (193,52.954872131347656) (1892,52.892555236816406) (997,52.68193435668945) (1019,52.63694763183594) (91,52.600372314453125) (1885,52.5318717956543) (99,52.49684524536133) (77,52.430912017822266) (77,52.430912017822266) (5254,52.189205169677734) (63,52.153133392333984) (63,52.153133392333984) (68,52.12447738647461)* (68,52.12447738647461)* (30,52.09955596923828) (3768,52.06871032714844) (100,52.01986312866211) (59,51.936100006103516)*
360: (2244,46.23794937133789) (17715,46.027305603027344) (3863,45.89887619018555) (276,45.75984191894531) (2154,45.38347625732422) (267,45.327510833740234) (397,45.320716857910156) (1923,45.282127380371094) (2252,45.226932525634766) (2236,45.214351654052734) (2922,45.16667556762695) (2731,45.106597900390625) (2930,45.04737091064453) (2698,45.044647216796875) (278,44.97221755981445) (10491,44.88630294799805) (1020,44.72348403930664) (2923,44.69245147705078) (2104,44.68471908569336) (6888,44.65593719482422)
361: (288,52.256187438964844)* (701,52.113948822021484)* (306,52.0095329284668) (300,52.004783630371094) (157,51.87908172607422) (333,51.62158203125)* (310,51.42437744140625)* (461,51.249183654785156)* (679,51.1436882019043) (329,51.0102424621582) (466,51.010009765625) (301,50.93248748779297) (161,50.87591552734375) (544,50.60034942626953) (328,50.44236373901367) (903,50.424407958984375) (265,50.39986038208008) (298,50.38728713989258) (889,50.38599395751953) (325,50.36474609375)
362: (1045,49.000160217285156) (439,48.93914794921875)* (498,48.649635314941406)* (5630,48.54002380371094) (6132,48.4356575012207) (1046,48.19711685180664) (714,48.078956604003906)* (982,47.967288970947266) (7835,47.84267044067383) (3383,47.808006286621094) (3743,47.75375747680664) (209,47.71855926513672) (4850,47.675575256347656) (1241,47.61520004272461)* (1041,47.60149383544922) (1672,47.57295227050781) (1807,47.524173736572266) (706,47.479305267333984) (3205,47.478126525878906) (1043,47.44175720214844)
363: (412,52.37613296508789) (198,52.03184509277344) (1044,51.88215255737305) (209,51.60993576049805) (813,51.5911979675293) (220,51.56224822998047) (2850,51.485469818115234) (377,51.46105194091797) (500,51.449554443359375) (2661,51.434539794921875) (1513,51.41865921020508) (4821,51.30393600463867) (383,51.23204803466797) (917,51.21224594116211) (537,51.1796989440918) (507,51.14432144165039) (816,51.10430145263672) (1091,51.0760498046875) (1249,51.06330490112305) (1406,50.99187469482422)
364: (4079,49.22052764892578) (1242,49.112369537353516) (227,49.10588455200195)* (2633,49.09952926635742) (205,48.832820892333984) (222,48.825931549072266) (219,48.703773498535156) (9545,48.669960021972656) (1976,48.66842269897461) (4538,48.55961990356445) (2424,48.55271911621094) (863,48.50750732421875) (602,48.49631118774414) (199,48.470157623291016) (206,48.46163558959961) (429,48.38716125488281) (434,48.37984848022461) (195,48.33042526245117) (196,48.29777145385742) (2640,48.279029846191406)
365: (1709,52.02657699584961) (2470,51.93612289428711) (6189,51.54341125488281) (2312,51.448097229003906) (10663,51.400550842285156) (616,51.36039733886719) (748,51.236724853515625) (2298,51.011993408203125) (9206,50.84807205200195) (9971,50.73408889770508) (11206,50.65778350830078) (756,50.647315979003906) (10516,50.61724853515625) (3505,50.587188720703125) (13503,50.462242126464844) (3280,50.446144104003906) (5879,50.43496322631836) (1226,50.41218566894531) (603,50.365997314453125) (2480,50.35414505004883)
366: (1504,48.7378044128418) (2542,48.708580017089844) (196,48.29334259033203) (441,48.078208923339844) (416,47.893829345703125) (632,47.85674285888672) (440,47.84989929199219) (199,47.69190216064453) (9206,47.68780517578125) (162,47.646324157714844) (6295,47.637779235839844) (6151,47.61174774169922) (1098,47.597816467285156) (1423,47.57554626464844) (3691,47.515018463134766) (206,47.44910430908203) (1957,47.39081573486328) (1747,47.38254928588867) (216,47.34031677246094) (233,47.320823669433594)
367: (230,55.1339225769043) (1186,54.75779724121094) (190,54.632179260253906) (377,54.37135314941406) (537,54.29658889770508) (808,54.23284912109375) (1378,54.19272994995117) (1866,54.18102264404297) (486,54.10102462768555) (2661,54.06356430053711) (1406,53.97665786743164) (403,53.94489288330078) (229,53.92344665527344) (65,53.89003372192383) (65,53.89003372192383) (1116,53.88864517211914) (220,53.86787796020508) (234,53.810203552246094) (207,53.78623962402344)* (1091,53.71222686767578)
368: (154,53.06603240966797) (629,52.81272888183594) (1747,52.670589447021484)* (622,52.66910934448242) (618,52.60344314575195) (429,52.597320556640625) (748,52.58705139160156) (2289,52.534645080566406) (444,52.50563430786133) (632,52.489532470703125) (196,52.48727798461914) (1964,52.45748519897461) (433,52.42875671386719) (1504,52.41218566894531) (2139,52.39014434814453)* (231,52.382225036621094) (445,52.346778869628906) (1167,52.34189224243164) (615,52.2894401550293) (199,52.27037811279297)
369: (217,50.35105895996094)* (228,49.983726501464844) (1048,49.918582916259766)* (898,49.83673095703125) (430,49.794559478759766) (1400,49.683753967285156) (65,49.564796447753906) (65,49.564796447753906) (425,49.52306365966797) (154,49.47462844848633) (1390,49.472476959228516) (1632,49.40346908569336) (199,49.38273239135742)* (190,49.357540130615234) (1375,49.21987533569336)* (424,49.09018325805664)* (1239,49.08074951171875) (432,48.95209884643555) (1389,48.947750091552734) (1106,48.91023254394531)
370: (190,49.34756088256836) (227,48.92106628417969) (229,48.896202087402344) (228,48.89357376098633) (511,48.57882308959961)* (182,48.40827178955078) (207,48.3115234375) (159,48.285709381103516) (424,48.26070022583008) (1090,48.217899322509766) (173,48.2108039855957)* (230,47.942718505859375) (154,47.81743240356445)* (220,47.81678771972656) (234,47.690555572509766) (1048,47.68175506591797) (72,47.658416748046875) (72,47.658416748046875) (1400,47.64194107055664) (166,47.6240348815918)
371: (1295,51.78007125854492) (2,51.35456466674805) (1300,51.2952880859375) (30,51.19468688964844) (1298,51.10078430175781) (1099,51.04044723510742) (487,50.88291931152344) (7,50.763267517089844) (9,50.73537826538086) (1066,50.718650817871094) (181,50.682735443115234) (1303,50.66758728027344) (1292,50.623477935791016) (63,50.51472473144531) (63,50.51472473144531) (190,50.48047637939453) (930,50.43952178955078) (32,50.38520050048828) (1713,50.37812042236328)* (707,50.30270004272461)
372: (377,53.53511428833008)* (930,53.20918273925781) (518,52.91807174682617) (486,52.75691604614258) (497,52.584228515625) (1044,52.3102912902832) (1859,52.159812927246094) (198,52.1533317565918) (230,52.074039459228516) (190,52.01707077026367) (489,51.999942779541016) (405,51.993438720703125) (726,51.963111877441406) (378,51.9551887512207) (504,51.94626998901367) (1704,51.90556335449219) (1797,51.736228942871094) (2941,51.73329162597656) (475,51.656585693359375) (371,51.6141242980957)
375: (300,55.549720764160156)* (333,55.32798767089844) (306,55.24974822998047)* (292,55.18650436401367)* (55,54.922119140625) (701,54.90977478027344) (291,54.87494659423828)* (298,54.62806701660156) (466,54.5908317565918) (257,54.556617736816406) (310,54.48067092895508) (157,54.43907165527344) (461,54.42572021484375) (498,54.17762756347656) (301,54.16903305053711) (331,54.16610336303711) (349,54.08353042602539) (329,54.03471755981445)* (903,54.020362854003906) (525,53.991554260253906)
376: (954,53.9104118347168) (918,53.61049270629883) (15,53.597476959228516) (506,53.548187255859375) (1369,53.5056266784668)* (370,53.49250411987305) (936,53.44320297241211) (25,53.373191833496094) (920,53.340919494628906) (949,53.2680549621582) (188,53.267066955566406) (843,53.1858024597168) (6,53.17166519165039) (1132,53.04888153076172) (1710,53.00033950805664) (957,52.99092483520508) (1360,52.97160339355469) (3940,52.95362854003906) (1366,52.893795013427734) (928,52.86656951904297)
377: (707,53.20781707763672) (841,53.066715240478516)* (843,52.908687591552734) (920,52.341705322265625)* (370,52.23929214477539) (1274,52.091976165771484) (198,52.09174346923828) (954,52.054317474365234) (949,51.94462585449219) (1360,51.851226806640625) (1369,51.73524856567383) (854,51.73404312133789) (1358,51.724239349365234) (1206,51.71725082397461) (815,51.60035705566406) (234,51.567054748535156) (506,51.54618835449219) (806,51.49579620361328) (812,51.45287322998047)* (1044,51.34926223754883)
378: (511,51.48057556152344) (712,50.93912887573242) (1464,50.927059173583984) (951,50.89399719238281)* (192,50.811100006103516) (868,50.79243469238281) (2343,50.684783935546875) (917,50.603492736816406) (1415,50.5901985168457)* (1122,50.483619689941406)* (717,50.478275299072266) (1803,50.464176177978516) (1810,50.44316864013672) (190,50.39253616333008) (2444,50.2469596862793) (707,50.246055603027344) (72,50.215087890625) (72,50.215087890625) (378,50.20829391479492) (2183,50.1848030090332)
380: (288,53.89015579223633)* (295,53.712249755859375)* (306,53.70264434814453) (289,53.66133499145508)* (55,53.54767608642578) (701,53.300048828125) (302,53.106163024902344) (310,53.085899353027344) (300,52.98602294921875) (157,52.80604934692383) (328,52.762725830078125) (301,52.533660888671875) (535,52.438621520996094) (907,52.29605484008789) (468,52.226470947265625) (461,52.22043991088867) (333,52.182437896728516) (906,52.15571594238281) (329,52.14485168457031) (1037,52.141517639160156)
382: (276,51.9914436340332)* (2698,51.82929229736328)* (3357,51.20912170410156) (1952,51.0230598449707) (1614,50.925941467285156) (1963,50.822227478027344) (9585,50.74082565307617) (1640,50.73771286010742) (267,50.737152099609375) (2923,50.622398376464844)* (1946,50.51095962524414) (6901,50.43656921386719) (271,50.35115051269531) (4586,50.26393127441406) (1636,50.18561553955078) (10491,50.079444885253906) (619,50.026451110839844)* (11401,50.02211380004883) (2921,50.01513671875) (1610,49.99095153808594)*
383: (228,48.97417449951172) (89,48.81779098510742) (689,48.70185089111328) (298,48.65383529663086) (486,48.531497955322266) (1375,48.479698181152344) (207,48.38555908203125) (546,48.368160247802734)* (67,48.35230255126953) (67,48.35230255126953) (377,48.31654357910156) (300,48.28010940551758) (1400,48.22289276123047) (289,48.22139358520508) (903,48.218955993652344) (173,48.192771911621094) (306,47.99517822265625) (1090,47.95089340209961)* (1048,47.92451095581055) (288,47.90009689331055)
385: (498,48.281925201416016)* (333,47.97178649902344)* (289,47.70265579223633)* (306,47.44140625)* (298,47.01845932006836) (377,46.92359924316406)* (538,46.83804702758789) (701,46.798484802246094) (295,46.733497619628906) (378,46.663597106933594) (475,46.57510757446289) (67,46.525184631347656) (67,46.525184631347656) (1047,46.515384674072266) (542,46.402503967285156) (209,46.40127182006836) (1034,46.38889694213867) (681,46.369834899902344)* (481,46.29302978515625) (458,46.26127243041992)
386: (1249,60.04094314575195) (366,59.96726608276367) (945,59.93449783325195) (730,59.932373046875) (227,59.72816467285156) (220,59.65065383911133) (250,59.59442901611328) (234,59.50844955444336) (1244,59.44282913208008) (1415,59.432830810546875) (728,59.3910026550293) (706,59.3238525390625) (718,59.01548385620117) (6678,58.99985885620117) (735,58.989036560058594) (707,58.94622039794922)* (230,58.931236267089844)* (868,58.78763198852539) (1406,58.75824737548828)* (511,58.74974060058594)
387: (331,56.324893951416016) (55,56.041072845458984) (89,56.03220748901367) (157,55.954566955566406)* (535,55.88270568847656) (697,55.76424789428711) (296,55.74778747558594) (310,55.717010498046875) (532,55.6634521484375) (288,55.65003204345703)* (1098,55.63685607910156) (292,55.581626892089844) (289,55.573509216308594) (295,55.53558349609375) (906,55.5150260925293) (886,55.49602508544922) (306,55.48406219482422) (239,55.47416687011719) (58,55.45480728149414) (58,55.45480728149414)
388: (198,57.70512390136719) (707,57.700286865234375) (1797,57.457889556884766) (517,57.31965255737305) (7,57.278297424316406) (3462,57.0621337890625) (2735,57.014060974121094) (489,56.98413848876953) (4156,56.94677734375) (234,56.772552490234375) (518,56.76895523071289)* (504,56.716495513916016) (1044,56.65472412109375) (7639,56.63825607299805) (1913,56.617652893066406) (2835,56.6124382019043) (190,56.610233306884766)* (978,56.6095085144043) (407,56.57780838012695)* (475,56.57094192504883)
390: (295,52.3631477355957)* (461,51.78865051269531)* (257,51.734928131103516)* (349,51.727134704589844) (161,51.39551544189453) (318,51.28068923950195) (310,51.22789001464844) (352,51.193607330322266) (328,51.17460632324219)* (544,51.130924224853516) (525,51.108802795410156) (327,51.06745910644531) (523,51.03285598754883)* (157,50.99333190917969) (790,50.975616455078125) (686,50.92547607421875) (325,50.92441177368164) (291,50.865577697753906) (1037,50.85613250732422)* (913,50.81184005737305)
391: (1188,52.00351333618164) (816,51.854942321777344)* (495,51.577430725097656) (1853,51.46403503417969) (500,51.45109176635742) (371,51.439151763916016) (808,51.3853874206543) (498,51.35676956176758)* (537,51.22380065917969) (814,51.155982971191406) (2100,51.10073471069336) (497,51.06766128540039) (209,51.00798797607422) (7724,51.00704574584961) (1185,50.97537612915039) (768,50.94696044921875) (1678,50.915828704833984) (830,50.87217330932617) (1200,50.867340087890625) (507,50.843021392822266)
392: (67,50.051578521728516)* (67,50.051578521728516)* (289,49.92759704589844)* (498,49.77681350708008)* (538,49.68288040161133) (228,49.63624572753906) (298,49.61042022705078) (190,49.601505279541016) (300,49.600425720214844) (229,49.38948059082031) (1243,49.349632263183594) (288,49.333213806152344)* (306,49.33106994628906) (230,49.32762145996094) (683,49.205570220947266) (1375,49.17051696777344) (533,49.1634521484375) (701,49.14421081542969) (182,49.05219268798828) (291,48.98979187011719)*
393: (228,47.98899841308594) (220,47.9275016784668) (533,47.922760009765625) (65,47.86988067626953)* (65,47.86988067626953)* (982,47.766502380371094) (230,47.697750091552734) (229,47.67504119873047) (424,47.66885757446289) (154,47.66566848754883) (439,47.4084587097168) (173,47.39795684814453) (159,47.22223663330078) (709,47.09579086303711) (436,47.07582473754883) (1513,47.02981185913086) (1048,46.998252868652344) (226,46.98020553588867) (182,46.862159729003906) (498,46.82179641723633)
394: (3386,46.173789978027344) (1651,45.75132751464844) (12791,45.49073028564453) (17732,45.46237564086914) (1761,45.30154800415039) (17731,45.218833923339844) (7094,45.189205169677734) (3395,45.18021774291992) (6535,45.168338775634766) (1653,45.063232421875) (15197,45.02717590332031) (17735,45.024200439453125) (6123,45.01866149902344) (14567,45.01308822631836) (3383,44.995121002197266) (10459,44.9733772277832) (1665,44.955650329589844) (417,44.908111572265625) (14566,44.891929626464844) (1649,44.868282318115234)
395: (503,53.6149787902832)* (953,53.348426818847656) (841,53.30392837524414)* (707,53.166603088378906) (815,53.11882781982422)* (923,53.083736419677734) (918,52.97441864013672)* (813,52.95884704589844) (835,52.828285217285156) (846,52.532554626464844)* (1547,52.488563537597656)* (806,52.29359817504883) (808,52.25606155395508) (1360,52.25166320800781)* (5666,52.22767639160156) (25,52.161949157714844) (1206,52.15998840332031) (5667,52.15495300292969) (5100,52.08757019042969) (818,52.041873931884766)
396: (63,53.552101135253906) (63,53.552101135253906) (187,53.09705352783203) (1001,53.033294677734375) (51,52.85233688354492) (157,52.740509033203125) (175,52.542457580566406) (877,52.54087829589844) (2044,52.46309280395508)* (3832,52.26284408569336) (3863,52.156551361083984) (511,52.016700744628906) (389,52.005516052246094) (3501,51.9969367980957) (151,51.75941848754883) (1014,51.757144927978516) (193,51.73447799682617) (1800,51.703182220458984) (155,51.70130920410156) (727,51.678138732910156)
397: (72,47.10395050048828)* (72,47.10395050048828)* (51,46.58518981933594)* (187,46.18461990356445) (1713,45.42473602294922)* (1892,45.42087173461914) (193,45.419498443603516) (1072,45.32901382446289) (997,45.308467864990234) (998,45.27410888671875) (877,45.15263748168945) (59,45.118709564208984) (77,44.96663284301758) (77,44.96663284301758) (159,44.8804931640625) (993,44.81428527832031) (190,44.78032302856445)* (1079,44.71762466430664) (70,44.619117736816406) (85,44.59162521362305)
398: (429,46.605308532714844) (159,46.26782989501953) (228,45.75752258300781) (190,45.73262405395508) (59,45.66331481933594) (196,45.66279983520508) (418,45.66120529174805) (533,45.63126754760742)* (1090,45.62091827392578) (2531,45.54492950439453) (199,45.493717193603516)* (229,45.47236251831055) (207,45.43570327758789)* (436,45.42608642578125) (511,45.397918701171875) (1424,45.37372970581055) (173,45.348243713378906) (65,45.341453552246094) (65,45.341453552246094) (425,45.2684211730957)
399: (306,52.03487014770508) (295,51.73368835449219)* (466,51.55805206298828)* (67,51.25846862792969) (67,51.25846862792969) (55,51.2353630065918) (544,51.06269454956055) (679,50.96492004394531) (349,50.85600280761719) (328,50.714351654052734) (523,50.68633270263672) (325,50.61684036254883) (310,50.59539031982422)* (329,50.53009796142578) (498,50.507503509521484) (464,50.470680236816406) (298,50.40963363647461) (161,50.40175247192383) (528,50.401611328125) (680,50.34967803955078)
400: (288,51.126258850097656)* (466,50.653533935546875)* (299,50.017459869384766)* (318,49.91930389404297)* (679,49.88457489013672) (325,49.806575775146484)* (349,49.7996826171875) (790,49.798683166503906) (344,49.75455093383789) (528,49.70647430419922)* (458,49.69036865234375) (257,49.67609405517578) (328,49.61698913574219) (802,49.55974197387695) (352,49.52276611328125) (498,49.44706726074219) (543,49.434627532958984) (680,49.34821319580078) (1042,49.276973724365234) (704,49.225425720214844)*
401: (3743,51.01786804199219) (5630,50.91971206665039) (1045,50.795013427734375) (932,50.78858947753906)* (439,50.772300720214844) (4087,50.595306396484375) (705,50.487884521484375) (3741,50.48417282104492) (714,50.41153335571289) (3383,50.39137268066406) (706,50.35323715209961)* (4850,50.28936004638672) (6120,50.219024658203125) (2080,50.19702911376953) (1246,50.175594329833984) (1241,50.1635856628418) (2983,50.161624908447266) (982,50.15022659301758) (6480,50.123939514160156) (1249,50.040977478027344)
402: (1372,53.16360855102539)* (724,52.80747604370117)* (2834,52.72772979736328) (928,52.47645568847656) (176,52.4683723449707) (2342,52.460975646972656) (924,52.21388244628906) (952,52.11153030395508) (854,52.096473693847656) (1803,52.09383773803711) (868,52.092247009277344)* (220,52.06444549560547) (2569,51.88136672973633) (710,51.87358093261719) (2787,51.86001205444336) (1110,51.834049224853516) (3470,51.829925537109375) (614,51.82219696044922) (932,51.798065185546875) (957,51.744781494140625)
403: (377,48.13111877441406) (12964,47.94187545776367) (486,47.7001953125) (300,47.658294677734375)* (475,47.614444732666016) (1034,47.53282928466797) (306,47.47611999511719) (333,47.40425491333008) (328,47.32624816894531)* (779,47.31623077392578) (5947,47.19574737548828) (544,47.13689041137695) (3196,46.971893310546875) (487,46.9343376159668)* (11818,46.86324691772461) (2432,46.823516845703125) (1455,46.79759979248047) (331,46.784969329833984) (531,46.76902770996094) (190,46.75238800048828)
404: (412,54.96065902709961)* (2661,54.171142578125) (840,53.83063888549805) (4189,53.530704498291016) (2850,53.50516891479492) (1645,53.48887252807617) (816,53.45795822143555) (1866,53.36970901489258) (198,53.23168182373047) (507,53.185279846191406) (498,53.1217155456543) (234,53.11716079711914) (537,53.09690856933594) (383,53.07478713989258)* (1650,53.07428741455078) (540,53.07036209106445) (501,53.058231353759766) (220,53.055938720703125) (3398,53.03767776489258) (3737,53.01988983154297)
405: (292,53.05799865722656)* (306,52.98357009887695) (701,52.4644889831543) (302,52.29285430908203) (352,52.25649642944336) (328,52.24835205078125) (525,52.23530578613281)* (157,52.132537841796875) (300,52.1292724609375)* (332,52.028255462646484) (535,51.97882843017578) (543,51.905235290527344)* (466,51.89269256591797)* (913,51.83710861206055)* (161,51.83601379394531) (327,51.732025146484375) (301,51.71985626220703) (294,51.719173431396484) (907,51.65709686279297) (468,51.644317626953125)
406: (3431,54.50934982299805) (10663,54.479434967041016) (4675,54.45413589477539)* (5299,54.36050796508789) (3417,54.116554260253906) (188,54.09888458251953)* (4123,54.06962966918945) (1110,54.02638244628906)* (2026,53.91861343383789) (864,53.916141510009766) (3444,53.89677429199219) (4278,53.851646423339844) (2493,53.75819396972656) (3438,53.7091178894043) (1412,53.70635986328125) (881,53.661903381347656) (1119,53.643714904785156) (3435,53.63730239868164) (3505,53.612022399902344) (3531,53.59879684448242)
407: (748,51.78963088989258) (603,51.47412872314453) (1098,51.4197998046875) (418,51.07590103149414) (616,50.94717788696289) (444,50.83855056762695) (154,50.82972717285156) (81,50.785648345947266) (1062,50.73895263671875) (2605,50.65956497192383) (757,50.62656021118164) (1167,50.57594680786133) (3280,50.360816955566406) (1745,50.34396743774414) (1747,50.34263610839844) (196,50.29822540283203) (429,50.25228500366211) (3411,50.245574951171875) (2535,50.17165756225586) (103,50.15784454345703)
408: (533,44.769954681396484)* (229,44.75102615356445) (424,44.705406188964844) (190,44.54263687133789) (716,44.3533821105957) (1400,44.3376579284668) (1375,44.30665969848633) (182,44.192237854003906) (65,43.98031234741211) (65,43.98031234741211) (173,43.86672592163086) (425,43.85457229614258) (159,43.83131408691406) (203,43.81022644042969) (221,43.72831344604492) (1048,43.6423225402832) (511,43.623313903808594) (429,43.589603424072266) (225,43.551517486572266) (1151,43.412803649902344)
409: (67,55.57274627685547)* (67,55.57274627685547)* (65,55.210113525390625) (65,55.210113525390625) (378,55.09684753417969) (289,54.9025764465332) (333,54.89991760253906) (300,54.84439468383789) (475,54.71800231933594) (302,54.66556167602539)* (377,54.65351486206055) (498,54.58419418334961) (538,54.5523567199707) (288,54.53889083862305) (316,54.4589729309082) (306,54.42506408691406) (972,54.345123291015625) (229,54.20289611816406) (518,54.14561462402344)* (291,54.13258743286133)
410: (4837,45.873512268066406) (10923,45.541542053222656) (470,45.460018157958984) (498,45.42633056640625) (10921,45.41897964477539) (10920,45.360748291015625) (1046,45.34914779663086) (10924,45.3441276550293) (10922,45.29983139038086) (7832,45.201629638671875) (4223,45.08526611328125) (1045,45.04606246948242) (693,45.03166580200195) (691,44.98926544189453)* (12957,44.909664154052734) (3399,44.884544372558594) (6228,44.88322448730469) (1187,44.86515808105469) (12553,44.86017990112305) (8264,44.84238052368164)
411: (2247,53.4116325378418)* (278,53.03653335571289)* (968,52.56496047973633) (9679,52.50717544555664) (397,52.398372650146484) (9677,52.32700729370117) (1797,52.232730865478516) (3982,52.12336349487305) (754,52.11914825439453) (475,52.07805633544922)* (6621,52.026344299316406)* (1020,52.0005989074707) (2500,51.96519470214844) (5041,51.96140670776367) (483,51.87489700317383) (7874,51.83220291137695) (8182,51.79758834838867) (2154,51.761985778808594) (2905,51.741485595703125) (3554,51.74019241333008)
412: (1775,48.81017303466797) (246,48.717750549316406) (1771,48.39324951171875) (714,48.14562225341797) (2988,48.035491943359375) (5745,47.92457962036133)* (283,47.87252426147461) (261,47.77946472167969) (333,47.606719970703125) (498,47.49700164794922) (3741,47.481910705566406) (289,47.46876525878906) (683,47.45973587036133) (344,47.33113479614258) (355,47.299713134765625) (3332,47.27110290527344) (1755,47.227237701416016) (4819,47.22636032104492) (1241,47.193302154541016) (316,47.08852767944336)
413: (89,51.56703186035156) (289,51.464569091796875) (300,51.14491653442383) (302,51.111385345458984)* (701,50.931297302246094)* (333,50.917724609375) (257,50.53034591674805) (329,50.36418533325195)* (298,50.22803497314453)* (349,50.08000946044922) (538,50.04246139526367) (378,50.014549255371094) (972,49.923744201660156) (299,49.819637298583984) (498,49.80313491821289) (344,49.771263122558594)* (475,49.74992370605469) (544,49.712791442871094) (328,49.70313262939453) (316,49.693233489990234)*
414: (300,49.957275390625)* (461,49.750404357910156)* (89,49.64056396484375) (288,49.57549285888672)* (701,49.24962615966797)* (344,49.16783905029297) (292,49.151119232177734)* (295,49.106658935546875)* (802,49.006710052490234) (790,48.833473205566406) (458,48.75956344604492) (681,48.74416732788086) (704,48.728797912597656) (321,48.678916931152344) (680,48.5707893371582) (55,48.50756072998047)* (523,48.480735778808594) (291,48.47850036621094) (2080,48.404815673828125) (318,48.401432037353516)
415: (288,48.861961364746094)* (89,48.814369201660156)* (295,48.411476135253906) (461,48.36705017089844) (679,47.91814422607422)* (544,47.838905334472656) (299,47.66859436035156) (344,47.561527252197266) (349,47.56096649169922) (523,47.49782180786133)* (328,47.44264221191406) (310,47.43934631347656) (464,47.363487243652344) (325,47.3424072265625) (293,47.17424011230469) (790,47.14014434814453) (802,47.10818862915039) (458,47.093536376953125) (352,47.076011657714844)* (1934,46.982139587402344)
416: (2771,51.73640060424805) (10672,51.504150390625) (3528,51.342445373535156) (2749,50.97267532348633) (9540,50.82311248779297) (9783,50.74005126953125) (751,50.73369598388672) (6286,50.7281379699707) (2758,50.70068359375) (1229,50.698936462402344) (3809,50.6572380065918) (3806,50.56368637084961) (370,50.514259338378906) (1222,50.46057891845703) (10008,50.45834732055664) (7472,50.39217758178711) (10676,50.35946273803711) (2772,50.31964111328125) (2769,50.21258544921875) (3810,50.17866516113281)
417: (67,51.620521545410156)* (67,51.620521545410156)* (157,50.98395919799805)* (288,50.95335388183594)* (300,50.88007736206055)* (292,50.762332916259766)* (903,50.577110290527344) (310,50.43035888671875) (1934,50.24888610839844) (331,50.23644256591797) (257,50.228240966796875)* (679,50.20509338378906) (525,50.15044021606445) (329,49.95038604736328) (689,49.90746307373047) (466,49.816646575927734) (97,49.78427505493164) (972,49.759971618652344) (1098,49.74565887451172) (2521,49.74513244628906)
418: (217,52.316505432128906)* (898,52.243614196777344)* (622,52.12284851074219)* (199,51.790283203125) (223,51.75515365600586) (207,51.69089126586914) (604,51.6083984375) (227,51.5141716003418) (3258,51.49576187133789)* (195,51.4473991394043) (228,51.44218826293945) (1048,51.246246337890625) (1390,51.201377868652344) (418,51.18376541137695) (2277,51.180686950683594) (1239,51.131622314453125)* (222,51.11885452270508) (65,51.11420440673828) (65,51.11420440673828) (433,51.07926940917969)
419: (292,52.96393585205078) (67,52.61919021606445) (67,52.61919021606445) (328,52.5880241394043) (55,52.536502838134766) (317,52.49361801147461)* (296,52.373565673828125) (300,52.170433044433594) (302,52.16803741455078) (352,52.15222930908203) (466,52.11457061767578)* (701,52.092254638671875) (1449,52.04448699951172) (525,52.02717208862305) (1037,52.02012634277344) (310,52.0198974609375) (312,51.958248138427734) (5534,51.95789337158203) (161,51.916507720947266)* (332,51.749534606933594)*
420: (157,55.17189025878906) (2054,54.50284194946289) (265,54.34733963012695) (1694,54.23585510253906) (253,54.072879791259766) (7846,53.91721725463867) (3307,53.83346939086914) (258,53.83149719238281) (3063,53.783607482910156) (2044,53.66502380371094) (2047,53.55397415161133) (5249,53.52928161621094) (2183,53.49546813964844) (3311,53.48997497558594) (575,53.4417839050293) (251,53.419185638427734) (13265,53.412452697753906) (7837,53.402774810791016) (2023,53.397254943847656) (3060,53.37513732910156)
