userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,53.743186950683594) (51,53.6226921081543)* (187,52.742835998535156) (1014,52.682289123535156) (1073,52.478580474853516) (59,52.15489196777344)* (193,52.08202362060547) (3768,52.08128356933594) (511,52.05740737915039) (1013,51.96367645263672) (1019,51.921756744384766) (599,51.904022216796875) (993,51.81451416015625) (998,51.702423095703125) (1885,51.68733596801758) (1892,51.66470718383789) (3201,51.65154266357422) (1098,51.6512336730957) (997,51.5468635559082) (61,51.48124694824219)*
296: (4404,53.232215881347656) (8314,53.13862609863281) (6708,52.747623443603516) (4401,52.63893127441406) (3004,52.45014953613281) (9424,52.40514373779297) (8555,52.170814514160156) (11646,52.0227165222168) (12599,51.72089385986328) (8843,51.48271179199219) (6176,51.45526123046875) (1005,51.3861083984375) (3281,51.3806266784668) (13156,51.04458236694336) (15592,50.95999526977539) (10969,50.677879333496094) (7239,50.67303466796875) (3430,50.66980743408203) (1889,50.64141082763672) (1832,50.608848571777344)
297: (418,61.198143005371094) (615,61.18069076538086) (154,61.13197326660156)* (441,60.94634246826172) (2542,60.931880950927734) (199,60.77330780029297)* (859,60.534202575683594) (416,60.210601806640625) (206,60.004852294921875) (612,59.949153900146484) (433,59.9324836730957) (436,59.88758850097656) (440,59.8394660949707) (159,59.76506042480469) (203,59.76273727416992) (1957,59.75503158569336) (2531,59.620628356933594) (4064,59.60078430175781) (226,59.50483703613281)* (11900,59.48930358886719)
298: (683,58.267372131347656) (366,58.04443359375) (217,57.90093231201172) (898,57.71785354614258) (230,57.689090728759766) (1239,57.65099334716797) (220,57.45928955078125) (424,57.38954162597656) (412,57.36376190185547) (65,57.3154182434082) (65,57.3154182434082) (228,57.242679595947266) (533,57.087158203125) (190,57.01049041748047) (229,56.97124481201172) (3754,56.95618438720703) (3461,56.941444396972656) (498,56.900360107421875) (430,56.83604431152344) (982,56.797576904296875)
299: (227,53.6707763671875) (316,53.59040069580078) (228,53.329803466796875) (683,53.312747955322266) (714,53.140586853027344) (190,53.100711822509766) (1375,53.065818786621094) (533,53.05788040161133) (230,52.92788314819336) (1775,52.46461486816406)* (220,52.45492172241211) (689,52.370384216308594) (89,52.361228942871094)* (1246,52.251953125) (679,52.23383331298828) (366,52.218650817871094)* (982,52.18311309814453) (1377,52.145851135253906) (217,52.06610107421875) (1239,52.03102111816406)
300: (924,58.67425537109375) (1803,58.5281982421875) (917,58.281761169433594) (951,58.2119140625) (2343,57.865394592285156) (952,57.829193115234375) (176,57.759521484375)* (959,57.758304595947266) (230,57.74168395996094) (928,57.65348815917969) (1513,57.60505676269531) (1654,57.53895568847656) (1681,57.4881591796875) (724,57.47300338745117) (5772,57.4267578125) (6532,57.405540466308594) (1412,57.395240783691406) (227,57.33512878417969) (982,57.243858337402344) (2834,57.18939208984375)
301: (679,56.035377502441406) (157,55.893333435058594) (714,55.886146545410156) (903,55.64183807373047)* (302,55.54731369018555)* (542,55.43101119995117) (227,55.420982360839844) (1807,55.41593933105469) (498,55.407440185546875)* (55,55.36323165893555) (295,55.268516540527344)* (889,55.25292205810547) (701,55.077728271484375) (230,55.01581954956055) (65,54.929107666015625) (65,54.929107666015625) (306,54.85056686401367) (190,54.840641021728516) (538,54.818870544433594) (466,54.79376220703125)
302: (289,50.6168098449707)* (295,50.25257110595703) (67,50.03584289550781) (67,50.03584289550781) (3367,49.98584747314453) (972,49.754608154296875) (302,49.70916748046875)* (461,49.69066619873047) (544,49.62366485595703) (55,49.61766815185547)* (386,49.598106384277344) (157,49.535858154296875) (328,49.51167297363281) (349,49.48475646972656) (378,49.4808349609375) (291,49.31562423706055) (674,49.28645324707031) (325,49.28541564941406) (318,49.27872085571289) (293,49.25547790527344)
303: (227,52.919097900390625)* (226,52.81662368774414)* (220,52.77201843261719) (614,52.70503234863281) (562,52.605323791503906)* (917,52.51957702636719) (718,52.31153869628906) (982,52.231781005859375) (436,52.20419692993164) (1249,52.18806457519531) (854,52.18296813964844) (735,52.164520263671875) (2637,52.06855392456055) (212,52.065059661865234) (856,52.0252685546875) (1639,51.978065490722656) (868,51.90489959716797)* (1369,51.866676330566406)* (1119,51.76036071777344) (230,51.690345764160156)
304: (1062,54.568115234375) (450,54.562416076660156)* (1075,54.540592193603516)* (72,54.317832946777344)* (72,54.317832946777344)* (59,54.13983154296875) (154,53.829803466796875) (441,53.76294708251953) (51,53.490333557128906) (1886,53.33125305175781) (1083,53.169837951660156)* (229,53.05889892578125) (3186,53.041168212890625) (432,52.95847702026367) (1376,52.8903694152832) (1090,52.83977508544922) (203,52.765872955322266) (2938,52.749298095703125) (1300,52.70421600341797) (429,52.67222213745117)
305: (292,50.738677978515625)* (701,50.405067443847656)* (257,50.21934509277344) (349,50.115684509277344) (461,50.08384704589844)* (907,50.058570861816406) (299,50.00156784057617)* (67,49.998409271240234) (67,49.998409271240234) (291,49.87566375732422) (318,49.667274475097656) (330,49.62220001220703) (525,49.58442687988281) (468,49.552799224853516) (157,49.494564056396484) (1613,49.45187759399414) (679,49.449066162109375)* (293,49.43070602416992) (378,49.400779724121094) (498,49.33228302001953)
306: (1104,50.76271057128906) (930,50.13304901123047) (187,50.082855224609375)* (959,49.48153305053711) (190,49.47764205932617) (511,49.238670349121094)* (2014,49.14697265625) (1114,48.89865493774414) (75,48.87752914428711)* (75,48.87752914428711)* (1797,48.84897232055664) (173,48.8172721862793) (157,48.80753707885742) (172,48.74076843261719) (181,48.67213439941406) (1300,48.602760314941406) (707,48.57011795043945)* (518,48.558319091796875) (726,48.4476432800293) (955,48.43310546875)
307: (101,54.654476165771484) (2193,54.59745788574219) (747,54.37266540527344) (2735,54.098838806152344) (174,54.03805160522461) (5329,53.9135627746582) (9357,53.843963623046875) (4895,53.76889419555664) (5360,53.75590515136719)* (14742,53.70954895019531) (2668,53.671329498291016) (2704,53.60142135620117) (2158,53.48735046386719) (2747,53.328182220458984) (10491,53.286495208740234) (2832,53.28601837158203) (4723,53.276702880859375) (5807,53.159271240234375) (11193,53.119022369384766) (4734,53.08909225463867)
308: (1044,55.855125427246094) (1672,55.735870361328125)* (918,55.50841522216797)* (843,55.28858184814453) (198,55.27851867675781)* (503,55.05451965332031) (841,54.984283447265625) (1360,54.8138427734375) (978,54.809165954589844) (710,54.703792572021484) (1274,54.57660675048828) (234,54.53992462158203) (412,54.50593566894531) (517,54.505428314208984) (383,54.50346374511719) (834,54.496925354003906) (377,54.461666107177734) (230,54.39881896972656) (1974,54.293190002441406) (1513,54.278221130371094)
310: (288,53.650325775146484)* (466,53.457767486572266)* (300,53.339515686035156)* (295,53.24831771850586) (2094,53.15925598144531) (333,52.97439193725586) (386,52.947242736816406) (318,52.810298919677734) (317,52.80229949951172)* (4814,52.737972259521484) (544,52.72772979736328) (701,52.52558135986328) (400,52.45465850830078) (1034,52.44935989379883) (67,52.41046905517578) (67,52.41046905517578) (686,52.38850402832031) (302,52.373992919921875)* (2081,52.345115661621094) (314,52.3416748046875)
311: (227,56.370391845703125) (2277,55.964656829833984) (1772,55.937469482421875) (1242,55.89092254638672) (697,55.836402893066406) (618,55.83616256713867) (1762,55.82627868652344) (2632,55.791954040527344) (1383,55.632362365722656) (3057,55.55881881713867) (6297,55.55331802368164) (1519,55.42828369140625) (9032,55.37836456298828) (154,55.28267288208008) (1776,55.21521759033203) (3110,55.20033264160156) (429,55.163719177246094) (903,55.13994598388672) (316,55.13230895996094) (1971,55.089256286621094)
312: (2097,51.38875961303711)* (2100,51.270179748535156) (2111,51.111202239990234) (2101,50.75341796875) (374,50.58194351196289) (2806,50.55927658081055) (2115,50.20741653442383) (1904,50.14495849609375) (5089,50.13996887207031)* (1919,50.11747741699219) (2103,50.10527420043945) (15941,49.91680908203125) (381,49.8138542175293) (1922,49.79805374145508) (379,49.739288330078125) (1020,49.64474105834961) (10244,49.630130767822266) (2104,49.53263473510742) (10548,49.52322006225586) (13275,49.52167510986328)
313: (7100,51.894535064697266) (5016,51.79737854003906) (1338,51.59654998779297) (1358,51.43485641479492) (707,51.423362731933594) (176,51.41778564453125)* (4137,51.34335708618164) (918,51.25149917602539)* (4135,51.21778106689453) (955,51.16056823730469) (1913,51.159114837646484) (2963,51.15559768676758) (4691,51.15516662597656) (2973,51.06495666503906) (2935,51.054203033447266) (4343,51.015724182128906) (6273,50.98082733154297) (841,50.94965362548828) (1342,50.93284606933594) (724,50.91597366333008)
314: (708,55.02843475341797) (1241,54.882667541503906) (283,54.663204193115234) (333,54.631507873535156)* (1775,54.606971740722656) (230,54.555938720703125) (2080,54.38439178466797) (542,54.337284088134766) (1470,54.31292724609375) (3097,54.25806427001953) (951,54.24074935913086) (679,54.21559524536133) (344,54.137451171875)* (378,53.9154167175293)* (966,53.89305877685547)* (4087,53.8792724609375) (1246,53.833091735839844) (2176,53.76829528808594) (439,53.735618591308594) (2346,53.72040939331055)
315: (228,46.34882736206055)* (298,46.05900573730469)* (903,45.79949188232422)* (1400,45.7119140625) (234,45.71166229248047) (498,45.63677215576172) (425,45.57331085205078) (154,45.5140380859375)* (1246,45.49085235595703) (538,45.47525405883789) (333,45.209495544433594) (182,45.18412780761719) (67,45.1458854675293) (67,45.1458854675293) (7,45.13764190673828) (486,45.10934066772461)* (1048,44.97711944580078) (209,44.8983268737793)* (432,44.83673858642578) (157,44.82228088378906)
316: (2735,54.83253479003906) (503,54.5594367980957) (1104,54.238285064697266)* (489,54.05264663696289)* (1118,53.81646728515625) (4887,53.601463317871094) (198,53.59346389770508)* (2747,53.543190002441406) (181,53.495323181152344) (815,53.43852233886719) (512,53.39202880859375) (7639,53.372047424316406) (806,53.31059646606445) (504,53.307891845703125) (1170,53.286659240722656) (8347,53.23094940185547) (10390,53.16130065917969) (758,53.09394454956055) (1796,53.09226608276367) (3650,53.08003234863281)
317: (599,55.16404724121094)* (96,54.53565216064453) (1244,54.3953857421875)* (1122,54.248252868652344) (717,54.173667907714844) (2029,54.150901794433594) (2861,54.13751983642578) (733,54.12964630126953) (1415,54.09061050415039) (1413,54.027523040771484) (706,53.928245544433594)* (1414,53.92803192138672) (718,53.79845428466797) (732,53.72535705566406) (985,53.70545959472656) (1804,53.60920333862305)* (1369,53.6005744934082)* (601,53.49536895751953) (728,53.46746826171875) (863,53.45899963378906)
318: (300,52.89463806152344)* (288,52.830406188964844) (333,52.78007507324219) (295,52.62388610839844) (1613,52.47511291503906)* (289,52.405540466308594)* (292,52.276309967041016) (67,52.15198516845703)* (67,52.15198516845703)* (907,52.151695251464844) (329,52.11115264892578) (56,52.06288146972656) (56,52.06288146972656) (903,52.02154541015625) (498,51.959571838378906) (328,51.82696533203125) (679,51.79449462890625) (310,51.76224136352539) (538,51.730716705322266) (344,51.71846008300781)
319: (383,59.45109558105469)* (840,59.26286697387695) (4218,58.792057037353516) (3791,58.49228286743164) (4457,58.38567352294922) (4184,58.29899597167969) (4189,58.27613067626953) (3792,58.22627258300781) (11006,58.19110870361328) (8945,58.17262649536133) (12094,58.12968826293945) (2643,58.07188415527344) (4820,58.01673889160156) (3456,57.97834014892578) (3442,57.91758728027344) (10753,57.72596740722656) (13523,57.61729049682617) (4209,57.60081481933594) (1650,57.460105895996094) (813,57.38352966308594)
320: (227,63.82276153564453) (617,63.54912185668945) (154,63.31175231933594) (605,62.993255615234375) (718,62.8364372253418) (527,62.809898376464844) (418,62.725929260253906) (163,62.59105682373047) (56,62.52998352050781) (56,62.52998352050781) (234,62.48663330078125) (1941,62.214691162109375) (1412,62.21070861816406) (331,62.03784942626953) (190,62.00236129760742) (1130,61.912513732910156) (206,61.908790588378906) (220,61.90019989013672) (2716,61.86573791503906) (1979,61.85253143310547)
321: (707,54.90597915649414) (843,54.20988082885742) (923,54.15580368041992) (25,54.13512420654297) (1338,54.0739631652832) (1339,54.01540756225586) (928,53.87936019897461) (954,53.876949310302734) (503,53.830955505371094) (957,53.72127151489258) (2963,53.6052360534668) (953,53.58124542236328) (1249,53.54811096191406)* (1104,53.49100112915039) (710,53.40996551513672) (1044,53.39542007446289) (517,53.26576614379883) (176,53.260623931884766) (198,53.229034423828125) (2009,53.17831039428711)
322: (1613,54.91187286376953)* (377,54.46225357055664) (1449,54.27195739746094) (547,54.21463394165039)* (9684,53.90166091918945) (333,53.86663055419922) (2092,53.85945129394531) (306,53.72026062011719)* (5988,53.70058059692383) (2923,53.69460678100586) (2101,53.642459869384766) (295,53.639793395996094)* (289,53.61610412597656)* (374,53.543209075927734) (1037,53.53361892700195)* (1507,53.52989959716797) (7340,53.501983642578125) (498,53.43178939819336) (5947,53.40997314453125) (330,53.279354095458984)
324: (917,56.957420349121094)* (707,56.22636413574219)* (841,55.933345794677734) (920,55.61917495727539) (724,55.285430908203125)* (3470,55.27180099487305)* (949,55.081138610839844) (2343,55.076019287109375) (954,55.06406784057617) (928,55.04169464111328) (2342,55.012603759765625)* (176,55.009925842285156) (2746,54.86899948120117) (706,54.86526870727539)* (1249,54.864707946777344) (2347,54.80717849731445) (937,54.70891189575195) (1366,54.56561279296875) (607,54.56046676635742) (956,54.541751861572266)
325: (1295,52.22281265258789) (72,51.654930114746094) (72,51.654930114746094) (1292,51.37845230102539) (1300,50.99928283691406) (1066,50.90779113769531) (1303,50.89760971069336) (1296,50.83197021484375) (32,50.81471633911133) (2149,50.78580856323242) (153,50.67722702026367) (1298,50.56732177734375) (30,50.56649398803711) (2030,50.519012451171875) (1707,50.49677658081055) (19,50.32952117919922) (13637,50.31999588012695) (175,50.31005096435547) (4876,50.27930450439453) (1301,50.21995544433594)
326: (289,53.053810119628906) (157,53.03235626220703) (333,52.865997314453125)* (300,52.84502410888672) (701,52.78826141357422) (89,52.774147033691406)* (302,52.50787353515625) (461,52.27196502685547) (498,52.20362854003906) (475,52.07268524169922) (291,52.03882598876953)* (966,51.90446472167969) (344,51.823265075683594) (161,51.79798126220703) (466,51.7889404296875) (360,51.68159484863281) (679,51.632720947265625) (283,51.58995056152344)* (55,51.567115783691406) (340,51.50718688964844)
327: (67,51.696006774902344)* (67,51.696006774902344)* (296,51.081058502197266) (306,51.07091522216797) (157,51.051937103271484) (701,50.737701416015625) (349,50.56740188598633) (328,50.48128890991211) (906,50.47090148925781) (302,50.4694709777832) (2018,50.43351745605469)* (535,50.41193389892578) (972,50.40239715576172) (333,50.23738479614258) (644,50.117393493652344) (257,50.05712890625) (532,50.042205810546875) (913,49.953758239746094) (525,49.92991638183594) (161,49.88121795654297)
328: (154,55.40447998046875) (1090,54.91963195800781) (56,54.8271598815918) (56,54.8271598815918) (425,54.770225524902344) (173,54.68402862548828) (88,54.66822814941406) (228,54.617950439453125) (3057,54.4993896484375) (969,54.31280517578125) (220,54.23756790161133) (217,54.189613342285156) (1390,54.18292236328125) (1106,54.097328186035156) (709,54.07685089111328) (533,54.03667449951172) (210,54.035423278808594) (689,53.8501091003418) (203,53.80742645263672) (230,53.79595947265625)
329: (55,50.73166275024414)* (157,50.69355010986328) (316,50.507568359375)* (903,50.35990905761719) (300,50.02735900878906) (167,50.006988525390625) (1934,49.89527893066406)* (679,49.845703125) (1243,49.81116485595703) (333,49.794212341308594) (701,49.78153610229492)* (289,49.690895080566406)* (889,49.62773132324219) (306,49.56300735473633) (182,49.543479919433594) (2521,49.41206741333008) (257,49.29624557495117) (1098,49.26875305175781)* (227,49.23462677001953) (526,49.189849853515625)
330: (300,56.58501434326172)* (288,55.83625411987305) (464,55.514892578125)* (292,55.48279571533203) (302,55.333885192871094) (544,55.33013916015625) (291,55.020843505859375) (475,54.96769332885742) (293,54.961666107177734) (908,54.89397430419922) (318,54.86529541015625) (680,54.83116912841797) (325,54.767677307128906)* (528,54.69600296020508) (1246,54.60076904296875) (1047,54.591644287109375) (542,54.54216766357422) (790,54.5003662109375) (298,54.46822738647461) (523,54.39461898803711)
331: (679,57.02983856201172)* (333,56.70368194580078) (300,56.69904327392578)* (89,56.68341827392578)* (324,56.66979217529297) (466,56.380760192871094)* (464,56.285465240478516) (461,56.18013000488281) (298,56.141300201416016) (470,56.11513900756836) (691,55.99601745605469) (680,55.96764373779297) (344,55.949684143066406) (289,55.89969253540039)* (3399,55.89928436279297) (288,55.832420349121094) (690,55.78655242919922)* (544,55.71535873413086)* (530,55.69524383544922) (681,55.634830474853516)
332: (89,56.65032196044922) (67,56.57472610473633) (67,56.57472610473633) (679,56.22858428955078) (298,56.0293083190918) (157,55.79238510131836) (289,55.72919464111328) (295,55.70411682128906) (288,55.68317413330078) (903,55.583709716796875) (701,55.3900146484375) (306,55.02317428588867) (65,54.949249267578125) (65,54.949249267578125) (1934,54.932350158691406) (466,54.86023712158203)* (344,54.85844421386719) (97,54.84516143798828)* (257,54.81584930419922) (538,54.79644012451172)
333: (3173,56.22602462768555) (283,56.17266845703125) (89,56.1237907409668) (300,56.109832763671875)* (333,55.88241958618164)* (302,55.85843276977539)* (340,55.71913146972656) (55,55.714073181152344)* (257,55.71147155761719) (889,55.68630599975586) (157,55.58677673339844) (3393,55.580772399902344) (461,55.302101135253906) (1467,55.15460205078125) (466,55.05118179321289)* (1771,55.04048156738281) (344,54.94066619873047) (646,54.93070602416992) (542,54.90723419189453) (802,54.774356842041016)
334: (614,54.51117706298828) (982,54.43559265136719)* (220,54.400482177734375)* (1116,54.32395935058594) (533,54.26515197753906) (230,54.204071044921875) (854,54.18164825439453)* (707,54.164520263671875) (1239,54.02286148071289)* (428,54.007545471191406) (1513,53.969322204589844)* (436,53.83856201171875) (1118,53.77064514160156) (857,53.764686584472656)* (154,53.72455596923828) (3333,53.69013977050781) (2637,53.670623779296875) (412,53.611717224121094) (709,53.56131362915039) (2823,53.552268981933594)
335: (288,51.91498565673828)* (333,51.80767822265625) (157,51.767059326171875) (302,51.508140563964844) (701,51.487979888916016) (306,51.377662658691406) (291,51.127159118652344) (257,50.952728271484375)* (466,50.933326721191406) (161,50.91128921508789) (475,50.8726692199707) (328,50.79819869995117) (461,50.72405242919922) (377,50.704490661621094) (544,50.70021057128906) (679,50.65580368041992)* (498,50.61865997314453) (455,50.532047271728516) (972,50.50178527832031) (344,50.452701568603516)
336: (174,56.47019958496094) (2605,55.995479583740234) (1401,55.72950744628906) (233,55.64399719238281) (512,55.48370361328125)* (603,55.42225646972656) (5069,55.35765075683594) (4316,55.20917892456055) (154,55.156463623046875) (755,55.12635040283203)* (11852,55.121612548828125) (605,55.074371337890625) (1131,55.0556640625) (5605,54.89915084838867) (1285,54.88374710083008) (56,54.82394027709961) (56,54.82394027709961) (107,54.693885803222656) (4600,54.6336669921875) (5074,54.61496353149414)
337: (2834,58.045814514160156) (1522,57.69506072998047) (924,57.69410705566406) (1264,57.61968231201172) (2569,57.60807800292969) (724,57.46569061279297) (5158,57.384639739990234) (928,57.35816192626953) (946,57.2437858581543) (2343,57.2342529296875) (1353,57.209869384765625) (2463,57.18414306640625) (732,57.17672348022461) (1350,57.15021514892578) (706,57.14094924926758) (918,57.137908935546875) (1249,57.13391876220703) (1369,57.132225036621094)* (3445,57.00753402709961) (2797,56.98676300048828)
338: (959,52.92529296875) (1079,52.253570556640625) (176,52.090492248535156) (72,52.026695251464844) (72,52.026695251464844) (77,52.01858901977539) (77,52.01858901977539) (930,51.98140335083008) (180,51.961021423339844) (1114,51.93504333496094) (55,51.75445556640625) (7,51.71429443359375) (51,51.67192077636719)* (295,51.64764404296875) (1249,51.57597732543945) (292,51.54209899902344) (955,51.50647735595703) (4135,51.50482177734375) (187,51.468116760253906) (306,51.451541900634766)
339: (333,51.17890930175781)* (701,51.055973052978516)* (466,51.00904846191406)* (157,50.492591857910156) (349,50.458282470703125)* (475,50.190364837646484) (291,50.089691162109375)* (293,49.96142578125)* (525,49.84154510498047) (344,49.82096862792969) (352,49.72138977050781) (310,49.69892883300781) (903,49.59806442260742)* (1456,49.56017303466797) (1032,49.554649353027344) (455,49.52611541748047) (908,49.42176055908203) (314,49.30729675292969) (1934,49.29911804199219)* (528,49.25259780883789)
340: (157,52.06712341308594) (292,50.16684341430664)* (475,50.088436126708984) (349,50.064002990722656) (913,49.902587890625) (310,49.828067779541016) (294,49.80690002441406) (959,49.78671646118164) (285,49.77269744873047) (329,49.71584701538086) (251,49.66688919067383) (601,49.442771911621094) (455,49.41815185546875) (903,49.378074645996094)* (258,49.346763610839844) (161,49.32691192626953) (328,49.322509765625)* (906,49.29644012451172) (301,49.271873474121094) (340,49.24519348144531)
341: (7472,62.93382263183594) (10370,62.215614318847656) (9458,61.79934310913086) (1952,61.69540786743164) (10672,61.514183044433594) (1622,61.458499908447266) (3147,60.95407485961914) (4597,60.76715087890625) (1963,60.71487808227539) (9446,60.57855224609375) (2026,60.54538345336914) (276,60.49161148071289) (1209,60.37116622924805) (3227,60.32653045654297) (11784,60.321266174316406) (9843,60.30842971801758) (10374,60.27235412597656) (1640,60.228267669677734) (7037,60.178443908691406) (10359,60.167659759521484)
342: (173,50.15974426269531)* (229,49.836883544921875) (227,49.679595947265625)* (65,49.509483337402344) (65,49.509483337402344) (511,49.33216094970703) (1098,49.29362487792969) (203,49.28031921386719) (228,49.21223831176758) (969,49.13111877441406) (172,49.12779235839844) (56,49.12308883666992) (56,49.12308883666992) (182,49.093231201171875) (207,48.995155334472656)* (599,48.99223327636719)* (533,48.948204040527344) (961,48.933067321777344) (238,48.89295196533203) (429,48.74351119995117)
343: (917,57.136924743652344)* (707,56.49908447265625)* (959,55.98014831542969) (841,55.82880401611328) (176,55.695091247558594) (952,55.50370788574219) (2834,55.437984466552734) (928,55.329742431640625) (956,55.203948974609375)* (1803,55.17649459838867) (3470,55.099788665771484)* (710,55.05442810058594) (163,54.93006134033203) (2569,54.86035919189453) (1808,54.83429718017578) (1366,54.82323455810547) (920,54.67377471923828) (949,54.642906188964844) (1513,54.56730651855469) (2838,54.496063232421875)
344: (2938,55.61589050292969) (3281,55.09449768066406) (5478,54.957054138183594) (1062,54.82948684692383) (1886,54.76576614379883) (1878,54.574188232421875) (59,54.56869125366211) (3451,54.50536346435547) (1890,54.44088363647461) (9144,54.295738220214844) (3896,54.141151428222656) (8583,54.13996124267578) (874,54.11835861206055) (997,54.013057708740234) (51,53.93128204345703) (3280,53.88290023803711) (98,53.83935546875) (8291,53.75979232788086) (9256,53.67156219482422) (9507,53.458106994628906)
345: (229,54.70135498046875) (1375,54.308143615722656) (190,54.25091552734375)* (1090,54.07475280761719) (65,53.90314483642578) (65,53.90314483642578) (969,53.80583953857422)* (173,53.757781982421875)* (81,53.74390411376953) (3057,53.68318176269531) (228,53.6806640625) (182,53.640628814697266) (210,53.56053924560547) (227,53.48280334472656) (1106,53.43920135498047) (418,53.385684967041016) (56,53.37639236450195)* (56,53.37639236450195)* (88,53.359344482421875) (159,53.33934020996094)
346: (227,53.30625915527344) (228,53.014801025390625)* (65,52.83454513549805) (65,52.83454513549805) (533,52.65081024169922) (220,52.28638458251953) (154,52.25653076171875) (498,52.18979263305664) (1246,52.014198303222656) (159,51.92483139038086) (298,51.885353088378906) (689,51.851036071777344) (439,51.83363723754883) (182,51.795021057128906) (1400,51.792076110839844) (316,51.67051696777344) (511,51.66462707519531)* (377,51.65556335449219) (1375,51.63079071044922) (56,51.58515930175781)
347: (808,57.383548736572266) (1672,56.67235565185547) (497,56.62757873535156) (1186,56.58525466918945) (489,56.5249137878418) (209,56.468170166015625) (816,56.46399688720703) (198,56.42561340332031) (1091,56.246498107910156) (1179,56.13532257080078) (500,56.074344635009766) (830,56.00251007080078) (5310,55.99097442626953) (507,55.989654541015625) (540,55.872711181640625) (498,55.837646484375) (1378,55.70986557006836) (2850,55.67089080810547) (1406,55.64373016357422) (234,55.598388671875)
348: (691,58.831886291503906)* (333,58.07054138183594) (300,58.03253173828125) (344,57.95039749145508)* (89,57.82167053222656)* (681,57.49986267089844)* (466,57.45990753173828)* (498,57.34590148925781)* (289,57.263038635253906) (679,57.20011901855469) (1455,57.05570983886719) (4562,57.03481674194336) (701,57.013797760009766)* (2982,56.96788787841797) (291,56.93614959716797) (295,56.825531005859375) (324,56.811561584472656) (464,56.79688262939453) (475,56.77411651611328) (5746,56.728248596191406)
349: (768,58.89641189575195) (779,58.111289978027344) (1191,57.78992462158203) (757,57.44219207763672)* (1541,57.33649444580078) (2829,57.1722297668457) (1100,57.13543701171875) (2824,57.03409957885742) (4944,56.91303253173828) (2192,56.885475158691406) (4940,56.70111083984375) (45,56.6937141418457) (1401,56.69158935546875) (4181,56.69063186645508) (780,56.47108459472656) (2720,56.406578063964844) (1099,56.32227325439453) (3028,56.31647491455078) (816,56.285301208496094) (770,56.223655700683594)
350: (288,52.207725524902344)* (289,52.15513610839844)* (292,52.06239700317383)* (701,51.825233459472656)* (300,51.76819610595703)* (302,51.741661071777344) (157,51.662750244140625) (340,51.612693786621094)* (333,51.42744445800781)* (299,51.405006408691406) (461,51.24784851074219)* (294,51.113868713378906) (679,51.073143005371094) (523,50.871856689453125) (913,50.77189636230469) (318,50.67479705810547) (161,50.669795989990234)* (543,50.582252502441406) (3173,50.55084228515625) (352,50.55082702636719)*
351: (498,56.8004150390625)* (89,56.5849494934082) (690,56.02339172363281) (680,55.85807800292969) (3200,55.83738708496094) (464,55.834747314453125) (466,55.797096252441406) (289,55.69706726074219) (524,55.66643524169922) (1047,55.62457275390625)* (1934,55.53407287597656) (1246,55.523681640625) (691,55.51813888549805) (288,55.47480773925781) (470,55.47418212890625) (687,55.428672790527344) (530,55.39151382446289) (461,55.3612060546875) (526,55.31378173828125) (486,55.310028076171875)
352: (157,53.527992248535156) (292,52.22340393066406)* (475,52.169090270996094) (55,52.09696960449219) (227,52.089866638183594) (903,52.05982208251953) (190,51.94146728515625) (378,51.93907928466797) (377,51.83867645263672) (230,51.729583740234375) (298,51.72138214111328) (959,51.668216705322266) (329,51.53508758544922) (257,51.49781036376953) (65,51.4835205078125) (65,51.4835205078125) (349,51.44721984863281) (679,51.42555236816406)* (466,51.42357635498047)* (525,51.39296340942383)
353: (349,49.618919372558594)* (89,49.51412582397461)* (907,49.39639663696289) (67,49.350379943847656) (67,49.350379943847656) (475,49.345848083496094) (299,49.31724548339844) (302,49.21446228027344) (294,49.077850341796875) (157,49.064857482910156) (468,49.04199981689453)* (328,49.01388931274414) (330,48.98817443847656) (1596,48.942604064941406) (310,48.914981842041016) (525,48.8831672668457) (55,48.826316833496094) (279,48.821739196777344) (161,48.813133239746094) (308,48.77313995361328)
354: (67,51.75574493408203) (67,51.75574493408203) (157,51.552085876464844) (288,51.51216125488281)* (306,51.42032241821289) (292,51.39076232910156)* (701,51.2847900390625)* (913,51.23960876464844) (279,51.2069091796875) (289,51.13774871826172)* (1596,51.02948760986328) (55,50.9509391784668) (285,50.8902473449707) (302,50.82252502441406) (294,50.7841911315918) (907,50.77565383911133) (475,50.75358581542969)* (161,50.73197555541992) (251,50.72420120239258) (328,50.574913024902344)
355: (498,54.29314422607422) (209,53.130714416503906) (378,53.03877639770508) (333,52.96583557128906) (230,52.9456787109375) (475,52.92348098754883) (499,52.916358947753906) (497,52.69392776489258) (488,52.66472625732422) (540,52.526145935058594) (1672,52.4549560546875) (1246,52.44974899291992) (536,52.335243225097656) (7,52.3173828125) (191,52.23039627075195)* (1186,52.20510482788086) (518,52.08304977416992) (1180,52.071144104003906) (538,52.0029296875) (229,51.97089385986328)
356: (2429,56.43609619140625) (2210,56.24951934814453)* (825,56.24831008911133) (4181,56.19112014770508) (2204,56.099822998046875) (4944,55.85036849975586) (3028,55.62028121948242) (2196,55.60480880737305) (1191,55.55385208129883)* (4938,55.53495788574219) (757,55.41434097290039) (45,55.381996154785156) (5067,55.34803771972656) (6837,55.31998825073242) (1187,55.19627380371094) (1100,55.192535400390625) (15290,55.19032287597656) (1185,55.14893341064453) (4934,55.101951599121094) (4942,55.089256286621094)
