userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,69.11055755615234) (1073,68.00506591796875) (51,67.45714569091797)* (3501,67.16667938232422) (1014,67.0721435546875) (187,66.75701141357422) (998,66.66470336914062) (157,66.63823699951172) (993,66.62583923339844) (3768,66.51156616210938) (1836,66.45092010498047) (238,66.26002502441406) (1713,66.2319564819336) (627,66.22425842285156) (1892,66.20221710205078) (59,66.17524719238281)* (877,66.13526153564453) (1013,66.11346435546875) (1098,66.10675811767578) (61,66.09306335449219)*
383: (689,78.12055969238281) (89,77.88298034667969) (289,77.7824935913086) (288,77.56346130371094) (300,77.48980712890625) (228,77.13179016113281) (1934,77.0919418334961) (1375,77.01695251464844) (546,76.75190734863281)* (1246,76.72590637207031) (1377,76.70074462890625) (306,76.69869995117188) (691,76.62305450439453) (903,76.54959106445312) (292,76.5427017211914) (430,76.35536193847656) (679,76.35197448730469) (298,76.27104949951172) (3200,76.25952911376953) (1243,76.2063980102539)
385: (498,69.03730773925781)* (333,68.84046936035156)* (295,68.48143768310547) (289,68.44132995605469)* (306,67.58213806152344)* (209,67.4653549194336) (701,67.24522399902344) (67,67.16499328613281) (67,67.16499328613281) (293,67.12649536132812) (377,67.11005401611328)* (536,67.10655975341797) (55,67.02896881103516) (298,66.97561645507812) (349,66.9491195678711) (1047,66.88284301757812) (190,66.81626892089844)* (378,66.70845794677734) (540,66.68668365478516) (257,66.67584991455078)
386: (728,72.26721954345703) (945,72.13957214355469) (730,71.46143341064453) (1415,71.3213882446289) (1468,71.20782470703125) (707,71.06829833984375)* (583,70.97164154052734) (9433,70.69013977050781) (734,70.60444641113281) (2873,70.59642791748047) (2901,70.58124542236328) (2893,70.46121978759766) (2444,70.34272003173828) (712,70.31588745117188) (1249,70.27275085449219) (227,70.25093841552734) (220,70.2121353149414) (706,70.20848846435547) (1412,70.12202453613281) (9421,70.10099029541016)
387: (331,64.21025848388672) (9905,63.35675811767578) (295,63.333553314208984) (306,63.30398178100586) (289,63.046016693115234) (89,63.03289031982422) (6226,62.9840087890625) (1832,62.95267105102539) (288,62.90608215332031)* (4696,62.879539489746094) (3314,62.799835205078125) (5150,62.73091125488281) (271,62.69896697998047) (527,62.66543960571289) (157,62.621097564697266)* (701,62.57184982299805) (5428,62.566307067871094) (3318,62.560203552246094) (903,62.55683135986328) (9907,62.50920486450195)
388: (2055,70.54595184326172) (707,70.31130981445312) (475,70.23088073730469) (63,70.22898864746094) (63,70.22898864746094) (945,70.05262756347656) (198,69.92686462402344) (3426,69.88465118408203) (2446,69.87879943847656)* (592,69.71781158447266) (1859,69.67445373535156) (722,69.46831512451172) (234,69.37720489501953) (220,69.37431335449219) (163,69.34720611572266) (245,69.30648040771484) (1351,69.3027572631836) (959,69.30023956298828) (1044,69.15144348144531) (489,69.12938690185547)
390: (295,72.68594360351562)* (349,71.6025161743164) (257,71.0648193359375)* (328,70.8949203491211)* (461,70.8376235961914)* (301,70.67313385009766) (913,70.65625) (352,70.37191772460938) (310,70.36488342285156) (320,70.30223083496094) (525,70.24837493896484) (161,70.23357391357422) (325,70.2074966430664) (318,70.19384765625) (291,70.14681243896484) (157,70.00401306152344) (290,69.99790954589844) (285,69.99486541748047) (386,69.95964050292969)* (317,69.90106201171875)*
391: (498,60.61130142211914)* (497,60.11029815673828) (10430,59.8155403137207) (2062,59.64418411254883) (808,59.55937576293945) (460,59.490562438964844)* (12386,59.46709442138672) (536,59.299442291259766) (6542,59.27695846557617) (209,59.26650619506836) (488,58.910709381103516)* (1704,58.866455078125) (500,58.86402130126953) (17633,58.83394241333008) (17634,58.8246955871582) (7724,58.8195915222168) (15941,58.76970672607422) (388,58.74184799194336) (2200,58.708683013916016) (5670,58.661888122558594)
392: (67,76.03044128417969)* (67,76.03044128417969)* (289,75.4934310913086)* (300,75.2031478881836) (1243,75.14527893066406) (291,74.94685363769531)* (288,74.90617370605469)* (265,74.89550018310547) (55,74.70217895507812) (498,74.68557739257812)* (307,74.57735443115234) (344,74.55184173583984)* (295,74.54364013671875) (298,74.44287872314453) (2523,74.42949676513672) (701,74.39956665039062) (2544,74.39423370361328) (3081,74.29039001464844) (3171,74.2755126953125) (182,74.25054168701172)
393: (230,76.14434814453125) (498,75.6927490234375) (533,75.61666107177734) (228,75.46345520019531) (229,75.30977630615234) (716,75.1745834350586) (1246,75.13976287841797) (424,74.86588287353516) (220,74.70067596435547) (1412,74.64002227783203) (982,74.48382568359375) (226,74.4489517211914) (163,74.2437515258789) (65,74.22515106201172)* (65,74.22515106201172)* (1515,74.11516571044922) (428,74.08592224121094) (1048,74.08416748046875) (538,74.0411148071289) (1186,74.037841796875)
394: (3462,56.234596252441406) (6120,55.7011604309082) (1553,55.55084228515625) (227,55.483070373535156) (7094,55.37281799316406) (11935,55.336978912353516) (8371,55.266326904296875) (4828,55.226951599121094) (3384,55.15330123901367) (439,55.05278396606445) (3383,54.944828033447266) (2080,54.828372955322266) (5772,54.638694763183594) (8708,54.519039154052734) (1755,54.439430236816406) (4846,54.43400573730469) (8380,54.40138244628906) (3386,54.37677764892578) (12791,54.34165954589844) (6472,54.28371810913086)*
395: (1547,69.70921325683594)* (808,69.19857025146484) (11936,68.92280578613281) (841,68.73277282714844)* (1348,68.58698272705078) (707,68.52442932128906) (2746,68.48084259033203) (953,68.45167541503906) (489,68.44116973876953) (1351,68.3467788696289) (1206,68.28120422363281) (918,68.10980987548828)* (1104,68.07855224609375)* (1369,68.01229858398438) (923,67.94119262695312) (1358,67.58909606933594) (45,67.51985168457031) (14692,67.47811126708984) (475,67.4709701538086) (512,67.4496078491211)
396: (63,69.19287872314453) (63,69.19287872314453) (3863,67.11015319824219) (1001,67.09481048583984) (12315,67.03057861328125) (175,66.99524688720703) (4126,66.8915023803711) (57,66.78408813476562) (910,66.7832260131836) (987,66.76105499267578) (157,66.75777435302734) (592,66.70565032958984) (1073,66.65190887451172)* (1705,66.62966918945312) (64,66.62718963623047) (64,66.62718963623047) (5806,66.59559631347656) (511,66.58619689941406) (959,66.55072021484375) (5338,66.4030990600586)
397: (72,70.6651611328125)* (72,70.6651611328125)* (187,68.83329772949219) (51,68.4074478149414)* (1098,68.32791137695312) (190,68.03274536132812)* (13,67.95584869384766) (5079,67.9178466796875) (3201,67.88922119140625) (3183,67.8382568359375) (173,67.83375549316406) (59,67.5302505493164) (515,67.51032257080078) (2038,67.32229614257812) (487,67.31355285644531) (997,67.27603149414062) (159,67.27267456054688) (450,67.24970245361328) (36,67.2418441772461) (89,67.21358489990234)
398: (199,73.48121643066406)* (618,73.4684829711914) (207,73.37858581542969)* (65,73.28720092773438) (65,73.28720092773438) (418,73.2528305053711) (1090,73.17835235595703) (436,73.01030731201172) (217,72.93729400634766) (425,72.83748626708984) (416,72.7848129272461) (429,72.78268432617188) (173,72.77962493896484) (440,72.6944808959961) (223,72.67182922363281) (615,72.65399169921875) (1390,72.60709381103516) (1964,72.60672760009766) (222,72.4723129272461) (437,72.43584442138672)
399: (295,70.09705352783203)* (466,70.08370971679688)* (325,69.8675765991211) (908,69.37892150878906) (349,69.27867889404297) (498,69.1690673828125) (523,69.0865478515625) (679,69.01871490478516) (293,69.00950622558594) (681,68.98694610595703) (458,68.95796203613281) (306,68.85298156738281) (386,68.85240173339844) (55,68.7579116821289) (544,68.73056030273438) (464,68.72785949707031) (67,68.72248840332031) (67,68.72248840332031) (161,68.53390502929688) (310,68.40553283691406)*
400: (288,72.83122253417969)* (466,72.64152526855469)* (679,71.45380401611328) (349,71.03413391113281) (344,70.95821380615234) (528,70.91617584228516)* (525,70.8338851928711) (1452,70.78411102294922) (802,70.78276062011719) (329,70.64701843261719) (680,70.63134765625) (797,70.48687744140625) (299,70.41126251220703)* (318,70.25496673583984)* (2020,70.24981689453125) (543,70.17296600341797) (298,70.16403198242188) (458,70.10748291015625) (352,70.10308074951172) (790,70.08627319335938)
401: (932,71.24003601074219)* (6120,70.8437728881836) (1045,70.23399353027344) (3743,70.2316665649414) (1041,69.8983383178711)* (3745,69.89619445800781) (1672,69.7537841796875) (917,69.70195770263672) (4834,69.67939758300781) (2080,69.67037200927734) (4840,69.67029571533203) (7835,69.5921859741211) (3378,69.56037139892578) (708,69.52064514160156) (1246,69.50968933105469) (924,69.23575592041016) (841,69.22252655029297) (537,69.17868041992188)* (3200,69.16812896728516) (840,69.11463165283203)
402: (1372,70.96561431884766)* (928,70.738037109375) (3445,70.39664459228516) (2342,70.29180145263672) (1803,70.27473449707031) (724,70.25279235839844)* (9334,70.0945053100586) (1338,70.07597351074219) (3444,70.04036712646484) (954,69.87435913085938) (1343,69.8498764038086) (710,69.84710693359375) (854,69.75159454345703) (1206,69.75012969970703) (198,69.6922836303711) (1261,69.63250732421875) (3470,69.58236694335938) (3476,69.41934967041016) (1415,69.37836456298828) (607,69.3199462890625)
403: (1034,65.70146942138672) (300,65.26417541503906)* (6448,65.08232879638672) (333,65.00320434570312) (681,64.75112915039062) (972,64.74837493896484) (486,64.53297424316406) (680,64.4155044555664)* (302,64.22465515136719) (3200,64.2093505859375) (1043,64.17303466796875) (306,64.14197540283203) (324,64.1331787109375) (1047,64.1224594116211) (295,64.093505859375) (318,64.06336212158203) (325,64.02449035644531) (679,63.958126068115234) (487,63.90028381347656)* (544,63.756690979003906)
404: (1866,68.65147399902344) (840,68.61386108398438) (4218,68.52725982666016) (4189,68.3117446899414) (2661,68.3078384399414) (412,68.0859375)* (3398,67.99845123291016) (497,67.99199676513672) (1645,67.8470230102539) (498,67.81294250488281) (1650,67.79130554199219) (1182,67.68284606933594) (198,67.6410903930664) (488,67.59672546386719) (501,67.47428131103516) (6247,67.12764739990234) (5306,67.04905700683594) (540,66.98674011230469) (3333,66.9540023803711) (383,66.90196990966797)*
405: (913,67.5328369140625)* (306,67.04288482666016) (294,66.90045166015625) (468,66.24227905273438) (4566,66.08427429199219)* (292,65.87944030761719)* (332,65.83613586425781) (157,65.7408447265625) (308,65.56710052490234) (701,65.4949951171875) (3491,65.45919799804688) (330,65.36396789550781) (8605,65.32256317138672) (1935,65.27978515625) (328,65.25701141357422) (327,65.25249481201172) (525,65.24335479736328)* (1457,65.0693130493164) (301,65.00324249267578) (661,64.95590209960938)
406: (3417,70.48197937011719) (4675,70.11750030517578)* (1134,69.90967559814453) (920,69.87391662597656)* (5299,69.77056121826172) (2757,69.43743896484375) (3472,69.2875747680664) (188,69.26985168457031)* (7929,69.24761199951172) (7055,69.08222198486328) (1123,68.94223022460938) (1113,68.86260223388672) (1110,68.79889678955078)* (7428,68.79851531982422) (5913,68.75269317626953) (6,68.71955871582031) (4790,68.64531707763672)* (607,68.54474639892578) (4271,68.54109954833984) (9717,68.5194320678711)
407: (748,67.08504486083984) (603,66.6894760131836) (5045,66.29899597167969) (3299,66.02871704101562) (2667,65.8119888305664) (3285,65.78853607177734) (7470,65.73436737060547) (2675,65.65044403076172) (17093,65.41455841064453) (2146,65.3089599609375) (2668,65.15167999267578) (6835,64.99015045166016) (1969,64.92321014404297) (1964,64.88595581054688) (757,64.64909362792969) (1403,64.63519287109375) (11204,64.53221130371094) (10722,64.49313354492188) (4734,64.39900207519531) (56,64.3968505859375)
408: (1515,69.17942810058594) (424,68.86808013916016) (229,68.79757690429688) (511,67.98577880859375) (72,67.86756896972656)* (72,67.86756896972656)* (190,67.60415649414062) (88,67.5760269165039) (533,67.53855895996094)* (159,67.38555145263672) (716,67.36488342285156) (715,67.35030364990234) (1400,67.03115844726562) (429,66.93978118896484) (203,66.86041259765625) (154,66.82536315917969) (2614,66.69347381591797) (1001,66.6178970336914) (863,66.4422378540039) (182,66.34197235107422)
409: (300,71.81275939941406) (67,71.67640686035156)* (67,71.67640686035156)* (302,71.2358169555664)* (333,71.13975524902344) (289,71.09553527832031) (65,70.86717224121094) (65,70.86717224121094) (288,70.80745697021484) (329,70.76202392578125) (538,70.6560287475586) (306,70.52720642089844) (701,70.38104248046875) (475,70.24470520019531) (466,70.22613525390625) (679,70.19507598876953) (498,70.17101287841797) (903,70.15472412109375) (316,70.10020446777344) (291,70.09810638427734)
410: (10924,57.265419006347656) (5305,56.8571662902832) (3338,56.171897888183594) (12477,56.05943298339844) (11731,56.01742172241211) (470,55.994319915771484) (3335,55.83010482788086) (4898,55.601871490478516) (1481,55.53670120239258) (4223,55.44373321533203) (16673,55.41537857055664) (16674,55.40107727050781) (1187,55.3302001953125) (11213,55.3172721862793) (6769,55.20795822143555) (7832,55.11872100830078) (691,55.10166931152344)* (13468,55.05422592163086) (1680,54.93245315551758) (16671,54.86132049560547)
411: (2247,65.02323150634766)* (278,63.886878967285156)* (475,63.745262145996094)* (5988,62.81980895996094) (2905,62.17146682739258) (3317,61.75863265991211) (240,61.56022262573242) (8160,61.48771286010742) (9384,61.3775520324707) (327,61.26782989501953) (2919,61.25709533691406)* (12243,61.16859436035156) (14343,61.088294982910156) (468,61.04052734375) (331,61.036563873291016)* (7766,60.993370056152344) (1351,60.75196075439453) (1285,60.75005340576172) (4586,60.680946350097656) (3719,60.65928649902344)
412: (261,71.49610137939453) (246,70.90164947509766) (283,70.5871810913086) (1771,70.36241149902344) (714,69.9926986694336) (1775,69.54139709472656) (289,69.48545837402344) (889,69.45442962646484) (6721,69.36290740966797) (1755,69.2584228515625) (1241,69.17294311523438) (5416,69.11599731445312) (288,69.04554748535156) (2786,68.95309448242188) (1556,68.70771026611328) (228,68.64826202392578) (708,68.59803009033203) (683,68.5458984375) (989,68.53919982910156) (256,68.523193359375)
413: (89,71.58786010742188) (300,71.52310943603516) (302,71.37186431884766)* (701,71.32921600341797)* (289,71.1534194946289) (333,71.08453369140625) (329,70.96400451660156)* (257,70.89690399169922) (355,70.64433288574219) (349,70.2933578491211) (316,70.13697814941406)* (1052,70.08633422851562) (299,70.06240844726562) (538,70.02986145019531) (298,69.99522399902344)* (320,69.9630126953125) (344,69.95043182373047)* (161,69.89717102050781) (1934,69.84031677246094) (328,69.74728393554688)
414: (300,73.514404296875)* (288,73.4006118774414)* (292,73.11560821533203)* (89,73.07032775878906) (295,72.94803619384766)* (461,72.93233489990234)* (701,72.5660171508789)* (344,72.16889190673828) (802,71.94782257080078) (2080,71.78097534179688) (790,71.6893310546875) (321,71.553955078125) (55,71.50425720214844)* (291,71.43229675292969) (680,71.30567932128906) (714,71.29364776611328) (704,71.1822509765625) (528,71.03079223632812) (299,71.00898742675781) (525,70.992919921875)
415: (89,72.92194366455078)* (288,72.74639129638672)* (295,72.3834228515625) (679,72.29194641113281)* (461,72.08372497558594) (325,71.60270690917969) (523,71.43193817138672)* (349,71.38040161132812) (344,71.38026428222656) (544,71.19511413574219) (1243,70.99591827392578) (299,70.81254577636719) (352,70.7801284790039)* (1934,70.7687759399414) (3200,70.60822296142578) (310,70.36744689941406) (1032,70.36722564697266) (464,70.33500671386719) (301,70.31502532958984) (790,70.2458267211914)
416: (3809,66.1305923461914) (1203,64.7850341796875) (6286,64.07147216796875) (3811,64.02603912353516) (751,63.859622955322266) (3826,63.7972526550293) (3824,63.7479133605957) (10007,63.689178466796875) (2474,63.66401290893555) (1277,63.62626647949219) (2678,63.54451370239258) (1253,63.5356559753418) (3802,63.52220153808594) (3813,63.35315704345703) (3808,63.315921783447266) (2684,63.30134963989258) (3803,63.29271697998047) (3816,63.231327056884766) (3819,63.21414566040039) (1270,63.19215774536133)
417: (67,76.4607162475586)* (67,76.4607162475586)* (292,75.73250579833984)* (288,75.38809204101562)* (300,75.25337219238281)* (679,74.96205139160156) (157,74.93846893310547)* (265,74.76937866210938) (1934,74.57721710205078) (310,74.47138214111328) (257,74.37964630126953)* (903,74.31717681884766) (525,74.22283935546875) (316,74.18733215332031) (167,74.02831268310547) (58,74.02288055419922) (58,74.02288055419922) (344,74.00445556640625) (535,73.99860382080078) (2523,73.99430084228516)
418: (898,67.6920166015625)* (217,66.7293930053711)* (6229,66.51971435546875) (9485,66.28772735595703) (622,66.07622528076172)* (2584,66.03014373779297) (1389,65.9408950805664) (11416,65.90602111816406) (227,65.88744354248047) (4058,65.86882019042969) (3258,65.71195983886719)* (222,65.6563949584961) (1242,65.54549407958984) (615,65.47374725341797) (199,65.44407653808594) (1239,65.40771484375)* (427,65.3628921508789) (691,65.34888458251953) (429,65.29176330566406) (2277,65.2672119140625)
419: (294,66.62232971191406) (310,66.2043685913086) (292,66.06034088134766) (328,65.9068374633789) (312,65.8444595336914) (332,65.80623626708984)* (701,65.79012298583984) (1449,65.6956558227539) (317,65.69491577148438)* (1936,65.59857940673828) (1935,65.55067443847656) (330,65.39204406738281) (329,65.25872039794922) (157,65.23121643066406)* (5988,65.22454071044922) (484,65.21168518066406) (1457,65.14336395263672) (2220,65.1348648071289) (161,65.13358306884766)* (301,65.09123992919922)
420: (289,56.9959602355957) (295,56.801002502441406) (89,56.652587890625) (265,56.51363754272461) (2054,56.389827728271484) (292,56.337677001953125) (677,56.071224212646484) (288,56.05391311645508) (701,56.032718658447266) (679,55.924747467041016) (157,55.919368743896484) (5775,55.8614387512207) (5787,55.723793029785156) (3966,55.6518440246582) (6308,55.585872650146484) (340,55.57319641113281)* (972,55.56897735595703) (333,55.556251525878906)* (13126,55.51186752319336) (2076,55.45794677734375)
421: (288,74.89479064941406)* (67,73.47219848632812)* (67,73.47219848632812)* (55,73.4384994506836)* (257,73.35690307617188)* (466,73.15959930419922)* (349,73.0829849243164)* (525,72.61872863769531)* (301,72.44063568115234)* (679,72.23214721679688) (328,72.21546936035156) (331,71.82784271240234) (294,71.8127670288086) (544,71.6925048828125) (161,71.50526428222656) (344,71.49424743652344) (318,71.432373046875) (352,71.42825317382812) (285,71.38909912109375) (538,71.30809020996094)
423: (905,66.05805969238281) (1001,65.80818939208984)* (99,65.39208984375)* (511,65.19853973388672)* (993,64.98645782470703)* (2044,64.73926544189453) (877,64.64938354492188) (599,64.51522827148438) (959,63.977474212646484)* (91,63.959693908691406) (3302,63.8887939453125) (1883,63.86637878417969) (715,63.83063507080078) (1892,63.82736587524414) (1014,63.80107498168945) (159,63.78033447265625) (7068,63.77132034301758) (61,63.736446380615234) (1079,63.68040084838867) (2031,63.66450500488281)
424: (726,68.90737915039062) (198,68.89779663085938)* (918,68.80855560302734) (978,68.74256896972656) (1044,68.56726837158203) (930,68.5546646118164)* (1131,68.54053497314453) (234,68.26404571533203) (506,68.17130279541016) (503,68.17073822021484) (936,68.11944580078125) (1369,68.00670623779297) (7,68.00174713134766) (152,67.98186492919922) (1339,67.98046875) (923,67.80177307128906) (163,67.79330444335938) (1338,67.7577133178711)* (181,67.7250747680664)* (377,67.58766174316406)
425: (289,70.36143493652344)* (349,69.19622039794922)* (291,69.14446258544922)* (679,69.07431030273438) (67,68.92282104492188) (67,68.92282104492188) (525,68.8592529296875) (328,68.46836853027344)* (310,68.43843841552734) (498,68.4191665649414)* (523,68.25920867919922) (458,68.18861389160156) (352,68.10169982910156) (329,68.04612731933594) (542,67.99394226074219) (293,67.91557312011719) (680,67.89540100097656)* (320,67.88297271728516) (903,67.86774444580078) (294,67.84503173828125)
426: (2605,69.52091217041016)* (1148,69.16059875488281) (162,68.15755462646484)* (755,67.94810485839844) (154,67.93916320800781) (4316,67.70770263671875) (7079,67.6224365234375) (1700,67.58259582519531) (57,67.5633316040039) (5806,67.55963134765625) (1222,67.51509094238281) (7382,67.42928314208984) (1098,67.41825866699219) (632,67.39281463623047)* (3995,67.3795394897461) (53,67.27833557128906)* (53,67.27833557128906)* (1747,67.27518463134766)* (3164,67.17952728271484) (10719,67.16110229492188)
427: (412,70.25814819335938)* (6594,70.13725280761719) (2923,70.05746459960938) (207,70.00861358642578) (1191,69.73294067382812) (228,69.66837310791016) (223,69.64924621582031) (217,69.63672637939453) (512,69.62421417236328) (498,69.41645050048828) (979,69.38143157958984) (190,69.29255676269531) (1197,69.20182037353516) (424,69.14373779296875) (88,69.09571075439453) (2840,69.08428192138672) (1187,69.01521301269531) (154,68.99910736083984) (547,68.93902587890625)* (230,68.9167251586914)
428: (1013,64.80317687988281) (994,64.76022338867188)* (1001,64.48645782470703)* (997,63.74664306640625)* (61,63.640621185302734) (187,63.452667236328125)* (3768,63.40858459472656) (1890,63.13972473144531) (91,62.95927429199219) (993,62.85043716430664)* (1000,62.69313430786133) (3201,62.6607780456543) (1883,62.6377067565918) (874,62.5657844543457) (1895,62.379920959472656) (7347,62.350128173828125) (6784,62.29194641113281) (193,62.20771789550781) (2938,62.206817626953125) (99,62.18926239013672)
430: (1001,68.48695373535156) (3281,67.84637451171875) (187,67.75537872314453) (1013,67.48235321044922) (997,67.26719665527344)* (1000,67.21347045898438) (72,67.17744445800781)* (72,67.17744445800781)* (193,66.98775482177734)* (599,66.90044403076172)* (67,66.85657501220703) (67,66.85657501220703) (994,66.59127807617188) (852,66.58911895751953) (1019,66.42019653320312) (61,66.34779357910156) (1883,66.0809326171875) (1014,66.0712890625) (6714,66.02669525146484) (511,66.01947784423828)*
431: (190,68.71035766601562)* (234,68.6281967163086) (498,68.48826599121094) (706,68.38404083251953) (1672,68.24384307861328) (209,68.1904525756836) (377,68.0675048828125)* (1249,68.05069732666016)* (227,67.95768737792969)* (533,67.88636016845703)* (198,67.74839782714844) (486,67.52630615234375) (1406,67.36177062988281) (540,67.35521697998047) (488,67.3362045288086) (1246,67.30789184570312) (2346,67.30228424072266)* (1044,67.26190185546875) (1412,67.24382781982422) (497,67.20428466796875)
432: (498,71.31517791748047)* (209,70.94752502441406) (1672,70.90165710449219)* (1180,70.2760009765625) (488,70.23700714111328) (1182,69.97175598144531) (230,69.9559326171875) (412,69.71540069580078) (1043,69.56916046142578) (1246,69.51597595214844) (1044,69.49163818359375) (1046,69.41189575195312) (198,69.3307113647461) (4375,69.3104248046875) (481,69.20292663574219) (1185,69.13662719726562) (966,69.04991149902344) (687,69.01258850097656) (499,68.99746704101562) (403,68.91169738769531)
433: (5670,66.4234848022461) (1263,65.51710510253906) (1270,65.21710205078125) (1066,64.58326721191406) (841,64.53421020507812) (1338,64.49830627441406) (2967,64.45577239990234) (6870,64.32955932617188) (4180,64.13632202148438) (12,64.03345489501953)* (917,63.87769317626953) (13,63.8414421081543) (487,63.69880294799805) (3558,63.686614990234375) (954,63.62763977050781) (3806,63.57872009277344) (835,63.47751998901367) (10956,63.44417953491211) (1259,63.43480682373047) (11,63.31072235107422)
434: (3299,70.9340591430664) (1709,70.43997192382812) (1964,69.83956146240234) (603,69.81455993652344) (197,69.78594207763672) (1888,69.76713562011719) (1504,69.60946655273438) (154,69.55580139160156) (2542,69.51860809326172) (2281,69.3255615234375) (206,69.27285766601562)* (859,69.26277160644531) (441,69.24528503417969) (863,69.14240264892578) (429,69.07128143310547) (227,68.95576477050781) (6151,68.92011260986328) (440,68.85399627685547) (1164,68.8464584350586) (2475,68.70654296875)
435: (1191,67.1674575805664) (1678,65.63742065429688) (1188,65.6277847290039)* (486,65.38523864746094) (816,65.3177261352539) (5308,65.21212005615234) (6594,65.20785522460938) (5966,65.04022216796875) (2429,65.0401382446289) (1195,64.92571258544922)* (4385,64.91874694824219) (2150,64.90843963623047) (4174,64.85840606689453) (1179,64.85323333740234) (2959,64.81869506835938) (1401,64.80810546875) (757,64.78927612304688) (498,64.65196990966797) (8788,64.61258697509766) (2850,64.60569763183594)*
436: (227,73.32980346679688) (190,71.89749145507812) (229,71.83690643310547) (65,71.80906677246094) (65,71.80906677246094) (182,71.48719787597656) (1772,71.34981536865234) (316,71.3241195678711) (959,71.19116973876953) (157,71.05870819091797) (154,71.05785369873047) (184,70.85736846923828) (1515,70.82290649414062) (159,70.8080062866211) (155,70.74649810791016) (868,70.720458984375)* (221,70.67280578613281) (3466,70.59413146972656) (599,70.58460235595703) (192,70.54302978515625)
437: (13265,69.21802520751953) (1025,67.99946594238281) (4558,67.10211181640625) (803,67.03239440917969) (357,66.97660827636719) (1857,66.86576843261719) (386,66.67511749267578)* (333,66.62049102783203)* (5032,66.52056121826172) (9279,66.51970672607422) (2094,66.51951599121094) (3955,66.5113754272461) (292,66.49412536621094) (300,66.46424102783203) (89,66.38143157958984)* (10807,66.36298370361328) (344,66.3452377319336) (295,66.27059936523438) (1453,66.24803924560547) (1904,66.24605560302734)
438: (1295,64.16280364990234) (1253,63.990116119384766) (9,63.58328628540039)* (1298,63.00603485107422) (1297,62.92837142944336) (1066,62.794559478759766) (3280,62.67877960205078) (34,62.633445739746094) (72,62.523170471191406) (72,62.523170471191406) (1707,62.47925567626953) (32,62.3543701171875)* (515,62.301509857177734) (1069,62.15266799926758) (1293,62.1190185546875) (36,61.89432144165039) (30,61.86537551879883) (1203,61.85926818847656) (9144,61.85026931762695) (1083,61.75798416137695)
439: (2252,62.595664978027344)* (2247,62.55803298950195) (9388,62.4244499206543) (2924,61.96620559692383) (2226,61.65119171142578) (1285,61.464534759521484) (2908,61.43864822387695) (2932,61.369483947753906) (2236,61.35554504394531) (2916,61.3319206237793)* (1952,61.3209114074707) (1640,61.25669479370117) (1622,61.24383544921875) (6621,61.08970260620117) (6629,61.044734954833984) (6636,60.9836540222168) (12751,60.7280158996582) (2929,60.65963363647461) (12966,60.593727111816406) (1544,60.55690383911133)
440: (2542,69.6994857788086) (418,69.04620361328125) (154,68.9888916015625) (632,68.74578857421875) (7665,68.64456939697266) (416,68.5503158569336) (3411,68.47903442382812) (5549,68.38725280761719) (199,68.25727081298828) (3694,68.12345123291016) (629,68.10923767089844) (1947,67.84803009033203) (444,67.83909606933594) (3707,67.82889556884766) (748,67.80067443847656)* (1418,67.63666534423828) (2398,67.58724975585938) (6048,67.49059295654297) (3685,67.30520629882812) (1504,67.28598022460938)
441: (154,72.8076171875) (418,71.16751098632812) (173,71.00765228271484) (207,70.89166259765625) (1090,70.80635070800781) (190,70.70198059082031) (1106,70.69869232177734) (81,70.63231658935547) (969,70.55003356933594) (229,70.38807678222656)* (237,70.07152557373047) (238,70.05349731445312)* (210,69.99694061279297) (182,69.99050903320312) (432,69.93616485595703) (1098,69.92903137207031) (1097,69.7803955078125) (199,69.673828125) (441,69.62200927734375) (70,69.57488250732422)
442: (9869,57.423892974853516) (1298,57.25236129760742) (51,56.15966033935547) (4298,55.69304656982422) (1001,55.61066818237305)* (32,55.597808837890625) (8002,55.47400665283203) (1062,55.3623161315918) (67,55.35673141479492) (67,55.35673141479492) (5079,55.220664978027344) (4609,55.18141555786133) (1292,55.155799865722656) (1295,55.14108657836914) (190,55.14064407348633) (14639,55.13783645629883) (7390,55.03932571411133) (1066,54.968299865722656) (1300,54.956607818603516) (1704,54.91695022583008)
443: (1412,70.25504302978516) (4675,70.11148071289062) (14391,69.90158081054688) (920,69.79327392578125)* (607,69.62007904052734) (1150,69.44734954833984) (2312,69.27269744873047)* (3405,69.27266693115234) (3940,69.2578125) (186,69.23136901855469) (610,69.10858917236328) (1425,69.10009002685547) (154,69.04835510253906) (1411,68.85733032226562) (227,68.70899963378906)* (1413,68.6930160522461) (1126,68.60874938964844) (917,68.52078247070312) (1743,68.51385498046875) (1123,68.47626495361328)
444: (2026,66.05623626708984) (752,63.7928466796875) (16186,63.67340850830078) (16205,63.09871292114258) (5040,62.98126220703125) (1205,62.97459030151367) (6967,62.94868469238281)* (16190,62.916908264160156) (3809,62.883277893066406) (1221,62.88019943237305) (11107,62.84516143798828) (16183,62.734375) (16202,62.67815399169922) (14169,62.67612838745117) (16185,62.517574310302734) (1203,62.501686096191406) (16188,62.49585723876953) (16181,62.46696090698242) (12338,62.458648681640625) (3354,62.39473342895508)
