userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,75.0465316772461) (3768,74.84757995605469) (1073,74.75566101074219) (51,74.49420928955078)* (3920,74.2337875366211) (1014,73.69796752929688) (1019,73.68535614013672) (1013,73.63550567626953) (998,73.54996490478516) (1836,73.5308609008789) (997,73.46241760253906) (187,73.40522766113281) (3501,73.39506530761719) (1885,73.39071655273438) (59,73.33796691894531)* (157,73.26742553710938) (1886,73.21783447265625) (4308,73.1673355102539) (91,73.10387420654297)* (61,73.01515197753906)*
301: (714,73.44978332519531) (903,73.38322448730469)* (542,72.77191925048828) (1244,72.66288757324219) (498,72.65361022949219)* (227,72.57791137695312) (679,72.52127075195312) (157,72.46720886230469) (1807,72.36821746826172) (708,72.28325653076172) (230,72.17424011230469) (378,72.10074615478516) (295,71.99523162841797)* (55,71.95701599121094) (256,71.95339965820312) (439,71.9516372680664) (701,71.92745971679688) (1771,71.87709045410156) (302,71.87699890136719)* (538,71.81017303466797)
302: (289,75.71709442138672)* (378,75.64608764648438) (295,75.56241607666016) (1673,75.31085968017578) (802,75.25816345214844) (461,75.05393981933594) (790,74.84049987792969) (972,74.83738708496094) (498,74.80941009521484) (67,74.58820343017578) (67,74.58820343017578) (646,74.48715209960938) (486,74.45570373535156) (1428,74.39036560058594) (1429,74.34428405761719) (3367,74.33074951171875) (4474,74.31297302246094) (55,74.25637817382812)* (686,74.17654418945312) (377,74.1476821899414)
303: (1369,77.88837432861328)* (1639,77.69749450683594) (227,77.61100769042969)* (735,77.25798034667969) (562,77.23301696777344)* (917,77.20475769042969) (868,76.87854766845703)* (959,76.81436157226562) (1814,76.80367279052734) (220,76.57669830322266) (6997,76.39525604248047) (383,76.21803283691406)* (1249,76.1835708618164) (614,76.11807250976562) (212,76.02949523925781) (718,75.95720672607422) (226,75.90489959716797)* (2343,75.82344055175781) (554,75.8209228515625) (1372,75.74435424804688)
304: (1098,74.76563262939453) (238,74.51612854003906) (72,74.0490951538086)* (72,74.0490951538086)* (81,73.98828887939453) (154,73.62549591064453) (1109,73.45655822753906) (1083,73.05301666259766)* (1062,73.03385925292969) (1394,72.92164611816406) (1075,72.77809143066406)* (53,72.76390838623047) (53,72.76390838623047) (58,72.70635223388672) (58,72.70635223388672) (59,72.66905212402344) (418,72.60425567626953) (64,72.59492492675781) (64,72.59492492675781) (70,72.58844757080078)
305: (292,78.42506408691406)* (701,77.93588256835938)* (67,77.89934539794922) (67,77.89934539794922) (257,77.82721710205078) (349,77.77619171142578) (907,77.40438842773438) (299,77.36717224121094)* (461,77.12583923339844)* (498,76.95543670654297) (314,76.92765045166016) (679,76.92179870605469)* (291,76.89456176757812) (318,76.86121368408203) (161,76.79562377929688)* (301,76.78742980957031) (468,76.73997497558594) (525,76.70474243164062) (545,76.61966705322266) (317,76.6117172241211)
306: (1104,70.24800109863281) (1704,69.99083709716797) (187,69.87503814697266)* (75,69.6723403930664)* (75,69.6723403930664)* (2014,68.9357681274414) (1079,68.80872344970703) (11794,68.74357604980469) (190,68.66753387451172) (1714,68.66488647460938) (2,68.63880157470703) (959,68.41777038574219) (173,68.40784454345703) (9263,68.39612579345703) (165,68.38060760498047) (1791,68.320068359375) (930,68.28659057617188) (180,68.2846450805664) (3906,68.26558685302734) (1064,68.23115539550781)
307: (11193,76.42930603027344) (2667,75.90650939941406) (6962,75.83161926269531) (4853,75.50942993164062) (5360,75.41767120361328)* (9357,75.35739135742188) (3863,75.03775024414062) (747,74.8488540649414) (9354,74.7275161743164) (5074,74.65733337402344) (9353,74.60881805419922) (6092,74.43562316894531) (1222,74.34932708740234) (5329,74.3103256225586) (8390,74.28697967529297) (2165,74.02478790283203) (6981,73.92117309570312) (174,73.83888244628906) (7029,73.7314682006836) (5803,73.7261734008789)
308: (1672,74.3978271484375)* (198,73.97821044921875)* (1044,73.87815856933594) (377,73.69522857666016) (978,73.43888854980469) (6120,73.4363021850586) (517,73.33234405517578) (1406,73.19271850585938) (230,73.07844543457031) (2062,73.05355834960938) (957,72.93675231933594) (1145,72.8323745727539) (1339,72.81950378417969) (1186,72.81690216064453) (726,72.77745819091797) (1854,72.77104187011719) (918,72.75525665283203)* (966,72.72205352783203) (2664,72.69689178466797) (2380,72.68547058105469)
310: (466,78.0872802734375)* (288,77.91899871826172)* (300,77.88985443115234)* (295,77.77835845947266) (333,77.1139144897461) (325,76.998779296875) (386,76.84394073486328) (679,76.81531524658203) (4814,76.75209045410156) (531,76.74114227294922)* (1042,76.64959716796875) (544,76.61587524414062) (317,76.58765411376953)* (475,76.55714416503906)* (3319,76.51932525634766) (686,76.4727783203125) (302,76.3357162475586)* (298,76.29183197021484) (67,76.2200927734375) (67,76.2200927734375)
311: (3112,71.70597839355469) (1772,71.4726333618164) (3057,71.29232025146484) (3281,71.22017669677734) (227,71.20608520507812) (1242,71.10274505615234) (7810,71.08821868896484) (511,71.05307006835938) (3681,70.92696380615234) (618,70.9236068725586) (6297,70.91361236572266) (1824,70.89263153076172) (2544,70.80160522460938) (3158,70.76644134521484) (1167,70.7155990600586) (2632,70.7152328491211) (3992,70.71394348144531) (65,70.70052337646484)* (65,70.70052337646484)* (8676,70.68794250488281)
312: (2097,76.90003204345703)* (376,76.36564636230469) (2096,76.35917663574219) (397,76.1660385131836) (10228,76.05870056152344) (400,75.66197967529297) (385,75.4471435546875) (2089,75.41595458984375) (5574,75.365966796875)* (374,75.30851745605469) (3982,74.95511627197266) (409,74.8577651977539) (2108,74.65255737304688) (392,74.6219482421875) (8002,74.55535125732422) (382,74.529052734375) (2093,74.46064758300781) (2107,74.45418548583984) (1857,74.4014663696289) (2110,74.36737823486328)
313: (2038,71.51039123535156) (2963,71.1457290649414) (1913,70.82959747314453) (4343,70.7895278930664) (726,70.7190933227539) (1914,70.6834945678711) (13,70.62725067138672) (1339,70.46028137207031)* (181,70.27210998535156)* (1066,70.13447570800781) (2014,70.07333374023438) (2838,70.05015563964844) (4331,70.01934814453125) (176,69.98578643798828)* (4679,69.92273712158203) (957,69.91954803466797) (506,69.87785339355469) (7722,69.81100463867188) (4341,69.7864761352539) (955,69.71440887451172)
314: (2080,77.39318084716797) (333,76.71822357177734)* (542,76.55247497558594) (646,76.53665161132812) (378,76.45134735107422)* (1045,76.37983703613281) (321,76.34637451171875) (461,76.27717590332031)* (951,76.2460708618164) (3384,76.24119567871094) (289,76.22206115722656) (2986,76.1988525390625)* (3074,76.03189849853516) (679,76.02519226074219) (966,76.00593566894531)* (344,76.00431823730469)* (708,75.90812683105469) (230,75.85160064697266) (1047,75.75883483886719) (1775,75.72203063964844)
315: (228,71.74906921386719)* (903,71.26457214355469)* (298,71.13947296142578)* (498,71.10429382324219) (1048,71.01322937011719) (234,70.917724609375) (1400,70.73854064941406) (67,70.7157211303711) (67,70.7157211303711) (333,70.70764923095703) (716,70.5640640258789) (538,70.5522232055664) (1239,70.4572982788086) (486,70.31854248046875)* (329,70.30435943603516) (209,70.2769775390625)* (157,70.2628402709961) (295,70.2538833618164) (425,70.2524185180664) (1246,70.23253631591797)
316: (198,76.70586395263672)* (1104,76.6872329711914)* (2735,76.66157531738281) (758,76.32202911376953) (1099,76.3176498413086) (234,76.24949645996094) (7,76.22320556640625) (489,76.04370880126953)* (785,76.02210998535156) (7639,76.01551055908203) (759,76.0028076171875) (504,75.934814453125) (2747,75.91452026367188) (4173,75.8935775756836) (814,75.76317596435547) (768,75.74274444580078) (815,75.63824462890625) (1547,75.62158203125) (978,75.55918884277344) (831,75.5562973022461)
317: (1415,76.30020141601562) (728,75.63367462158203) (733,75.37312316894531) (1244,75.12073516845703)* (706,74.91223907470703)* (554,74.67359924316406) (4251,74.4871597290039) (2834,74.27115631103516) (2855,74.27076721191406) (2901,74.07827758789062) (2861,74.070556640625) (4620,74.0568618774414) (732,74.00758361816406) (176,74.00082397460938) (1416,73.98875427246094) (6959,73.96794128417969) (1426,73.90540313720703) (1369,73.8857192993164)* (4369,73.88109588623047) (585,73.80998229980469)
318: (300,79.26385498046875)* (295,79.25782775878906) (292,79.01212310791016) (333,78.79486083984375) (67,78.6390380859375)* (67,78.6390380859375)* (289,78.59308624267578)* (328,78.45477294921875) (679,78.3696517944336) (288,78.31196594238281) (907,78.18990325927734) (55,78.13436126708984) (2083,78.12400817871094)* (329,78.04618835449219) (498,77.95465850830078) (903,77.92288970947266) (1037,77.86187744140625)* (257,77.81269073486328)* (1934,77.80305480957031) (1613,77.79714965820312)*
319: (412,75.63036346435547) (1979,75.35835266113281) (840,75.25370788574219) (383,75.08457946777344)* (2226,75.00270080566406) (527,74.58236694335938) (11000,74.31060791015625) (1555,74.27005004882812) (3792,74.21995544433594) (813,74.1550521850586) (6773,74.15184020996094) (11004,74.13612365722656) (4218,74.11994171142578) (10449,74.10289001464844) (1974,74.07274627685547) (3721,74.05709075927734) (1858,74.04435729980469) (8945,74.01427459716797) (823,73.8932876586914) (9260,73.86036682128906)
320: (1770,81.30632019042969) (910,79.70332336425781) (1130,79.40174102783203) (1112,79.1207046508789) (697,78.59517669677734)* (7148,78.51541900634766) (5810,78.38220977783203) (1098,78.3782958984375) (6544,78.3572769165039) (418,78.28329467773438) (1747,78.10948181152344) (423,78.10674285888672) (154,78.02637481689453) (5806,77.98739624023438) (1121,77.94535064697266) (9406,77.89370727539062) (7352,77.85279083251953) (9271,77.73593139648438) (2952,77.62659454345703) (7142,77.59046936035156)
321: (1339,76.14241027832031) (707,76.05201721191406) (957,75.8480224609375) (2963,75.555908203125) (726,75.55509185791016) (946,75.36682891845703) (923,75.3606185913086) (928,75.3134536743164) (1338,75.20697021484375) (953,75.15843200683594) (198,74.93795776367188) (1350,74.89212799072266) (1249,74.85944366455078)* (710,74.83199310302734) (1044,74.78531646728516) (176,74.7255630493164) (920,74.67233276367188) (1104,74.65873718261719) (954,74.53900909423828) (2835,74.51231384277344)
322: (5988,81.66314697265625) (1613,81.54535675048828)* (6618,80.8887939453125) (1037,80.6642074584961)* (377,80.64775848388672) (5947,80.55545806884766) (306,80.3718490600586)* (278,80.20794677734375) (9384,80.20669555664062) (9684,80.19207000732422) (295,80.1145248413086)* (1042,80.03011322021484)* (289,79.98347473144531)* (333,79.97799682617188) (5537,79.96955108642578) (386,79.80113983154297) (661,79.7880630493164) (2179,79.7656021118164) (498,79.76290130615234) (531,79.7177963256836)
324: (917,80.55826568603516)* (928,80.28350830078125) (841,80.04368591308594) (15,79.89675903320312) (1132,79.88906860351562) (2746,79.72142028808594) (2033,79.6428451538086) (4271,79.55757141113281) (954,79.552734375) (4605,79.44999694824219) (707,79.42076110839844)* (7044,79.4194564819336) (3470,79.38036346435547)* (1254,79.3530044555664) (506,79.28815460205078) (920,79.14347076416016) (949,78.96416473388672) (6258,78.91661071777344) (1353,78.88194274902344) (936,78.8729476928711)
325: (2166,66.93595886230469) (151,66.29815673828125) (2165,66.25920867919922) (4863,66.0796890258789) (2156,65.62345123291016) (1277,65.5765151977539) (1321,65.5467300415039) (14686,65.48429870605469) (3551,65.37010955810547) (1326,65.33074951171875) (1296,65.31885528564453) (3837,65.30171203613281) (2667,65.19755554199219) (1312,65.18055725097656) (11191,65.14082336425781) (4876,65.06810760498047) (14694,65.06017303466797) (4852,65.04217529296875) (6252,65.02874755859375) (14697,65.01795196533203)
326: (89,78.03893280029297)* (300,77.72834014892578) (289,77.6506118774414) (333,77.33674621582031)* (701,77.11955261230469) (302,76.92961120605469) (498,76.7588882446289) (646,76.72412872314453) (161,76.68174743652344) (466,76.65892791748047) (55,76.65438842773438) (461,76.6446533203125) (157,76.64061737060547) (951,76.57733154296875)* (641,76.53843688964844) (679,76.45379638671875) (966,76.34785461425781) (283,76.3288345336914)* (2080,75.97201538085938)* (1475,75.97077178955078)
327: (67,78.41535186767578)* (67,78.41535186767578)* (328,77.51057434082031) (306,77.39673614501953) (349,77.3190689086914) (907,77.2996826171875) (701,77.06835174560547) (257,77.06497955322266) (310,76.89459228515625) (299,76.8714828491211) (302,76.78495788574219) (329,76.77875518798828) (644,76.74363708496094) (301,76.65254974365234) (296,76.6214828491211) (1449,76.57482147216797) (157,76.47700500488281) (525,76.43485260009766) (314,76.35363006591797) (535,76.2599105834961)
328: (969,74.17298126220703) (1090,74.09595489501953) (432,74.04383850097656) (173,73.76983642578125) (208,73.62750244140625) (228,73.47264862060547) (154,73.38540649414062) (486,73.31521606445312) (1376,73.23931884765625) (210,73.0609130859375) (533,72.93357849121094) (2815,72.82508087158203) (5030,72.82231140136719) (2131,72.78360748291016) (441,72.77625274658203) (225,72.76946258544922) (203,72.63554382324219) (377,72.6272964477539)* (757,72.57495880126953) (3767,72.5272216796875)
329: (316,73.79569244384766)* (1375,73.27194213867188) (182,73.212646484375) (55,73.19583892822266)* (157,72.83656311035156) (3460,72.78520202636719) (3057,72.71453094482422) (2523,72.61524200439453) (701,72.59671020507812)* (962,72.52392578125)* (257,72.50333404541016) (1243,72.49404907226562) (1934,72.47128295898438)* (190,72.46996307373047) (289,72.42401123046875)* (1464,72.31241607666016) (167,72.28223419189453) (204,72.21819305419922) (333,72.21471405029297) (1098,72.17497253417969)*
330: (300,80.04292297363281)* (464,79.22649383544922)* (288,79.03616333007812) (292,78.5150146484375) (680,78.50485229492188) (544,78.41822814941406) (1047,78.38074493408203) (2080,78.33845520019531) (325,78.24390411376953)* (302,78.19681549072266) (1659,78.0854721069336) (378,78.0051498413086) (790,77.9432144165039) (1045,77.85397338867188) (908,77.83008575439453) (291,77.7857666015625) (318,77.76158905029297) (481,77.74658203125) (542,77.74296569824219) (1453,77.69751739501953)*
331: (300,74.9194564819336)* (679,74.91581726074219)* (466,74.80245208740234)* (12791,74.65840148925781) (464,74.65428161621094) (333,74.60105895996094) (470,74.45048522949219) (344,74.27009582519531) (324,74.23640441894531) (89,74.2054443359375)* (298,74.15557098388672) (461,73.97026062011719) (681,73.93035888671875) (1045,73.92841339111328) (325,73.86915588378906) (246,73.85145568847656) (14629,73.77781677246094) (3319,73.76455688476562) (686,73.65510559082031) (5958,73.55261993408203)
332: (89,77.52049255371094) (344,77.3053207397461) (679,77.24602508544922) (289,76.65828704833984) (701,76.61310577392578) (67,76.59150695800781) (67,76.59150695800781) (301,76.56590270996094)* (683,76.39679718017578) (295,76.36994934082031) (257,76.3687515258789) (498,76.34748077392578) (466,76.3207778930664)* (288,76.26264190673828) (342,76.20108032226562) (355,76.10753631591797) (1934,75.97421264648438) (298,75.90363311767578) (65,75.88904571533203) (65,75.88904571533203)
333: (300,79.31632995605469)* (89,79.0938949584961) (466,78.68620300292969)* (55,78.53058624267578)* (3173,78.50055694580078) (542,78.45862579345703) (461,78.40865325927734) (333,78.39060974121094)* (283,78.33779907226562) (302,78.32742309570312)* (257,78.27925872802734) (802,78.22869110107422) (646,78.07028198242188) (790,78.07015991210938) (2080,78.00347900390625) (2984,77.85867309570312) (543,77.7765884399414) (256,77.72419738769531) (352,77.6464614868164) (1241,77.62492370605469)
334: (220,72.78889465332031)* (706,72.49794006347656) (982,72.4429702758789)* (614,72.26844787597656) (1513,72.11228942871094)* (709,71.93629455566406) (707,71.89997863769531) (412,71.8060531616211) (230,71.78570556640625) (1412,71.67681884765625) (533,71.5733642578125) (1249,71.49942779541016) (857,71.42717742919922)* (1814,71.28123474121094) (250,71.20602416992188) (1645,71.06290435791016) (1873,71.03762817382812) (562,70.99345397949219) (207,70.9835205078125)* (2637,70.93205261230469)
335: (333,77.58415985107422) (302,77.01946258544922) (679,76.89427947998047)* (288,76.84061431884766)* (291,76.71559143066406) (344,76.70250701904297) (466,76.70127868652344) (701,76.55819702148438) (972,76.34307098388672) (498,76.28734588623047) (257,76.23400115966797)* (157,76.20512390136719) (461,76.18758392333984) (306,75.94630432128906) (316,75.7221908569336)* (455,75.48489379882812) (680,75.43047332763672) (161,75.39016723632812) (301,75.38804626464844) (544,75.3814926147461)
336: (2605,75.78765106201172) (407,75.41201782226562) (755,75.38832092285156)* (1222,75.2647705078125) (2667,75.17743682861328) (1191,75.1418228149414) (768,75.1136703491211) (603,74.98110961914062) (45,74.96698760986328) (1226,74.8542709350586) (174,74.76644897460938) (2702,74.69718933105469) (4108,74.64116668701172) (154,74.54688262939453) (233,74.4979019165039) (418,74.45132446289062) (1109,74.37531280517578) (9783,74.36955261230469) (487,74.29344940185547) (3417,74.27902221679688)
337: (928,78.90174102783203) (2873,78.47346496582031) (2033,78.27046203613281) (1369,77.74315643310547)* (1353,77.69772338867188) (1254,77.65312194824219) (2952,77.4761734008789) (3472,77.44122314453125) (2842,77.4363021850586) (4273,77.4200668334961) (6286,77.30007934570312) (4271,77.22109985351562) (6363,76.75001525878906) (707,76.74440002441406) (730,76.72261810302734) (9528,76.6527328491211) (2834,76.6384048461914) (706,76.58968353271484) (1372,76.5785140991211) (8340,76.54756927490234)
338: (959,76.72013854980469) (176,76.30992126464844) (72,76.16616821289062) (72,76.16616821289062) (1081,75.90679168701172) (951,75.83139038085938) (1464,75.67884063720703) (1104,75.66834259033203) (180,75.64559936523438) (1249,75.58381652832031) (77,75.53421783447266) (77,75.53421783447266) (295,75.41581726074219) (187,75.41348266601562) (227,75.38520812988281) (707,75.37164306640625) (155,75.2317123413086) (511,75.14471435546875) (7,75.10279846191406) (1244,75.09681701660156)
339: (466,79.5693130493164)* (701,79.52886962890625)* (333,79.1912841796875)* (1037,78.92656707763672) (349,78.73188018798828)* (352,78.32958221435547) (525,78.22187042236328) (458,78.22132110595703) (475,78.1954574584961) (327,77.96083068847656) (310,77.95418548583984) (314,77.91621398925781) (464,77.81758880615234) (1580,77.79532623291016) (386,77.75579071044922)* (157,77.64884185791016) (528,77.6456527709961) (317,77.60646057128906)* (802,77.57881164550781) (903,77.5700454711914)*
340: (157,75.78245544433594) (1244,74.67227172851562) (889,74.50439453125) (903,74.28602600097656)* (292,74.20330810546875)* (1464,74.05406188964844) (340,73.88674926757812) (959,73.83291625976562) (329,73.59091186523438) (475,73.5212631225586) (679,73.43675231933594) (534,73.28350067138672)* (298,73.27416229248047) (299,73.23698425292969)* (706,73.22538757324219) (3313,73.21723175048828) (155,73.08799743652344) (349,73.0027084350586) (285,72.95487976074219) (735,72.9399642944336)
341: (3417,79.73151397705078) (162,78.62794494628906) (2771,78.59832763671875) (2817,78.55447387695312) (748,78.53328704833984) (3809,78.43019104003906) (12051,78.2107925415039) (10370,78.17523956298828) (1226,78.15727996826172) (197,78.01979064941406) (1229,78.00578308105469) (2575,77.96578216552734) (1747,77.86112976074219) (418,77.85371398925781) (1209,77.82132720947266) (751,77.70819091796875) (2312,77.66859436035156) (1418,77.64122009277344) (1238,77.5195541381836) (1112,77.50811767578125)
342: (227,71.19282531738281)* (59,70.91012573242188) (599,70.74234771728516)* (441,70.68872833251953) (203,70.60730743408203) (1098,70.41930389404297) (511,70.41435241699219) (429,70.25466918945312) (173,70.24234771728516)* (969,70.2405776977539) (88,69.97803497314453)* (56,69.96416473388672) (56,69.96416473388672) (65,69.93177795410156) (65,69.93177795410156) (229,69.9141845703125) (51,69.89398193359375) (1001,69.84716796875) (207,69.79293060302734)* (715,69.77222442626953)
343: (917,80.01407623291016)* (707,79.15120697021484)* (928,79.01834106445312) (3470,78.65477752685547)* (841,78.32746124267578) (1415,78.18292999267578) (2901,78.17813110351562) (163,78.00713348388672) (959,77.9346923828125) (1527,77.88019561767578) (2834,77.8148193359375) (176,77.62539672851562) (562,77.62017059326172) (868,77.49408721923828) (1803,77.47254180908203) (735,77.43450927734375) (2569,77.1630630493164) (1274,77.15631103515625) (728,77.06504821777344) (383,77.01795959472656)
344: (3280,67.33366394042969) (3119,66.61678314208984) (6181,65.98906707763672) (81,65.83170318603516) (961,65.82388305664062)* (3100,65.79240417480469) (10521,65.51456451416016) (3117,65.40113067626953) (7878,65.38510131835938) (1824,65.36235046386719) (3905,65.33918762207031) (3893,65.26348876953125) (154,65.126953125) (4138,65.08772277832031) (599,65.03399658203125) (610,65.01592254638672) (3884,64.96710968017578) (9256,64.95573425292969) (1123,64.93264770507812) (6158,64.92504119873047)
345: (208,74.77631378173828) (969,74.41248321533203)* (432,74.24629974365234) (7324,74.2239761352539) (1090,74.0121841430664) (229,73.96704864501953) (757,73.96223449707031)* (1986,73.72289276123047) (190,73.62905883789062)* (227,73.58345031738281) (1101,73.43853759765625) (441,73.35326385498047) (420,73.3064193725586) (228,73.2995834350586) (2587,73.25651550292969) (203,73.22843933105469) (703,73.13307189941406)* (173,73.10088348388672)* (1048,73.06951904296875)* (2602,73.03162384033203)
346: (227,70.46622467041016) (533,69.97132110595703) (220,69.92617797851562) (228,69.77005767822266)* (65,69.37113952636719) (65,69.37113952636719) (498,69.10213470458984) (1400,69.09806060791016) (1239,69.08940887451172) (56,69.05426025390625) (56,69.05426025390625) (377,68.99563598632812) (159,68.97013854980469) (154,68.96507263183594) (1520,68.96001434326172)* (716,68.92523193359375) (88,68.92278289794922) (203,68.7975845336914) (428,68.73831176757812) (969,68.72931671142578)
347: (808,81.84971618652344) (198,80.93736267089844) (6618,80.84375) (2845,80.62156677246094) (816,80.56192016601562) (779,80.55310821533203) (209,80.39326477050781) (1186,80.34439086914062) (500,80.34019470214844) (5947,80.20516204833984) (234,80.10606384277344) (497,80.1050033569336) (2847,80.02284240722656) (1180,80.01472473144531) (1672,79.94671630859375) (1091,79.93907165527344) (220,79.91962432861328) (498,79.9148941040039) (489,79.89482879638672) (1179,79.86493682861328)
348: (344,79.85063171386719)* (333,79.53562927246094) (681,79.30519104003906)* (300,79.2862777709961) (466,79.20319366455078)* (691,79.15542602539062)* (679,79.10408020019531) (89,79.02813720703125)* (291,78.83435821533203) (325,78.74056243896484) (289,78.65621185302734) (5267,78.61031341552734) (464,78.59278869628906) (1459,78.54768371582031) (528,78.41339111328125) (686,78.29375457763672) (295,78.2331771850586) (318,78.17235565185547) (2439,78.16871643066406) (292,78.00305938720703)
349: (768,74.16532897949219) (779,74.1091537475586) (1541,73.01071166992188) (5969,72.82290649414062)* (6016,72.5682373046875) (757,72.51862335205078)* (1191,72.47233581542969) (816,72.35768127441406) (2192,72.00480651855469) (4896,71.9029769897461) (2847,71.83303833007812) (1678,71.81678771972656) (2824,71.78894805908203) (1099,71.773681640625) (1100,71.62417602539062) (5137,71.61253356933594) (492,71.60787200927734) (2832,71.52931213378906) (6027,71.52645874023438) (5111,71.5119400024414)
350: (289,78.24834442138672)* (701,77.61273193359375)* (292,77.50901794433594)* (288,77.14835357666016)* (300,77.13951110839844)* (461,77.03311157226562)* (299,76.98377227783203) (157,76.95480346679688) (302,76.87608337402344) (161,76.77693176269531)* (251,76.74143981933594) (340,76.68374633789062)* (333,76.60881042480469)* (523,76.58627319335938) (679,76.584228515625) (3173,76.57026672363281) (802,76.54492950439453)* (641,76.40194702148438) (798,76.37194061279297) (3393,76.36785125732422)
351: (89,72.515625) (466,72.36861419677734) (464,72.33098602294922) (498,72.19493103027344)* (1047,72.0322265625)* (524,71.97821807861328) (470,71.73702239990234) (461,71.72972106933594) (681,71.62181854248047)* (289,71.52974700927734) (903,71.33036804199219) (288,71.24524688720703) (528,71.21829986572266) (542,71.17424011230469) (680,71.15972137451172) (686,71.14934539794922) (3200,71.12396240234375) (2184,71.11874389648438) (5754,71.04691314697266) (14629,71.02787017822266)
352: (679,77.02796936035156)* (292,76.705322265625)* (298,76.59573364257812) (466,76.5723648071289)* (378,76.56826782226562) (55,76.54601287841797) (157,76.42256927490234) (903,76.39188385009766) (972,75.8984146118164) (65,75.88745880126953) (65,75.88745880126953) (461,75.699462890625) (190,75.68718719482422) (316,75.57077026367188) (291,75.55559539794922) (1243,75.5397720336914) (680,75.42620849609375)* (227,75.42420959472656) (1934,75.40047454833984) (324,75.34320068359375)
353: (475,83.80903625488281) (468,83.76824951171875)* (308,83.70545959472656) (157,83.46699523925781) (317,83.45028686523438) (545,83.41202545166016) (89,83.3619384765625)* (349,83.21869659423828)* (161,83.21556854248047) (299,83.10830688476562) (67,83.0367660522461) (67,83.0367660522461) (4562,82.93699645996094) (386,82.91129302978516) (330,82.85479736328125) (1613,82.72382354736328)* (314,82.68269348144531)* (1444,82.67582702636719) (907,82.6572265625) (310,82.62980651855469)
354: (289,78.8520736694336)* (306,78.62689971923828) (67,78.47267150878906) (67,78.47267150878906) (308,78.14517974853516) (292,78.01498413085938)* (701,77.99215698242188)* (913,77.9862060546875) (161,77.89166259765625) (288,77.84110260009766)* (1449,77.82232666015625) (55,77.81663513183594) (328,77.73661041259766) (907,77.51880645751953) (157,77.50395202636719) (332,77.42070770263672) (330,77.36414337158203) (545,77.23274993896484) (327,77.22663116455078) (475,77.14385986328125)*
355: (498,78.0598373413086) (333,77.2494888305664) (378,76.81536865234375) (488,76.39177703857422) (191,76.35246276855469)* (481,76.29724884033203) (536,76.21344757080078) (209,76.19827270507812) (499,76.1568832397461) (371,76.10067749023438)* (3859,75.86328887939453) (230,75.8194580078125) (497,75.79810333251953) (518,75.73074340820312) (540,75.67504119873047) (1043,75.658935546875) (1186,75.60882568359375) (464,75.58984375)* (472,75.56782531738281) (1180,75.54270935058594)
356: (2210,69.20011138916016)* (2204,69.00288391113281) (825,68.90270233154297) (6440,68.75628662109375) (4173,68.25930786132812) (816,68.2519302368164) (6850,68.16792297363281) (814,68.0562515258789) (4508,67.93568420410156) (2847,67.92054748535156) (5730,67.89753723144531) (4166,67.88321685791016) (1550,67.86253356933594) (1192,67.75518798828125) (4896,67.75518035888672) (5961,67.73725891113281) (1185,67.57559967041016) (1546,67.54173278808594) (4181,67.52253723144531) (4550,67.5135498046875)
357: (757,75.43878173828125) (606,74.93040466308594) (7324,74.82005310058594) (4734,74.41850280761719) (64,74.31161499023438) (64,74.31161499023438) (2610,74.21438598632812) (70,74.16239166259766) (84,73.92073059082031)* (1075,73.88037872314453) (3046,73.86394500732422) (173,73.75981903076172) (4025,73.7523422241211) (81,73.74053192138672) (1398,73.71228790283203) (1098,73.70230102539062) (4720,73.60950469970703) (210,73.60049438476562) (418,73.57198333740234) (2818,73.5519790649414)
358: (748,76.82256317138672) (107,76.02641296386719) (2605,75.79244232177734)* (56,75.68878173828125)* (56,75.68878173828125)* (2716,75.54521942138672) (1401,75.46548461914062) (238,75.37354278564453)* (64,75.36042022705078) (64,75.36042022705078) (757,75.21636962890625) (154,75.17101287841797) (2668,74.84637451171875) (11204,74.81405639648438) (3164,74.78426361083984) (2667,74.68817138671875) (1943,74.65576934814453) (605,74.52791595458984) (1099,74.3498306274414) (512,74.27536010742188)
359: (994,70.77628326416016) (1900,70.72931671142578) (1018,70.1812744140625) (5833,69.78458404541016) (1885,69.58361053466797) (3920,69.43791198730469) (6732,69.38340759277344) (3992,69.36652374267578) (91,69.23136138916016) (54,69.16678619384766) (54,69.16678619384766) (5238,69.14556884765625) (1836,69.12309265136719) (3768,69.02865600585938) (2039,69.01847076416016) (69,68.87556457519531) (69,68.87556457519531) (1019,68.82597351074219) (1004,68.80711364746094) (1014,68.72362518310547)
360: (2244,79.16743469238281) (5353,78.45616912841797) (4344,77.91645050048828) (18108,77.79010772705078) (18101,77.75064849853516) (2247,77.567138671875) (5515,77.56702423095703) (1029,77.5414810180664) (11193,77.51275634765625) (5074,77.50442504882812) (1548,77.41116333007812) (12854,77.21760559082031) (18109,77.16746520996094) (18654,77.16189575195312) (5348,77.097900390625) (1226,77.08036041259766) (18646,77.06139373779297) (13303,77.06082153320312) (18640,77.01533508300781) (12736,77.00838470458984)
