userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,74.55168914794922) (187,73.03765869140625) (51,72.87222290039062)* (1713,72.80648803710938) (3501,72.65637969970703) (1073,72.46194458007812) (157,72.06377410888672) (238,71.9781265258789) (1098,71.9620361328125) (1394,71.91475677490234) (1795,71.90744018554688) (3992,71.90199279785156) (511,71.79154205322266) (1014,71.66934204101562) (1379,71.54679870605469) (1892,71.3944091796875) (70,71.37683868408203)* (175,71.3460693359375) (61,71.24837493896484)* (59,71.24139404296875)*
304: (72,79.4717025756836)* (72,79.4717025756836)* (1298,78.87857818603516) (10839,78.69197845458984) (3290,78.47352600097656) (450,78.38482666015625)* (59,78.26922607421875) (1062,78.2453384399414) (1075,77.91839599609375)* (441,77.80635833740234) (6920,77.79240417480469) (1376,77.70809936523438) (166,77.68498992919922) (182,77.52294158935547) (154,77.41858673095703) (32,77.31776428222656) (1375,77.23574829101562) (4138,77.20620727539062) (171,77.20409393310547)* (11155,77.107666015625)
305: (913,74.03062438964844) (1042,73.20233154296875)* (468,73.1751480102539) (257,73.00617218017578) (301,72.91553497314453) (314,72.6329345703125) (701,72.58729553222656)* (907,72.46631622314453) (455,72.44060516357422) (461,72.34828186035156)* (320,72.25865173339844) (299,72.23738098144531)* (349,72.22640228271484) (292,72.21966552734375)* (325,72.12237548828125) (291,71.97322082519531) (1452,71.54063415527344) (458,71.496337890625) (1455,71.47901153564453) (531,71.42618560791016)
306: (1104,67.5068359375) (3047,66.98397827148438) (475,66.95341491699219) (3046,66.93743896484375) (157,66.91986846923828) (67,66.74488830566406)* (67,66.74488830566406)* (190,66.5671615600586) (187,66.49609375)* (77,66.44721984863281) (77,66.44721984863281) (1099,66.317626953125) (7874,66.29251098632812) (1795,66.26919555664062) (75,66.24185180664062)* (75,66.24185180664062)* (3053,66.19916534423828) (6245,66.13561248779297) (173,66.04644775390625) (198,65.96449279785156)
307: (6092,81.23111724853516) (11193,81.10661315917969) (5329,81.05817413330078) (5332,81.0365982055664) (5360,80.8664321899414)* (778,80.81684112548828) (2504,80.77000427246094) (11948,80.73619842529297) (13651,80.72127532958984) (13652,80.61832427978516) (2668,80.50457000732422) (777,80.33446502685547) (13655,80.30770874023438) (9353,80.27165222167969) (12337,80.2546615600586) (6052,80.22855377197266) (1256,80.16352081298828) (6405,80.09950256347656) (13649,80.09341430664062) (5074,80.08756256103516)
308: (198,72.01715850830078)* (1672,71.63468933105469)* (1044,71.54743957519531) (918,71.13070678710938)* (503,70.8030014038086) (1339,70.68729400634766) (978,70.51380157470703) (2664,70.47843170166016) (843,70.43109130859375) (2346,70.33849334716797)* (377,70.33817291259766) (1145,70.32038116455078) (957,70.22640991210938) (230,70.1031723022461) (1406,69.9105453491211) (841,69.87247467041016) (176,69.77299499511719) (1854,69.76751708984375) (710,69.73583984375) (517,69.64423370361328)
310: (7868,63.77667236328125) (288,63.65394592285156)* (9684,63.62641143798828) (4564,63.607452392578125) (3713,63.497379302978516) (4814,63.48878860473633) (466,63.163848876953125)* (295,63.016517639160156) (300,62.98096466064453)* (3404,62.846038818359375) (907,62.7719841003418) (317,62.743953704833984)* (1379,62.66189956665039) (7340,62.588417053222656) (914,62.575679779052734) (531,62.54180908203125)* (526,62.48601150512695) (4765,62.47213363647461) (333,62.46485137939453) (332,62.45191955566406)
311: (4205,72.65113067626953) (12071,72.52691650390625) (190,72.38470458984375) (12075,72.31554412841797) (12069,72.28790283203125) (227,71.9989242553711) (12026,71.9515151977539) (8584,71.78752899169922) (159,71.76438903808594) (12077,71.72499084472656) (15165,71.66925048828125) (8047,71.5531997680664) (6214,71.50386810302734) (12076,71.40731811523438) (12070,71.37480163574219) (697,71.33589935302734) (429,71.2591781616211) (12078,71.25596618652344) (14337,71.23684692382812) (3298,71.19795227050781)
312: (2101,76.17497253417969) (397,75.65201568603516) (2097,74.3790283203125)* (374,74.20713806152344) (2118,73.53424835205078) (8390,73.4298095703125) (5574,73.41044616699219)* (400,73.3170166015625) (10548,73.13811492919922) (344,72.81580352783203) (10547,72.68685150146484) (3982,72.5779037475586) (3573,72.5707778930664) (379,72.51573181152344) (2115,72.42066955566406) (4980,72.3962631225586) (5089,72.24087524414062)* (2089,72.23020935058594) (10247,72.16862487792969) (386,72.12490844726562)
313: (1358,81.11647033691406) (2963,81.09201049804688) (1339,80.99024200439453)* (7100,80.94481658935547) (2069,80.75753021240234) (2838,80.51209259033203) (1263,80.46936798095703) (1338,80.41773986816406) (707,80.38566589355469) (955,80.36676025390625) (1343,80.31730651855469) (176,80.28128814697266)* (954,80.2753677368164) (13,80.26510620117188) (957,80.23858642578125) (4341,80.18243408203125) (1797,80.16862487792969) (4137,80.09919738769531) (949,80.09111022949219) (918,80.07705688476562)*
314: (2080,67.73590087890625) (708,66.69025421142578) (1045,66.01145935058594) (333,65.95162963867188)* (1241,65.93434143066406) (1247,65.8018569946289) (5772,65.71440887451172) (3332,65.5810546875) (1775,65.55256652832031) (542,65.4854965209961) (705,65.4765853881836) (3074,65.42219543457031) (439,65.35751342773438) (289,65.21800994873047) (378,65.18537139892578)* (966,65.17491912841797)* (283,65.16893768310547) (4709,65.12617492675781) (1043,65.11786651611328) (6480,65.11709594726562)
315: (298,67.6759033203125)* (228,67.62322235107422)* (234,67.2943344116211) (1400,67.20356750488281) (425,66.84517669677734) (716,66.8205337524414) (903,66.69551086425781)* (333,66.53165435791016) (432,66.41847229003906) (1048,66.3628158569336) (498,66.25740051269531) (969,66.19779205322266) (466,66.16687774658203) (538,66.1310806274414) (486,66.03555297851562)* (704,65.9964828491211) (154,65.9400863647461)* (295,65.91249084472656) (288,65.8812484741211) (67,65.81375122070312)
316: (1104,71.16697692871094)* (7639,71.03471374511719) (1099,71.02936553955078) (7,70.69312286376953) (198,70.53556823730469)* (978,70.22662353515625) (768,69.95940399169922) (504,69.95541381835938) (233,69.85157012939453) (826,69.83187103271484) (10859,69.7844467163086) (758,69.77171325683594) (808,69.75687408447266) (512,69.68572998046875) (489,69.63870239257812)* (234,69.63516998291016) (779,69.58648681640625) (1704,69.5562744140625) (2,69.52569580078125) (173,69.50286865234375)
317: (706,71.80340576171875)* (728,71.30400085449219) (2265,71.04499816894531) (982,70.87065887451172) (599,70.80998229980469)* (1415,70.74589538574219) (951,70.70183563232422) (4369,70.61921691894531) (733,70.44905090332031) (3302,70.42234802246094) (1416,70.41632080078125) (712,70.41212463378906) (857,70.33687591552734)* (190,70.3180160522461) (2857,70.30123901367188) (1814,70.27354431152344) (730,70.2535171508789) (1244,70.21312713623047)* (5020,70.0917739868164) (10412,70.02967834472656)
318: (333,71.49170684814453) (300,71.47384643554688)* (289,71.04044342041016)* (288,71.03446197509766) (295,70.9779281616211) (679,70.67992401123047) (292,70.62250518798828) (344,70.58036804199219) (67,70.4855728149414)* (67,70.4855728149414)* (498,70.38597869873047) (461,70.16942596435547) (907,70.1204833984375) (1613,70.02316284179688)* (1037,69.93778991699219)* (903,69.84184265136719) (207,69.82139587402344) (458,69.82131958007812) (157,69.80138397216797) (56,69.79387664794922)
319: (412,71.04876708984375) (383,70.38077545166016)* (6997,70.35950469970703) (10804,70.14927673339844) (840,69.90733337402344) (4184,69.72228240966797) (3792,69.62480926513672) (4800,69.6014633178711) (3456,69.04485321044922) (11004,68.98561096191406) (1513,68.8011474609375) (5641,68.79243469238281)* (3333,68.6089096069336) (4504,68.46766662597656) (8945,68.35527801513672) (1406,68.31153869628906) (8947,68.22686004638672) (198,68.19134521484375) (4218,68.17003631591797) (4822,68.0925064086914)
320: (7148,79.01495361328125) (6397,78.8209228515625) (898,78.34577941894531) (227,78.1861572265625) (8670,78.17112731933594) (1491,78.15198516845703) (374,78.0425796508789) (718,77.93059539794922) (1130,77.91976165771484) (8210,77.59232330322266) (1121,77.5838394165039) (5605,77.53738403320312) (945,77.51927947998047) (1226,77.51359558105469) (9271,77.49436950683594) (11236,77.43367004394531) (1220,77.33776092529297) (1705,77.11026000976562) (3464,77.07097625732422) (4402,77.04621124267578)
321: (707,79.00569152832031) (1044,78.39068603515625) (923,78.36640930175781) (198,77.3647689819336) (1104,77.2905044555664) (504,77.17401123046875) (2961,77.06248474121094) (9961,76.76580810546875) (3244,76.70420837402344) (6490,76.66079711914062) (978,76.60812377929688) (1339,76.57477569580078) (957,76.51864624023438) (2143,76.4563980102539) (949,76.4417953491211) (1249,76.33723449707031)* (953,76.30207061767578) (1263,76.2255630493164) (843,76.14659881591797) (517,76.14552307128906)
322: (1613,66.7908935546875)* (1037,66.78523254394531)* (377,66.30648040771484) (9384,66.08877563476562) (306,66.04238891601562)* (2081,65.86033630371094) (1444,65.7002182006836) (330,65.34186553955078) (9684,65.23896026611328) (545,65.01962280273438) (1042,64.97228240966797)* (4617,64.89432525634766) (544,64.88117980957031) (289,64.80331420898438)* (14366,64.76384735107422) (547,64.69683837890625)* (1507,64.63719940185547) (5988,64.61369323730469) (1456,64.59965515136719) (531,64.55824279785156)
324: (917,79.67496490478516)* (841,79.12665557861328) (707,78.6651382446289)* (706,78.60613250732422)* (1249,77.78153228759766) (176,77.74718475341797) (947,77.37028503417969) (1366,77.33694458007812) (724,77.30777740478516)* (2343,77.23540496826172) (1527,77.18534088134766) (234,77.15398406982422) (1132,77.140625) (1535,77.13896942138672) (949,77.13584899902344) (954,77.12007904052734) (2342,77.03791809082031)* (3470,77.01612854003906)* (5157,76.99668884277344) (928,76.91645050048828)
325: (11191,80.38378143310547) (4297,80.17036437988281) (1326,79.93373107910156) (1314,79.76129150390625) (2166,79.18527221679688) (2154,79.18468475341797) (1296,79.04199981689453) (153,78.79574584960938) (1277,78.7942886352539) (1304,78.69734954833984) (2030,78.52918243408203) (758,78.52186584472656) (1292,78.25434875488281) (4876,78.21356964111328) (19,78.17185974121094) (1302,78.10636901855469) (37,78.09905242919922) (1321,77.94527435302734) (2678,77.90895080566406) (1323,77.71990203857422)
326: (289,65.54302978515625) (701,65.3354263305664) (333,65.15482330322266)* (300,65.0965347290039) (89,65.09523010253906)* (157,65.037841796875) (461,64.68512725830078) (966,64.68318939208984) (161,64.43181610107422) (498,64.35665893554688) (291,64.34449005126953)* (302,64.19105529785156) (344,64.1149673461914) (466,64.05387115478516) (1475,64.03348541259766) (283,63.828033447265625)* (265,63.69712829589844) (802,63.686317443847656) (2080,63.68033981323242)* (55,63.675174713134766)
327: (1601,72.1312026977539) (67,72.04659271240234)* (67,72.04659271240234)* (328,72.0315933227539) (306,72.0042495727539) (907,71.83868408203125) (644,71.72589874267578) (296,71.61515045166016) (302,71.58317565917969) (333,71.56890869140625) (3795,71.2554702758789) (1009,71.13011169433594) (161,71.03890991210938) (291,70.9510269165039) (535,70.92005920410156) (349,70.91695404052734) (346,70.77816009521484) (526,70.75262451171875) (301,70.73638916015625) (701,70.69355773925781)
328: (228,67.75283813476562) (154,67.44957733154297) (1390,67.3473892211914) (432,67.26976776123047) (425,67.21884155273438) (173,67.0798568725586) (1090,66.82857513427734) (217,66.76541900634766) (969,66.60272216796875) (210,66.45748138427734) (689,66.45486450195312) (1106,66.45059967041016) (225,66.40617370605469) (430,66.3965835571289) (703,66.36248779296875) (757,66.27667999267578) (533,66.02439880371094) (298,65.92155456542969) (1376,65.8370361328125) (1375,65.82066345214844)
329: (316,68.24758911132812)* (903,67.93091583251953) (157,67.85037994384766) (55,67.80135345458984)* (1934,67.57250213623047)* (300,67.46580505371094) (1464,67.44715881347656) (289,67.42304992675781)* (333,67.2829818725586) (701,67.17919921875)* (1243,67.13641357421875) (1556,67.04994201660156) (227,66.98262023925781) (182,66.86697387695312) (306,66.8576889038086) (679,66.84852600097656) (511,66.83106231689453) (3763,66.81263732910156) (3460,66.76761627197266) (265,66.67913818359375)
330: (300,72.75849914550781)* (288,71.59454345703125) (292,71.3912124633789) (464,71.32345581054688)* (291,71.08060455322266) (302,71.00992584228516) (680,71.00416564941406) (1047,70.80543518066406) (1246,70.73995971679688) (470,70.7387466430664) (908,70.70568084716797) (325,70.68904113769531)* (298,70.65257263183594) (1043,70.56062316894531) (209,70.45330810546875) (523,70.43070983886719) (318,70.3265609741211) (293,70.3073959350586) (951,70.30644226074219) (544,70.17951202392578)
331: (89,63.05379867553711)* (300,62.78025436401367)* (466,62.69843292236328)* (288,62.690494537353516) (289,62.681209564208984)* (470,62.548301696777344) (333,62.52341079711914) (461,62.24253463745117) (1461,62.147804260253906) (464,62.1342658996582) (691,62.07300567626953) (324,62.04408645629883) (5950,62.015724182128906) (5975,62.00674819946289) (679,61.99795150756836)* (3399,61.95311737060547) (3319,61.86101531982422) (344,61.832984924316406) (686,61.74540328979492) (4773,61.693702697753906)
332: (89,74.72098541259766) (67,73.5074691772461) (67,73.5074691772461) (295,73.2360610961914) (298,72.98187255859375) (289,72.93092346191406) (288,72.88838958740234) (679,72.83499908447266) (903,72.64168548583984) (466,72.54639434814453)* (344,72.34142303466797) (701,72.24576568603516) (157,72.02019500732422) (680,71.911865234375) (498,71.9097671508789) (65,71.73429870605469) (65,71.73429870605469) (461,71.58897399902344) (257,71.54244232177734) (972,71.49187469482422)
333: (3393,66.8930435180664) (283,66.73104858398438) (89,66.64384460449219) (300,66.56755828857422)* (802,66.34513092041016) (461,66.3092041015625) (333,66.28485107421875)* (2080,66.00244903564453) (542,65.91751861572266) (257,65.81301879882812) (261,65.79948425292969) (466,65.7408447265625)* (344,65.63078308105469) (646,65.5873031616211) (302,65.35043334960938)* (1775,65.34019470214844) (2082,65.32881927490234) (1771,65.27293395996094) (4709,65.19435119628906) (498,65.15210723876953)
334: (982,75.58816528320312)* (1513,75.5579833984375)* (857,75.1952896118164)* (1814,74.71401977539062) (220,74.6632080078125)* (412,74.66215515136719) (614,74.60643005371094) (706,74.41558074951172) (707,74.34587097167969) (207,74.24348449707031)* (709,73.96304321289062) (230,73.86044311523438) (533,73.67362213134766) (159,73.56483459472656) (173,73.54840850830078) (854,73.46879577636719)* (4821,73.44681549072266) (1412,73.41326904296875) (436,73.40840148925781) (441,73.38399505615234)
335: (333,69.60307312011719) (288,69.3277587890625)* (972,69.0992202758789) (302,68.85112762451172) (291,68.8364028930664) (466,68.69339752197266) (701,68.59947967529297) (157,68.5615005493164) (161,68.39855194091797) (257,68.35771942138672)* (328,68.31785583496094) (377,68.23881530761719) (265,68.23433685302734) (679,68.22642517089844)* (344,68.16924285888672) (306,68.11476135253906) (498,67.97284698486328) (1114,67.93028259277344) (316,67.91072082519531)* (310,67.89373779296875)
336: (1401,73.53726959228516) (2824,73.27178955078125) (7079,73.10428619384766) (755,73.0859375)* (9766,72.92637634277344) (2605,72.88784790039062) (174,72.4920425415039) (2174,72.43329620361328) (4734,72.13056182861328) (777,71.95384216308594) (603,71.81885528564453) (1236,71.8017807006836) (233,71.73771667480469) (8782,71.70552062988281) (4852,71.68048858642578) (2716,71.59609985351562) (107,71.59294891357422) (2820,71.54320526123047) (5069,71.44375610351562) (4863,71.42294311523438)
337: (1254,77.15733337402344) (732,76.51103973388672) (5695,76.08575439453125) (2343,75.78160095214844) (1257,75.7724609375) (2787,75.70099639892578) (1525,75.69722747802734) (706,75.649658203125) (2033,75.4831314086914) (1366,75.46574401855469) (1276,75.3700942993164) (1369,75.3453598022461)* (1344,75.30001068115234) (10773,75.1772689819336) (286,75.15425872802734) (1260,75.14759826660156) (176,75.05441284179688) (10776,75.04053497314453) (1251,75.01781463623047) (1353,75.00979614257812)
338: (72,72.3944320678711) (72,72.3944320678711) (1104,71.75164031982422) (51,71.51668548583984)* (7,71.09904479980469) (1079,70.86284637451172) (475,70.56588745117188) (55,70.41773223876953) (951,70.40460205078125) (706,70.3617172241211) (959,70.29246520996094) (707,70.24673461914062) (1513,70.18108367919922) (534,70.04013061523438) (857,69.97848510742188) (295,69.88735961914062) (599,69.79149627685547)* (917,69.76254272460938)* (234,69.72835540771484) (59,69.71409606933594)
339: (466,71.15591430664062)* (333,70.38591003417969)* (464,70.09181213378906) (1032,70.06000518798828) (680,70.02747344970703) (701,69.61746215820312)* (349,69.60560607910156)* (291,69.5438232421875)* (1452,69.09190368652344) (344,68.97945404052734) (1034,68.8189468383789) (1037,68.72990417480469) (293,68.6998291015625)* (352,68.67928314208984) (475,68.64119720458984) (790,68.62419891357422) (913,68.5650634765625) (528,68.36245727539062) (802,68.29479217529297) (2020,68.28535461425781)*
340: (475,71.86286163330078) (1052,71.16413116455078) (157,71.02042388916016) (2179,70.81048583984375) (1613,70.62867736816406) (331,70.49374389648438) (220,70.44515991210938) (2226,70.37877655029297) (161,70.24485778808594) (538,70.21366882324219) (65,70.21280670166016) (65,70.21280670166016) (292,70.20099639892578)* (298,70.14525604248047) (377,70.01412200927734) (230,69.99492645263672) (330,69.97530364990234) (291,69.85679626464844) (329,69.85335540771484) (903,69.83995056152344)*
341: (16437,77.59671783447266) (13478,77.35070037841797) (6345,76.29067993164062) (18174,76.28384399414062) (2771,76.18582916259766) (2679,76.16079711914062) (1969,76.12384796142578) (18170,76.02009582519531) (18176,76.01689910888672) (10516,76.0041732788086) (2685,75.98596954345703) (18164,75.9394302368164) (18166,75.90070343017578) (7476,75.89875793457031) (1120,75.89372253417969) (18160,75.88640594482422) (18167,75.87657928466797) (18165,75.842529296875) (10676,75.79512023925781) (9458,75.79498291015625)
342: (227,73.08383178710938)* (441,72.73294830322266) (173,72.40113830566406)* (1098,72.25665283203125) (56,72.11328125) (56,72.11328125) (234,72.09773254394531) (65,72.07547760009766) (65,72.07547760009766) (418,72.04652404785156) (203,72.04325103759766) (228,71.97196960449219) (599,71.80416107177734)* (1400,71.70342254638672) (709,71.69440460205078) (1390,71.64430236816406) (207,71.59920501708984)* (1504,71.56310272216797) (432,71.54515838623047)* (298,71.49034118652344)
343: (917,75.73385620117188)* (707,75.27350616455078)* (176,73.12655639648438) (614,72.99552154541016) (841,72.99236297607422) (952,72.84313201904297) (198,72.68257141113281) (959,72.56564331054688) (1527,72.56434631347656) (2834,72.55252838134766) (163,72.50799560546875) (220,72.41256713867188) (854,72.39678192138672) (1513,72.23435974121094) (868,72.20911407470703) (957,72.16551208496094) (1810,72.12948608398438)* (3470,72.0868911743164)* (920,72.00747680664062) (562,71.9781723022461)
344: (3280,74.39212036132812) (72,74.21633911132812) (72,74.21633911132812) (59,73.56658935546875) (6075,73.479736328125) (3893,73.46062469482422) (12820,73.32861328125) (6221,73.32523345947266) (7878,73.19837951660156) (1707,72.9286880493164) (81,72.5549087524414) (11489,72.35556030273438) (2289,72.32920837402344) (154,72.32832336425781) (1897,72.28931427001953) (238,71.92732238769531) (6074,71.89757537841797) (1001,71.82398986816406) (4649,71.81938171386719) (6582,71.81666564941406)
345: (208,73.16686248779297) (3771,71.47306823730469) (441,71.36196899414062) (3371,71.32793426513672) (969,71.30707550048828)* (229,71.23664855957031) (65,71.16200256347656) (65,71.16200256347656) (1090,71.11846923828125) (228,71.0869140625) (420,71.0572280883789) (1390,71.04705810546875) (1520,70.88399505615234) (159,70.83329010009766) (9160,70.7858657836914) (1048,70.71945190429688)* (2818,70.6463623046875) (8587,70.61339569091797) (190,70.57566833496094)* (7324,70.51528930664062)
346: (1400,74.25967407226562) (56,73.55614471435547) (56,73.55614471435547) (227,73.26148986816406) (228,72.93038177490234)* (298,72.53630828857422) (1246,72.37077331542969) (498,72.28594207763672) (159,71.98018646240234) (716,71.91134643554688) (1513,71.855712890625) (533,71.7015609741211) (65,71.50460052490234) (65,71.50460052490234) (706,71.39183044433594) (599,71.37439727783203) (1807,71.37371063232422) (154,71.32341766357422) (1239,71.3021240234375) (209,71.27356719970703)*
347: (501,74.35676574707031) (540,74.1901626586914) (2661,74.1763916015625) (1186,73.57505798339844) (1863,73.48391723632812) (1866,73.47543334960938) (209,73.44712829589844) (460,73.32393646240234) (1091,73.21066284179688) (536,73.19206237792969) (4179,73.09968566894531) (1406,72.96271514892578) (808,72.90640258789062) (3563,72.86094665527344) (830,72.81309509277344) (5310,72.80973052978516) (507,72.79949951171875) (816,72.7250747680664) (1859,72.71478271484375) (1650,72.64456176757812)
348: (344,69.63240814208984)* (691,68.85065460205078)* (681,68.32310485839844)* (470,68.10907745361328) (324,68.10166931152344) (333,68.0560531616211) (300,67.78262329101562) (679,67.627197265625) (686,67.6186752319336) (466,67.59346771240234)* (464,67.46692657470703) (2982,67.3431625366211) (1459,67.25813293457031) (1038,67.23532104492188) (1447,67.18482971191406) (89,67.11953735351562)* (1043,67.02638244628906)* (498,67.02194213867188)* (528,66.96159362792969) (291,66.96041107177734)
349: (768,69.40044403076172) (779,69.1422348022461) (1191,69.09490203857422) (4181,68.81533813476562) (6027,68.76942443847656) (3040,68.14556884765625) (3028,67.33342742919922) (6016,67.3265609741211) (1541,67.30093383789062) (1187,67.25460815429688) (6840,67.21731567382812) (2204,67.09443664550781) (5730,67.0804443359375) (5753,66.97462463378906) (2715,66.86868286132812) (816,66.81777954101562) (3817,66.80986022949219) (2830,66.79800415039062) (757,66.77998352050781)* (6850,66.7613525390625)
350: (299,69.13126373291016) (288,69.07450103759766)* (292,68.93595886230469)* (289,68.91160583496094)* (523,68.4835205078125) (701,68.39933776855469)* (300,68.0264663696289)* (302,67.92513275146484) (360,67.8888931274414) (461,67.88140106201172)* (794,67.81649017333984) (340,67.69810485839844)* (157,67.69735717773438) (913,67.61212158203125) (679,67.57119750976562) (352,67.53103637695312)* (791,67.4938735961914) (525,67.4601821899414) (790,67.44867706298828)* (802,67.44247436523438)*
351: (10683,71.3282241821289) (89,70.60163879394531) (498,70.12989044189453)* (5950,70.08688354492188) (2435,70.02960968017578) (466,69.89970397949219) (680,69.7967300415039) (691,69.73542785644531) (470,69.6929931640625) (1047,69.29569244384766)* (291,69.23236846923828) (524,69.21143341064453) (289,69.1321792602539) (288,69.11534118652344) (2981,69.0973129272461)* (292,69.07070922851562) (690,69.0391845703125) (548,68.97819519042969) (1043,68.87530517578125) (689,68.80802154541016)
352: (292,75.54515838623047)* (378,75.40003967285156) (291,74.95195007324219) (157,74.9494400024414) (55,74.89595794677734) (65,74.87169647216797) (65,74.87169647216797) (466,74.84062194824219)* (377,74.62574768066406) (298,74.6041259765625) (679,74.49281311035156)* (903,74.38396453857422) (316,74.29998016357422) (190,74.17344665527344) (310,74.05241394042969) (329,73.98905944824219) (475,73.9126205444336) (257,73.86595916748047) (301,73.84750366210938) (349,73.79464721679688)
353: (7340,67.36639404296875) (468,66.84171295166016)* (309,66.74948120117188) (89,66.54258728027344)* (317,66.50727844238281) (314,66.50139617919922)* (349,66.46048736572266)* (1613,66.30317687988281)* (3317,66.21159362792969) (458,66.03059387207031) (10608,66.02721405029297) (299,66.02105712890625) (352,65.98705291748047) (330,65.9256591796875) (308,65.8026351928711) (310,65.79592895507812) (302,65.74044036865234) (301,65.67511749267578) (291,65.64918518066406) (239,65.63227844238281)
354: (288,70.5880126953125)* (289,70.51412200927734)* (5684,70.48006439208984) (161,70.45895385742188) (292,70.36962890625)* (4767,70.29429626464844) (1009,70.29088592529297) (67,70.16093444824219) (67,70.16093444824219) (907,70.13912963867188) (1576,70.135498046875) (912,70.1289291381836) (302,70.10298156738281) (2803,70.0955581665039) (4923,70.0822525024414) (55,70.0499267578125) (4024,70.01888275146484) (290,69.99903869628906) (374,69.96969604492188) (7340,69.94564056396484)
355: (498,74.11446380615234) (333,73.34748077392578) (1180,72.84925079345703) (1043,72.7651596069336) (378,72.6768798828125) (540,72.5704574584961) (687,72.53467559814453) (191,72.42176818847656)* (209,72.36082458496094) (481,72.19110870361328) (488,71.98486328125) (680,71.96233367919922)* (230,71.8868637084961) (2978,71.84208679199219) (499,71.83414459228516) (536,71.82524108886719) (1874,71.81538391113281) (691,71.7808837890625) (500,71.77545166015625) (475,71.76786041259766)
356: (8684,67.02025604248047) (2204,66.8763198852539) (2203,65.4592514038086) (5961,65.20294189453125) (4014,65.09990692138672) (2617,64.82487487792969) (4774,64.77317810058594) (4550,64.36833953857422) (5135,64.30309295654297) (14449,64.27629852294922) (6840,64.25950622558594) (4168,64.22061920166016) (9771,64.20117950439453) (14444,64.08952331542969) (14448,64.01847076416016) (4181,63.97767639160156) (11393,63.94099426269531) (11295,63.811519622802734) (9181,63.803897857666016) (9772,63.73822784423828)
357: (1075,70.67124938964844) (7324,70.15247344970703) (84,69.36681365966797)* (757,69.26119995117188) (173,69.19837951660156) (432,69.09947967529297) (1379,69.03479766845703) (1986,68.99986267089844) (703,68.92894744873047)* (190,68.58594512939453) (3411,68.54609680175781) (208,68.49555969238281) (7326,68.40753936767578) (3771,68.3554916381836) (2587,68.35547637939453) (8674,68.34274291992188) (2582,68.32018280029297) (8587,68.3071060180664) (207,68.29766082763672) (1787,68.26779174804688)
358: (748,73.19477844238281) (2605,72.09925842285156)* (107,71.89581298828125) (2716,71.8639907836914) (238,71.85049438476562)* (757,71.37113952636719) (2668,70.7357177734375) (616,70.69544219970703) (1222,70.66051483154297) (154,70.65234375) (755,70.58740997314453) (744,70.54165649414062) (1969,70.53389739990234) (1099,70.53206634521484) (4316,70.5266342163086) (1401,70.49560546875) (1745,70.43787384033203) (56,70.41024017333984)* (56,70.41024017333984)* (4734,70.39056396484375)
359: (3832,74.64012908935547) (4649,74.32891845703125) (6708,74.13014221191406) (3920,74.0949935913086) (1014,73.89800262451172) (193,73.85687255859375) (994,73.8536376953125) (91,73.4559555053711) (6760,73.39421081542969) (153,73.31137084960938) (151,73.24967193603516) (1892,73.16709899902344) (175,73.13523864746094) (13154,73.06640625) (1707,72.90625762939453) (10017,72.90577697753906) (12733,72.85603332519531) (4976,72.68916320800781) (30,72.46623992919922) (68,72.45217895507812)*
360: (9013,71.6808090209961) (397,70.60610961914062) (395,70.42216491699219) (4253,70.36027526855469) (7148,70.20968627929688) (2104,70.18897247314453) (14324,70.06268310546875) (17715,69.83345794677734) (10228,69.65359497070312) (15338,69.52982330322266) (1123,69.52581787109375) (4105,69.46398162841797) (367,69.22843170166016) (5565,69.2227783203125) (4929,69.1674575805664) (754,69.15757751464844) (963,69.1222915649414) (2952,69.06326293945312) (406,69.0597915649414) (5391,68.96531677246094)
361: (288,66.74457550048828)* (701,66.34884643554688)* (300,66.11116027832031) (157,66.09697723388672) (333,65.7520523071289)* (461,65.6053466796875)* (265,65.5716323852539) (306,65.39935302734375) (466,65.32030487060547) (310,65.20381164550781)* (679,65.18113708496094) (455,64.99969482421875) (2523,64.97874450683594) (889,64.97122192382812) (161,64.95926666259766) (1464,64.8521957397461) (465,64.68999481201172) (1475,64.6883773803711) (251,64.63809204101562) (301,64.63236236572266)
362: (498,71.46876525878906)* (501,70.67759704589844) (377,70.24018859863281) (439,70.18858337402344)* (424,70.09221649169922) (1041,70.09042358398438) (1045,70.0760498046875) (2352,69.9083480834961) (3743,69.87962341308594) (1186,69.87605285644531) (537,69.536376953125) (499,69.53330993652344) (708,69.40291595458984) (6480,69.3337631225586) (5630,69.25204467773438) (3741,69.24042510986328) (705,69.08384704589844) (1046,68.97928619384766) (6132,68.88992309570312) (1241,68.80791473388672)*
363: (488,71.93932342529297)* (198,71.8974380493164) (1406,71.66778564453125) (412,71.57733154296875) (377,71.22625732421875) (500,71.10002899169922) (489,70.71269989013672) (1044,70.62886810302734) (209,70.46119689941406) (383,70.33268737792969) (220,70.20155334472656) (403,70.10545349121094) (813,70.07685852050781) (1180,70.0420150756836) (840,70.02569580078125) (4821,69.93453979492188) (537,69.85768127441406) (816,69.85588836669922) (1145,69.8409194946289) (2352,69.83810424804688)
