userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (51,65.89234924316406)* (1001,65.65420532226562) (187,64.37413024902344) (1073,64.36953735351562) (59,64.2488784790039)* (1824,64.08040618896484) (1014,64.03302764892578) (627,63.97802734375) (1836,63.826751708984375) (157,63.7722053527832) (3768,63.72329330444336) (4308,63.64678955078125) (1394,63.629295349121094) (1892,63.520938873291016) (3992,63.51335525512695) (70,63.407649993896484)* (175,63.354522705078125) (601,63.354087829589844) (193,63.33505630493164) (511,63.30375671386719)
352: (466,61.29994201660156)* (679,61.104801177978516)* (461,60.9683952331543) (680,60.652435302734375)* (291,60.65229415893555) (292,60.445396423339844)* (486,60.27483367919922) (324,60.170047760009766) (293,60.12506103515625)* (191,60.097747802734375) (377,60.037879943847656) (378,59.998756408691406) (298,59.87839889526367) (157,59.85636901855469) (1246,59.82682418823242) (475,59.82391357421875) (190,59.80862045288086) (209,59.7849006652832) (540,59.67376708984375) (230,59.66905975341797)
353: (299,72.0293197631836) (314,71.73846435546875)* (543,71.58087921142578) (1451,71.53083038330078) (349,71.4102783203125)* (317,70.9645767211914) (468,70.95468139648438)* (89,70.78801727294922)* (1444,70.75694274902344) (1456,70.74112701416016) (1457,70.51786041259766) (2990,70.48348999023438) (67,70.44892120361328) (67,70.44892120361328) (308,70.40259552001953) (301,70.36279296875) (161,70.33345794677734) (1051,70.20178985595703) (528,70.14140319824219)* (458,70.02372741699219)
354: (161,69.4783935546875) (288,69.3940658569336)* (292,69.37236022949219)* (289,68.84715270996094)* (701,68.7096939086914)* (1446,68.60128021240234) (6690,68.47653198242188) (306,68.46490478515625) (328,68.28301239013672) (1449,68.27131652832031) (660,68.23744201660156) (5988,68.18020629882812) (543,68.12252807617188) (1440,68.08794403076172) (327,68.05429077148438) (913,68.04985809326172) (55,68.00788879394531) (1444,67.9788818359375) (308,67.90047454833984) (12925,67.80436706542969)
355: (498,67.11128997802734) (209,66.3253402709961) (333,66.27928161621094) (540,66.21397399902344) (680,65.56686401367188)* (536,65.45913696289062) (291,65.31773376464844) (378,65.28016662597656) (499,65.22504425048828) (1246,65.20428466796875) (191,64.99481201171875)* (324,64.85050201416016) (816,64.80303955078125) (1179,64.79043579101562) (681,64.76252746582031) (488,64.74616241455078) (1180,64.72654724121094) (691,64.7166748046875) (2432,64.51528930664062) (3859,64.49478149414062)
356: (2204,68.78812408447266) (5968,68.57913208007812) (825,68.4060287475586) (2210,68.39761352539062)* (805,67.84429168701172) (5961,67.7652816772461) (5129,67.64513397216797) (2203,67.593994140625) (816,67.51075744628906) (4229,67.36425018310547) (5135,67.23194885253906) (1550,67.02616119384766) (1192,66.91256713867188) (1187,66.72966003417969) (13431,66.55963134765625) (2242,66.53424835205078) (4503,66.52674102783203) (2617,66.48979187011719) (2618,66.44474029541016) (4936,66.41329193115234)
357: (757,65.6222152709961) (84,65.38823699951172)* (4731,64.95153045654297) (1075,64.88026428222656) (8674,64.8724594116211) (432,64.863525390625) (3767,64.80502319335938) (4025,64.64353942871094) (7324,64.63338470458984) (1155,64.57215881347656)* (425,64.56847381591797) (8678,64.26753234863281) (2535,64.25221252441406) (1398,64.0853042602539) (2587,63.98902893066406) (2582,63.870216369628906) (208,63.85243225097656) (703,63.83181381225586)* (207,63.81681823730469) (4038,63.77817916870117)
358: (748,70.55726623535156) (2605,70.29060363769531)* (1745,69.94892120361328) (4316,69.28270721435547) (2667,69.23295593261719) (238,69.21724700927734)* (107,69.21155548095703) (4734,69.00521850585938) (1222,68.92695617675781) (757,68.81719207763672) (1099,68.79157257080078) (744,68.76481628417969) (2691,68.7110595703125) (56,68.53929901123047)* (56,68.53929901123047)* (3164,68.47126770019531) (1965,68.30543518066406) (2668,68.23199462890625) (1983,68.12997436523438) (616,68.09976196289062)
359: (994,60.21440887451172) (68,59.88453674316406)* (68,59.88453674316406)* (1885,59.75904846191406) (1014,59.65353012084961) (3966,59.64016342163086) (3768,59.54673385620117) (1018,59.37165832519531) (3289,59.299583435058594) (997,59.29457473754883) (995,59.14034652709961) (1019,59.00069046020508) (1900,58.94969940185547) (91,58.88084411621094) (1004,58.8071174621582) (193,58.57297897338867) (3832,58.32160568237305) (1892,58.25991439819336) (5254,58.14401626586914) (82,58.13877487182617)
360: (11146,74.09136962890625) (2952,73.82303619384766) (11147,73.63363647460938) (5353,73.53421783447266) (2244,72.70939636230469) (7203,72.11309814453125) (2312,72.01141357421875) (5352,72.00462341308594) (10912,71.87543487548828) (8436,71.70104217529297) (8425,71.5696029663086) (8450,71.28823852539062) (2225,71.25972747802734) (8452,71.1645736694336) (7530,71.0903091430664) (88,70.91146087646484) (65,70.88546752929688) (65,70.88546752929688) (15338,70.8780288696289) (12243,70.8758773803711)
361: (701,67.47187805175781)* (288,67.28692626953125)* (310,67.1693344116211)* (301,67.11164093017578) (300,66.86133575439453) (329,66.52500915527344) (251,66.48466491699219) (157,66.14279174804688) (333,66.13693237304688)* (306,65.99642944335938) (2523,65.7690200805664) (466,65.6426773071289) (265,65.56793975830078) (311,65.5534896850586) (1580,65.55313110351562) (679,65.49234771728516) (889,65.47056579589844) (461,65.43348693847656)* (465,65.4022445678711) (298,65.19291687011719)
362: (498,69.72793579101562)* (439,69.56172943115234)* (424,69.4518051147461) (982,69.23079681396484) (207,69.19508361816406) (220,69.19047546386719) (1045,68.92013549804688) (706,68.74703216552734) (714,68.73637390136719)* (234,68.5988540649414) (533,68.58502197265625) (6121,68.32797241210938)* (1672,68.22901916503906) (1041,68.1645736694336) (209,68.0834732055664) (470,68.08335876464844) (4850,67.99266052246094) (1048,67.95126342773438) (5630,67.94966888427734) (1241,67.71105194091797)*
363: (500,66.7188720703125) (198,66.03804779052734) (816,65.87434387207031) (813,65.8067626953125) (1180,65.54060363769531) (1044,65.531005859375) (1185,65.32546997070312) (377,65.29789733886719) (412,65.15522003173828) (209,65.07474517822266) (517,65.07229614257812) (4170,64.99578857421875) (2661,64.98014068603516) (486,64.9679183959961) (815,64.87213897705078) (1541,64.87161254882812) (779,64.86759948730469) (1116,64.86479187011719) (2850,64.86300659179688) (507,64.83251190185547)
364: (4079,59.926021575927734) (629,59.65811538696289) (205,59.529937744140625) (227,59.39839553833008)* (197,59.32896041870117) (222,59.30259323120117) (2424,59.28341293334961) (434,59.22217559814453) (199,59.13385009765625) (609,59.130523681640625) (622,59.083030700683594) (206,59.027435302734375) (604,58.99822998046875) (858,58.9603271484375) (2633,58.85576248168945) (1947,58.83274841308594) (1242,58.797420501708984) (219,58.615867614746094) (2629,58.55126190185547) (195,58.53072738647461)
365: (6588,65.29171752929688) (10333,64.57820892333984) (13318,64.55045318603516) (12599,64.36770629882812) (13033,64.03706359863281) (2026,63.686038970947266) (2470,63.649837493896484) (10672,63.5419921875) (10359,63.40229415893555) (7476,63.36663818359375) (613,63.34539794921875) (610,63.34242248535156) (16127,63.341556549072266) (4404,63.16655349731445) (9446,63.110252380371094) (1175,63.05979919433594) (2030,62.97914123535156) (4401,62.86205291748047) (7123,62.798683166503906) (7259,62.76546859741211)
366: (616,69.06749725341797)* (1504,67.18050384521484) (6151,67.09153747558594) (1969,66.89616394042969) (2542,66.75006866455078) (3299,66.60128021240234) (441,66.54287719726562) (1957,66.51924896240234) (197,66.45111083984375) (744,66.43875122070312) (621,66.40583801269531) (238,66.36555480957031) (6160,66.3454360961914) (444,66.25858306884766) (6581,66.13337707519531) (237,66.03349304199219) (1965,65.9962387084961) (2605,65.93778991699219) (3693,65.64154052734375) (4051,65.6199951171875)
367: (1186,62.480125427246094) (1866,62.440093994140625) (230,62.43266677856445) (808,62.40717697143555) (5310,61.93593978881836) (1406,61.713077545166016) (220,61.68159484863281) (1645,61.56975555419922) (234,61.42411804199219) (227,61.317710876464844) (198,61.27269744873047) (1672,61.229156494140625) (3333,61.15644454956055) (1046,61.15327835083008) (4821,61.14962387084961) (403,61.12679672241211) (1239,61.11253356933594) (1974,61.09190368652344) (207,60.99144744873047)* (1246,60.977317810058594)*
368: (1167,57.58798599243164) (604,57.09823226928711) (620,56.9213752746582) (6217,56.831207275390625)* (154,56.544219970703125) (8676,56.47246170043945) (1062,56.2424430847168) (5914,56.228782653808594) (59,56.22822189331055) (618,56.12164306640625) (81,56.088470458984375) (429,55.919857025146484) (615,55.78186798095703) (2139,55.69841003417969)* (433,55.67715835571289) (629,55.673091888427734) (3259,55.63912582397461) (199,55.58342742919922) (3884,55.55011749267578)* (8864,55.54867172241211)
369: (217,64.09198760986328)* (898,63.52465057373047) (1632,63.259033203125) (5547,63.226585388183594) (223,62.800498962402344) (425,62.69710159301758) (1389,62.67574691772461) (1390,62.66100311279297) (430,62.644737243652344) (65,62.642181396484375) (65,62.642181396484375) (154,62.569576263427734) (3616,62.55374526977539) (1378,62.50056076049805) (228,62.481117248535156) (1609,62.40785217285156) (1105,62.25242233276367) (1375,62.24296188354492)* (199,62.230342864990234)* (204,62.19661331176758)
370: (190,57.98631286621094) (154,57.63890838623047)* (173,57.429195404052734)* (961,57.35451126098633) (967,57.18620300292969) (182,57.180992126464844) (511,57.13383102416992)* (166,57.029300689697266) (229,56.863460540771484) (316,56.83648681640625) (204,56.83259201049805) (3057,56.78448486328125) (518,56.71459197998047) (1109,56.5925407409668) (378,56.57478332519531) (1098,56.427242279052734) (227,56.34077453613281) (178,56.31077575683594) (1118,56.292423248291016) (72,56.22289276123047)
371: (2747,66.43602752685547) (1330,66.3427963256836) (30,66.2503433227539) (6267,65.71315002441406) (11193,65.63151550292969) (754,65.62574005126953) (1066,65.5383529663086) (3046,65.51962280273438) (2101,65.49658203125) (151,65.43148040771484) (11826,65.37836456298828) (1711,65.30197143554688) (3047,65.28214263916016) (2935,65.24187469482422) (3056,65.11260986328125) (1292,65.00054931640625) (31,64.88687896728516) (2086,64.86477661132812) (1793,64.85127258300781) (707,64.7912368774414)
372: (726,68.80095672607422) (1859,68.79075622558594) (930,68.444091796875) (377,68.3646469116211)* (518,68.12101745605469) (378,67.90921020507812) (486,67.5892105102539) (3928,67.40971374511719) (2941,67.29389190673828) (497,67.24478912353516) (371,67.20115661621094) (198,67.16888427734375) (5082,67.13796997070312) (1044,67.06409454345703) (1339,67.03266906738281) (2940,67.02722930908203) (504,66.990234375) (1797,66.8450927734375) (955,66.75244140625) (2944,66.70475769042969)
375: (300,65.87767791748047)* (333,65.85411071777344) (466,65.72914123535156) (292,65.66153717041016)* (548,65.50520324707031) (291,65.35882568359375)* (55,65.344970703125) (3324,65.19486236572266) (298,65.16392517089844) (157,65.11534118652344) (701,65.04833984375) (294,65.04249572753906) (906,64.9983901977539) (296,64.96904754638672) (689,64.81266021728516) (310,64.70663452148438) (306,64.7012710571289)* (318,64.65423583984375)* (2094,64.5917739868164) (257,64.55614471435547)
376: (1369,68.19657897949219)* (1272,67.10717010498047) (1412,66.78860473632812) (1366,66.66726684570312) (9916,66.56641387939453) (11826,66.48643493652344) (732,66.3753890991211) (1992,66.32345581054688) (1360,66.04611206054688) (864,65.87177276611328) (881,65.8484115600586) (1104,65.75498962402344) (2935,65.73726654052734) (3289,65.70117950439453) (1119,65.61026763916016) (1535,65.57066345214844) (2746,65.53868103027344) (1372,65.53042602539062) (2347,65.46575164794922) (868,65.45117950439453)
377: (707,64.03816223144531) (843,63.833831787109375) (841,63.653987884521484)* (1274,63.067962646484375) (920,62.88389587402344)* (198,62.677494049072266) (954,62.67557907104492) (370,62.594688415527344) (2172,62.52452087402344) (812,62.49855422973633)* (1206,62.472110748291016) (1104,62.46184539794922) (1360,62.33591079711914) (163,62.281681060791016) (517,62.25149154663086) (1369,62.24262619018555) (234,62.08498764038086) (1281,62.07986831665039) (3719,62.048980712890625) (152,62.028141021728516)
378: (951,69.39810180664062)* (511,68.6880111694336) (77,68.48661041259766)* (77,68.48661041259766)* (2183,68.13793182373047) (538,68.1313247680664) (2783,68.03936767578125) (4031,67.9635009765625) (4130,67.83749389648438) (1464,67.8213882446289) (184,67.66242218017578) (734,67.56184387207031) (329,67.53366088867188) (728,67.50077056884766) (533,67.37063598632812)* (868,67.31285858154297) (455,67.28047180175781) (192,67.27896118164062) (1415,67.25616455078125)* (1122,67.25086975097656)*
380: (295,69.51416015625)* (288,69.29560852050781)* (701,69.08158111572266) (55,68.63226318359375) (289,68.45442199707031)* (301,68.26110076904297) (306,68.2554931640625) (310,67.88584899902344) (1451,67.85222625732422) (279,67.84469604492188) (300,67.80860137939453) (484,67.70899200439453) (327,67.68374633789062) (322,67.62651062011719) (4566,67.43452453613281) (157,67.30375671386719) (1936,67.28379821777344) (1937,67.22164916992188)* (251,67.18614196777344) (4576,67.0424575805664)
382: (3346,72.60421752929688) (6046,72.0937271118164) (271,71.93942260742188) (4723,71.72368621826172) (10656,71.72113037109375) (1963,71.31876373291016) (619,71.1262435913086)* (276,70.92605590820312)* (6887,70.82662963867188) (1614,70.5772933959961) (4896,70.38923645019531) (3827,70.34002685546875) (5191,69.97322082519531) (267,69.91356658935547) (8068,69.77972412109375) (2747,69.75614929199219) (460,69.60533905029297) (278,69.55799102783203) (8220,69.42422485351562) (13854,69.2468032836914)
383: (89,64.61779022216797) (486,64.0849609375) (300,63.720359802246094) (377,63.71617126464844) (228,63.70787811279297) (289,63.6639518737793) (1375,63.434574127197266) (298,63.41722869873047) (288,63.364219665527344) (689,63.32044219970703) (173,63.31855773925781) (679,63.31093978881836) (67,63.25773620605469) (67,63.25773620605469) (227,63.25678253173828) (378,63.19126892089844) (1246,63.14761734008789) (209,63.066566467285156) (475,63.05595016479492) (306,62.924415588378906)
385: (498,64.23629760742188)* (333,63.51377868652344)* (289,62.89900207519531)* (540,62.11638641357422) (681,62.07072448730469)* (1047,61.87369155883789) (209,61.767730712890625) (378,61.7205810546875) (306,61.71304702758789)* (377,61.70539093017578)* (298,61.62065887451172) (293,61.510162353515625) (538,61.478179931640625) (190,61.4433708190918)* (691,61.357948303222656) (295,61.33954620361328) (1034,61.27275085449219) (1377,61.26611328125)* (481,61.252281188964844) (701,61.16048049926758)
386: (1244,69.2433090209961) (227,69.01876068115234) (1249,68.90496826171875) (707,68.88966369628906)* (712,68.87100982666016) (951,68.78594207763672) (3427,68.77661895751953) (706,68.77532196044922) (220,68.77215576171875) (562,68.61032104492188) (728,68.54995727539062) (9820,68.47905731201172) (5249,68.3997802734375) (5375,68.37864685058594) (511,68.35778045654297) (1415,68.32646179199219) (234,68.09344482421875) (230,68.06159210205078)* (718,68.04336547851562) (1412,68.02234649658203)
387: (285,66.7765121459961) (2132,66.51748657226562) (9907,66.38175201416016) (271,66.18742370605469) (310,66.01178741455078) (5150,65.91934204101562) (1409,65.65930938720703)* (6914,65.64456176757812) (331,65.58330535888672) (247,65.5426025390625) (239,65.423828125) (298,65.3905029296875) (284,65.37581634521484) (5789,65.31922912597656)* (9905,65.26478576660156) (525,65.1932144165039) (485,65.19154357910156) (55,65.18244171142578) (9902,65.14385986328125) (535,65.12913513183594)
388: (198,69.94348907470703) (707,69.93647003173828) (917,69.91682434082031) (4912,69.54824829101562) (2634,69.24340057373047) (407,69.2412338256836)* (959,69.22673797607422) (2747,69.22553253173828) (945,69.20083618164062) (11754,69.18545532226562) (7,69.18330383300781) (963,69.154541015625) (475,69.0678482055664) (5073,68.98670196533203) (12141,68.94437408447266) (1249,68.94217681884766) (3827,68.91230010986328) (234,68.84358978271484) (63,68.79967498779297) (63,68.79967498779297)
390: (295,66.85246276855469)* (349,66.47319030761719) (257,65.58320617675781)* (913,65.20521545410156) (161,65.18111419677734) (461,64.93603515625)* (301,64.7393569946289) (523,64.70222473144531)* (352,64.70037078857422) (328,64.62605285644531)* (525,64.59923553466797) (310,64.5329360961914) (320,64.50178527832031) (329,64.4713134765625) (790,64.40333557128906) (318,64.39765167236328) (327,64.38040161132812) (157,64.34100341796875) (326,64.34020233154297) (285,64.25052642822266)
391: (45,60.04784393310547) (2622,59.66815948486328) (2101,59.5570182800293) (1853,59.484928131103516) (768,59.43437957763672) (1183,59.30546569824219) (6008,59.29939651489258) (497,59.204002380371094) (2086,59.18301010131836) (8,59.18128204345703) (6558,59.10231018066406) (498,59.02445602416992)* (4995,58.98278045654297) (10583,58.973182678222656) (687,58.954559326171875)* (537,58.9513053894043) (493,58.93506622314453)* (4491,58.88381576538086) (1035,58.78915023803711) (6547,58.78185272216797)
392: (289,64.3641586303711)* (67,64.1077651977539)* (67,64.1077651977539)* (300,63.817771911621094) (291,63.80521774291992)* (184,63.525421142578125) (298,63.514373779296875) (344,63.505828857421875)* (288,63.432655334472656)* (295,63.293296813964844) (310,63.27228927612305) (1243,63.22956848144531) (701,63.06703186035156) (301,62.933258056640625) (55,62.85182189941406) (355,62.608856201171875) (525,62.59668731689453) (329,62.594303131103516) (538,62.55094909667969) (466,62.492042541503906)
393: (230,58.376461029052734) (65,58.12260055541992)* (65,58.12260055541992)* (533,58.12251281738281) (220,58.091365814208984) (1375,57.91868591308594) (982,57.874393463134766) (229,57.83436965942383) (154,57.76518630981445) (217,57.67781448364258) (228,57.61782455444336) (498,57.58681869506836) (412,57.583187103271484) (683,57.47612762451172) (540,57.40436553955078) (182,57.339866638183594) (511,57.32993698120117) (614,57.22323989868164) (1246,57.05015563964844) (486,57.047672271728516)*
394: (439,67.04826354980469) (1553,66.39805603027344) (714,66.07672119140625) (10460,65.60610961914062) (3383,65.52921295166016) (6120,65.40969848632812) (705,65.34967041015625) (3741,65.20360565185547) (1755,65.14102172851562) (1241,65.05464935302734) (3379,65.02924346923828) (6472,65.00485229492188)* (7093,64.8469009399414) (220,64.83513641357422) (1766,64.82763671875) (708,64.82662200927734) (1768,64.75489807128906) (3389,64.64823150634766) (7094,64.587158203125) (3395,64.55859375)
395: (1547,71.23716735839844)* (846,70.24343872070312)* (923,69.640869140625) (953,69.63340759277344) (2211,69.20235443115234) (842,69.16267395019531) (841,68.98971557617188)* (707,68.63990020751953) (5666,68.62944793701172) (2381,68.59233856201172) (9961,68.57685852050781) (2835,68.56982421875) (503,68.54960632324219)* (2961,68.52120971679688) (25,68.50003051757812) (806,68.49280548095703) (839,68.48489379882812) (815,68.316650390625)* (2744,68.24981689453125) (837,68.22232818603516)
396: (63,70.38570404052734) (63,70.38570404052734) (384,70.33499908447266) (151,69.94669342041016) (3992,69.8217544555664) (175,69.58707427978516) (1800,69.31749725341797) (4990,69.22235870361328) (3863,69.22232055664062) (3047,69.13429260253906) (4987,68.8675537109375) (727,68.80155944824219) (187,68.29362487792969) (5073,68.22441101074219) (12315,68.13861083984375) (389,68.0799789428711) (4988,67.9992446899414) (4912,67.99058532714844) (4928,67.88491821289062) (2044,67.85631561279297)*
397: (72,63.51936721801758)* (72,63.51936721801758)* (51,61.88803482055664)* (187,61.612796783447266) (173,61.22465896606445) (1295,61.099185943603516) (190,60.93648147583008)* (1075,60.79505157470703) (515,60.7699089050293) (450,60.512542724609375) (59,60.44945526123047) (159,60.40187454223633) (89,60.296630859375) (1713,60.23891830444336)* (1707,60.13666534423828) (3183,60.108028411865234) (32,60.095699310302734) (1534,60.08080291748047) (1886,60.059112548828125) (3988,59.996673583984375)
398: (429,61.44343948364258) (196,61.440643310546875) (418,61.37471389770508) (1424,61.18045425415039) (533,61.17979431152344)* (424,61.13768005371094) (59,61.02195358276367) (436,60.99636459350586) (207,60.91154861450195)* (1090,60.7922248840332) (199,60.63662338256836)* (159,60.61720275878906) (416,60.517578125) (228,60.37622833251953) (715,60.358280181884766) (65,60.19554901123047) (65,60.19554901123047) (190,60.16049575805664) (88,59.910316467285156)* (226,59.90658950805664)*
399: (466,65.20599365234375)* (295,65.12809753417969)* (349,64.58086395263672) (306,64.41201782226562) (325,64.39582061767578) (544,64.14645385742188) (523,63.95196533203125) (161,63.9337043762207) (528,63.932884216308594) (681,63.91240692138672) (543,63.877105712890625) (679,63.85389709472656) (293,63.719642639160156) (464,63.704803466796875) (908,63.6151237487793) (458,63.464378356933594) (386,63.462825775146484) (498,63.4528694152832) (704,63.44773864746094) (55,63.398006439208984)
400: (288,68.18363189697266)* (466,67.97599792480469)* (344,67.02938842773438) (299,67.02743530273438)* (528,66.95606994628906)* (325,66.88453674316406)* (458,66.8538818359375) (349,66.7435531616211) (679,66.6851806640625) (543,66.66493225097656) (318,66.61990356445312)* (352,66.48453521728516) (1042,66.37556457519531) (257,66.30486297607422) (2020,66.27772521972656) (790,66.26262664794922) (1452,66.25643157958984) (797,66.19385528564453) (327,66.06754302978516) (704,66.05545806884766)*
401: (1041,67.89486694335938)* (6120,67.45643615722656) (1672,67.2818832397461) (5630,67.2197494506836) (439,66.96308135986328) (4164,66.85919189453125) (1045,66.74311065673828) (932,66.5639419555664)* (4823,66.56050872802734) (2080,66.54802703857422) (500,66.53303527832031)* (714,66.48296356201172) (982,66.43951416015625) (924,66.43289947509766) (4850,66.3713607788086) (7328,66.20526885986328) (4834,66.17581176757812) (706,66.12830352783203)* (6132,66.10237884521484) (198,65.97779846191406)
402: (1372,67.5846939086914)* (724,67.0736083984375)* (614,66.41704559326172) (868,66.40100860595703)* (2342,66.35318756103516) (1426,66.09351348876953) (176,65.9021987915039) (2787,65.88602447509766) (220,65.75624084472656) (854,65.67304229736328) (2901,65.66885375976562) (198,65.58467864990234) (1110,65.58099365234375) (1206,65.54839324951172) (1803,65.48028564453125) (1974,65.4403076171875) (4124,65.30230712890625) (954,65.17628479003906) (710,65.11273193359375) (383,65.0918960571289)
403: (300,61.18368911743164)* (333,60.66365051269531) (487,60.15930938720703)* (679,59.89742660522461) (486,59.836669921875) (689,59.772037506103516) (1034,59.666847229003906) (2521,59.64342498779297) (298,59.55859375) (324,59.52141189575195) (680,59.489540100097656)* (690,59.4715690612793) (548,59.4593505859375) (3196,59.38530349731445) (532,59.339630126953125) (972,59.26531219482422) (681,59.26362609863281) (3324,59.153560638427734) (295,59.13172912597656) (6448,59.10157012939453)
404: (412,65.40046691894531)* (1866,65.39820098876953) (501,64.25122833251953) (3398,64.18863677978516) (488,63.973876953125) (498,63.861026763916016) (1650,63.854461669921875) (472,63.823673248291016) (1645,63.80641174316406) (2661,63.76610565185547) (198,63.76423645019531) (497,63.759437561035156) (2841,63.74264144897461) (1180,63.70207977294922) (816,63.65772247314453) (1145,63.63282775878906) (403,63.519561767578125) (540,63.486331939697266) (371,63.350643157958984) (220,63.34000778198242)
405: (4566,70.07304382324219)* (484,69.42684173583984) (3314,69.32500457763672) (322,69.20928192138672)* (332,69.20829772949219) (327,69.08594512939453) (301,69.06033325195312) (6562,69.01411437988281)* (241,68.9945068359375) (3318,68.7591781616211) (292,68.67318725585938)* (913,68.6209487915039)* (468,68.58306121826172) (701,68.40745544433594) (308,68.39457702636719) (306,68.32768249511719) (331,68.26807403564453)* (309,68.26708984375) (525,68.04832458496094)* (330,67.98458862304688)
406: (188,63.39350509643555)* (1110,63.33612060546875)* (607,63.263526916503906) (1134,62.70316696166992) (920,62.53876495361328)* (4675,62.35361862182617)* (5299,62.03789138793945) (2013,62.01023864746094) (917,61.97151184082031) (1372,61.949684143066406) (1119,61.919151306152344) (1425,61.87258529663086)* (3431,61.78907012939453) (1123,61.76267623901367) (2006,61.69640350341797)* (1994,61.68621826171875)* (1358,61.65374755859375) (1369,61.49582290649414) (599,61.44266128540039) (4605,61.43044662475586)
407: (603,66.16690063476562) (2667,66.04841613769531) (748,65.74165344238281) (3164,64.73504638671875) (1745,64.60445404052734) (2605,64.59674835205078) (2668,64.55558776855469) (1970,64.4493179321289) (750,64.41323852539062) (107,64.39900970458984) (1222,64.2633285522461) (2289,64.12247467041016) (1969,64.10365295410156) (1835,64.03575134277344) (4734,63.9395751953125) (3995,63.85580062866211) (56,63.75226593017578) (56,63.75226593017578) (1824,63.69306564331055) (1943,63.68529510498047)
408: (203,64.00389099121094) (208,63.837684631347656) (229,63.72469711303711) (429,63.66459655761719) (441,63.64177703857422) (1107,63.51791763305664) (1991,63.50961685180664) (424,63.37374496459961) (425,63.29933547973633) (432,63.23232650756836) (716,63.194881439208984) (533,63.124412536621094)* (857,63.081153869628906) (1398,63.03611373901367) (1048,62.94257736206055) (159,62.90210723876953) (4247,62.87361145019531) (4998,62.86793899536133) (72,62.43703079223633)* (72,62.43703079223633)*
409: (475,60.53730010986328) (67,60.200653076171875)* (67,60.200653076171875)* (538,59.970550537109375) (331,59.92302322387695)* (907,59.913780212402344) (65,59.65058898925781) (65,59.65058898925781) (220,59.62807846069336) (333,59.45895004272461) (377,59.45857620239258) (329,59.420162200927734) (234,59.372520446777344) (1244,59.36856460571289) (2179,59.284454345703125) (302,59.26777267456055)* (289,59.21433639526367) (306,59.134986877441406) (229,58.97434997558594) (288,58.96074676513672)
410: (470,65.77452850341797) (10924,65.73397064208984) (5760,65.57443237304688) (7832,65.39482116699219) (1045,65.15877532958984) (1182,65.12728118896484) (5751,65.04313659667969) (691,64.92864990234375)* (15900,64.80587768554688) (10922,64.74453735351562) (1047,64.7181625366211) (2839,64.5528564453125) (498,64.50279235839844) (4492,64.4798812866211) (2652,64.43936157226562) (1185,64.3663558959961) (693,64.35353088378906) (10921,64.32515716552734) (5758,64.32440948486328) (324,64.30353546142578)
411: (278,80.38319396972656)* (2247,80.1267318725586)* (4344,79.44784545898438) (3227,78.05165100097656)* (3317,77.70881652832031) (331,77.21772003173828)* (6901,76.96333312988281) (276,76.95619201660156) (475,76.92047882080078)* (9384,76.86498260498047) (6621,76.78584289550781)* (547,76.73600769042969) (3355,76.7019271850586) (5041,76.5819091796875) (2242,76.57026672363281) (3823,76.55801391601562) (2244,76.43276977539062) (2916,76.01438903808594)* (1507,76.01161193847656) (1640,75.94503784179688)
412: (261,63.60935974121094) (714,63.08442306518555) (1241,62.80302047729492) (1775,62.73323059082031) (1771,62.56862258911133) (5416,62.511871337890625) (246,62.28329086303711) (283,62.258201599121094) (289,62.24131774902344) (2988,62.178932189941406) (5446,62.175743103027344) (256,62.08741760253906) (1755,62.057899475097656) (8707,61.814483642578125) (3741,61.75633239746094) (5745,61.74834442138672)* (11764,61.72075271606445) (1681,61.601524353027344) (55,61.58308029174805) (889,61.572444915771484)
413: (289,67.80950164794922) (257,67.5329818725586) (89,67.35517883300781) (701,67.34596252441406)* (300,67.30714416503906) (329,67.16004180908203)* (302,66.99972534179688)* (333,66.84741973876953) (320,66.8198013305664) (349,66.80772399902344) (298,66.441650390625)* (299,66.31962585449219) (285,66.22673034667969) (294,66.0150146484375) (344,65.91224670410156)* (523,65.894287109375) (316,65.72419738769531)* (97,65.65931701660156) (1556,65.557861328125) (1243,65.54708862304688)
414: (300,66.8847427368164)* (288,66.3150634765625)* (292,66.28418731689453)* (295,66.15281677246094)* (89,66.11865997314453) (701,66.07310485839844)* (461,65.64713287353516)* (2080,65.50704956054688) (802,65.41153717041016) (3332,65.22672271728516) (344,65.1527099609375) (790,65.0591812133789) (714,65.04088592529297) (523,65.00312805175781) (55,64.91275787353516)* (291,64.87966918945312) (299,64.68053436279297) (1775,64.62289428710938) (3393,64.48252868652344) (704,64.39848327636719)
415: (288,63.736873626708984)* (89,63.6076774597168)* (295,63.193607330322266) (679,62.745262145996094)* (461,62.30878448486328) (349,62.129783630371094) (523,62.125370025634766)* (344,61.86592102050781) (1934,61.802947998046875) (293,61.436424255371094) (301,61.403900146484375) (352,61.329341888427734)* (299,61.2942008972168) (325,61.19145202636719) (310,61.13690948486328) (544,61.07893753051758) (464,60.931610107421875) (526,60.88739776611328) (1243,60.85540771484375) (324,60.83320617675781)*
