userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,60.729061126708984) (51,60.478668212890625)* (4308,60.35188293457031) (1073,60.26145935058594) (1014,60.11940383911133) (187,60.02652359008789) (59,59.92206573486328)* (1713,59.8930549621582) (1098,59.7582893371582) (1072,59.57716751098633) (1892,59.5313835144043) (1885,59.50275802612305) (3768,59.46878433227539) (1836,59.41993713378906) (11794,59.418235778808594) (3501,59.34492492675781) (1394,59.28071212768555) (157,59.23124694824219) (1062,59.20265197753906) (70,59.15004348754883)*
377: (707,61.93368911743164) (843,61.10087966918945) (198,60.96342468261719) (841,60.724483489990234)* (1104,60.46531677246094) (517,60.42393493652344) (1044,60.37007522583008) (920,60.25894546508789)* (234,60.17659378051758) (978,60.103458404541016) (846,59.924102783203125) (504,59.894309997558594) (949,59.84187316894531) (1274,59.823368072509766) (7,59.8171501159668) (1974,59.75687026977539)* (1206,59.755897521972656) (377,59.743743896484375) (854,59.70469665527344) (815,59.660797119140625)
378: (511,55.345829010009766) (975,55.30046844482422) (77,55.24483871459961)* (77,55.24483871459961)* (1464,55.232242584228516) (155,55.10846710205078) (268,55.08324432373047) (4031,54.9684944152832) (951,54.89963150024414)* (2183,54.88591384887695) (72,54.87693405151367) (72,54.87693405151367) (868,54.81633758544922) (889,54.749305725097656) (2783,54.68592834472656) (5020,54.64960479736328) (2343,54.53748321533203) (192,54.53131103515625) (4130,54.51828384399414) (712,54.42070770263672)
380: (295,61.37364959716797)* (288,60.950645446777344)* (310,60.89250183105469) (289,60.885986328125)* (55,60.816158294677734) (701,60.42609786987305) (306,60.4241943359375) (265,60.40478515625) (301,60.34370040893555) (302,60.28000259399414) (2018,60.01374435424805) (2024,59.93455505371094) (291,59.904136657714844)* (535,59.843414306640625) (906,59.840877532958984) (251,59.793941497802734) (279,59.748722076416016) (1937,59.708656311035156)* (300,59.6966667175293) (322,59.68268966674805)
382: (276,61.00419998168945)* (2921,60.45362854003906) (1952,60.174983978271484) (1963,60.15617370605469) (1943,60.05574417114258) (1640,60.0469970703125) (617,59.87730407714844) (271,59.874698638916016) (267,59.82905960083008) (2244,59.82758712768555) (1620,59.6577033996582) (4586,59.46760559082031) (3132,59.44457244873047) (527,59.29288864135742) (3357,59.25836181640625) (12751,59.21957778930664) (1636,59.19626235961914) (1946,59.05791473388672) (249,58.95326614379883) (2698,58.81294250488281)*
383: (89,55.906333923339844) (228,55.55263900756836) (298,55.50965118408203) (903,55.48435592651367) (289,55.38151550292969) (475,55.29087448120117) (300,55.276119232177734) (288,55.23027038574219) (306,55.11310577392578) (689,55.082401275634766) (679,54.994625091552734) (227,54.987037658691406) (1934,54.948158264160156) (67,54.903926849365234) (67,54.903926849365234) (331,54.896602630615234) (207,54.817115783691406) (1375,54.768341064453125) (302,54.74122619628906) (295,54.7027473449707)
385: (289,54.08510208129883)* (333,53.902347564697266)* (498,53.61380386352539)* (295,53.50680923461914) (306,53.49013900756836)* (701,53.27973937988281) (475,53.121498107910156) (67,52.7190055847168) (67,52.7190055847168) (298,52.68532180786133) (293,52.66075897216797) (349,52.498905181884766) (377,52.493953704833984)* (55,52.49146270751953) (538,52.42835235595703) (329,52.428279876708984) (257,52.41657257080078) (1455,52.270286560058594) (310,52.21138381958008) (458,52.17497253417969)
386: (975,59.87080383300781) (250,59.74163055419922) (227,59.59484100341797) (1244,59.521934509277344) (1249,59.39689636230469) (730,59.37173843383789) (735,59.11589813232422) (1412,59.07562255859375) (707,59.02825164794922)* (1415,59.001434326171875) (728,58.96158981323242) (706,58.89454650878906) (2873,58.85066604614258) (917,58.81678771972656) (220,58.747291564941406) (2742,58.734161376953125) (234,58.70828628540039) (2842,58.634239196777344) (245,58.59431838989258) (7408,58.48706817626953)
387: (331,62.93247604370117) (527,62.69805908203125) (1613,62.121028900146484)* (3317,61.99492645263672) (2923,61.95417404174805) (310,61.84054946899414) (1934,61.77711486816406) (8071,61.74991989135742) (4696,61.68135070800781) (903,61.56697463989258) (306,61.550350189208984) (525,61.518070220947266) (247,61.46734619140625) (7502,61.36787033081055) (6226,61.325923919677734) (981,61.25716018676758) (1609,61.178428649902344) (284,61.14218521118164) (689,61.100013732910156) (329,61.08978271484375)
388: (518,66.23155975341797)* (1797,65.7636489868164) (2055,65.71788787841797) (955,65.67998504638672)* (1114,65.5907974243164) (1859,65.4156265258789) (4156,65.3223648071289) (4437,65.31857299804688) (390,65.30175018310547) (374,65.24848175048828) (380,65.21453094482422) (936,65.21188354492188) (963,65.18426513671875) (407,65.03189849853516)* (486,64.98152923583984) (1133,64.93983459472656) (475,64.93803405761719) (1127,64.93151092529297) (504,64.91593170166016) (7,64.9054946899414)
390: (295,53.98701095581055)* (349,53.551597595214844) (310,53.42625045776367) (257,53.177791595458984)* (320,52.910587310791016) (525,52.755802154541016) (913,52.7424201965332) (329,52.70473861694336) (461,52.57823181152344)* (352,52.559085845947266) (318,52.43648147583008) (544,52.427024841308594) (1580,52.39017105102539) (161,52.38029098510742) (301,52.340755462646484) (328,52.33680725097656)* (291,52.27032470703125) (1456,52.08327102661133) (325,52.038692474365234) (523,52.025390625)*
391: (475,66.91565704345703) (498,66.53157043457031)* (1678,66.50567626953125) (816,66.28217315673828)* (2502,65.9410629272461) (754,65.7958984375) (1455,65.78502655029297) (537,65.6299057006836) (464,65.54886627197266) (497,65.52108764648438) (1863,65.49080657958984) (371,65.43211364746094) (1188,65.41378021240234) (500,65.32997131347656) (687,65.28936004638672)* (1541,65.2093734741211) (209,65.18634796142578) (540,65.18622589111328) (768,65.1697998046875) (1200,65.16978454589844)
392: (67,58.410919189453125)* (67,58.410919189453125)* (289,58.30255126953125)* (300,58.016117095947266) (701,57.842220306396484) (288,57.70524597167969)* (295,57.56797409057617) (298,57.5379753112793) (55,57.43113708496094) (344,57.399200439453125)* (291,57.29570388793945)* (1556,57.24137496948242) (306,57.1685676574707) (1243,57.135189056396484) (498,57.04598617553711)* (889,57.04463577270508) (461,56.999698638916016) (301,56.932411193847656) (310,56.929847717285156) (466,56.90711975097656)
393: (424,55.017494201660156) (533,54.885128021240234) (228,54.62215042114258) (982,54.58647537231445) (220,54.5439338684082) (230,54.260318756103516) (439,54.20423126220703) (229,54.20259475708008) (65,54.184810638427734)* (65,54.184810638427734)* (716,54.10017395019531) (1513,53.974884033203125) (154,53.70327377319336) (706,53.48760986328125) (498,53.45882034301758) (1048,53.45065689086914) (1246,53.446136474609375) (159,53.38458251953125) (709,53.370662689208984) (226,53.30991744995117)
394: (1651,53.00685501098633) (3386,52.674530029296875) (3383,52.535552978515625) (17732,52.01140213012695) (439,51.7988166809082) (705,51.74708557128906) (17734,51.64942169189453) (17737,51.620967864990234) (3741,51.620521545410156) (17735,51.618873596191406) (17738,51.61363220214844) (17739,51.604427337646484) (17736,51.597496032714844) (17733,51.57204818725586) (17731,51.541561126708984) (15197,51.49059295654297) (3747,51.29917907714844) (1761,51.245521545410156) (10418,50.91299819946289) (1755,50.7824592590332)
395: (707,57.04030990600586) (489,56.78364181518555) (3646,56.39384460449219) (1351,56.14972686767578) (841,56.012474060058594)* (1406,55.88235855102539) (10046,55.865238189697266) (846,55.695674896240234)* (726,55.654537200927734) (808,55.638397216796875) (1975,55.62184143066406) (2738,55.57323455810547) (383,55.56907272338867) (2976,55.49425506591797) (2380,55.481510162353516)* (1145,55.46939468383789)* (1873,55.44933319091797) (918,55.4478759765625)* (3238,55.36689758300781) (1348,55.30553436279297)
396: (63,63.80365753173828) (63,63.80365753173828) (157,63.48652267456055) (3501,63.226524353027344) (175,63.194969177246094) (1009,63.110618591308594) (4988,63.0216064453125) (151,62.804203033447266) (1705,62.74609375) (3863,62.70960998535156) (4987,62.59553909301758) (529,62.47195053100586) (69,62.468292236328125) (69,62.468292236328125) (475,62.281646728515625) (384,62.26773452758789) (4922,62.186344146728516) (972,62.104576110839844) (4297,62.064510345458984) (4024,62.03022384643555)
397: (72,62.42789077758789)* (72,62.42789077758789)* (51,61.03533935546875)* (187,60.851016998291016) (1072,60.49820327758789) (1713,60.469879150390625)* (3988,60.39098358154297) (1075,60.25464630126953) (59,59.94881057739258) (1298,59.94325637817383) (157,59.895931243896484) (877,59.87641143798828) (193,59.83370590209961) (997,59.83199691772461) (1073,59.830718994140625) (1098,59.81464767456055) (1064,59.81024932861328) (70,59.764068603515625) (173,59.76289749145508) (159,59.68560028076172)
398: (429,51.64547348022461) (159,51.513057708740234) (533,51.001285552978516)* (59,50.993751525878906) (1090,50.968780517578125) (228,50.84859085083008) (436,50.717437744140625) (229,50.68290710449219) (190,50.67444610595703) (173,50.664756774902344) (418,50.659366607666016) (207,50.53903579711914)* (424,50.53593063354492) (1384,50.53103256225586) (65,50.396018981933594) (65,50.396018981933594) (199,50.38265609741211)* (226,50.2835807800293)* (1151,50.280826568603516) (969,50.257598876953125)
399: (295,54.960418701171875)* (466,54.687530517578125)* (306,54.58693313598633) (349,54.19465255737305) (544,54.17574691772461) (55,54.03995132446289) (67,53.9439582824707) (67,53.9439582824707) (679,53.905277252197266) (325,53.86233901977539) (310,53.66233444213867)* (293,53.633914947509766) (523,53.620426177978516) (528,53.549644470214844) (320,53.50120544433594) (329,53.41350555419922) (161,53.30896759033203) (328,53.284751892089844) (802,53.2430305480957) (531,53.22666549682617)
400: (288,55.711002349853516)* (466,55.54673385620117)* (299,55.01691436767578)* (318,54.98271179199219)* (349,54.97529983520508) (352,54.849708557128906) (257,54.771297454833984) (528,54.70135498046875)* (325,54.580257415771484)* (679,54.55762481689453) (543,54.367271423339844) (328,54.320865631103516) (525,54.18983459472656) (386,54.13090896606445) (294,54.11095428466797) (1456,54.08616256713867) (320,54.04952621459961) (1580,54.04336166381836) (541,54.00875473022461) (323,53.99167251586914)
401: (6120,57.09194564819336) (4164,57.03691101074219) (5630,56.67469024658203) (1246,56.615028381347656) (3743,56.5989990234375) (705,56.36534881591797) (439,56.2958984375) (1045,56.29392623901367) (982,56.26472473144531) (4823,56.255916595458984) (932,56.210548400878906)* (1672,56.12993240356445) (2983,56.1031608581543) (4834,56.08647155761719) (1241,56.04133987426758) (708,56.030731201171875) (3746,56.02104187011719) (424,56.0040168762207) (4850,56.000240325927734) (706,55.972511291503906)*
402: (1372,52.108985900878906)* (724,51.76173782348633)* (2342,51.74335479736328) (176,51.489402770996094) (220,51.385406494140625) (952,51.320186614990234) (198,51.31717300415039) (854,51.265716552734375) (710,51.06283187866211) (614,50.98859786987305) (1974,50.979610443115234) (868,50.97258377075195)* (1803,50.920650482177734) (2595,50.907230377197266) (1248,50.72218322753906) (957,50.6378288269043) (1261,50.63400650024414) (2787,50.561946868896484) (855,50.52745819091797) (1873,50.397857666015625)
403: (487,65.11832427978516)* (3196,64.99505615234375) (2432,64.73765563964844) (3092,64.64053344726562) (486,64.61502838134766) (1034,64.46208953857422) (930,64.45008087158203) (377,64.44074249267578) (1910,64.16873168945312) (2655,64.10343170166016) (1670,63.938804626464844) (1919,63.92424011230469) (1180,63.89277648925781) (2062,63.888545989990234) (2014,63.8824462890625) (488,63.87995529174805) (2092,63.86270523071289) (499,63.80185317993164) (537,63.78449630737305) (190,63.78120803833008)
404: (412,61.135826110839844)* (498,60.5533332824707) (198,60.406829833984375) (4218,60.28397750854492) (497,60.205810546875) (840,60.1331672668457) (472,60.097129821777344) (488,60.05168151855469) (475,60.05108642578125) (2661,60.027587890625) (486,60.01823425292969) (1854,60.01130294799805) (383,59.94925308227539)* (1044,59.907020568847656) (501,59.89448165893555) (1650,59.87678909301758) (2352,59.862709045410156) (816,59.807132720947266) (540,59.73430252075195) (1145,59.727535247802734)
405: (4566,56.528175354003906)* (306,56.11871337890625) (322,56.066165924072266)* (1449,56.04098129272461) (1942,56.02621078491211) (3314,55.88938903808594) (913,55.8431510925293)* (468,55.81680679321289) (6562,55.731258392333984)* (3318,55.686885833740234) (332,55.65677261352539) (328,55.63158416748047) (239,55.57780838012695) (525,55.485660552978516)* (331,55.48023986816406)* (330,55.421390533447266) (907,55.39667892456055) (484,55.369163513183594) (294,55.34912872314453) (2018,55.34078598022461)
406: (875,62.576881408691406) (867,62.19013595581055) (866,61.75881576538086) (3432,61.5397834777832) (2490,61.298160552978516) (188,61.21963882446289)* (1119,61.137962341308594) (3435,61.059146881103516) (3431,60.953792572021484) (872,60.95271301269531) (1534,60.69870376586914) (1110,60.67776870727539)* (3723,60.55100631713867) (3436,60.502540588378906) (1217,60.488948822021484) (1203,60.45597457885742) (3449,60.41758346557617) (2488,60.3916130065918) (2481,60.38726043701172) (2375,60.387054443359375)
407: (748,62.07155990600586) (603,61.97104263305664) (2605,61.691715240478516) (2668,61.41414260864258) (744,60.91203308105469) (81,60.83270263671875) (2716,60.6600456237793) (154,60.59645080566406) (2676,60.56796646118164) (56,60.50172805786133) (56,60.50172805786133) (2667,60.35475540161133) (4316,60.34072494506836) (1745,60.30713653564453) (4734,60.238975524902344) (1098,60.21763610839844) (52,60.216487884521484) (52,60.216487884521484) (70,60.214324951171875) (1156,60.140438079833984)
408: (1400,49.606773376464844) (229,49.54309844970703) (424,49.53369903564453) (154,49.52045822143555) (56,49.43603515625) (56,49.43603515625) (425,49.364013671875) (533,49.36235046386719)* (1098,49.330543518066406) (65,49.322139739990234) (65,49.322139739990234) (903,49.23524475097656) (190,49.20570373535156) (689,49.115638732910156) (203,49.114444732666016) (429,49.059059143066406) (159,49.02301025390625) (441,48.954341888427734) (225,48.943180084228516) (182,48.93803405761719)
409: (67,57.18894958496094)* (67,57.18894958496094)* (289,56.818809509277344) (306,56.71025466918945) (288,56.558685302734375) (475,56.47231674194336) (310,56.46050262451172) (302,56.42554473876953)* (55,56.3100700378418) (329,56.27123260498047) (300,56.23409652709961) (701,56.20740509033203) (333,56.10675811767578) (257,56.026737213134766) (903,55.806556701660156) (65,55.78159713745117) (65,55.78159713745117) (349,55.77731704711914) (538,55.696231842041016) (328,55.66145324707031)
410: (2652,60.55414962768555) (2839,60.53071594238281) (10924,60.49897003173828) (498,60.35914993286133) (470,60.106903076171875) (1045,59.998775482177734) (693,59.99871826171875) (8729,59.95842361450195) (1182,59.94818878173828) (2666,59.91948318481445) (12957,59.90287780761719) (3247,59.788902282714844) (10318,59.75889205932617) (3369,59.75832748413086) (2661,59.71353530883789) (1185,59.70857238769531) (8727,59.7048225402832) (4434,59.663352966308594) (7832,59.56251525878906) (4837,59.55714416503906)
411: (278,57.420433044433594)* (2247,57.3685188293457)* (2905,56.43684768676758) (475,56.189212799072266)* (3317,55.75309753417969) (2916,55.24910354614258)* (5041,55.136024475097656) (3034,55.13483428955078) (2923,55.119564056396484) (331,55.05399703979492)* (5988,55.00667953491211) (3227,54.98550033569336)* (1433,54.93049240112305) (1641,54.901737213134766)* (6621,54.83282470703125)* (460,54.70744323730469) (7766,54.63481140136719) (1544,54.606773376464844) (9788,54.561038970947266) (483,54.55067825317383)
412: (714,53.99464797973633) (1775,53.82598114013672) (261,53.624839782714844) (246,53.6104621887207) (283,53.59831237792969) (3741,53.59543228149414) (1771,53.56618881225586) (316,53.47380447387695) (1755,53.433738708496094) (3205,53.249427795410156) (889,53.20115280151367) (289,53.089141845703125) (533,53.07373809814453) (2988,53.05448913574219) (1243,52.965667724609375) (708,52.91792297363281) (1556,52.91219711303711) (65,52.88211441040039) (65,52.88211441040039) (228,52.88032531738281)
413: (289,54.72148513793945) (89,54.64229965209961) (701,54.342384338378906)* (302,54.20748519897461)* (300,54.18130111694336) (257,54.049957275390625) (329,54.028499603271484)* (349,53.89625930786133) (333,53.8349723815918) (299,53.507484436035156) (320,53.3599967956543) (294,53.24765396118164) (328,53.22098922729492) (298,53.22003173828125)* (161,53.1816291809082) (475,53.12467956542969) (544,53.110530853271484) (538,52.79773712158203) (1580,52.75197982788086) (285,52.680816650390625)
414: (300,54.214962005615234)* (461,53.969825744628906)* (89,53.84978485107422) (288,53.81460952758789)* (295,53.72264099121094)* (292,53.719879150390625)* (701,53.64075469970703)* (802,53.02089309692383) (344,52.95626449584961) (291,52.9344367980957) (523,52.888458251953125) (318,52.85242462158203) (55,52.849998474121094)* (299,52.711204528808594) (458,52.697776794433594) (1047,52.58528137207031) (320,52.57538986206055) (704,52.54869842529297) (528,52.46672058105469) (680,52.42459487915039)
415: (295,52.98836135864258) (89,52.984230041503906)* (288,52.95288848876953)* (461,52.29579162597656) (679,52.14273452758789)* (349,52.136741638183594) (299,52.05232620239258) (544,51.956363677978516) (310,51.86932373046875) (523,51.72900390625)* (325,51.64455032348633) (352,51.57686996459961)* (293,51.54636764526367) (301,51.31972122192383) (328,51.26190185546875) (1456,51.229923248291016) (344,51.19609069824219) (1032,51.168270111083984) (1934,51.1521110534668) (294,51.12306213378906)
416: (10007,64.9755859375) (1203,64.649169921875) (11191,64.469970703125) (1229,64.23590850830078) (3528,64.15247344970703) (10008,64.13743591308594) (4970,64.08489990234375) (769,63.885398864746094) (1221,63.86363220214844) (751,63.8316650390625) (3810,63.8157844543457) (3095,63.753448486328125) (1222,63.742496490478516) (7389,63.485660552978516) (2152,63.43680953979492) (3809,63.40839767456055) (5113,63.408164978027344) (5880,63.37697982788086) (10164,63.308650970458984) (2484,63.299198150634766)
417: (67,55.14923858642578)* (67,55.14923858642578)* (157,54.21721649169922)* (903,54.112125396728516) (310,54.006282806396484) (525,53.8755989074707) (288,53.84001541137695)* (292,53.834617614746094)* (97,53.62207794189453) (257,53.4952507019043)* (1934,53.48250198364258) (300,53.36241912841797)* (316,53.29509735107422) (329,53.19900894165039) (679,53.144657135009766) (534,53.13420867919922) (535,53.10467529296875) (689,52.99321365356445) (167,52.94432830810547) (889,52.94355773925781)
418: (199,58.5266227722168) (898,58.321346282958984)* (217,58.18424606323242)* (195,58.131221771240234) (3258,58.130680084228516)* (223,57.95616912841797) (2627,57.92814254760742) (622,57.70183181762695)* (196,57.69541549682617) (2277,57.617942810058594) (222,57.41561508178711) (204,57.409332275390625) (2425,57.40211486816406) (429,57.39296340942383) (418,57.3859748840332) (1242,57.38124084472656) (604,57.378692626953125) (1389,57.37525939941406) (3754,57.358463287353516) (1375,57.357147216796875)
419: (330,58.903564453125) (310,58.89225769042969) (1449,58.880859375) (1613,58.7452278137207) (294,58.689483642578125) (2220,58.63456344604492) (475,58.49127960205078) (1009,58.48329544067383) (328,58.45135498046875) (317,58.392669677734375)* (322,58.38392639160156) (329,58.375526428222656) (484,58.27501678466797) (239,58.23337936401367) (161,58.212677001953125)* (3318,58.185245513916016) (312,58.15797805786133) (7340,58.1305046081543) (1576,58.129539489746094) (5988,58.063053131103516)
420: (340,58.9852294921875)* (1000,58.966796875) (13265,58.754066467285156) (792,58.417076110839844)* (265,58.25458526611328) (2523,58.14345932006836) (157,57.869747161865234) (4350,57.808406829833984) (289,57.80498504638672) (258,57.79843521118164) (5775,57.648494720458984) (283,57.53086853027344) (12129,57.454158782958984) (2031,57.42793273925781) (253,57.41227340698242) (5458,57.3270263671875) (2024,57.31529998779297) (270,57.287208557128906) (3966,57.25886154174805) (3387,57.245853424072266)
421: (288,52.67335891723633)* (67,52.54009246826172)* (67,52.54009246826172)* (257,52.3973388671875)* (349,52.13091278076172)* (525,52.10362243652344)* (55,52.08950424194336)* (294,52.05101776123047) (301,51.940059661865234)* (466,51.77653884887695)* (475,51.65523910522461)* (328,51.59923553466797) (161,51.550750732421875) (679,51.355228424072266) (455,51.31852722167969) (285,51.09177017211914) (1052,51.08428955078125) (544,50.981388092041016) (538,50.9676628112793) (1042,50.904136657714844)
423: (1000,61.15361022949219) (1001,60.741031646728516)* (99,60.48494338989258)* (1892,60.29419708251953) (157,60.18434143066406) (998,60.13284683227539) (77,60.026309967041016) (77,60.026309967041016) (959,60.01277542114258)* (993,59.937259674072266)* (3920,59.89986801147461) (1014,59.80971908569336) (1079,59.78743362426758) (180,59.78346633911133) (1076,59.77036666870117) (2936,59.752559661865234) (511,59.64508819580078)* (100,59.63075256347656) (994,59.61497497558594) (2031,59.592140197753906)
424: (198,58.357872009277344)* (918,58.243289947509766) (923,58.02183532714844) (503,57.997283935546875) (1358,57.935508728027344)* (1044,57.90342712402344) (7,57.899478912353516) (504,57.809043884277344) (234,57.74066925048828) (1249,57.72974395751953) (1360,57.58658218383789) (706,57.58452606201172) (1369,57.51870346069336) (377,57.508514404296875) (930,57.506221771240234)* (936,57.49069595336914) (188,57.448673248291016) (978,57.38327407836914) (854,57.20092010498047) (710,57.18742370605469)
425: (289,53.197021484375)* (67,52.04616928100586) (67,52.04616928100586) (679,52.03266143798828) (349,52.019561767578125)* (291,51.936988830566406)* (329,51.601139068603516) (320,51.584495544433594) (523,51.56814956665039) (293,51.51919174194336) (310,51.47443771362305) (525,51.36855697631836) (498,51.35011672973633)* (458,51.19440841674805) (352,51.12767028808594) (908,51.106143951416016) (1580,51.096824645996094) (294,51.06846237182617) (298,51.05620574951172) (328,51.025997161865234)*
426: (2605,61.17705154418945)* (53,60.872459411621094)* (53,60.872459411621094)* (154,60.683231353759766) (1098,60.584014892578125) (56,60.501644134521484) (56,60.501644134521484) (1745,60.322025299072266) (3707,60.218994140625) (1752,60.10651397705078) (3164,60.02801513671875) (757,59.99291229248047) (7079,59.991722106933594) (2716,59.968780517578125) (4734,59.866966247558594) (6582,59.862430572509766) (1394,59.81727981567383) (2667,59.732791900634766) (1708,59.67430114746094) (441,59.67272186279297)
427: (412,57.89392852783203)* (3398,57.234554290771484) (230,56.85234451293945) (1239,56.82378005981445) (217,56.81684112548828) (1186,56.70832824707031) (2608,56.465476989746094)* (498,56.395877838134766) (4821,56.35074234008789) (808,56.3474235534668) (228,56.257781982421875) (1046,56.25764846801758) (5310,56.19431686401367) (4802,56.19321060180664) (537,56.18495178222656) (3333,56.18082809448242) (207,56.15481948852539) (3341,56.128509521484375) (1378,56.08646011352539) (3737,56.081058502197266)
428: (1001,59.51891326904297)* (3201,59.265953063964844) (1000,59.018585205078125) (997,58.967620849609375)* (4308,58.716278076171875) (95,58.711456298828125) (993,58.649234771728516)* (187,58.58927917480469)* (99,58.577171325683594) (59,58.55043411254883)* (61,58.41217041015625) (193,58.407474517822266) (1013,57.97090530395508) (1895,57.96123504638672) (58,57.90041732788086) (58,57.90041732788086) (2638,57.86442565917969) (157,57.803035736083984)* (996,57.77742385864258) (1464,57.76991271972656)
430: (1000,60.4654426574707) (1464,60.31900405883789) (1001,60.16844940185547) (889,59.8569450378418) (511,59.84693908691406)* (67,59.83938980102539) (67,59.83938980102539) (193,59.76484680175781)* (900,59.72544479370117) (95,59.71855545043945) (187,59.6762809753418) (72,59.658729553222656)* (72,59.658729553222656)* (1892,59.6053466796875) (599,59.52887725830078)* (985,59.189693450927734) (1244,59.163089752197266) (1014,59.115745544433594) (85,59.10834884643555) (3281,59.08123779296875)
431: (706,52.698917388916016) (1513,52.55970764160156) (1249,52.31789016723633)* (234,52.28587341308594) (227,51.991790771484375)* (533,51.78125)* (498,51.74214553833008) (190,51.69759750366211)* (377,51.65528869628906)* (2346,51.5595817565918)* (1246,51.32355880737305) (1672,51.263980865478516) (198,51.250732421875) (1412,51.15158462524414) (714,51.122745513916016) (475,51.07920837402344) (2595,50.89871597290039) (486,50.83704376220703) (959,50.76859664916992)* (209,50.72700881958008)
432: (498,60.82770538330078)* (1672,60.3507194519043)* (230,60.05155563354492) (412,59.881378173828125) (1246,59.730613708496094) (209,59.706199645996094) (472,59.56087112426758) (1185,59.452903747558594) (687,59.204566955566406) (488,59.19712448120117) (1043,59.15541458129883) (1046,59.057552337646484) (6120,59.03903579711914) (2652,58.96830368041992) (1180,58.9432258605957) (499,58.87866973876953) (481,58.77983093261719) (1045,58.76858139038086) (1182,58.659915924072266) (1201,58.634788513183594)
433: (837,68.9130630493164) (1263,68.76962280273438) (930,68.7192153930664) (503,68.51644134521484)* (1914,68.42552947998047) (1339,68.40684509277344) (2944,68.1618881225586) (4335,68.13235473632812) (1913,68.13064575195312) (936,68.12079620361328) (391,67.98664093017578) (953,67.93397521972656) (2746,67.86927795410156) (2835,67.68161010742188) (9216,67.66529846191406) (2062,67.65016174316406) (504,67.61166381835938) (3429,67.58366394042969) (707,67.55463409423828) (3806,67.52295684814453)
434: (154,60.456539154052734) (429,60.42808151245117) (418,60.37109375) (441,60.36277389526367) (206,60.22261047363281)* (1504,60.1754035949707) (859,60.11476135253906) (1418,60.072330474853516) (615,59.717933654785156) (1709,59.68136978149414) (2542,59.64942932128906) (632,59.64344024658203) (159,59.59534454345703) (81,59.54450225830078)* (436,59.53893280029297) (197,59.451168060302734) (163,59.38108825683594) (863,59.374717712402344) (227,59.3619499206543) (1957,59.313385009765625)
435: (816,59.25484848022461) (1195,58.94180679321289)* (1188,58.92275619506836)* (4166,58.50249481201172) (2850,58.4774055480957)* (2210,58.42031478881836) (2204,58.21677017211914) (537,58.107906341552734) (1187,58.03822708129883) (2200,57.94047927856445) (1180,57.93870544433594) (1868,57.925785064697266) (1678,57.84913635253906) (1191,57.76959991455078) (808,57.72852325439453) (4387,57.699256896972656) (2621,57.6810302734375) (507,57.6556282043457)* (1196,57.587100982666016) (823,57.53248977661133)
436: (227,57.142642974853516) (599,55.971900939941406) (959,55.783203125) (159,55.720314025878906) (733,55.63941192626953) (1414,55.55925750732422) (65,55.31406021118164) (65,55.31406021118164) (868,55.29991149902344)* (190,55.286399841308594) (1416,55.273983001708984) (316,55.19942092895508) (163,55.16580581665039) (166,55.114593505859375) (220,55.09646224975586) (718,55.03377151489258) (2786,54.94429016113281) (2346,54.90548324584961) (1415,54.89445877075195) (1513,54.892269134521484)
437: (479,65.70771789550781) (265,65.62652587890625) (161,65.42430877685547) (2076,65.37457275390625) (465,65.2911605834961) (374,65.26329040527344) (334,65.25662231445312) (344,65.20197296142578) (291,65.18944549560547) (786,65.17840576171875) (972,65.1133804321289) (3873,64.98014068603516) (89,64.96442413330078)* (2094,64.96300506591797) (386,64.95856475830078)* (295,64.94196319580078) (300,64.88917541503906) (360,64.87989807128906) (663,64.87615203857422) (641,64.8560791015625)
438: (1066,67.98593139648438) (1295,67.23225402832031) (11,67.18010711669922) (4876,67.12770080566406)* (9,67.09346008300781)* (3087,66.982421875) (1297,66.84405517578125) (1292,66.8253173828125) (32,66.73851013183594)* (2,66.61544036865234) (1253,66.60354614257812) (30,66.58511352539062) (34,66.5490951538086) (1304,66.53218078613281) (1300,66.53117370605469) (4872,66.40946197509766) (1296,66.30976104736328) (72,66.21278381347656) (72,66.21278381347656) (39,66.17927551269531)
439: (3227,59.805076599121094) (2226,59.154666900634766) (2916,58.909332275390625)* (3132,58.85538864135742) (249,58.706932067871094) (11401,58.66919708251953) (3317,58.661949157714844) (2252,58.64598846435547)* (2244,58.634376525878906) (1544,58.48924255371094) (2232,58.474727630615234) (1952,58.43800735473633) (1640,58.43714141845703) (1943,58.36224365234375) (6226,58.34778594970703) (1543,58.269412994384766) (2247,58.23093032836914) (12751,58.22647476196289) (331,58.18439483642578) (1963,58.1502799987793)
440: (418,57.467247009277344) (632,57.06480407714844) (2542,56.95496368408203) (444,56.63862228393555) (1418,56.539512634277344) (154,56.49028396606445) (629,56.3204460144043) (416,56.29111099243164) (196,56.2885856628418) (3694,56.17043685913086) (3707,56.1581916809082) (199,56.1209831237793) (1504,56.07902908325195) (748,56.0631103515625)* (2281,56.013851165771484) (2279,55.97483444213867) (1423,55.9301643371582) (7665,55.85896682739258) (206,55.82484817504883) (5549,55.76044464111328)
