userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (157,11.638233184814453) (1001,11.373764038085938) (1394,11.122992515563965) (1713,10.931801795959473) (159,10.276026725769043) (156,10.232832908630371) (603,10.231363296508789) (187,10.127117156982422) (172,9.9810791015625) (59,9.789396286010742)* (1790,9.75740909576416) (1061,9.614583015441895) (51,9.42298412322998)* (1062,9.356060981750488) (238,9.347040176391602) (1073,9.316446304321289) (190,9.229035377502441) (429,9.221417427062988) (4153,9.220003128051758) (70,9.199180603027344)*
299: (228,10.777071952819824) (227,10.549288749694824) (190,10.367429733276367) (1246,10.091656684875488) (1243,9.877974510192871) (533,9.63094425201416) (1766,9.58209228515625) (2277,9.556373596191406) (703,9.439010620117188) (316,9.162286758422852) (420,9.107890129089355) (1775,9.08392333984375)* (714,9.044310569763184) (230,9.008020401000977) (1755,8.755435943603516) (3057,8.72519302368164) (4818,8.631193161010742)* (425,8.583237648010254) (689,8.468056678771973) (3466,8.379792213439941)
300: (1412,12.060531616210938) (868,11.955500602722168) (1369,10.894144058227539) (163,10.592277526855469) (712,10.413899421691895) (917,10.408159255981445) (959,10.191818237304688) (2347,10.109733581542969)* (227,10.067625999450684) (176,10.001258850097656)* (951,9.9886474609375) (2343,9.924480438232422) (952,9.848114967346191) (220,9.58816146850586) (1372,9.519169807434082) (724,9.390645980834961) (533,9.347433090209961) (2352,9.346317291259766) (562,9.327197074890137) (982,9.285012245178223)
301: (1243,11.394978523254395) (714,11.220499038696289) (157,11.196271896362305) (542,10.888030052185059) (190,10.874605178833008) (306,10.860340118408203) (230,10.79642391204834) (378,10.352041244506836) (538,10.177780151367188) (903,10.098732948303223)* (166,9.955142974853516) (966,9.821025848388672) (2523,9.794900894165039) (951,9.765409469604492) (1241,9.71792984008789) (972,9.699268341064453) (3074,9.636808395385742) (708,9.632820129394531) (184,9.604928970336914) (65,9.498246192932129)
302: (289,11.75226879119873)* (461,10.66267204284668) (294,10.239377975463867) (802,9.815799713134766) (523,9.69858169555664) (475,9.414680480957031) (544,9.249984741210938) (161,9.055346488952637) (915,9.028181076049805) (325,8.994359970092773) (686,8.933581352233887) (318,8.912663459777832) (302,8.88070297241211)* (458,8.844003677368164) (913,8.838918685913086) (349,8.824736595153809) (295,8.790803909301758) (328,8.701756477355957) (524,8.693683624267578)* (528,8.6929349899292)
303: (868,12.161745071411133)* (227,12.140317916870117)* (212,11.743267059326172) (614,11.160920143127441) (863,10.937139511108398) (562,10.72704029083252)* (735,10.709362983703613) (1639,10.092302322387695) (2637,9.960649490356445) (917,9.740989685058594) (226,9.728375434875488)* (733,9.666360855102539) (220,9.633211135864258) (1369,9.607682228088379)* (554,9.519587516784668) (429,9.395890235900879) (718,9.37921142578125) (202,9.334085464477539) (1814,9.304071426391602) (533,9.23321533203125)
304: (72,11.450691223144531)* (72,11.450691223144531)* (429,11.19840145111084) (1713,10.480443000793457)* (1394,10.204935073852539) (1062,10.001008987426758) (1075,9.81057071685791)* (1001,9.713613510131836) (511,9.61463737487793) (1098,9.579385757446289) (238,9.529093742370605) (58,9.472373962402344) (58,9.472373962402344) (59,9.423593521118164) (599,9.28789234161377) (227,9.230161666870117)* (81,9.182821273803711) (157,9.11009693145752) (3280,8.998932838439941) (1061,8.996070861816406)
305: (461,11.061945915222168)* (701,9.582135200500488)* (349,9.36158275604248) (523,9.356555938720703) (528,9.322935104370117) (915,9.278997421264648) (299,9.192606925964355)* (320,9.183670997619629) (681,9.169837951660156) (318,9.165057182312012) (802,9.143847465515137)* (455,9.104179382324219) (1042,9.067037582397461)* (292,9.026701927185059)* (1456,8.964521408081055) (314,8.944480895996094) (2020,8.888319969177246) (468,8.877842903137207) (257,8.8717041015625) (325,8.832601547241211)
306: (187,11.299190521240234)* (157,10.854438781738281) (172,10.033519744873047) (511,9.437236785888672)* (75,9.403376579284668)* (75,9.403376579284668)* (998,9.382044792175293) (475,9.325346946716309) (63,9.306376457214355) (63,9.306376457214355) (997,9.298421859741211) (190,9.285365104675293) (1394,9.254470825195312) (1892,8.925714492797852) (77,8.884385108947754) (77,8.884385108947754) (489,8.85917854309082) (155,8.58230972290039) (294,8.545607566833496) (70,8.530084609985352)
307: (105,12.5338134765625) (603,12.178792953491211) (156,10.980268478393555) (744,10.129676818847656) (2691,10.064901351928711) (1394,9.979425430297852) (2668,9.964637756347656) (2675,9.821136474609375) (2030,9.761387825012207) (11540,9.626272201538086) (2669,9.449858665466309) (9354,9.437895774841309) (147,9.364818572998047) (2149,9.296063423156738) (5359,9.29072093963623) (4153,9.232573509216309) (3993,9.2205810546875) (5360,9.212299346923828)* (9357,9.1670503616333) (2605,9.01674747467041)
308: (198,12.276310920715332)* (843,10.806037902832031) (710,10.477046012878418) (2352,10.335407257080078) (918,10.268768310546875)* (1369,10.04440975189209) (1044,10.026463508605957) (1672,9.936700820922852)* (1145,9.823502540588379) (503,9.745259284973145) (949,9.703256607055664) (1339,9.691713333129883) (978,9.68190860748291) (488,9.478473663330078) (1351,9.398859024047852) (957,9.396774291992188) (854,9.331721305847168) (1360,9.326553344726562) (954,9.306859970092773) (1274,9.299751281738281)
310: (288,10.5673828125)* (1032,10.231557846069336) (1456,9.703654289245605) (2020,9.281242370605469) (4814,9.150481224060059) (308,9.116520881652832) (1042,9.026758193969727) (544,9.022869110107422) (686,8.926420211791992) (475,8.89728832244873)* (314,8.895848274230957) (1457,8.886723518371582) (545,8.828866958618164) (701,8.801229476928711) (317,8.737170219421387)* (299,8.713333129882812) (802,8.698277473449707) (7340,8.667325019836426) (531,8.646778106689453)* (913,8.641775131225586)
311: (2277,10.564167976379395) (4384,9.706995010375977) (3057,9.131060600280762) (689,9.06174373626709) (1424,8.933575630187988) (88,8.736509323120117) (6217,8.616494178771973) (424,8.483739852905273) (1633,8.312073707580566) (3110,8.297452926635742) (418,8.268571853637695) (618,8.263713836669922) (430,8.26232624053955) (1776,8.246581077575684) (3206,8.226410865783691) (5414,8.215885162353516) (228,8.183845520019531) (3112,8.135957717895508) (1151,8.10436725616455) (961,8.083792686462402)
312: (5089,12.286978721618652)* (2114,12.213313102722168) (3487,12.131210327148438) (2097,11.02682876586914)* (409,10.849618911743164) (5094,10.666877746582031) (3489,10.628701210021973) (5092,10.557178497314453) (406,10.537040710449219) (2101,10.31429672241211) (374,10.259769439697266) (396,10.17201042175293) (5090,10.079205513000488) (9582,10.042957305908203) (2089,9.851432800292969) (414,9.84728717803955) (382,9.816167831420898) (9089,9.81142807006836) (5085,9.811051368713379) (3490,9.789186477661133)
313: (923,11.794082641601562) (843,11.717689514160156)* (949,11.695125579833984) (918,11.187957763671875)* (954,10.685197830200195) (1339,10.324759483337402)* (952,10.27288818359375) (198,10.157913208007812) (1274,10.078401565551758) (2038,10.05908203125) (710,10.025262832641602) (846,9.974388122558594) (1535,9.88668441772461) (1257,9.846892356872559) (957,9.825050354003906) (1364,9.73233413696289) (503,9.729759216308594) (1281,9.645350456237793) (1338,9.609169960021973) (956,9.594450950622559)
314: (966,12.711275100708008)* (289,12.005035400390625) (157,11.066442489624023) (230,10.988097190856934) (3741,10.779050827026367) (377,10.65707778930664) (951,10.39470100402832) (1412,10.340399742126465) (705,9.927194595336914) (542,9.849343299865723) (378,9.815947532653809)* (2080,9.778416633605957) (283,9.67222785949707) (2346,9.626119613647461) (306,9.496644973754883) (2176,9.453922271728516) (1464,9.440162658691406) (538,9.362178802490234) (1247,9.344734191894531) (3376,9.319437980651855)
315: (228,12.366212844848633)* (903,11.287050247192383)* (703,10.947978973388672) (1515,10.752010345458984) (182,10.322237014770508) (289,10.235467910766602) (538,10.175102233886719) (498,9.854345321655273) (1246,9.830387115478516) (298,9.80160903930664)* (425,9.659435272216797) (486,9.565101623535156)* (716,9.524642944335938) (2277,9.501591682434082)* (157,9.41824722290039) (209,9.382442474365234)* (1243,9.303631782531738) (234,9.287837028503418) (1375,9.275209426879883)* (3057,9.208980560302734)
316: (7,10.752687454223633) (25,10.318840026855469)* (519,10.194650650024414) (843,10.193679809570312) (510,10.039667129516602) (198,9.906871795654297)* (978,9.66954231262207) (1797,9.526931762695312) (497,9.446483612060547) (489,9.445606231689453)* (949,9.439582824707031) (503,9.385598182678223) (504,9.383445739746094) (785,9.318609237670898) (965,9.180730819702148) (1186,9.164669036865234) (1179,9.106062889099121) (371,9.022056579589844) (487,9.011453628540039) (1104,8.996216773986816)*
317: (1244,10.029302597045898)* (728,10.008021354675293) (554,9.949049949645996) (733,9.761686325073242) (1415,9.741498947143555) (975,9.638566017150879) (599,9.627450942993164)* (1416,9.506227493286133) (1414,9.443506240844727) (3071,9.427386283874512) (712,9.419412612915039) (4251,9.414299011230469) (1369,9.361696243286133)* (1426,9.331609725952148) (585,9.266014099121094) (2899,9.252374649047852) (4125,9.12753963470459) (2855,9.12648868560791) (230,8.833700180053711) (985,8.816292762756348)
318: (289,10.419283866882324)* (288,9.686769485473633) (544,9.671507835388184) (461,9.407966613769531) (903,9.301114082336426) (545,9.235212326049805) (294,9.197668075561523) (1456,9.103310585021973) (2083,8.933672904968262)* (320,8.881387710571289) (689,8.785601615905762) (300,8.7738618850708)* (333,8.73440933227539) (349,8.67234992980957)* (704,8.63857650756836) (328,8.600358009338379) (679,8.562764167785645) (377,8.558232307434082) (157,8.552098274230957) (538,8.546419143676758)
319: (383,10.712646484375)* (4218,10.071911811828613) (198,9.75052261352539) (1179,9.629969596862793) (412,9.625833511352539) (840,9.585912704467773) (1672,9.284832000732422) (512,9.277175903320312) (1974,9.241755485534668) (3328,9.222220420837402) (614,9.171506881713867) (8945,9.15522575378418) (830,9.027894973754883) (1044,8.952091217041016) (815,8.881843566894531) (10449,8.870262145996094) (843,8.85926628112793) (3621,8.715446472167969) (3333,8.67228889465332) (1513,8.615384101867676)
320: (3110,9.514662742614746) (715,9.17682933807373) (1121,8.80929946899414) (1130,8.366857528686523) (1375,8.275331497192383) (1383,8.25609016418457) (1519,8.179448127746582) (1718,8.13425350189209) (1122,8.130403518676758) (718,8.095072746276855) (4923,8.055782318115234) (2632,8.02549934387207) (227,7.961606502532959) (418,7.858263969421387) (426,7.740272045135498) (1687,7.736154556274414) (429,7.730010986328125) (217,7.676419258117676) (159,7.6199421882629395)* (5806,7.576448917388916)
321: (928,13.297717094421387) (843,13.058706283569336) (198,12.860466003417969) (1339,12.84596061706543) (957,12.582971572875977) (503,12.383235931396484) (949,12.37553596496582) (923,12.255032539367676) (707,12.068243026733398) (954,11.640887260437012) (1281,11.577217102050781) (953,11.488174438476562) (2970,11.459878921508789) (924,11.41675853729248) (710,11.296380996704102) (1274,11.216676712036133)* (1351,11.151220321655273) (1104,11.064008712768555) (1338,10.976279258728027) (1206,10.869159698486328)
322: (306,11.383655548095703)* (1032,10.863234519958496) (294,10.486026763916016) (2081,10.265349388122559) (330,10.02107048034668) (1452,10.008321762084961) (699,9.985790252685547) (5058,9.883817672729492) (308,9.83607006072998) (793,9.77022933959961) (681,9.745039939880371) (1451,9.717618942260742) (1449,9.65217113494873) (915,9.341426849365234) (531,9.338578224182129) (691,9.292839050292969) (545,9.254303932189941) (1042,9.181221008300781)* (690,9.038800239562988) (802,8.955519676208496)
324: (954,12.914746284484863) (868,11.221014976501465) (917,10.938103675842285)* (3470,10.928414344787598)* (607,10.481132507324219) (2342,10.431905746459961)* (1535,10.318674087524414) (2055,10.303877830505371) (2746,10.296281814575195) (2347,10.147697448730469) (928,10.139793395996094) (841,10.110563278198242) (707,10.081363677978516)* (176,9.83605670928955) (6279,9.829167366027832) (1366,9.722780227661133) (1425,9.710627555847168) (6282,9.520139694213867) (4675,9.388489723205566) (2343,9.38547134399414)
325: (9,11.513367652893066) (1295,10.290886878967285) (1707,10.076784133911133) (1713,9.78460693359375) (1156,9.72203540802002) (1294,9.705129623413086) (32,9.404809951782227) (6873,9.13985824584961) (1292,9.120500564575195) (19,9.101954460144043) (27,9.034814834594727) (31,8.913856506347656) (1300,8.90037727355957) (1066,8.898821830749512) (6875,8.872973442077637) (30,8.853059768676758) (49,8.84304428100586) (515,8.812568664550781)* (18590,8.811281204223633) (37,8.775591850280762)
326: (289,14.401960372924805) (966,13.203465461730957) (461,10.813106536865234) (157,10.757164001464844) (302,10.659345626831055) (291,10.546784400939941)* (701,10.460309028625488) (300,10.404518127441406) (333,10.324984550476074)* (89,10.147924423217773)* (646,10.119503021240234) (466,10.063241958618164) (679,9.997102737426758) (293,9.993858337402344) (498,9.983649253845215) (544,9.978360176086426) (191,9.95957088470459) (972,9.923084259033203) (680,9.882930755615234) (290,9.846756935119629)
327: (461,13.170013427734375) (306,12.231212615966797) (308,12.082799911499023) (1032,11.740274429321289) (464,11.299216270446777) (701,11.11128044128418) (1455,10.907831192016602) (349,10.736964225769043) (320,10.662680625915527) (1456,10.627790451049805) (310,10.611530303955078) (903,10.498416900634766) (157,10.279891014099121) (251,10.224870681762695) (285,9.993389129638672) (474,9.981703758239746) (689,9.975691795349121) (314,9.953267097473145) (301,9.851463317871094) (544,9.776103973388672)
328: (228,11.98525619506836) (1515,11.17946720123291) (703,10.339122772216797) (425,10.004173278808594) (88,9.986092567443848) (2277,9.774748802185059) (3057,9.669431686401367) (1090,9.662310600280762) (533,9.556695938110352) (430,9.536616325378418) (689,9.465799331665039) (225,9.446897506713867) (154,9.421046257019043) (903,9.292182922363281)* (432,9.224827766418457) (173,9.222434997558594) (716,9.198351860046387) (210,9.160313606262207) (217,9.134227752685547) (199,9.096035957336426)
329: (289,13.608380317687988)* (306,13.062822341918945) (903,13.0331449508667) (1934,11.993636131286621)* (316,11.977860450744629)* (701,11.928838729858398)* (190,11.692421913146973) (1463,11.361385345458984) (538,11.352941513061523) (1688,11.255876541137695) (1243,11.229341506958008) (55,11.1507568359375)* (157,11.109525680541992) (329,11.100817680358887) (3057,11.026583671569824) (690,11.009172439575195) (167,10.938434600830078) (1464,10.897727966308594) (889,10.773882865905762) (2521,10.749516487121582)
330: (288,10.335698127746582) (349,9.660674095153809)* (320,9.465985298156738) (1037,9.284187316894531) (523,9.246955871582031) (1246,9.219921112060547) (3712,9.108229637145996) (464,8.950300216674805)* (300,8.805912971496582)* (544,8.769937515258789) (524,8.628170013427734) (528,8.547527313232422) (908,8.523050308227539) (318,8.513823509216309) (475,8.484504699707031) (293,8.40304183959961) (302,8.401068687438965) (680,8.301587104797363) (291,8.285185813903809) (456,8.276177406311035)
331: (461,10.653314590454102) (458,10.436142921447754) (681,10.209671020507812) (289,9.94451904296875)* (321,9.784828186035156) (306,9.776766777038574) (2020,9.717978477478027) (464,9.702211380004883) (523,9.633240699768066) (324,9.517613410949707) (686,9.495962142944336) (1037,9.431334495544434) (288,9.374481201171875) (466,9.237850189208984)* (344,9.149482727050781) (4811,9.101369857788086) (1032,9.090760231018066)* (4291,9.077247619628906) (3404,9.066264152526855)* (544,9.063457489013672)*
332: (289,13.399552345275879) (288,12.14244270324707) (306,11.801974296569824) (455,10.806293487548828) (701,10.556870460510254) (903,10.406780242919922) (538,10.264633178710938) (298,10.252185821533203) (67,10.120654106140137) (67,10.120654106140137) (689,10.053854942321777)* (1934,10.022016525268555) (679,9.99626350402832) (1243,9.935444831848145) (349,9.890836715698242) (320,9.886589050292969) (294,9.831743240356445) (89,9.815645217895508) (680,9.738235473632812) (157,9.698375701904297)
333: (349,11.910072326660156)* (320,11.740924835205078)* (294,11.487810134887695) (3063,11.004450798034668) (310,10.969461441040039) (525,10.942485809326172) (340,10.875789642333984) (302,10.847902297973633)* (257,10.820372581481934) (325,10.763591766357422) (71,10.514965057373047) (71,10.514965057373047) (55,10.485603332519531)* (972,10.474544525146484) (465,10.425718307495117) (802,10.372945785522461) (913,10.345430374145508) (161,10.274463653564453) (89,10.222219467163086) (461,10.219924926757812)
334: (614,10.697848320007324) (230,10.382697105407715) (1239,10.267906188964844)* (982,9.889745712280273)* (220,9.832313537597656)* (533,9.809294700622559) (412,9.777900695800781) (1515,9.721981048583984) (1513,9.661761283874512)* (707,9.58263111114502) (229,9.57838249206543) (709,9.433056831359863) (159,9.368346214294434) (228,9.336780548095703) (436,9.273805618286133) (2637,9.108321189880371) (3333,9.097887992858887) (429,9.01236343383789) (1116,8.957172393798828) (1091,8.952707290649414)
335: (288,12.511726379394531)* (306,12.096885681152344) (320,10.739953994750977) (455,10.674059867858887) (294,10.591903686523438) (157,10.229740142822266) (701,10.228870391845703) (302,10.202747344970703) (972,10.145109176635742) (523,9.880720138549805) (291,9.785787582397461) (257,9.763663291931152)* (525,9.736705780029297) (2523,9.723531723022461) (329,9.70126724243164) (538,9.655521392822266) (679,9.611404418945312)* (333,9.566068649291992) (542,9.540271759033203) (265,9.494621276855469)
336: (755,11.356369018554688)* (1401,10.572854995727539) (512,10.442340850830078)* (1716,10.367863655090332) (407,10.2706298828125) (2574,10.091190338134766) (233,9.924138069152832) (1131,9.862489700317383) (5966,9.843499183654785) (1410,9.798250198364258) (3028,9.695921897888184) (2582,9.660673141479492) (964,9.59132194519043) (768,9.576064109802246) (2429,9.48910903930664) (1191,9.393601417541504) (632,9.358061790466309) (2832,9.345072746276855) (758,9.3125) (2151,9.24105167388916)
337: (1369,13.07282829284668)* (843,12.85689926147461) (1261,11.987202644348145) (1274,11.695516586303711) (1527,11.077401161193848) (1337,10.875608444213867) (710,10.751188278198242) (1257,10.591352462768555) (1347,10.454462051391602) (1364,10.306255340576172)* (949,10.276144027709961) (1522,10.261003494262695) (947,10.221464157104492) (1523,10.20842170715332) (1338,10.14474105834961) (2342,10.001057624816895) (4273,9.95357894897461) (952,9.816398620605469) (3476,9.781329154968262) (1355,9.767114639282227)
338: (475,9.392949104309082) (294,8.887755393981934) (1369,8.6511812210083) (1412,8.226412773132324) (163,8.192614555358887)* (868,8.05981159210205) (952,8.053363800048828) (72,7.994012355804443) (72,7.994012355804443) (461,7.945114612579346) (306,7.7153801918029785) (459,7.672535419464111) (180,7.584807395935059) (1810,7.404365062713623) (951,7.3920578956604) (523,7.378179550170898) (329,7.353504180908203) (544,7.317440509796143) (906,7.287906646728516) (1713,7.151867866516113)
339: (1032,11.358803749084473) (349,11.06556224822998)* (701,11.042794227600098)* (802,10.855226516723633) (466,10.836297035217285)* (528,10.755775451660156) (455,10.672144889831543) (352,10.56790542602539) (525,10.430229187011719) (1042,10.422436714172363) (458,10.39543342590332) (2020,10.37397289276123)* (681,10.36025333404541) (908,10.260518074035645) (333,10.25969123840332)* (314,10.204390525817871) (1456,10.202192306518555) (524,10.128878593444824) (291,10.0037841796875)* (913,10.000819206237793)
340: (157,10.909144401550293) (294,10.317262649536133) (475,10.19567584991455) (331,9.817562103271484) (2083,9.6310396194458) (328,9.062965393066406)* (523,9.060333251953125) (1032,8.912217140197754) (459,8.910600662231445) (310,8.836478233337402) (906,8.747568130493164) (314,8.73806095123291) (301,8.719778060913086) (329,8.713910102844238) (1456,8.673212051391602) (544,8.66015338897705) (299,8.650821685791016)* (298,8.596847534179688) (532,8.548722267150879) (292,8.545890808105469)*
341: (3132,13.065919876098633) (6004,12.601166725158691) (1943,12.348224639892578)* (3685,11.971549034118652) (603,11.923789024353027) (617,11.201624870300293) (4232,11.04236888885498) (107,10.94741153717041) (4853,10.919894218444824) (1945,10.858113288879395) (5883,10.854369163513184)* (2716,10.79012393951416) (7683,10.785042762756348) (121,10.724628448486328) (13931,10.631895065307617) (3695,10.545071601867676) (744,10.513786315917969) (2605,10.448261260986328) (1507,10.25921630859375) (2164,10.2171630859375)
342: (227,11.694994926452637)* (703,11.500181198120117) (228,11.154332160949707) (229,10.8118896484375) (88,10.476235389709473)* (1515,10.073324203491211) (511,10.00380802154541) (182,9.763686180114746) (903,9.681192398071289)* (65,9.634034156799316) (65,9.634034156799316) (962,9.621162414550781) (1098,9.600554466247559) (533,9.594852447509766) (2277,9.590248107910156) (1106,9.582018852233887) (173,9.526000022888184)* (3057,9.487405776977539) (207,9.479127883911133)* (599,9.419737815856934)*
343: (868,13.87911319732666) (163,12.475870132446289) (3470,12.157896995544434)* (917,11.909667015075684)* (707,11.693740844726562)* (607,11.400250434875488) (710,11.250579833984375) (176,11.056815147399902) (2834,11.01474380493164) (952,10.991296768188477) (212,10.953329086303711) (712,10.773721694946289) (1425,10.636308670043945) (2797,10.556086540222168) (2013,10.422268867492676) (562,10.365525245666504) (1366,10.34388256072998) (3476,10.107542991638184) (614,10.047367095947266) (954,10.007433891296387)
344: (159,10.069869041442871) (1888,9.878982543945312) (429,9.858375549316406) (3280,9.750452041625977) (1707,9.114745140075684) (72,9.025911331176758) (72,9.025911331176758) (59,8.986466407775879) (715,8.79527473449707) (3884,8.780536651611328) (599,8.776238441467285) (961,8.609338760375977)* (1122,8.600592613220215) (1213,8.569622039794922) (1886,8.354375839233398) (1062,8.343671798706055) (1073,8.271404266357422) (441,8.231405258178711) (1534,8.22273063659668) (1713,8.170313835144043)
345: (703,12.109705924987793)* (1515,11.100955963134766) (2277,10.456796646118164) (228,10.360062599182129) (229,10.196613311767578) (3057,10.189680099487305) (432,10.057790756225586) (88,9.97957706451416) (689,9.919917106628418) (1390,9.906630516052246) (1106,9.828893661499023) (199,9.61898136138916) (225,9.45970630645752) (227,9.412104606628418) (210,9.41023063659668) (1090,9.388936042785645) (757,9.34030818939209)* (237,9.30785846710205) (2815,9.24915885925293) (423,9.23686695098877)
346: (228,11.887757301330566)* (227,11.43287467956543) (1515,11.065861701965332) (703,10.566012382507324) (533,10.187514305114746) (65,10.140263557434082) (65,10.140263557434082) (88,10.04863166809082) (182,9.885144233703613) (689,9.420797348022461) (716,9.259360313415527) (2277,9.254697799682617) (220,9.205013275146484) (1246,9.150386810302734) (546,9.147562980651855) (3057,9.133936882019043) (298,9.059476852416992) (225,9.052146911621094) (377,8.925156593322754) (511,8.925060272216797)*
347: (2352,9.83366870880127) (497,9.783931732177734) (3084,9.407336235046387) (490,9.17515754699707) (1179,9.173945426940918) (1874,9.173824310302734) (493,8.999969482421875) (3563,8.924299240112305) (510,8.857368469238281) (4179,8.675846099853516) (2206,8.631609916687012) (536,8.619494438171387) (1672,8.479598999023438) (499,8.470611572265625) (489,8.415144920349121) (198,8.378987312316895) (2661,8.3465576171875) (1859,8.251543045043945) (498,8.217109680175781) (808,8.184880256652832)
348: (1037,12.960625648498535) (681,12.237872123718262)* (1038,11.768393516540527) (1054,10.8593111038208) (2020,10.840564727783203) (464,10.75796890258789) (686,10.719532012939453) (470,10.70324993133545) (793,10.558290481567383) (324,10.395812034606934) (523,10.381808280944824) (1047,10.363446235656738) (344,10.354578971862793)* (693,10.24422550201416) (3404,10.217328071594238) (524,10.20761489868164) (3712,10.1124849319458) (313,10.10212516784668) (691,10.047674179077148)* (289,10.040493965148926)
349: (779,11.598777770996094) (768,11.097358703613281) (512,10.603084564208984) (3621,9.987879753112793) (1099,9.946928024291992) (1195,9.906120300292969) (2574,9.858731269836426) (2829,9.806539535522461) (1191,9.805761337280273) (1858,9.613028526306152) (1196,9.60389518737793) (816,9.536639213562012) (1541,9.535449028015137) (2850,9.482678413391113) (2847,9.422780990600586) (4166,9.41441822052002) (815,9.265242576599121) (5969,9.240450859069824)* (845,9.232872009277344) (1401,9.119636535644531)
350: (289,14.035409927368164)* (288,13.86852741241455)* (294,11.35692024230957) (320,11.172319412231445) (701,10.921869277954102)* (329,10.88694953918457) (340,10.526105880737305)* (913,10.491838455200195) (525,10.407014846801758) (3063,10.392722129821777) (299,10.379188537597656) (71,10.346471786499023) (71,10.346471786499023) (292,10.298255920410156)* (302,10.24563980102539) (523,10.113396644592285) (461,9.911314010620117)* (972,9.904200553894043) (641,9.86363410949707) (318,9.795560836791992)
351: (289,10.362204551696777) (498,9.634307861328125)* (1047,8.877253532409668)* (523,8.837801933288574) (524,8.789002418518066) (377,8.782610893249512) (470,8.702530860900879) (464,8.68839168548584) (2020,8.686052322387695) (461,8.680286407470703) (1246,8.605164527893066) (306,8.570989608764648) (321,8.453389167785645) (458,8.357666015625) (288,8.325601577758789) (681,8.307418823242188)* (530,8.270675659179688) (466,8.140645027160645) (537,8.066177368164062) (499,8.013601303100586)*
352: (461,10.134183883666992) (294,9.90639877319336) (679,9.68365478515625)* (523,9.657966613769531) (298,9.611651420593262) (349,9.500631332397461) (680,9.500332832336426)* (455,9.489418029785156) (320,9.398154258728027) (466,9.297136306762695)* (291,9.22260856628418) (903,9.199462890625) (1243,9.037029266357422) (292,9.026224136352539)* (525,9.00119686126709) (475,8.941895484924316) (329,8.897649765014648) (293,8.88868236541748)* (464,8.884332656860352) (257,8.828392028808594)
353: (1456,11.64491081237793) (294,11.535555839538574) (349,11.071197509765625)* (320,11.028066635131836) (915,10.988067626953125) (1032,10.893074035644531) (314,10.762557983398438)* (308,10.634967803955078) (545,10.633901596069336) (468,10.62240982055664)* (1613,10.45053768157959)* (475,10.299491882324219) (543,10.275954246520996) (544,10.242162704467773) (299,10.033589363098145) (455,10.030089378356934) (352,10.02342700958252) (528,10.02255630493164)* (1451,9.942416191101074) (317,9.919321060180664)
354: (289,10.830322265625)* (294,10.670450210571289) (306,10.194868087768555) (523,9.763466835021973) (288,9.728009223937988)* (2020,9.724559783935547) (320,9.58240032196045) (329,9.259411811828613) (915,9.039488792419434) (913,9.031932830810547) (157,8.986178398132324) (1032,8.842391967773438) (97,8.823440551757812) (1456,8.687113761901855) (285,8.634511947631836) (352,8.553409576416016) (328,8.510283470153809) (701,8.466115951538086)* (161,8.454392433166504) (1037,8.389715194702148)
355: (498,11.705480575561523) (1246,10.909554481506348) (481,10.607781410217285) (499,10.581869125366211) (230,10.499847412109375) (209,10.22430419921875) (1673,9.912521362304688) (540,9.76767635345459) (228,9.728508949279785)* (536,9.704385757446289) (378,9.676069259643555) (538,9.509231567382812) (488,9.508098602294922) (333,9.439806938171387) (306,9.38211727142334) (497,9.313346862792969) (2352,9.276420593261719) (680,9.248244285583496)* (464,9.184739112854004)* (1186,9.162639617919922)
356: (3621,11.9356107711792) (4103,11.834733963012695) (4945,11.387784004211426) (512,11.369695663452148) (815,11.130403518676758) (4935,10.899432182312012) (4508,10.815058708190918) (14443,10.704390525817871) (780,10.496740341186523) (4936,10.49590015411377) (4940,10.475676536560059) (808,10.126930236816406) (823,10.043153762817383) (814,9.978779792785645) (4166,9.96830940246582) (805,9.966986656188965) (9516,9.900108337402344) (9515,9.861775398254395) (4943,9.786026954650879) (5127,9.77029037475586)
357: (64,10.001502990722656) (64,10.001502990722656) (757,9.232266426086426) (56,8.962645530700684) (56,8.962645530700684) (430,8.839714050292969) (432,8.799818992614746) (1787,8.750378608703613) (1098,8.639549255371094) (3288,8.627629280090332) (1609,8.620424270629883) (1398,8.616164207458496) (2277,8.572551727294922) (703,8.5540771484375)* (7324,8.549556732177734) (539,8.507559776306152) (70,8.453531265258789) (437,8.395364761352539) (1409,8.37905216217041) (1155,8.287922859191895)*
358: (1099,10.80405044555664) (755,10.660601615905762) (757,10.446213722229004) (1401,10.11050033569336) (238,10.03386116027832)* (2582,9.904623031616211)* (1410,9.837295532226562) (1700,9.738527297973633) (632,9.48375129699707) (512,9.256911277770996) (233,9.2493314743042) (107,9.1890869140625) (703,9.16636848449707) (432,9.165644645690918) (2574,9.149925231933594) (444,9.122658729553223) (1745,9.105534553527832) (748,9.082783699035645) (64,9.080670356750488) (64,9.080670356750488)
359: (1713,12.25378131866455) (1061,11.490928649902344) (63,11.433576583862305) (63,11.433576583862305) (997,11.361151695251465) (30,10.710352897644043) (1707,10.52098274230957) (986,10.49482250213623) (75,10.382192611694336)* (75,10.382192611694336)* (3768,10.38182544708252) (5260,10.370244979858398) (1069,10.187868118286133) (1083,9.935586929321289) (1018,9.912518501281738) (1892,9.89653491973877) (5254,9.853485107421875) (880,9.79458999633789) (994,9.78367805480957) (12673,9.770100593566895)
