userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,54.48860549926758) (51,53.69181823730469)* (59,53.14431381225586)* (187,53.137508392333984) (1073,52.83039474487305) (1098,52.69015121459961) (1713,52.43505859375) (2638,52.38718795776367) (3992,52.326019287109375) (511,52.30113220214844) (157,52.18468475341797) (1824,52.175132751464844) (993,52.07918167114258) (4308,52.0689811706543) (1014,52.04991912841797) (715,52.04514694213867) (1072,51.98812484741211) (70,51.943885803222656)* (238,51.941497802734375) (997,51.92046356201172)
349: (768,58.71509552001953) (779,58.509361267089844) (1541,58.0391731262207) (1191,57.44160461425781) (2204,57.331241607666016) (6027,57.087398529052734) (1187,57.06224060058594) (2196,57.01915740966797) (2192,56.98287582397461) (6016,56.94974899291992) (6008,56.90973663330078) (45,56.829410552978516) (1401,56.76204299926758) (4181,56.74494171142578) (6842,56.71729278564453) (757,56.710235595703125)* (816,56.6500358581543) (1195,56.6380500793457) (6843,56.451637268066406) (6840,56.35810470581055)
350: (289,51.82488250732422)* (292,51.70815658569336)* (300,51.33313751220703)* (461,51.318660736083984)* (299,51.30013656616211) (288,51.242576599121094)* (302,51.195430755615234) (790,51.187835693359375)* (802,50.993648529052734)* (679,50.94954299926758) (701,50.90531539916992)* (333,50.82466125488281)* (318,50.783714294433594) (157,50.7782096862793) (646,50.773223876953125)* (161,50.736854553222656)* (523,50.540985107421875) (340,50.5021858215332)* (686,50.38584899902344) (543,50.35615158081055)
351: (466,51.61952209472656) (498,51.57665252685547)* (89,51.555049896240234) (464,51.49134826660156) (691,51.435577392578125) (461,51.14181137084961) (289,51.04656219482422) (288,51.008792877197266) (306,50.866214752197266) (528,50.740257263183594) (1934,50.645999908447266) (681,50.6318244934082)* (1037,50.62318420410156) (2020,50.622032165527344) (3200,50.61756134033203) (526,50.59172821044922) (1047,50.533939361572266)* (680,50.47369384765625) (292,50.463600158691406) (524,50.45454406738281)
352: (298,50.568443298339844) (55,50.42684555053711) (157,50.42146301269531) (903,50.30723571777344) (679,50.28062438964844)* (292,50.242027282714844)* (65,50.19649887084961) (65,50.19649887084961) (291,50.15269470214844) (378,50.13605880737305) (466,49.89506530761719)* (190,49.88701629638672) (316,49.81528091430664) (230,49.59428787231445) (525,49.582122802734375) (227,49.561370849609375) (475,49.539119720458984) (1243,49.521087646484375) (377,49.51250457763672) (310,49.42430114746094)
353: (328,54.98975372314453) (89,54.97148895263672)* (314,54.926998138427734)* (317,54.81719970703125) (468,54.60924530029297)* (309,54.56708908081055) (349,54.38569641113281)* (310,54.31734848022461) (531,54.25394821166992) (907,54.22163772583008) (302,54.20404815673828) (644,54.13908004760742) (55,54.12247848510742) (161,54.1103515625) (545,54.086185455322266) (2598,54.07761001586914) (4566,54.0767822265625) (312,54.03478240966797) (299,54.0294303894043) (67,54.029170989990234)
354: (1457,55.27729034423828) (292,55.223670959472656)* (317,55.1193733215332)* (288,55.054080963134766)* (306,55.01005172729492) (327,54.94044494628906) (161,54.926002502441406) (328,54.92536544799805) (484,54.772830963134766) (543,54.72218322753906) (468,54.70979690551758) (670,54.616607666015625) (294,54.54450607299805) (289,54.50156784057617)* (531,54.498165130615234) (352,54.485225677490234) (332,54.438720703125) (545,54.43213653564453) (2990,54.31842803955078) (1037,54.293094635009766)
355: (498,51.790889739990234) (475,51.050086975097656) (209,50.90400695800781) (333,50.770965576171875) (230,50.731773376464844) (540,50.701744079589844) (1246,50.351139068603516) (378,50.10345458984375) (536,50.09453582763672) (538,50.0523681640625) (191,49.99769973754883)* (331,49.93709182739258) (464,49.883506774902344)* (306,49.850189208984375) (229,49.832942962646484) (488,49.74991989135742) (481,49.7089729309082) (1186,49.6872444152832) (499,49.606842041015625) (1455,49.59708023071289)
356: (2204,58.11981964111328) (4181,57.86256790161133) (5961,57.737060546875) (825,57.57899475097656) (2210,57.440101623535156)* (2429,57.382530212402344) (2203,57.22260665893555) (4938,57.0267219543457) (6850,56.98957061767578) (14443,56.76956558227539) (6837,56.7342529296875) (816,56.63922119140625) (6008,56.60614013671875) (14444,56.60343551635742) (4550,56.52217483520508) (3807,56.5184440612793) (1187,56.48674774169922) (3812,56.44419860839844) (1868,56.41732406616211) (2196,56.41001892089844)
357: (7324,58.343204498291016) (757,58.1871223449707) (84,58.11280059814453)* (1075,57.967708587646484) (1409,57.755435943603516) (1062,57.724403381347656) (8674,57.30513381958008) (1398,57.172176361083984) (1098,57.1307487487793) (1155,57.03034591674805)* (2535,57.02153396606445) (5154,57.01327133178711) (8678,56.92915344238281) (1405,56.900177001953125) (4732,56.89745330810547) (64,56.88041687011719) (64,56.88041687011719) (4382,56.832298278808594) (432,56.80488586425781) (4032,56.79960250854492)
358: (2605,61.3304328918457)* (748,60.83576965332031) (154,60.57427215576172) (755,60.52166748046875) (9766,60.48853302001953) (238,60.4130973815918)* (4734,60.183921813964844) (2668,60.100547790527344) (2676,59.93605041503906) (1099,59.896602630615234) (757,59.87923812866211) (2158,59.8519401550293) (1745,59.76438522338867) (2667,59.74214172363281) (162,59.73467254638672)* (7079,59.663475036621094) (744,59.65055847167969) (2824,59.576438903808594) (606,59.533958435058594) (1075,59.52186965942383)
359: (1885,60.066246032714844) (997,59.80085372924805) (5256,59.52180480957031)* (3768,59.50633239746094) (1004,59.39839553833008) (1014,59.35777282714844) (4308,58.92837905883789) (59,58.856563568115234)* (1019,58.786949157714844) (994,58.77424621582031) (1085,58.69685363769531) (95,58.666446685791016) (7577,58.61786651611328) (2039,58.572566986083984) (91,58.56238555908203) (100,58.56066131591797) (193,58.414146423339844) (1886,58.402957916259766)* (7096,58.38283157348633) (1083,58.31940841674805)
360: (2086,48.192447662353516) (2111,48.05933380126953) (379,48.029541015625) (2101,47.98494338989258) (2104,47.93611145019531) (12243,47.7960090637207) (9540,47.751914978027344) (397,47.695777893066406) (9585,47.62854766845703) (7148,47.48781967163086) (8047,47.4599494934082) (592,47.413108825683594) (1922,47.32695388793945) (10931,47.32272720336914) (375,47.27406311035156) (374,47.14520263671875) (3858,47.135955810546875) (1148,47.01765441894531) (9566,46.925445556640625) (9092,46.9169921875)
361: (288,49.50803756713867)* (306,49.38275909423828) (300,49.32715606689453) (157,49.27021408081055) (701,49.26192092895508)* (310,48.91023254394531)* (333,48.88593292236328)* (329,48.852455139160156) (161,48.842491149902344) (461,48.53593444824219)* (679,48.506771087646484) (466,48.506656646728516) (903,48.311336517333984) (455,48.28569412231445) (301,48.24614715576172) (265,48.14961242675781) (544,48.14204025268555) (378,48.06524658203125) (465,47.804443359375) (328,47.75947189331055)
362: (498,51.994327545166016)* (982,51.510292053222656) (1045,51.459190368652344) (220,51.300716400146484) (714,51.280887603759766)* (1186,51.25264358520508) (209,51.24251937866211) (439,51.24250411987305)* (1046,51.230751037597656) (6120,51.150299072265625)* (706,51.05707931518555) (1669,51.05551528930664) (932,51.017581939697266) (6121,51.00368118286133)* (6132,51.00048065185547) (1043,50.942142486572266) (424,50.896060943603516) (1672,50.863258361816406) (3205,50.851078033447266) (1241,50.83146286010742)*
363: (412,54.19380569458008) (198,54.10301971435547) (220,53.60527420043945) (377,53.591251373291016) (1974,53.57790756225586) (209,53.528076171875) (1406,53.507450103759766) (383,53.46385192871094) (1044,53.333251953125) (488,53.3153190612793)* (4821,53.29528045654297) (1116,53.22599792480469) (537,53.10984420776367) (489,53.044437408447266) (1145,53.016334533691406) (1650,52.945350646972656) (2661,52.93010330200195) (1854,52.88771438598633) (540,52.86997604370117) (517,52.85447692871094)
364: (227,50.73642349243164)* (2633,50.607757568359375) (197,50.522945404052734) (1242,50.45158004760742) (222,50.408668518066406) (2629,50.395652770996094) (219,50.35312271118164) (609,50.256202697753906) (2424,50.22212600708008) (205,50.18730926513672) (206,50.15166473388672) (2640,50.070289611816406) (7147,50.00591278076172) (4079,49.97036361694336) (735,49.868995666503906) (859,49.847599029541016) (2641,49.83674621582031) (429,49.8132438659668) (1160,49.782814025878906) (863,49.773765563964844)
365: (2026,56.6123046875) (5879,56.2310791015625) (6831,56.225914001464844) (748,56.210960388183594) (1230,55.808372497558594) (616,55.68600082397461) (756,55.642032623291016) (6189,55.5802001953125) (1709,55.4378547668457) (1423,55.33677291870117) (603,55.273712158203125) (744,55.255924224853516) (8234,55.140403747558594) (2037,55.13064956665039) (2668,55.12748336791992) (11206,55.06230926513672) (13950,55.048301696777344) (2289,54.99136734008789) (1222,54.960411071777344) (2146,54.93596267700195)
366: (2542,55.609596252441406) (621,55.29301834106445) (1504,55.232200622558594) (632,55.194480895996094) (197,55.186424255371094) (1423,55.158111572265625) (1957,55.08382034301758) (441,54.99951934814453) (444,54.92096710205078) (206,54.86274337768555) (6295,54.649932861328125) (416,54.60734939575195) (199,54.56904220581055) (8234,54.431697845458984) (233,54.412269592285156) (162,54.39324951171875) (6759,54.39289093017578) (867,54.333168029785156) (964,54.326271057128906) (6151,54.269718170166016)
367: (220,55.357643127441406) (230,55.35371398925781) (1186,55.33381652832031) (808,55.05021286010742) (377,54.97505187988281) (207,54.83549880981445)* (1406,54.82133483886719) (190,54.72373580932617) (1116,54.64543151855469) (1974,54.593421936035156) (486,54.59048080444336) (198,54.58378601074219) (1672,54.5093879699707) (4821,54.49991226196289) (234,54.46309280395508) (4179,54.459171295166016) (424,54.439998626708984) (5310,54.3243293762207) (403,54.30228042602539) (537,54.24448013305664)
368: (2289,52.440574645996094) (2139,52.418861389160156)* (612,52.323974609375) (1504,52.31174087524414) (429,52.30940628051758) (3279,52.22394943237305) (4064,52.16352844238281) (615,52.144203186035156) (8672,52.11285400390625) (608,52.079166412353516) (6217,52.00029754638672)* (1964,51.687381744384766) (14303,51.67966079711914) (1888,51.66330337524414) (2531,51.574195861816406) (3290,51.562408447265625) (2281,51.52865982055664) (2542,51.5079231262207) (440,51.49150466918945) (4495,51.472686767578125)
369: (217,52.44880676269531)* (430,52.074462890625) (228,52.00984191894531) (1400,51.98490905761719) (1390,51.89527893066406) (425,51.82416915893555) (199,51.818973541259766)* (1632,51.665061950683594) (154,51.604698181152344) (1048,51.47406768798828)* (65,51.45880889892578) (65,51.45880889892578) (1106,51.41382598876953) (898,51.34249496459961) (424,51.336456298828125)* (703,51.12783432006836) (1375,51.026607513427734)* (1239,50.999000549316406) (432,50.97399139404297) (195,50.96482467651367)*
370: (227,49.39458465576172) (190,49.245697021484375) (229,48.781517028808594) (228,48.609256744384766) (173,48.45414352416992)* (159,48.31983947753906) (424,48.29188537597656) (234,48.18511962890625) (903,48.16402053833008) (298,48.153663635253906) (154,48.10332107543945)* (511,48.0909538269043)* (230,48.06978225708008) (959,48.05295181274414) (220,48.026004791259766) (706,47.98348617553711) (599,47.94837951660156)* (436,47.89006805419922) (1246,47.82967758178711) (498,47.80851745605469)
371: (6267,55.50807571411133) (30,55.155059814453125) (7718,54.919979095458984) (6265,54.85029602050781) (6245,54.801979064941406)* (1072,54.75813293457031)* (1713,54.6737060546875)* (5254,54.61886215209961)* (7717,54.529850006103516) (4297,54.5061149597168) (2747,54.45658874511719) (6263,54.41069412231445) (6277,54.393898010253906) (7715,54.366695404052734) (7720,54.3364372253418) (13637,54.30965042114258) (4295,54.27504348754883) (3056,54.24172592163086) (2735,54.22529220581055) (7722,54.129154205322266)
372: (377,56.61070251464844)* (475,55.964996337890625) (486,55.65526580810547) (405,54.91681671142578) (497,54.785526275634766) (1044,54.71680450439453) (378,54.708003997802734) (198,54.47206497192383) (489,54.07229232788086) (491,54.017616271972656) (726,53.97471237182617) (371,53.89626693725586) (514,53.868736267089844) (209,53.84247589111328) (190,53.815216064453125) (230,53.80773162841797) (4502,53.781585693359375) (1145,53.770328521728516) (3240,53.760963439941406) (500,53.7454719543457)
375: (300,53.51295471191406)* (292,53.22799301147461)* (55,53.205753326416016) (333,53.169273376464844) (306,53.0317497253418)* (466,52.98004150390625) (701,52.801002502441406) (298,52.78593444824219) (291,52.66328430175781)* (461,52.54529571533203) (544,52.52975845336914) (157,52.459415435791016) (525,52.260494232177734) (257,52.219024658203125) (310,52.18046569824219) (349,52.166664123535156) (903,52.164344787597656) (523,52.13331604003906) (498,52.01301574707031) (318,51.89515686035156)*
376: (1369,49.90822219848633)* (957,49.318450927734375) (1132,49.12042999267578) (954,48.95180130004883) (2033,48.91963577270508) (1998,48.824974060058594) (918,48.79344940185547) (1372,48.753543853759766) (2838,48.722835540771484) (1535,48.599159240722656) (7050,48.431053161621094) (5485,48.419090270996094) (928,48.356605529785156) (2342,48.23771667480469) (2787,48.108829498291016) (5526,48.10657501220703) (1412,48.07075500488281) (920,48.04941177368164) (1342,48.04567337036133) (1338,48.01639175415039)
377: (707,53.050960540771484) (841,52.79457092285156)* (843,52.5356330871582) (198,52.26311492919922) (1274,52.25602340698242) (920,51.95426940917969)* (949,51.79664611816406) (1044,51.65853500366211) (815,51.59098434448242) (1104,51.40193176269531) (978,51.38637161254883) (504,51.34746551513672) (234,51.34642028808594) (1281,51.30485153198242) (846,51.304847717285156) (517,51.3008918762207) (7,51.220428466796875) (854,51.19207000732422) (930,51.191463470458984) (2379,51.16583251953125)
378: (511,48.36375427246094) (1464,47.829856872558594) (951,47.73881149291992)* (975,47.72150802612305) (378,47.6761474609375) (2783,47.665740966796875) (192,47.664939880371094) (316,47.65871810913086) (889,47.6424446105957) (2444,47.573524475097656) (155,47.55554962158203) (917,47.55295181274414) (2786,47.43635940551758) (728,47.42799377441406) (712,47.37364959716797) (89,47.35585403442383) (65,47.30155944824219) (65,47.30155944824219) (717,47.2913932800293) (389,47.23057556152344)
380: (295,54.34457015991211)* (288,53.90622329711914)* (289,53.87868118286133)* (55,53.83424758911133) (306,53.54478073120117) (300,53.51211166381836) (302,53.48794937133789) (386,53.25515365600586) (701,53.16768264770508) (461,53.11619186401367) (328,52.93878173828125) (310,52.9384880065918) (291,52.934242248535156)* (333,52.792083740234375) (544,52.78424835205078) (972,52.767921447753906) (686,52.75273895263672) (157,52.67547607421875) (326,52.61071014404297)* (644,52.54881286621094)
382: (2698,53.498252868652344)* (278,52.761375427246094) (1614,52.419944763183594) (13857,52.39000701904297) (276,52.372371673583984)* (267,52.010677337646484) (9766,51.995140075683594) (2252,51.98849105834961) (2699,51.908363342285156) (3870,51.847164154052734) (617,51.83586883544922) (1610,51.78938674926758)* (460,51.7155876159668) (2832,51.646724700927734) (619,51.592750549316406)* (3357,51.541656494140625) (1952,51.45387268066406) (4586,51.40294647216797) (1640,51.34172439575195) (1636,51.34123229980469)
383: (228,49.679073333740234) (903,49.55131912231445) (689,49.52375030517578) (1375,49.397464752197266) (89,49.37399673461914) (298,49.364070892333984) (207,49.12975311279297) (331,49.0009880065918) (300,48.98851013183594) (1400,48.912330627441406) (1048,48.73536682128906) (546,48.70976638793945)* (173,48.662513732910156) (306,48.662227630615234) (227,48.65815353393555) (377,48.60809326171875) (475,48.56087112426758) (67,48.54121398925781) (67,48.54121398925781) (486,48.52825927734375)
385: (498,48.510948181152344)* (333,48.4880256652832)* (289,47.98316955566406)* (306,47.845401763916016)* (298,47.69132995605469) (701,47.4591178894043) (295,47.45616912841797) (538,47.41598129272461) (903,47.375152587890625) (377,47.27910614013672)* (55,47.1187858581543) (67,47.11582946777344) (67,47.11582946777344) (475,47.08310317993164) (209,46.91421127319336) (378,46.898597717285156) (1047,46.871368408203125) (293,46.800575256347656) (328,46.8004035949707) (190,46.78809356689453)*
386: (917,51.61602020263672) (1249,51.493534088134766) (250,51.37300109863281) (728,51.2706298828125) (1415,51.26408767700195) (220,51.081695556640625) (975,50.98496627807617) (2842,50.981075286865234) (1412,50.82828140258789) (227,50.790138244628906) (706,50.78555679321289) (707,50.78076934814453)* (234,50.49493408203125) (928,50.478111267089844) (712,50.381080627441406) (868,50.376155853271484) (730,50.3180046081543) (1244,50.29518508911133) (723,50.29124069213867) (245,50.158668518066406)
387: (697,52.91587829589844) (7781,52.46652603149414) (239,52.341339111328125) (12406,51.94548416137695) (331,51.87502670288086) (247,51.85720443725586) (1934,51.670654296875) (3488,51.66501998901367) (1383,51.62931442260742) (89,51.6142463684082) (1935,51.5308837890625) (3128,51.51540756225586) (310,51.50852966308594) (901,51.48163986206055) (55,51.404205322265625) (7810,51.384803771972656) (1971,51.36581802368164) (526,51.322357177734375) (689,51.30027389526367) (4696,51.23746871948242)
388: (2446,51.813419342041016)* (3901,51.57533645629883) (955,51.41259765625)* (397,51.380035400390625) (2086,51.10842514038086) (375,51.0450325012207) (518,51.04189682006836)* (370,50.989601135253906) (374,50.878414154052734) (18,50.83356857299805) (3422,50.804813385009766) (3197,50.77085876464844) (1114,50.72011184692383) (46,50.7104377746582) (503,50.45649719238281) (5653,50.44717788696289) (5079,50.43595886230469) (506,50.3503532409668) (5089,50.311622619628906) (45,50.294551849365234)
390: (295,52.6414794921875)* (349,52.171417236328125) (161,51.867340087890625) (461,51.86003494262695)* (257,51.80113983154297)* (291,51.54754638671875) (318,51.510963439941406) (544,51.358123779296875) (310,51.290443420410156) (329,51.28612518310547) (328,51.20804977416992)* (352,50.99716567993164) (157,50.994503021240234) (325,50.95737838745117) (525,50.94754409790039) (320,50.86796951293945) (913,50.86482238769531) (326,50.79645919799805) (378,50.79167556762695) (465,50.775978088378906)
391: (10320,60.35032272338867) (460,60.000370025634766)* (808,59.8919563293457) (1200,59.88433837890625) (814,59.71164321899414) (1874,59.63169479370117) (4173,59.408329010009766) (500,59.38228988647461) (475,59.36033248901367) (3946,59.29594039916992) (489,59.26359558105469) (4181,59.23638153076172) (13377,59.2188720703125) (497,59.0928955078125) (3034,59.08251953125) (493,58.984127044677734)* (3428,58.97816467285156) (7639,58.859596252441406) (1184,58.76578903198242) (3758,58.696739196777344)
392: (67,47.54218673706055)* (67,47.54218673706055)* (289,47.48370361328125)* (298,47.42871856689453) (300,47.42283248901367) (55,47.10975646972656) (288,47.05278778076172)* (291,46.92277526855469)* (1243,46.852020263671875) (306,46.82122039794922) (701,46.77994918823242) (344,46.659236907958984)* (97,46.59333038330078) (1556,46.58784484863281) (295,46.56819152832031) (301,46.38060760498047) (498,46.361087799072266)* (538,46.2491340637207) (466,46.18973922729492) (461,46.144351959228516)
393: (706,49.74931716918945) (424,49.683502197265625) (1513,49.564369201660156) (533,49.49939727783203) (982,49.37558364868164) (220,49.37279510498047) (228,49.098167419433594) (230,49.074432373046875) (436,49.0709342956543) (229,49.06580352783203) (226,49.02604675292969) (65,48.98981475830078)* (65,48.98981475830078)* (154,48.946556091308594) (1412,48.911380767822266) (709,48.87324523925781) (159,48.8670539855957) (1246,48.839595794677734) (429,48.753143310546875) (1807,48.73670196533203)
394: (1669,47.9798698425293) (1651,47.93277359008789) (714,47.8857536315918) (9856,47.75707244873047) (1241,47.68949508666992) (439,47.672576904296875) (1761,47.571346282958984) (1755,47.56073760986328) (3386,47.48943328857422) (4216,47.45378112792969) (6795,47.29556655883789) (3383,47.27509689331055) (17732,46.9672966003418) (220,46.93750762939453) (705,46.89458465576172) (708,46.88971710205078) (3741,46.889583587646484) (417,46.85829162597656) (683,46.8560791015625) (4818,46.83035659790039)
395: (503,53.356754302978516)* (846,52.47943115234375)* (841,52.43638610839844)* (707,52.37004470825195) (957,52.20381164550781) (1339,51.95465087890625) (923,51.92934799194336) (918,51.90453338623047)* (815,51.6134147644043)* (1547,51.60606384277344)* (806,51.50938415527344) (383,51.36497497558594) (188,51.351043701171875) (812,51.2603759765625) (808,51.21391296386719) (813,51.18516159057617) (920,51.15864944458008) (726,51.1552619934082) (497,51.1219596862793) (1351,51.09355926513672)
396: (63,59.60629653930664) (63,59.60629653930664) (175,58.53515625) (3501,58.40880584716797) (157,58.06095886230469) (151,57.900054931640625) (194,57.824310302734375) (1800,57.680999755859375) (529,57.65829849243164) (1001,57.64200973510742) (187,57.5953369140625) (2040,57.362388610839844) (64,57.2380256652832) (64,57.2380256652832) (69,57.22431945800781) (69,57.22431945800781) (51,57.20460891723633) (1713,57.16801834106445) (4126,57.148990631103516) (7157,57.127079010009766)
397: (72,55.46670913696289)* (72,55.46670913696289)* (51,53.59241485595703)* (1713,53.57796859741211)* (1886,53.47964859008789) (515,53.2989616394043) (1072,53.27700424194336) (1298,53.15140914916992) (1707,53.07439041137695) (1075,53.05353546142578) (157,53.02756881713867) (173,52.99639892578125) (1534,52.98888397216797) (450,52.97612380981445) (70,52.948936462402344) (190,52.88970947265625)* (187,52.841251373291016) (36,52.794986724853516) (1098,52.790740966796875) (159,52.77702713012695)
398: (429,50.693504333496094) (159,50.50587463378906) (1090,50.25251388549805) (229,50.24826431274414) (207,50.17691421508789)* (65,50.17317199707031) (65,50.17317199707031) (173,50.13554000854492) (199,50.134254455566406)* (436,50.1170768737793) (533,50.05674743652344)* (190,50.048370361328125) (228,50.023353576660156) (88,49.99527359008789)* (424,49.971946716308594) (418,49.96813201904297) (196,49.7851448059082) (511,49.756492614746094) (226,49.701969146728516)* (715,49.684669494628906)
399: (466,50.038761138916016)* (295,49.732444763183594)* (306,49.595645904541016) (544,49.51942443847656) (349,49.258907318115234) (55,49.1785774230957) (679,49.17767333984375) (325,49.07203674316406) (523,49.04881286621094) (67,49.01715850830078) (67,49.01715850830078) (528,48.903831481933594) (704,48.79026412963867) (498,48.78227233886719) (543,48.744110107421875) (458,48.5867919921875) (908,48.580074310302734) (790,48.549049377441406) (293,48.53077697753906) (464,48.52495193481445)
400: (466,51.75236892700195)* (288,51.35053634643555)* (679,51.105743408203125) (318,50.8848991394043)* (344,50.72998809814453) (528,50.71343231201172)* (704,50.684410095214844)* (352,50.599510192871094) (299,50.50429916381836)* (325,50.42292404174805)* (498,50.305381774902344) (298,50.278079986572266) (349,50.24203109741211) (257,50.20081329345703) (790,50.19830322265625) (680,50.12570571899414) (386,50.07119369506836) (543,50.070411682128906) (524,50.04444122314453) (972,50.02408981323242)*
401: (1045,52.05179214477539) (4087,52.03460693359375) (706,52.02266311645508)* (2983,51.93427658081055) (1246,51.89634704589844) (6120,51.81235122680664) (982,51.80950164794922) (1249,51.80150604248047) (932,51.76678466796875)* (209,51.732425689697266) (1672,51.6967658996582) (6121,51.39463806152344) (714,51.36379623413086) (1809,51.361785888671875) (540,51.344459533691406) (5630,51.332881927490234) (1041,51.31812286376953)* (6132,51.304168701171875) (1043,51.286949157714844) (1669,51.2366828918457)
402: (724,48.77518081665039)* (1803,48.15522003173828) (1372,48.07487106323242)* (220,48.01146697998047) (2342,47.95927429199219) (176,47.899261474609375) (952,47.8804817199707) (2834,47.845863342285156) (614,47.793418884277344) (198,47.717491149902344) (2787,47.69573974609375) (928,47.57891082763672) (2595,47.55522918701172) (1261,47.47819900512695) (854,47.4508056640625) (923,47.375) (868,47.30146408081055)* (226,47.295555114746094) (1531,47.27666091918945) (924,47.24705505371094)
403: (2432,49.28660583496094) (1034,49.02644729614258) (487,48.82307815551758)* (8398,48.80827331542969) (2092,48.76703643798828) (45,48.67784118652344) (333,48.67705154418945) (300,48.66808319091797)* (3196,48.592041015625) (377,48.47340774536133) (544,48.374305725097656) (681,48.211753845214844) (375,48.17779541015625) (374,48.16542053222656) (486,48.14921951293945) (532,48.13896179199219) (400,48.11277389526367) (302,48.045021057128906) (1263,48.02747344970703) (298,48.026065826416016)
404: (412,57.14787673950195)* (2661,56.032955169677734) (537,55.86581802368164) (540,55.85960006713867) (840,55.8124885559082) (198,55.690643310546875) (1866,55.60138702392578) (501,55.540103912353516) (507,55.53168869018555) (383,55.50959396362305)* (497,55.424537658691406) (816,55.4038200378418) (220,55.39204788208008) (500,55.38222122192383) (498,55.37472915649414) (1974,55.3349494934082) (1116,55.30266189575195) (3398,55.30097579956055) (1645,55.27252197265625) (2150,55.2723503112793)
405: (292,54.329750061035156)* (306,54.212059020996094) (1457,54.21031951904297) (328,53.990234375) (4566,53.95709228515625)* (644,53.847381591796875) (294,53.842037200927734) (332,53.79829406738281) (309,53.7927360534668) (352,53.779388427734375) (300,53.67925262451172)* (484,53.670082092285156) (466,53.577938079833984)* (468,53.57379150390625) (327,53.5212516784668) (302,53.48677444458008) (161,53.34806823730469) (701,53.318885803222656) (907,53.267032623291016) (1449,53.23282241821289)
406: (3417,50.63362503051758) (188,50.38514709472656)* (4675,50.186737060546875)* (4271,50.07794952392578) (1110,49.95352554321289)* (1134,49.888580322265625) (592,49.84991455078125) (607,49.82065200805664) (7802,49.67284393310547) (1227,49.65221405029297) (3438,49.60179901123047) (5299,49.591827392578125) (1172,49.445655822753906) (1412,49.38340377807617) (920,49.374168395996094)* (1413,49.295284271240234)* (1123,49.26357650756836) (1131,49.236263275146484) (4690,49.22095489501953) (4285,49.21717834472656)
407: (748,60.05298614501953) (603,59.6062126159668) (1745,59.320430755615234) (154,59.10370635986328) (757,58.924598693847656) (418,58.637916564941406) (444,58.59957504272461) (1075,58.59342956542969) (1098,58.57456588745117) (1222,58.52375411987305) (2605,58.512271881103516) (441,58.407432556152344) (81,58.35315704345703) (744,58.15974044799805) (2542,58.06770706176758) (1062,58.050086975097656) (3411,57.98941421508789) (616,57.9852180480957) (107,57.94186782836914) (1964,57.93778610229492)
408: (533,50.410850524902344)* (1400,50.34465789794922) (716,50.28721237182617) (424,50.21823501586914) (229,50.209529876708984) (715,49.82248306274414) (203,49.70951843261719) (903,49.568580627441406) (190,49.55154037475586) (182,49.49707794189453) (1106,49.47727584838867) (65,49.43318176269531) (65,49.43318176269531) (221,49.41096115112305) (428,49.37557601928711) (154,49.202720642089844) (443,49.18883514404297) (1048,49.171974182128906) (429,49.101505279541016) (1520,49.075782775878906)
409: (67,52.08195877075195)* (67,52.08195877075195)* (300,51.96691131591797) (65,51.85044860839844) (65,51.85044860839844) (333,51.84197998046875) (289,51.81142807006836) (903,51.74998474121094) (302,51.629737854003906)* (306,51.57542037963867) (498,51.515560150146484) (288,51.44830322265625) (55,51.38249588012695) (538,51.37406539916992) (229,51.20774459838867) (679,51.200321197509766) (701,51.193485260009766) (291,51.18296813964844) (316,51.17085266113281) (378,51.11509323120117)
410: (691,51.75175857543945)* (4223,51.12202072143555) (10924,50.89596176147461) (1187,50.69314956665039) (12918,50.69059371948242) (3338,50.530357360839844) (4196,50.51884460449219) (10920,50.495182037353516) (10923,50.491573333740234) (10921,50.45415496826172) (10922,50.43162536621094) (498,50.422035217285156) (14223,50.41483688354492) (6769,50.39999771118164) (693,50.34317398071289) (8621,50.26154327392578) (470,50.2178840637207) (11553,50.206993103027344) (3033,50.08008575439453) (4837,50.03545379638672)
411: (278,52.839385986328125)* (2247,52.423377990722656)* (1433,51.362064361572266) (475,51.311668395996094)* (3317,51.087921142578125) (4344,51.03543472290039) (276,50.925048828125) (6288,50.836952209472656) (3227,50.69470977783203)* (2905,50.670310974121094) (2923,50.659217834472656) (7766,50.470821380615234) (5119,50.22056198120117) (376,50.13407516479492) (1641,50.099365234375)* (2813,50.00674819946289) (2916,49.998619079589844)* (331,49.9506721496582)* (5239,49.94780349731445) (2242,49.90208435058594)
412: (246,48.68163299560547) (1775,48.546226501464844) (683,48.5301513671875) (714,48.50372314453125) (261,48.456031799316406) (316,48.11742401123047) (355,48.05208969116211) (3741,47.92254638671875) (5745,47.7855339050293)* (538,47.75706100463867) (533,47.740386962890625) (1556,47.738258361816406) (366,47.687286376953125) (289,47.589996337890625) (283,47.51048278808594) (498,47.507320404052734) (1771,47.505096435546875) (65,47.489383697509766) (65,47.489383697509766) (228,47.42094039916992)
