userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (51,13.564674377441406)* (1001,13.463759422302246) (157,13.009085655212402) (3768,12.665403366088867) (998,12.491379737854004) (511,12.053409576416016) (1072,11.801580429077148) (1014,11.795880317687988) (1073,11.552505493164062) (187,11.229269981384277) (877,11.150175094604492) (59,10.92856502532959)* (1713,10.899521827697754) (238,10.850545883178711) (153,10.82229995727539) (1707,10.732564926147461) (3280,10.726459503173828) (1013,10.550677299499512) (1394,10.457609176635742) (70,10.338756561279297)*
296: (2298,14.567682266235352) (12434,13.64905071258545) (12439,13.227151870727539) (266,13.042556762695312) (2300,12.822067260742188) (2244,12.71814250946045) (5353,12.653034210205078) (2312,12.643964767456055) (2952,12.258522033691406) (8553,12.00284194946289) (8427,11.871148109436035) (2796,11.855921745300293) (4344,11.683416366577148) (1743,11.655508995056152) (8555,11.231796264648438) (14089,11.18162727355957) (8454,11.043530464172363) (7239,10.876042366027832) (12243,10.783041954040527) (4928,10.714329719543457)
297: (154,13.410135269165039)* (217,9.2042236328125) (418,8.955911636352539) (615,8.86780071258545) (618,8.713146209716797)* (212,8.588383674621582)* (207,8.347898483276367) (599,8.304609298706055) (609,8.001118659973145) (1633,7.987526893615723) (199,7.871898174285889)* (163,7.8073883056640625) (735,7.780124187469482) (2265,7.7272186279296875) (2415,7.578765392303467) (859,7.566521644592285) (1239,7.514357089996338) (1412,7.500760078430176) (416,7.453386306762695) (434,7.430497646331787)
298: (498,13.570293426513672) (65,12.286863327026367) (65,12.286863327026367) (683,12.161632537841797) (344,11.894037246704102) (366,11.014183044433594) (316,10.974658966064453) (735,10.648954391479492) (333,10.512301445007324) (154,10.34963607788086) (1412,10.335592269897461) (1772,10.147146224975586) (679,10.094083786010742) (163,10.077018737792969) (3057,9.878618240356445) (1109,9.861482620239258) (1755,9.805307388305664) (1775,9.801349639892578) (718,9.65081787109375) (714,9.592220306396484)
299: (227,14.421056747436523) (228,9.865598678588867) (89,9.45064926147461)* (333,9.053789138793945) (300,8.644368171691895) (533,7.971039772033691) (683,7.891153335571289) (701,7.884312629699707) (679,7.808027267456055) (3205,7.719656467437744) (982,7.638284683227539) (689,7.567352294921875) (316,7.547266960144043) (1400,7.361936569213867) (1243,7.347698211669922) (1755,7.311695575714111) (1246,7.268701553344727) (230,7.164671897888184) (540,7.083203315734863) (425,6.898718357086182)
300: (227,24.67361068725586) (1412,17.428625106811523) (1681,16.686370849609375) (498,14.069564819335938) (230,13.981090545654297) (951,13.876683235168457) (1775,13.743322372436523) (163,13.64157485961914) (917,13.60757064819336) (959,13.269759178161621) (966,13.055621147155762) (1803,12.981767654418945) (3741,12.815910339355469) (735,12.605793952941895) (1244,12.56767749786377) (3743,12.51082992553711) (683,12.447147369384766) (1768,12.29809856414795) (2080,12.197242736816406) (3928,12.096460342407227)
301: (227,12.956794738769531) (498,11.9256591796875)* (701,11.285252571105957) (542,10.336594581604004) (903,9.857748031616211)* (679,9.847901344299316) (959,9.752896308898926)* (65,9.74570083618164) (65,9.74570083618164) (295,9.705403327941895)* (55,9.510177612304688) (302,9.437560081481934)* (714,9.113015174865723) (951,9.097733497619629) (291,9.006534576416016) (3332,8.95907974243164) (1243,8.745712280273438) (378,8.706027030944824) (306,8.56972599029541) (466,8.56387996673584)
302: (289,12.28964614868164)* (295,9.93173885345459) (498,9.075267791748047) (686,8.674537658691406) (325,8.564945220947266) (291,8.404348373413086) (461,8.397039413452148) (302,8.233498573303223)* (67,7.706089019775391) (67,7.706089019775391) (349,7.652828216552734) (680,7.59469747543335) (681,7.594247341156006) (802,7.318919658660889) (544,7.297101974487305) (344,7.272526741027832) (386,7.252815246582031) (790,7.177345275878906) (318,7.166164398193359) (646,7.09575891494751)
303: (227,17.34995460510254)* (220,10.275676727294922) (614,10.214803695678711) (868,10.009896278381348)* (154,9.818597793579102) (226,9.621918678283691)* (1369,9.541605949401855)* (854,9.513565063476562) (982,9.201196670532227) (190,9.094795227050781) (533,9.02739429473877) (1249,9.024328231811523) (436,8.81021499633789) (932,8.205669403076172) (735,8.117975234985352) (1118,8.095780372619629) (1639,7.964913368225098) (562,7.91473913192749)* (230,7.905431747436523) (383,7.895142555236816)*
304: (72,21.863513946533203)* (72,21.863513946533203)* (154,11.626930236816406) (229,10.606156349182129) (59,10.587809562683105) (1062,10.570439338684082) (450,10.112122535705566)* (487,9.997926712036133)* (51,9.940768241882324) (1298,9.730501174926758) (3186,9.669946670532227) (599,9.4695463180542) (187,9.416489601135254) (1075,9.21371841430664)* (238,8.957523345947266) (1376,8.891783714294434) (67,8.778963088989258) (67,8.778963088989258) (3945,8.73154354095459) (70,8.705291748046875)
305: (292,16.72513198852539)* (67,15.037673950195312) (67,15.037673950195312) (701,13.702231407165527)* (349,12.102645874023438) (299,11.31899356842041)* (461,11.209088325500488)* (291,11.030789375305176) (257,10.550198554992676) (498,9.906057357788086) (325,9.831174850463867) (318,9.75484561920166) (525,9.530502319335938) (301,9.51772403717041) (298,9.432089805603027) (907,9.338772773742676) (332,8.953798294067383) (314,8.886908531188965) (157,8.80569839477539) (903,8.715938568115234)
306: (190,17.463851928710938) (173,16.553203582763672) (67,15.421630859375)* (67,15.421630859375)* (1104,14.946016311645508) (229,13.088533401489258) (187,12.577851295471191)* (930,12.274219512939453) (89,12.249739646911621) (157,12.170777320861816) (56,11.427558898925781) (56,11.427558898925781) (65,11.361892700195312) (65,11.361892700195312) (487,11.302522659301758) (75,11.07761001586914)* (75,11.07761001586914)* (233,10.97469711303711) (959,10.916061401367188) (1300,10.875985145568848)
307: (1943,10.947052001953125) (3147,10.92000961303711) (3145,10.877568244934082) (1946,10.855918884277344) (3703,10.611148834228516) (2605,10.282997131347656) (107,10.248887062072754) (1731,10.10094165802002) (103,10.077570915222168) (1627,9.908455848693848) (2698,9.745975494384766) (1622,9.393476486206055) (2702,9.243593215942383) (744,8.87972354888916) (1948,8.790081977844238) (3131,8.474212646484375) (2668,8.39901351928711) (7963,8.306227684020996) (2300,8.294456481933594) (5353,8.202568054199219)
308: (198,13.4048490524292)* (918,12.04885482788086)* (1803,11.687600135803223) (2342,11.115280151367188) (517,11.095806121826172) (843,11.003366470336914) (234,10.991625785827637) (3928,10.84177303314209) (1369,10.719385147094727) (2343,10.705780029296875)* (1672,10.669750213623047)* (1044,10.656365394592285) (377,10.606687545776367) (978,10.513903617858887) (489,10.478719711303711) (1360,10.431756019592285) (230,10.425457000732422) (932,10.30787467956543) (1358,10.207481384277344) (1406,10.093770027160645)
310: (288,15.89144515991211)* (295,11.885133743286133) (300,10.717580795288086)* (466,9.611152648925781)* (686,9.49520492553711) (701,8.99279499053955) (325,8.923615455627441) (349,8.766529083251953) (299,8.364994049072266) (333,8.253671646118164) (386,7.89926290512085) (681,7.837169647216797) (3404,7.773232936859131) (302,7.750061988830566)* (67,7.746158599853516) (67,7.746158599853516) (4562,7.6772050857543945)* (4814,7.665855884552002) (291,7.607995986938477) (318,7.584980010986328)
311: (227,13.58623218536377) (3057,10.839860916137695) (67,10.530694007873535) (67,10.530694007873535) (89,10.40187931060791) (190,10.3165922164917) (1519,9.997356414794922) (217,9.822498321533203) (182,9.575458526611328) (618,9.521267890930176) (548,9.489030838012695) (1609,9.377601623535156) (1375,9.34725284576416) (3206,9.343049049377441) (426,9.29153823852539) (3258,9.281152725219727) (1167,9.279740333557129) (416,9.18418025970459)* (1390,9.176504135131836) (229,9.120607376098633)
312: (475,16.775897979736328) (2089,16.497804641723633) (5249,16.1190185546875) (2098,15.167276382446289)* (660,15.01475715637207) (2462,14.8624906539917) (1904,14.25943660736084) (288,14.179288864135742) (2097,14.018211364746094)* (376,13.580072402954102) (15903,13.576967239379883) (3570,13.466134071350098) (2101,13.082267761230469) (640,13.081974029541016) (14324,13.029962539672852) (1678,13.00995922088623) (657,12.942692756652832) (400,12.893697738647461) (637,12.889542579650879) (409,12.851288795471191)
313: (72,21.484230041503906) (72,21.484230041503906) (1913,14.039563179016113) (707,13.83630657196045) (30,12.711191177368164) (1339,12.30893325805664)* (2013,12.289899826049805) (1358,12.259749412536621) (4331,12.104732513427734) (13,11.832624435424805) (2038,11.77975082397461) (841,11.755727767944336) (918,11.665857315063477)* (923,11.665167808532715) (5365,11.63628101348877) (1914,11.601790428161621) (181,11.5733003616333)* (515,11.489349365234375) (5115,11.483819961547852) (3425,11.425209999084473)
314: (227,11.696800231933594) (333,9.719204902648926)* (344,9.26708984375)* (289,8.962828636169434) (542,8.64111042022705) (1775,8.373527526855469) (2080,8.005644798278809) (378,7.911019802093506)* (706,7.862176418304443) (679,7.704840660095215) (951,7.673663139343262) (701,7.66509485244751) (966,7.492863655090332)* (342,7.440714359283447) (283,7.291192054748535) (304,6.974834442138672) (291,6.952665328979492) (1470,6.951460361480713) (461,6.906858444213867)* (1459,6.829066276550293)
315: (154,15.873054504394531)* (67,15.32238483428955) (67,15.32238483428955) (228,14.530902862548828)* (289,14.529373168945312) (498,14.221549987792969) (288,13.928255081176758) (298,12.657758712768555)* (295,12.563613891601562) (903,12.517362594604492)* (292,12.315221786499023) (333,12.128416061401367) (1098,11.799724578857422) (159,11.31489372253418) (1400,11.123889923095703) (55,11.092809677124023) (466,11.087047576904297) (486,10.698002815246582)* (1048,10.627156257629395) (425,10.255301475524902)
316: (1104,13.369437217712402)* (190,12.431352615356445) (198,11.974905014038086)* (234,11.107683181762695) (173,11.02215576171875) (487,10.455198287963867) (7,10.366411209106445) (504,10.218452453613281) (486,10.003538131713867) (1099,9.81291675567627) (808,9.787522315979004) (978,9.641368865966797) (181,9.571769714355469) (806,9.4266357421875) (2369,9.393083572387695) (503,9.385692596435547) (854,9.355486869812012) (10857,9.26912784576416) (2,9.238475799560547) (843,9.11426830291748)
317: (154,16.373035430908203) (65,13.782845497131348) (65,13.782845497131348) (599,13.223567962646484)* (715,12.817248344421387) (220,10.917157173156738)* (429,10.588266372680664) (1369,10.409677505493164)* (533,10.374235153198242) (190,10.30828857421875) (1416,10.298477172851562) (6678,10.19035530090332) (4251,9.830682754516602) (1415,9.760777473449707) (706,9.636835098266602)* (207,9.563336372375488) (2265,9.344634056091309) (1464,9.282302856445312) (554,9.191630363464355) (1244,9.112960815429688)*
318: (288,12.125922203063965) (289,10.060571670532227)* (300,9.850172996520996)* (295,9.646564483642578) (67,9.008152961730957)* (67,9.008152961730957)* (292,8.185284614562988) (333,7.760406494140625) (229,7.650450706481934) (65,7.51629638671875) (65,7.51629638671875) (190,7.437419891357422) (2083,7.264938831329346)* (328,7.209910869598389) (55,7.133698463439941) (1098,7.092371940612793) (498,7.000360488891602) (903,6.886014461517334) (349,6.76941442489624)* (310,6.416464805603027)
319: (840,13.981803894042969) (805,13.577692985534668) (4189,12.673967361450195) (818,12.496953964233398) (3028,12.09263801574707) (823,11.729433059692383) (779,11.639178276062012) (412,11.590970993041992) (3721,11.420915603637695) (813,11.270726203918457) (816,11.176434516906738) (810,11.083642959594727) (4800,10.998022079467773) (10955,10.870046615600586) (1861,10.867544174194336) (1046,10.817902565002441) (4198,10.706167221069336) (1974,10.70524787902832) (4201,10.689713478088379) (5641,10.583008766174316)*
320: (81,10.182250022888184) (227,9.8403959274292) (212,9.600421905517578) (697,8.485857009887695)* (217,8.317628860473633) (190,8.285881042480469) (71,8.28564739227295) (71,8.28564739227295) (1375,8.257686614990234) (1242,8.249016761779785) (4918,8.159727096557617) (961,8.113799095153809) (512,8.030016899108887) (3046,8.00101089477539) (3754,7.963987350463867) (1109,7.943679332733154) (2051,7.942953586578369) (548,7.925952911376953) (355,7.891279697418213) (166,7.8376264572143555)
321: (707,16.76366424560547) (503,13.471094131469727) (517,12.570295333862305) (923,12.477636337280273) (1339,12.380108833312988) (1274,12.37020492553711)* (1104,12.235101699829102) (920,12.220148086547852) (928,11.937799453735352) (15,11.937368392944336) (812,11.870195388793945) (2963,11.859940528869629) (1214,11.779716491699219) (953,11.757078170776367) (843,11.731279373168945) (1338,11.705610275268555) (922,11.685556411743164) (2379,11.652902603149414)* (2961,11.383397102355957) (957,11.377962112426758)
322: (289,12.93121337890625)* (498,12.53980827331543) (377,11.998127937316895) (295,11.692452430725098)* (1456,11.167067527770996) (12588,10.906692504882812) (306,10.676916122436523)* (190,10.643806457519531) (333,10.278356552124023) (349,9.197924613952637) (67,9.095176696777344) (67,9.095176696777344) (329,9.007101058959961) (779,8.920282363891602) (1044,8.894708633422852) (5038,8.85932731628418) (12595,8.847984313964844) (12585,8.804931640625) (12590,8.643355369567871) (230,8.533597946166992)
324: (841,15.556055068969727) (917,12.775083541870117)* (707,10.980466842651367)* (920,10.881908416748047) (15,10.038534164428711) (1214,9.888788223266602) (949,9.85506534576416) (3470,9.522828102111816)* (947,9.123844146728516) (1276,9.074248313903809) (1261,8.848196029663086) (1254,8.81466007232666) (1274,8.786447525024414) (1992,8.551263809204102) (928,8.541252136230469) (3940,8.448569297790527) (2765,8.373954772949219) (6,8.323152542114258) (1110,8.296688079833984) (923,8.253583908081055)
325: (72,11.97673225402832) (72,11.97673225402832) (2154,8.712167739868164) (777,8.408100128173828) (11192,8.198718070983887) (2166,8.156452178955078) (13187,7.930397033691406) (4863,7.775674819946289) (1314,7.771640777587891) (6878,7.658289909362793) (30,7.58937931060791) (107,7.579294204711914) (4297,7.571277618408203) (1303,7.40836238861084) (11194,7.383239269256592) (9499,7.3803629875183105) (3830,7.3258514404296875) (6243,7.310367584228516) (1292,7.262251853942871) (2820,7.2483415603637695)
326: (289,15.46954345703125) (89,14.013025283813477)* (300,13.275369644165039) (701,12.500242233276367) (333,11.834627151489258)* (157,10.516029357910156) (498,10.203605651855469) (291,9.842218399047852)* (466,9.68694019317627) (344,9.583487510681152) (461,9.502954483032227) (302,9.299315452575684) (55,9.235024452209473) (951,9.052566528320312)* (679,8.739830017089844) (283,8.589412689208984)* (265,8.364858627319336) (1673,8.122529983520508) (646,7.947985649108887) (966,7.867814064025879)
327: (67,15.983926773071289)* (67,15.983926773071289)* (701,11.860910415649414) (306,11.815507888793945) (349,10.379297256469727) (333,9.885780334472656) (299,9.443410873413086) (302,9.277128219604492) (328,9.170482635498047) (526,9.153558731079102) (525,9.10047721862793) (903,9.091367721557617) (285,9.020211219787598) (291,8.93266773223877) (310,8.860097885131836) (532,8.856175422668457) (318,8.611488342285156) (157,8.594623565673828) (792,8.527657508850098) (257,8.493386268615723)
328: (154,16.1982421875) (228,12.630598068237305) (1090,11.080201148986816) (498,10.273115158081055) (903,10.106575012207031)* (425,9.916118621826172) (533,9.832921028137207) (298,9.760177612304688) (159,9.686206817626953) (300,9.295053482055664) (689,9.243633270263672) (173,9.21177864074707) (1515,9.1533842086792) (225,9.012025833129883) (203,8.955116271972656) (3200,8.876338958740234) (67,8.733782768249512) (67,8.733782768249512) (88,8.689107894897461) (982,8.676216125488281)
329: (289,18.77454376220703)* (227,17.72238540649414) (55,15.023917198181152)* (701,15.019838333129883)* (157,14.657328605651855) (300,14.180931091308594) (903,12.890933990478516) (679,12.337299346923828) (333,12.2846040725708) (257,11.855477333068848) (1098,11.794166564941406)* (265,11.758415222167969) (889,11.461214065551758) (306,11.394783020019531) (1243,11.286937713623047) (311,11.154966354370117) (316,11.127459526062012)* (190,10.964813232421875) (344,10.890999794006348) (1464,10.823822975158691)
330: (300,16.051790237426758)* (288,15.420228004455566) (292,12.265616416931152) (2080,10.62374496459961) (1045,10.304506301879883) (325,10.29236125946045)* (542,10.206644058227539) (464,10.164214134216309)* (291,10.073726654052734) (377,9.748725891113281) (67,9.542220115661621)* (67,9.542220115661621)* (378,9.32711124420166) (3332,9.323346138000488) (481,9.278961181640625) (544,9.022196769714355) (302,8.980161666870117) (1659,8.764800071716309) (470,8.735671043395996) (4474,8.686189651489258)
331: (89,10.453817367553711)* (333,9.71229362487793) (300,9.600494384765625)* (693,9.229747772216797) (289,9.074984550476074)* (466,8.96756362915039)* (1035,8.96646785736084) (5950,8.654353141784668) (325,8.374691009521484) (2977,8.152281761169434) (288,8.070621490478516) (686,7.9954423904418945) (461,7.946512222290039) (1201,7.87152624130249) (1038,7.8339338302612305) (5958,7.7270965576171875) (1198,7.703807830810547) (681,7.669483184814453) (464,7.60438871383667) (344,7.554044723510742)
332: (289,11.434150695800781) (89,11.151756286621094) (701,9.63040828704834) (67,9.573348045349121) (67,9.573348045349121) (498,8.9749755859375) (288,8.819084167480469) (227,8.741146087646484) (344,8.512181282043457) (295,8.350481986999512) (257,8.079431533813477) (523,7.904587745666504) (679,7.8868303298950195) (342,7.8304443359375) (157,7.543201446533203) (265,7.398674488067627) (466,7.388794898986816)* (1243,7.363459587097168) (362,7.1356611251831055) (461,7.073023796081543)
333: (300,7.8860015869140625)* (89,7.732187271118164) (461,6.595114707946777) (302,6.50310754776001)* (55,6.343473434448242)* (349,6.260993003845215)* (257,6.183774471282959) (333,6.035606384277344)* (802,6.02506160736084) (1456,5.896608352661133) (686,5.89525032043457) (323,5.893988132476807) (1243,5.865111351013184) (889,5.847604751586914) (466,5.75355339050293)* (544,5.688375473022461) (320,5.6376495361328125)* (340,5.556178092956543) (311,5.506842613220215) (352,5.493860721588135)
334: (154,12.392730712890625) (207,11.165146827697754)* (220,11.06302547454834)* (982,10.39698600769043)* (614,10.284021377563477) (1412,10.081189155578613) (840,9.941282272338867) (932,9.919779777526855)* (707,9.879491806030273) (4821,9.805322647094727) (230,9.793991088867188) (854,9.678444862365723)* (228,9.342948913574219) (412,9.333126068115234) (857,9.214487075805664)* (533,9.199324607849121) (808,9.107858657836914) (1513,9.06840991973877)* (436,9.053424835205078) (1645,9.022809028625488)
335: (288,15.981910705566406)* (701,13.170656204223633) (333,12.440691947937012) (157,11.787469863891602) (291,11.076835632324219) (302,10.904131889343262) (257,10.806694984436035)* (466,10.745882987976074) (498,10.270679473876953) (344,9.954856872558594) (306,9.768091201782227) (461,9.53420639038086) (679,9.335763931274414)* (310,8.910324096679688) (299,8.687090873718262) (265,8.674917221069336) (294,8.667616844177246) (525,8.366964340209961) (301,8.294713020324707) (903,8.243148803710938)
336: (154,14.724806785583496) (603,10.070085525512695) (3703,9.067398071289062) (233,8.431598663330078) (107,8.27280330657959) (744,7.99238395690918) (163,7.840864658355713) (2605,7.7973175048828125) (234,7.752539157867432) (1098,7.720677375793457) (88,7.644722938537598) (418,7.6086297035217285) (1222,7.560995101928711) (56,7.430214881896973) (56,7.430214881896973) (2668,7.2856621742248535) (81,7.102513313293457) (1131,7.009979724884033) (152,6.910299777984619) (331,6.8065900802612305)
337: (922,12.594316482543945) (1276,12.161036491394043) (15,12.014928817749023) (1254,12.005003929138184) (1259,11.754865646362305) (2765,11.217589378356934) (947,10.940771102905273) (6,10.931509017944336)* (949,10.872481346130371) (821,10.76145076751709) (1281,10.209124565124512) (6258,10.170328140258789) (1261,10.006930351257324) (1343,9.876786231994629) (920,9.7511568069458) (4335,9.674521446228027) (918,9.665414810180664) (923,9.659586906433105) (2970,9.548307418823242) (1342,9.504055976867676)
338: (72,18.311885833740234) (72,18.311885833740234) (959,11.364585876464844) (55,10.288997650146484) (51,10.258495330810547)* (511,10.071245193481445) (229,9.746256828308105) (59,9.470634460449219) (227,9.457000732421875) (159,9.419225692749023) (1001,9.372488975524902) (187,9.115354537963867) (533,8.987072944641113) (599,8.933921813964844)* (173,8.895748138427734) (99,8.657429695129395) (306,8.599197387695312) (65,8.5623197555542) (65,8.5623197555542) (292,8.540440559387207)
339: (333,17.294322967529297)* (466,16.823204040527344)* (701,16.763002395629883)* (349,13.908513069152832)* (291,13.332527160644531)* (352,11.446056365966797) (1456,11.266561508178711) (344,11.01608657836914) (525,10.696083068847656) (301,10.685760498046875) (310,10.506609916687012) (332,10.272636413574219)* (802,10.133429527282715) (293,10.092081069946289)* (1032,10.077890396118164) (903,10.025400161743164)* (1037,9.9967041015625) (2020,9.896821975708008)* (680,9.752405166625977) (907,9.732194900512695)
340: (292,11.414270401000977)* (1456,7.455410003662109) (298,7.382673263549805) (903,7.352811813354492)* (299,7.330844879150391)* (349,7.256536483764648) (65,7.248830795288086) (65,7.248830795288086) (301,7.173886775970459) (332,7.171121597290039) (329,6.452084541320801) (352,6.427437782287598) (207,6.392271041870117) (190,6.291652679443359) (291,6.258419036865234) (229,6.209871292114258) (959,5.96883487701416) (328,5.962503433227539)* (228,5.918819427490234) (531,5.903217315673828)
341: (744,13.704355239868164) (2671,11.810881614685059) (748,11.782590866088867) (3417,11.63962173461914) (3004,10.944496154785156) (603,10.72878360748291) (9597,10.317068099975586) (9,9.986621856689453) (10359,9.948759078979492) (6654,9.749584197998047) (4081,9.748157501220703) (6962,9.694857597351074) (6676,9.513323783874512) (3536,9.454492568969727) (2673,9.415754318237305) (132,9.39306926727295) (10374,9.289846420288086) (8121,9.245866775512695) (772,9.119476318359375) (101,9.114200592041016)
342: (227,15.469644546508789)* (229,12.693599700927734) (65,11.53736686706543) (65,11.53736686706543) (173,11.444811820983887)* (207,10.118852615356445)* (1098,10.083022117614746) (56,9.745918273925781) (56,9.745918273925781) (228,9.684616088867188) (533,9.524584770202637) (511,9.183012962341309) (238,9.135295867919922) (599,9.12933349609375)* (67,8.403359413146973) (67,8.403359413146973) (59,8.225881576538086) (203,8.094223976135254) (1001,7.953207015991211) (233,7.927211761474609)
343: (707,17.17998695373535)* (163,16.169269561767578) (917,14.657505989074707)* (959,12.598297119140625) (868,12.046184539794922) (841,11.811897277832031) (1808,11.6015625) (1803,11.206009864807129) (920,11.006345748901367) (854,10.788955688476562) (951,10.734601974487305) (1513,10.575918197631836) (1814,10.469231605529785) (3774,10.172506332397461) (3470,9.967504501342773)* (1810,9.905529022216797)* (1527,9.891946792602539) (2790,9.87210750579834) (952,9.776071548461914) (735,9.697559356689453)
344: (72,26.103755950927734) (72,26.103755950927734) (67,20.271610260009766) (67,20.271610260009766) (59,19.922286987304688) (190,19.826934814453125) (89,19.0952205657959) (599,18.29129409790039) (441,17.945825576782227) (154,16.896652221679688) (159,16.87589454650879) (51,16.334041595458984) (1062,16.145734786987305) (173,16.07537078857422) (1878,15.35649299621582) (2542,15.131731033325195) (1089,14.920835494995117) (3280,14.900886535644531) (3279,14.746868133544922) (757,14.677679061889648)
345: (190,9.625824928283691)* (89,9.03577709197998) (229,8.974775314331055) (173,7.552522659301758)* (423,7.270012378692627) (182,7.193344593048096) (228,7.17280387878418) (689,7.1443986892700195) (65,7.109169006347656) (65,7.109169006347656) (526,6.6888604164123535)* (416,6.686875820159912) (1375,6.664388656616211) (210,6.571791648864746) (2521,6.516551494598389) (1090,6.505932807922363) (969,6.46445894241333)* (217,6.377891540527344) (1390,6.31940221786499) (1062,6.280911922454834)
346: (65,13.091611862182617) (65,13.091611862182617) (227,13.05221939086914) (154,12.519195556640625) (228,11.470587730407715)* (498,11.37045669555664) (159,10.733366012573242) (298,10.449512481689453) (533,10.219467163085938) (306,9.92718505859375) (486,9.736316680908203) (689,9.639179229736328) (1098,9.5454683303833) (292,9.307522773742676) (1400,9.2354736328125) (182,9.168697357177734) (333,9.12054443359375) (56,8.959806442260742) (56,8.959806442260742) (288,8.83366584777832)
347: (498,12.06207275390625) (497,11.425066947937012) (500,11.389391899108887) (808,11.329813957214355) (198,11.217686653137207) (1672,11.129986763000488) (493,10.299418449401855) (209,10.22756576538086) (537,10.033794403076172) (2062,9.980615615844727) (779,9.868395805358887) (816,9.801605224609375) (1874,9.701753616333008) (3946,9.605012893676758) (826,9.549108505249023) (810,9.541833877563477) (2940,9.504545211791992) (507,9.424026489257812) (2661,9.344069480895996) (3563,9.249293327331543)
348: (89,16.752492904663086)* (289,16.142406463623047) (300,14.964801788330078) (498,14.580406188964844)* (333,14.500471115112305) (325,14.37665843963623) (344,12.963162422180176)* (681,12.876893043518066)* (466,12.584216117858887)* (295,11.751450538635254) (292,11.71691608428955) (686,11.663322448730469) (693,11.231285095214844) (701,11.113532066345215)* (2977,11.092308044433594) (679,11.005672454833984) (1453,10.979928970336914) (674,10.628372192382812) (291,10.627196311950684) (790,10.526843070983887)
349: (498,10.95937442779541) (412,10.739583969116211) (779,10.655197143554688) (816,9.627389907836914) (2618,9.495063781738281) (107,8.976726531982422)* (2187,8.778319358825684) (1541,8.60285758972168) (460,8.587578773498535) (768,8.573660850524902) (7665,8.563096046447754) (475,8.549483299255371) (693,8.545974731445312) (1678,8.477721214294434) (1040,8.43097972869873) (1186,8.270479202270508) (540,8.200889587402344) (2203,8.133267402648926) (1201,8.119518280029297) (5950,8.085969924926758)
350: (288,20.501432418823242)* (289,19.39137840270996)* (292,15.707383155822754)* (701,15.547542572021484)* (300,14.56650161743164)* (157,13.477316856384277) (333,13.166353225708008)* (311,12.714062690734863) (344,12.634748458862305) (523,12.052225112915039) (302,11.830540657043457) (1459,11.641541481018066) (461,11.640412330627441)* (679,11.63905143737793) (299,11.128079414367676) (342,11.031105041503906) (674,10.901874542236328) (360,10.810114860534668) (786,10.75128173828125) (294,10.667181015014648)
351: (498,18.787826538085938)* (89,17.345718383789062) (289,15.06129264831543) (288,14.58730697631836) (466,13.992568969726562) (461,11.979585647583008) (464,11.626668930053711) (292,11.610187530517578) (686,10.971969604492188) (1035,10.758634567260742) (681,10.753547668457031)* (295,10.730907440185547) (190,10.35124397277832) (1201,10.320605278015137) (1043,10.311250686645508) (470,10.294228553771973) (471,10.228843688964844) (291,10.057950019836426) (5950,9.960211753845215) (458,9.937459945678711)
352: (292,13.709541320800781)* (466,11.657752990722656)* (65,10.498043060302734) (65,10.498043060302734) (55,9.899496078491211) (903,9.499322891235352) (298,9.455127716064453) (461,9.43671703338623) (1456,9.432036399841309) (349,8.878625869750977) (291,8.794681549072266) (207,8.774706840515137) (190,8.470928192138672) (285,8.321704864501953) (299,8.220880508422852) (227,8.136053085327148) (679,8.120258331298828)* (475,7.894809722900391) (525,7.811749458312988) (352,7.682905197143555)
353: (89,16.09526824951172)* (67,12.053543090820312) (67,12.053543090820312) (349,11.161691665649414)* (299,10.611373901367188) (302,10.25553035736084) (55,10.07822322845459) (291,9.54238510131836) (352,9.000944137573242) (294,8.931304931640625) (318,8.706375122070312) (525,8.671682357788086) (301,8.660244941711426) (310,8.646210670471191) (907,8.62485122680664) (328,8.621526718139648) (314,8.181707382202148)* (468,8.02437686920166)* (161,7.898638725280762) (329,7.840156078338623)
354: (288,18.753068923950195)* (289,14.099550247192383)* (67,12.227031707763672) (67,12.227031707763672) (475,12.00381088256836)* (306,11.49937629699707) (292,11.491809844970703)* (701,10.997971534729004)* (331,10.633724212646484) (65,10.033332824707031) (65,10.033332824707031) (285,9.927051544189453) (903,9.68324089050293) (907,9.558249473571777) (328,9.486225128173828) (2083,9.416106224060059) (55,9.412684440612793) (229,9.101835250854492) (498,9.035539627075195) (207,8.948894500732422)
355: (498,18.035202026367188) (333,14.337408065795898) (378,11.536474227905273) (488,11.37939453125) (295,11.237377166748047) (67,11.027175903320312) (67,11.027175903320312) (229,10.820746421813965) (302,10.811723709106445) (497,10.536386489868164) (298,10.452754974365234) (306,10.330608367919922) (209,10.294149398803711) (291,10.222822189331055) (701,10.188295364379883) (1246,9.827762603759766) (518,9.797079086303711) (540,9.716634750366211) (493,9.638507843017578) (2014,9.549546241760254)
356: (1035,16.393482208251953) (498,14.988512992858887) (816,14.041046142578125) (2618,14.03931999206543) (693,13.066268920898438) (2187,13.041781425476074) (2204,12.702571868896484) (2203,12.684943199157715) (412,12.432805061340332) (823,12.272751808166504) (2210,12.185301780700684)* (4937,12.087764739990234) (1185,12.036650657653809) (1040,11.995052337646484) (5961,11.669504165649414) (2617,11.599836349487305) (1201,11.55825138092041) (7724,11.494291305541992) (1550,11.415473937988281) (825,11.358638763427734)
