userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (51,66.58647155761719)* (175,65.37803649902344) (187,64.90553283691406) (1001,64.88278198242188) (7157,64.47735595703125) (877,64.34078979492188) (59,64.18665313720703)* (1713,64.17733764648438) (1014,64.14742279052734) (511,64.12152099609375) (2044,63.905189514160156) (3501,63.846500396728516) (1061,63.79167175292969) (880,63.76355743408203) (193,63.76264190673828) (1013,63.68028259277344) (1073,63.56485366821289) (389,63.55927276611328) (993,63.483253479003906) (4037,63.448429107666016)
348: (289,64.21048736572266) (691,63.156856536865234)* (498,63.093780517578125)* (89,63.03574752807617)* (466,62.78999328613281)* (324,62.72650909423828) (344,62.71484375)* (544,62.41578674316406) (333,62.41220474243164) (300,62.321556091308594) (464,62.253929138183594) (681,62.217124938964844)* (793,62.2012939453125) (701,62.096435546875)* (528,61.920570373535156) (292,61.86539077758789) (295,61.79499816894531) (1059,61.7292594909668) (325,61.667537689208984) (475,61.587894439697266)
349: (779,64.86175537109375) (768,64.24287414550781) (1191,63.73430633544922) (1541,63.52174758911133) (2192,63.30086135864258) (814,63.147953033447266) (1195,63.043190002441406) (3028,62.95775604248047) (816,62.87672424316406) (45,62.738250732421875) (1100,62.52239227294922) (757,62.246070861816406)* (2204,62.21087646484375) (1678,62.19789505004883) (2850,62.19312286376953) (407,62.11576843261719) (1099,62.07978057861328) (3812,62.022743225097656) (512,61.98119354248047) (56,61.920387268066406)
350: (292,59.900691986083984)* (289,59.548954010009766)* (288,59.16494369506836)* (299,59.15198516845703) (701,58.66317367553711)* (523,58.34331130981445) (302,58.25743865966797) (300,58.02362823486328)* (320,57.842674255371094) (525,57.69195556640625) (461,57.619964599609375)* (340,57.57197570800781)* (352,57.5616569519043)* (318,57.44831085205078) (333,57.413360595703125)* (790,57.183319091796875)* (686,57.159637451171875) (646,57.15889358520508)* (1580,57.11994552612305) (161,56.93640899658203)*
351: (89,61.90660095214844) (498,61.898502349853516)* (289,61.70774841308594) (486,61.081825256347656) (466,60.819793701171875) (288,60.6214599609375) (680,60.61650085449219) (690,60.36437225341797) (464,60.33873748779297) (470,60.14243698120117) (461,60.05580139160156) (687,60.03846740722656) (524,59.98375701904297) (691,59.961341857910156) (689,59.94511413574219) (1047,59.906436920166016)* (1246,59.90468978881836) (3200,59.85633850097656) (306,59.765357971191406) (1043,59.76260757446289)
352: (292,67.32888793945312)* (475,67.14791870117188) (466,67.0953598022461)* (55,66.98120880126953) (298,66.52239990234375) (352,66.34805297851562) (157,66.1528091430664) (349,66.06312561035156) (299,66.04734802246094) (324,65.8072280883789) (525,65.72212219238281) (329,65.66498565673828) (257,65.6611557006836) (291,65.65287780761719) (377,65.64793395996094) (906,65.6092758178711) (331,65.50562286376953) (679,65.4527816772461)* (523,65.4283676147461) (293,65.41485595703125)*
353: (468,58.73537063598633)* (475,58.02269744873047) (299,57.58677673339844) (320,57.31714630126953) (545,57.11952590942383) (89,57.09531021118164)* (349,56.97086715698242)* (458,56.900238037109375) (1444,56.81407165527344) (330,56.781761169433594) (329,56.75882339477539) (161,56.72992706298828) (328,56.60588455200195) (314,56.54796600341797)* (1613,56.515655517578125)* (302,56.29264450073242) (301,56.23887634277344) (531,56.19180679321289) (317,56.18655014038086) (308,56.18083572387695)
354: (475,63.215213775634766)* (327,62.697113037109375) (329,62.581146240234375) (306,61.90694808959961) (332,61.82117462158203) (330,61.813331604003906) (468,61.77505874633789) (328,61.72388458251953) (1444,61.711219787597656) (907,61.572784423828125) (484,61.540924072265625) (331,61.483482360839844) (289,61.453399658203125)* (292,61.3875617980957)* (913,61.35096740722656) (2220,61.31360626220703) (288,61.106075286865234)* (161,61.047462463378906) (1042,60.994293212890625) (2179,60.965274810791016)
355: (498,62.08914566040039) (333,60.474700927734375) (378,60.44404220581055) (209,60.34537124633789) (540,59.87704086303711) (1246,59.764312744140625) (230,59.733299255371094) (536,59.67926025390625) (324,59.62294006347656) (306,59.495941162109375) (538,59.4748420715332) (687,59.279457092285156) (464,59.27732467651367)* (499,59.248592376708984) (680,59.24406051635742)* (497,59.233890533447266) (518,59.179752349853516) (1043,59.170326232910156) (544,59.149940490722656)* (481,59.08088684082031)
356: (1550,58.35758972167969) (4168,58.349727630615234) (2210,57.94708251953125)* (2204,57.92341613769531) (2203,57.85103988647461) (2850,57.839622497558594) (11299,57.78619384765625) (1551,57.76784896850586) (2617,57.68411636352539) (4938,57.618648529052734) (5135,57.50510025024414) (6019,57.47455978393555)* (4508,57.44477081298828) (9775,57.379722595214844) (816,57.36680221557617) (5961,57.34929656982422) (11296,57.288326263427734) (1100,57.26952362060547) (1035,57.26698684692383) (5067,57.224403381347656)
357: (64,60.55884552001953) (64,60.55884552001953) (1075,59.98606872558594) (757,59.89799499511719) (84,59.75886535644531)* (7324,59.323692321777344) (1155,59.29970169067383)* (56,59.298152923583984) (56,59.298152923583984) (444,59.28815841674805) (190,59.23563766479492) (703,59.12076950073242)* (1101,59.08848190307617) (81,58.95682907104492) (1062,58.88596725463867) (1738,58.835914611816406) (418,58.764991760253906) (88,58.67000198364258) (432,58.65951919555664) (1713,58.64609909057617)
358: (2605,59.94556427001953)* (154,59.65480041503906) (748,59.62535858154297) (755,59.22781753540039) (238,58.933650970458984)* (2668,58.90134811401367) (3164,58.41388702392578) (1745,58.2552490234375) (757,58.210208892822266) (2158,58.184112548828125) (162,58.16441345214844)* (4316,58.13887023925781) (2824,57.96970748901367) (2811,57.852535247802734) (1099,57.723487854003906) (233,57.626529693603516) (2716,57.51498794555664) (237,57.50493240356445) (2814,57.49938201904297) (206,57.49510192871094)
359: (1014,63.171661376953125) (3966,62.3092155456543) (30,62.17753982543945) (193,62.06828689575195) (1895,61.98543167114258) (997,61.97279739379883) (1004,61.972259521484375) (1885,61.96525573730469) (91,61.822811126708984) (6736,61.81393051147461) (99,61.789772033691406) (59,61.7078857421875)* (3768,61.68113708496094) (68,61.66704177856445)* (68,61.66704177856445)* (880,61.33460998535156) (6524,61.33314514160156) (994,61.2757568359375) (1793,61.23757553100586) (1707,60.99340057373047)
360: (3864,63.01847839355469) (6506,60.15627670288086) (2055,59.955169677734375) (7167,59.921443939208984) (2466,59.85040283203125) (2438,59.766029357910156) (7158,59.74032974243164) (6501,59.725616455078125) (7159,59.68379592895508) (5238,59.642887115478516) (3982,59.601234436035156) (3876,59.37136459350586) (2060,59.2426872253418)* (63,59.20845031738281) (63,59.20845031738281) (14883,59.11497497558594) (7164,59.05785369873047) (356,59.04896545410156) (6621,59.028533935546875) (7163,58.97334671020508)
361: (288,59.04713821411133)* (701,58.42134094238281)* (306,58.31505584716797) (300,57.84957504272461) (301,57.529170989990234) (157,57.414520263671875) (466,57.340965270996094) (333,57.28315353393555)* (161,57.170257568359375) (889,57.02963638305664) (310,56.66421127319336)* (465,56.60261917114258) (679,56.577762603759766) (352,56.570220947265625) (461,56.551002502441406)* (329,56.49481201171875) (903,56.466758728027344) (314,56.32164001464844) (298,56.296424865722656) (906,56.23850631713867)
362: (498,61.49140930175781)* (439,60.73067092895508)* (1045,60.51165008544922) (1241,60.3895378112793)* (683,60.274356842041016) (470,60.25974655151367) (6132,60.14677429199219) (424,60.12128829956055) (209,59.9155387878418) (1043,59.780738830566406) (1775,59.76398468017578) (3200,59.74443435668945) (708,59.6633415222168) (714,59.66184997558594)* (289,59.64727783203125) (538,59.57718276977539) (377,59.57598876953125) (7832,59.570289611816406) (966,59.55984115600586) (207,59.40852355957031)
363: (198,64.16033172607422) (377,63.75894546508789) (412,63.6121711730957) (1406,63.55061721801758) (503,63.086822509765625) (1545,63.05656814575195) (475,62.82649612426758) (220,62.619224548339844) (917,62.55171203613281) (500,62.51019287109375) (1195,62.4054069519043) (1246,62.31383514404297) (1044,62.20088195800781) (209,62.171817779541016) (537,62.14740753173828) (923,62.141624450683594) (489,62.138797760009766) (2352,62.05354690551758) (966,62.04622268676758) (540,62.028594970703125)
364: (227,65.23567962646484)* (429,64.27217864990234) (1242,64.00407409667969) (2277,63.97889709472656) (197,63.52888107299805) (163,63.35514831542969)* (199,63.337486267089844) (195,63.325931549072266) (863,63.25770950317383) (196,63.223793029785156) (205,63.17486572265625) (219,63.138526916503906) (7147,63.12258529663086) (11623,63.067745208740234) (2401,63.003395080566406) (222,62.9996337890625) (629,62.97981262207031) (1504,62.92331314086914) (1412,62.90934753417969) (2632,62.839046478271484)
365: (6764,62.25760269165039) (1139,62.02983856201172) (1124,61.73642349243164) (1136,61.64847183227539) (7148,60.61996078491211) (1238,60.41227340698242) (9458,60.401981353759766) (3417,60.36921691894531) (1112,60.197776794433594) (1175,60.189605712890625) (6980,60.020851135253906) (5879,59.916988372802734) (610,59.86677932739258) (1123,59.6971549987793) (5299,59.6154899597168) (2026,59.450801849365234) (4649,59.39783477783203) (1226,59.35826873779297) (1169,59.31594467163086) (748,59.21208190917969)
366: (197,63.8931884765625) (206,63.48786163330078) (4316,63.439208984375) (755,63.183929443359375) (2542,63.1652717590332) (2828,62.90753936767578) (162,62.90277099609375) (199,62.80854034423828) (1504,62.756019592285156) (882,62.67157745361328) (6151,62.6641731262207) (881,62.57025909423828) (6160,62.53181457519531) (3364,62.50580596923828) (632,62.485870361328125) (964,62.413368225097656) (2493,62.40208053588867) (441,62.33604431152344) (752,62.3212890625) (3417,62.29796600341797)
367: (486,60.70703887939453) (377,60.41133117675781) (230,60.19607925415039) (190,60.01051712036133) (229,59.5965576171875) (1186,59.23172378540039) (1091,59.197235107421875) (207,59.07962417602539)* (403,58.88542175292969) (1246,58.8614501953125)* (1043,58.807716369628906) (497,58.7553596496582) (1406,58.689212799072266) (1866,58.60346984863281) (424,58.53407669067383) (1378,58.515419006347656) (4262,58.480865478515625) (333,58.43161392211914) (228,58.43098449707031) (89,58.404510498046875)
368: (1213,66.07352447509766) (1167,65.94894409179688) (4058,65.70027160644531) (6217,65.2842788696289)* (429,65.16544342041016) (59,64.87637329101562) (2531,64.84191131591797) (8672,64.60962677001953) (629,64.41374206542969) (2289,64.40557098388672) (81,64.38854217529297) (1504,64.36549377441406) (9631,64.22325897216797) (1062,64.22102355957031) (2139,64.17703247070312)* (2541,64.15502166748047) (441,64.11205291748047) (6582,64.0520248413086) (3884,64.04401397705078)* (961,64.00353240966797)
369: (217,62.17573165893555)* (199,62.05695343017578)* (430,62.00649642944336) (228,61.819007873535156) (1048,61.772586822509766)* (1239,61.71259307861328) (424,61.66750717163086)* (425,61.57930374145508) (1376,61.56541061401367) (4435,61.43806838989258) (419,61.42512512207031) (898,61.41642761230469) (1632,61.36224365234375) (190,61.35860061645508) (1155,61.22002029418945) (1400,61.1722412109375) (1106,61.164894104003906) (1390,61.15545654296875) (432,61.12105941772461) (5027,61.05375289916992)
370: (190,66.88960266113281) (227,65.77911376953125) (154,65.7730941772461)* (903,65.7380142211914) (689,65.64344787597656) (228,65.54998016357422) (159,65.54851531982422) (229,65.322998046875) (298,65.29896545410156) (72,65.2413558959961) (72,65.2413558959961) (289,65.21469116210938) (67,65.18390655517578) (67,65.18390655517578) (316,65.01209259033203) (173,64.99264526367188)* (3200,64.9389877319336) (429,64.886474609375) (1098,64.86609649658203) (424,64.84973907470703)
371: (1295,59.4807243347168) (1713,59.196128845214844)* (1704,58.68775939941406) (187,58.576881408691406) (2735,58.421504974365234) (4161,58.293704986572266) (1079,58.1772346496582) (2747,57.96395492553711) (30,57.95509719848633) (707,57.93170928955078) (2746,57.83137130737305) (1336,57.808326721191406) (7,57.75947570800781) (880,57.64570999145508) (4297,57.64266586303711) (4872,57.50633239746094) (2,57.484676361083984) (517,57.46774673461914) (51,57.46773147583008) (4887,57.466793060302734)
372: (377,65.43501281738281)* (930,64.5771484375) (518,64.4817886352539) (486,64.41207122802734) (497,64.0791244506836) (378,63.893524169921875) (1859,63.624149322509766) (726,63.49079132080078) (405,63.428466796875) (230,63.373573303222656) (3859,63.367069244384766) (472,63.293907165527344) (189,63.285972595214844) (190,63.10395812988281) (1797,62.986331939697266) (504,62.902008056640625) (2941,62.80561065673828) (1852,62.793148040771484) (1704,62.72217559814453) (1470,62.71619415283203)
375: (55,65.42973327636719) (292,65.16817474365234)* (306,65.16173553466797)* (906,65.0511474609375) (349,64.6614761352539) (525,64.36972045898438) (300,64.29280090332031)* (701,64.26966857910156) (333,64.18656158447266) (466,64.15412139892578) (157,63.96440887451172) (523,63.89923858642578) (298,63.691429138183594) (291,63.63688659667969)* (257,63.52177810668945) (544,63.47537612915039) (294,63.388187408447266) (296,63.38690948486328) (535,63.342750549316406) (310,63.31597137451172)
376: (954,63.778751373291016) (1369,63.673213958740234)* (1254,63.62755584716797) (1257,63.436988830566406)* (3438,63.11421203613281) (1276,62.8283805847168) (1360,62.79718017578125) (1261,62.73530197143555)* (918,62.48439407348633) (10771,62.275718688964844) (1531,62.08032989501953) (1372,62.01185607910156) (1353,61.98758316040039) (3509,61.95627212524414) (2765,61.66421127319336) (6,61.650291442871094) (1124,61.633140563964844) (6258,61.54052734375) (843,61.53390884399414) (1535,61.52662658691406)
377: (843,65.17427062988281) (707,64.76386260986328) (198,63.80654525756836) (841,63.50590515136719)* (163,63.3302001953125) (846,63.29180908203125) (706,63.16859436035156) (812,63.030601501464844)* (1358,62.98994064331055) (614,62.823917388916016) (956,62.81281280517578) (710,62.794673919677734) (227,62.63648986816406) (920,62.56758117675781)* (1274,62.56260681152344) (1104,62.50493621826172) (2346,62.470420837402344) (806,62.37295150756836) (1360,62.29350662231445) (943,62.25365447998047)*
378: (289,64.44414520263672) (1415,64.03445434570312)* (258,63.5840950012207) (161,63.2911376953125) (306,63.19601821899414) (329,63.17525863647461) (903,63.13975143432617) (525,63.07895278930664) (701,63.03263854980469) (1464,62.97847366333008) (310,62.9153938293457) (288,62.87950134277344) (1639,62.86540603637695) (917,62.80281066894531) (320,62.79210662841797) (349,62.77598190307617) (889,62.77589416503906) (538,62.72003173828125) (475,62.64079666137695) (295,62.57746887207031)
380: (295,56.63710021972656)* (288,56.12841796875)* (55,55.92573928833008) (289,55.72782516479492)* (306,55.172569274902344) (302,55.09666442871094) (701,55.04479217529297) (320,54.89116287231445)* (328,54.765411376953125) (300,54.63247299194336) (327,54.56648254394531) (531,54.349700927734375) (4566,54.28754425048828) (386,54.24527359008789) (301,54.114845275878906) (485,53.87981414794922) (1451,53.85939025878906) (290,53.84556579589844) (333,53.823753356933594) (528,53.802433013916016)
382: (1963,59.060611724853516) (267,58.614192962646484) (3357,58.10682678222656) (249,58.06964111328125) (4586,58.06503677368164) (271,58.007591247558594) (1946,57.46767807006836) (1620,57.4582633972168) (6004,57.41465759277344) (1640,57.39364242553711) (7565,57.36234664916992) (2252,57.311222076416016) (276,57.12885665893555)* (5883,56.888057708740234) (14230,56.87883377075195) (5191,56.7196159362793) (2226,56.62709426879883) (278,56.570716857910156) (1943,56.53371810913086) (5353,56.52763748168945)
383: (89,67.53328704833984) (689,67.16645812988281) (289,66.86624908447266) (697,66.54505157470703) (228,66.53631591796875) (288,66.44160461425781) (298,66.41883850097656) (903,66.14859008789062) (207,65.94892120361328) (526,65.8427963256836) (690,65.77359771728516) (306,65.75366973876953) (300,65.7482681274414) (691,65.69683074951172) (1934,65.6937026977539) (430,65.68655395507812) (67,65.6374282836914) (67,65.6374282836914) (486,65.58971405029297) (331,65.57723236083984)
385: (289,61.379608154296875)* (498,61.03148651123047)* (333,60.52059555053711)* (306,60.1282844543457)* (701,59.43729782104492) (681,59.1185188293457)* (295,59.10545349121094) (691,59.102481842041016) (298,59.02316665649414) (1047,59.017513275146484) (377,58.92853927612305)* (528,58.88230895996094) (458,58.74217987060547) (293,58.68461990356445) (538,58.68118667602539) (209,58.66938018798828) (349,58.6489372253418) (523,58.61717987060547) (687,58.43514633178711) (540,58.398502349853516)
386: (945,61.71950149536133) (227,60.81336212158203) (1643,60.59578323364258) (4183,60.3693962097168) (706,60.08430862426758) (1415,60.03111267089844) (366,59.923736572265625) (230,59.90013122558594)* (2463,59.88553237915039) (730,59.840450286865234) (511,59.72047424316406) (1489,59.69003677368164) (735,59.63959503173828) (245,59.407386779785156) (562,59.38492965698242) (356,59.376129150390625) (1158,59.34591293334961) (2444,59.33525466918945) (2436,59.334354400634766) (966,59.313072204589844)
387: (239,57.604427337646484) (331,57.392311096191406) (289,57.38288116455078) (310,57.284427642822266) (4566,57.21623611450195) (55,57.21030044555664) (525,57.20463180541992) (285,57.13371276855469) (89,57.12226486206055) (306,57.09897232055664) (906,57.09459686279297) (296,57.08372497558594) (901,57.064571380615234) (1934,56.95916748046875) (903,56.8902702331543) (1936,56.856407165527344) (697,56.85637664794922) (288,56.821372985839844)* (468,56.810768127441406) (485,56.7022705078125)
388: (2055,61.57634735107422) (3982,61.23283386230469) (963,60.743492126464844) (518,60.615718841552734)* (397,60.575401306152344) (4335,60.57506561279297) (2446,60.51348114013672)* (4437,60.361473083496094) (9013,60.18547439575195) (1339,60.168792724609375) (945,60.12646484375) (6257,60.07958221435547) (396,60.045265197753906) (2060,60.038089752197266) (917,59.9010009765625) (7159,59.82714080810547) (1130,59.8158073425293) (9746,59.81513977050781) (5605,59.77163314819336) (475,59.72578811645508)
390: (295,59.68846130371094)* (349,58.67656326293945) (257,58.51609802246094)* (320,58.231048583984375) (352,58.143611907958984) (161,57.601131439208984) (525,57.44532012939453) (318,57.20783233642578) (913,57.18731689453125) (327,57.12491989135742) (328,57.117279052734375)* (461,56.99219512939453)* (523,56.971954345703125)* (475,56.75387191772461)* (290,56.730281829833984) (544,56.71681213378906) (531,56.70341491699219) (2990,56.700584411621094) (652,56.679840087890625) (528,56.61725616455078)
391: (498,59.694217681884766)* (488,59.686222076416016)* (497,59.66972732543945) (1179,59.11737823486328) (1104,58.618499755859375) (190,58.303192138671875) (209,58.27909851074219) (493,58.27881622314453)* (537,58.2649040222168) (1184,58.26119613647461) (7776,58.141483306884766) (403,58.14133834838867) (536,58.13262939453125) (2150,58.06642532348633) (504,58.03936004638672) (814,58.034976959228516) (45,58.01227951049805) (1091,57.95853042602539) (687,57.83778381347656)* (6008,57.801448822021484)
392: (67,62.101707458496094)* (67,62.101707458496094)* (289,61.82293701171875)* (55,61.685428619384766) (288,61.32793426513672)* (298,61.1966552734375) (1243,61.04467010498047) (300,60.986236572265625) (97,60.91453552246094) (295,60.876319885253906) (306,60.8199462890625) (291,60.42881393432617)* (525,60.42158508300781) (701,60.38444900512695) (889,60.38322448730469) (906,60.13462829589844) (349,60.094703674316406) (1556,60.033958435058594) (344,59.883941650390625)* (511,59.852882385253906)
393: (228,67.03559112548828) (424,66.9989242553711) (429,66.93171691894531) (863,66.44501495361328) (3200,66.4225845336914) (229,66.29059600830078) (857,66.18438720703125) (212,65.99571228027344) (533,65.9317398071289) (159,65.9276123046875) (709,65.6813735961914) (430,65.6514663696289) (903,65.60242462158203) (441,65.51850128173828) (538,65.47233581542969) (718,65.46031188964844) (1513,65.42646026611328) (154,65.37611389160156) (1246,65.33952331542969) (298,65.32059478759766)
394: (8371,58.88101577758789) (9528,58.54337692260742) (10460,58.50522994995117) (7094,58.45682144165039) (261,58.284088134765625) (5453,58.217308044433594) (12992,58.012332916259766) (13553,57.93310546875) (1241,57.64362716674805) (8425,57.62309265136719) (7201,57.46821212768555) (1553,57.439937591552734) (14574,57.400115966796875) (439,57.39894104003906) (14575,57.387794494628906) (14578,57.35295104980469) (9045,57.34929656982422) (11935,57.33570098876953) (2952,57.323997497558594) (714,57.312828063964844)
395: (707,65.03958129882812) (503,64.56464385986328)* (846,64.51993560791016)* (841,64.40637969970703)* (923,64.06912231445312) (4344,63.88597869873047) (918,63.815277099609375)* (1547,63.698753356933594)* (188,63.57508087158203) (475,63.34703063964844) (3242,63.18918991088867) (1406,63.18167495727539) (1672,63.01273727416992) (830,62.935203552246094) (808,62.924591064453125) (1344,62.86659622192383) (497,62.83553695678711) (5306,62.75236511230469) (1549,62.73661804199219) (806,62.69669723510742)
396: (63,62.392757415771484) (63,62.392757415771484) (910,62.34036636352539) (5238,62.229007720947266) (389,62.09446716308594) (2044,61.95077133178711)* (175,61.82978820800781) (69,61.72333908081055) (69,61.72333908081055) (4126,61.699485778808594) (7157,61.68971633911133) (1112,61.68287658691406) (1800,61.597755432128906) (4928,61.539669036865234) (1900,61.26360321044922) (4920,61.222076416015625) (511,61.21609878540039) (3992,61.16724395751953) (51,61.103145599365234) (986,60.91805648803711)
397: (72,67.5692138671875)* (72,67.5692138671875)* (1295,65.66413879394531) (1707,65.3956527709961) (187,65.32239532470703) (880,65.32169342041016) (51,65.24851989746094)* (1886,65.2083511352539) (1534,65.17680358886719) (515,64.91204071044922) (190,64.83061218261719)* (1298,64.79766845703125) (1083,64.67420196533203) (59,64.65924835205078) (159,64.64270782470703) (1713,64.41693115234375)* (16,64.38677215576172) (1072,64.30937194824219) (157,64.30433654785156) (2038,64.23242950439453)
398: (429,62.104610443115234) (159,61.606849670410156) (715,61.00333023071289) (199,60.764034271240234)* (511,60.6845817565918) (190,60.603450775146484) (424,60.53474044799805) (207,60.48667526245117)* (1090,60.44281005859375) (615,60.42337417602539) (425,60.401954650878906) (2531,60.370845794677734) (88,60.350311279296875)* (436,60.25295639038086) (969,60.22865295410156) (418,60.209999084472656) (197,60.19992446899414) (2277,60.18516159057617) (65,60.114173889160156) (65,60.114173889160156)
399: (295,58.150875091552734)* (466,58.15058135986328)* (306,57.5417366027832) (349,57.209556579589844) (55,56.65993881225586) (528,56.59947204589844) (544,56.54978942871094) (325,56.52122116088867) (320,56.471412658691406) (523,56.4517822265625) (161,56.293243408203125) (458,56.22803497314453) (293,56.05726623535156) (498,55.930816650390625) (67,55.894073486328125) (67,55.894073486328125) (386,55.88335418701172) (908,55.856910705566406) (543,55.808258056640625) (475,55.75034713745117)
400: (466,59.89139938354492)* (288,59.671016693115234)* (299,58.62876892089844)* (349,58.593963623046875) (528,58.55143356323242)* (352,58.217166900634766) (458,58.018741607666016) (344,58.018218994140625) (320,58.007442474365234) (525,57.9912223815918) (318,57.900413513183594)* (257,57.87485122680664) (325,57.80503845214844)* (2990,57.62067794799805) (498,57.52489471435547) (386,57.47958755493164) (324,57.404911041259766) (543,57.40410614013672) (524,57.36853790283203) (679,57.3589973449707)
401: (1246,64.75486755371094) (1672,64.72167205810547) (6120,64.58479309082031) (439,64.50812530517578) (198,64.25495910644531) (227,64.15410614013672) (5630,64.09151458740234) (1045,64.00703430175781) (540,63.98084259033203) (4834,63.97222900390625) (4434,63.934661865234375) (6132,63.82655715942383) (209,63.8135871887207) (708,63.783390045166016) (4087,63.71138000488281) (4850,63.67036056518555) (424,63.64773941040039) (982,63.62937927246094) (2080,63.62404251098633) (706,63.608428955078125)*
402: (1531,64.01524353027344) (1372,63.65080261230469)* (868,63.61008071899414)* (1206,63.34918212890625) (198,63.30683898925781) (3445,63.03894805908203) (718,63.014808654785156) (3444,63.001895904541016) (954,62.9935188293457) (614,62.91657638549805) (2342,62.81974792480469) (724,62.8021125793457)* (3509,62.749427795410156) (1426,62.74714660644531) (1415,62.60744094848633) (383,62.568115234375) (1261,62.516265869140625) (2834,62.49614715576172) (1528,62.32846450805664) (1351,62.291385650634766)*
403: (487,60.8348503112793)* (486,60.21607971191406) (9,59.571083068847656)* (3196,59.54743576049805) (377,59.34672164916992) (544,59.27473449707031) (1034,59.25212478637695) (7,59.222652435302734) (324,59.14701461791992) (1263,59.130462646484375) (6448,59.068359375) (333,58.82111740112305) (300,58.778045654296875)* (39,58.63983917236328) (680,58.61267852783203)* (1104,58.42982482910156) (2981,58.41550064086914) (45,58.241912841796875) (1714,58.190521240234375) (3186,58.17360305786133)
404: (412,64.98101806640625)* (840,64.41558837890625) (497,64.36371612548828) (498,64.24546813964844) (1866,64.15431213378906) (198,64.15355682373047) (486,63.77762985229492) (540,63.746726989746094) (3946,63.658477783203125) (4189,63.512550354003906) (489,63.42875289916992) (475,63.38237380981445) (1091,63.36688995361328) (3398,63.261985778808594) (488,63.17598342895508) (500,62.95779800415039) (517,62.917110443115234) (493,62.86350631713867) (816,62.81953811645508) (510,62.7941780090332)
405: (468,60.821876525878906) (4566,59.87993240356445)* (306,59.85152816772461) (7340,59.215789794921875) (3314,59.214534759521484) (327,59.20110321044922) (320,59.184513092041016) (294,59.15021896362305) (1449,59.1429328918457) (301,58.989173889160156) (331,58.95954513549805)* (525,58.927146911621094)* (701,58.92063522338867) (239,58.8448371887207) (292,58.83863067626953)* (3498,58.80522537231445) (913,58.75394821166992)* (328,58.71165466308594) (1613,58.69245910644531) (1936,58.65085983276367)
406: (607,59.99239730834961) (188,59.591400146484375)* (917,59.58045959472656) (1134,59.371273040771484) (1425,59.36736297607422)* (920,59.346160888671875)* (1412,59.202919006347656) (4675,59.1544303894043)* (1998,59.139259338378906) (2013,59.08530807495117) (1132,59.021114349365234) (1369,58.952415466308594) (4123,58.89754104614258) (9916,58.71648406982422) (1413,58.65456771850586)* (1110,58.6535530090332)* (1358,58.64708709716797) (707,58.53890609741211) (959,58.516082763671875) (562,58.463836669921875)
407: (748,62.41115188598633) (197,61.990699768066406) (3299,61.10548400878906) (154,61.104225158691406) (206,60.783660888671875) (6160,60.629520416259766) (441,60.53020477294922) (6151,60.49587631225586) (4316,60.49269104003906) (603,60.47990417480469) (757,60.2562141418457) (6823,60.095760345458984) (429,60.058528900146484) (1969,60.055633544921875) (616,60.04887008666992) (605,60.000648498535156) (859,59.9963493347168) (2475,59.98178482055664) (2542,59.84829330444336) (2289,59.82415008544922)
408: (229,54.584800720214844) (190,54.485294342041016) (203,54.47224807739258) (424,54.41813278198242) (208,54.32144546508789) (159,54.234886169433594) (154,54.194664001464844) (429,53.8016357421875) (88,53.793853759765625) (857,53.6600456237793) (533,53.649845123291016)* (428,53.58118438720703) (432,53.539588928222656) (1048,53.48107147216797) (1106,53.37919998168945) (511,53.35219955444336) (1107,53.31410217285156) (715,53.298709869384766) (425,53.22058868408203) (716,53.20928955078125)
409: (289,63.32915496826172) (306,62.393409729003906) (288,62.1280517578125) (538,62.066978454589844) (310,61.69884490966797) (701,61.573944091796875) (903,61.27933883666992) (67,61.271888732910156)* (67,61.271888732910156)* (349,61.206912994384766) (229,61.16713333129883) (475,61.00892639160156) (302,60.98788070678711)* (228,60.975563049316406)* (333,60.846343994140625) (329,60.843055725097656) (320,60.734275817871094) (300,60.72934341430664) (331,60.666664123535156)* (55,60.60831832885742)
410: (12165,59.58496856689453) (4436,59.370662689208984) (695,59.257476806640625) (693,59.249839782714844) (7777,59.160919189453125) (3247,59.12978744506836) (11553,58.971107482910156) (2665,58.91289520263672) (10921,58.894920349121094) (10920,58.871192932128906) (10923,58.69956588745117) (15219,58.665714263916016) (10922,58.66188430786133) (324,58.44913101196289) (691,58.432106018066406)* (5949,58.374961853027344) (1182,58.3281135559082) (10924,58.27574920654297) (498,58.23257827758789) (7723,58.22513961791992)
411: (475,60.33347702026367)* (2247,59.16939926147461)* (2905,58.9943733215332) (5041,58.17986297607422) (278,57.982574462890625)* (1444,57.462501525878906)* (327,57.22674560546875) (5999,57.15147399902344) (329,56.94721221923828) (2232,56.87579345703125) (605,56.7628288269043) (661,56.73086166381836) (2244,56.63758850097656) (5988,56.603660583496094) (1285,56.23145294189453) (10320,56.22079849243164) (331,56.079307556152344)* (2976,56.06262969970703) (545,56.03910827636719) (6621,55.98736572265625)*
