userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,59.14292907714844) (51,58.929534912109375)* (1073,58.370018005371094) (3501,57.9581413269043) (1098,57.845367431640625) (1892,57.84344482421875) (238,57.78467559814453) (187,57.74797821044922) (1014,57.695648193359375) (6930,57.506004333496094) (157,57.48530197143555) (3201,57.45361328125) (70,57.34080505371094)* (155,57.183284759521484) (3768,57.1724967956543) (3992,57.14705276489258) (993,57.117950439453125) (1072,57.10118103027344) (1399,57.06779098510742) (59,57.059383392333984)*
328: (173,58.915855407714844) (228,58.24358367919922) (486,57.966793060302734) (154,57.902496337890625) (703,57.78437042236328) (689,57.78128433227539) (432,57.72678756713867) (498,57.704811096191406) (1375,57.68573760986328) (1376,57.63815689086914) (56,57.60762023925781) (56,57.60762023925781) (425,57.585609436035156) (1090,57.52341079711914) (72,57.50571060180664) (72,57.50571060180664) (159,57.47862243652344) (1075,57.465641021728516) (546,57.45609664916992) (210,57.454647064208984)
329: (55,58.11711120605469)* (157,57.569496154785156) (289,57.40127944946289)* (300,57.3307991027832) (316,57.19218826293945)* (903,57.173763275146484) (1934,57.06303024291992)* (679,57.04180908203125) (1243,57.037574768066406) (333,57.00397872924805) (167,56.85116195678711) (701,56.7247314453125)* (889,56.48497772216797) (306,56.47542953491211) (257,56.4730339050293) (190,56.382476806640625) (58,56.370689392089844) (58,56.370689392089844) (182,56.36574172973633) (1098,56.35694885253906)*
330: (288,54.35897445678711) (300,54.20461654663086)* (464,53.52424240112305)* (292,53.19131088256836) (481,53.1242561340332) (544,53.115020751953125) (302,53.014705657958984) (325,52.84122848510742)* (291,52.821250915527344) (680,52.77608108520508) (304,52.620338439941406) (966,52.58643341064453) (455,52.5384407043457) (475,52.50464630126953) (2080,52.481529235839844) (1659,52.44178771972656) (342,52.438873291015625) (378,52.41753005981445) (1047,52.4094123840332) (1447,52.3990478515625)
331: (691,49.70845031738281) (300,49.62083435058594)* (466,49.54717254638672)* (89,49.45397186279297)* (288,49.424163818359375) (289,49.390743255615234)* (333,49.27041244506836) (461,49.223602294921875) (464,49.01519775390625) (679,48.86187744140625)* (324,48.76948928833008) (701,48.74806213378906) (15900,48.62008285522461) (681,48.54079055786133) (344,48.535804748535156) (458,48.4189453125) (1035,48.343379974365234) (6543,48.33582305908203) (3399,48.33249282836914) (12966,48.32600784301758)
332: (89,57.63669967651367) (67,57.618751525878906) (67,57.618751525878906) (289,57.42341613769531) (288,57.288063049316406) (295,56.95281219482422) (157,56.86774826049805) (679,56.694576263427734) (455,56.52629089355469) (701,56.48280715942383) (466,56.29610061645508)* (257,56.26608657836914) (344,56.23723220825195) (306,55.984439849853516) (461,55.97480773925781) (298,55.872501373291016) (349,55.79381561279297) (310,55.69277572631836) (523,55.66353225708008) (342,55.66035079956055)
333: (89,56.12419891357422) (792,55.86872863769531) (300,55.841548919677734)* (55,55.79011917114258)* (157,55.74427795410156) (333,55.67136764526367)* (283,55.61206817626953) (466,55.480342864990234)* (340,55.46038055419922) (302,55.36899948120117)* (257,55.31914138793945) (889,55.27560806274414) (802,55.26154708862305) (1475,55.19642639160156)* (3067,55.1872673034668) (6721,55.147377014160156) (3173,55.09442138671875) (378,54.97951889038086) (161,54.97721481323242) (461,54.91960144042969)
334: (614,56.3005485534668) (982,56.16355895996094)* (1513,56.108184814453125)* (220,55.85695266723633)* (706,55.69645309448242) (932,55.67384719848633)* (857,55.654781341552734)* (1645,55.50160598754883) (854,55.4288444519043)* (709,55.277305603027344) (533,55.27470779418945) (1412,55.26466369628906) (207,55.26399230957031)* (3333,55.238037109375) (428,55.19705581665039) (2637,55.172245025634766) (1239,55.02674102783203)* (3444,54.969425201416016) (2372,54.95884704589844) (859,54.90934753417969)
335: (288,56.9721565246582)* (455,56.070796966552734) (157,56.02668380737305) (333,55.97550582885742) (257,55.79119873046875)* (161,55.78944396972656) (302,55.76565933227539) (701,55.689022064208984) (466,55.64500045776367) (291,55.57215118408203) (299,55.435916900634766) (461,55.3781623840332) (306,55.2966423034668) (972,55.162437438964844) (310,54.9969482421875) (679,54.95207977294922)* (294,54.91056442260742) (544,54.87531661987305) (344,54.864933013916016) (966,54.73359298706055)
336: (233,51.474334716796875) (1401,51.30042266845703) (603,51.24432373046875) (755,51.1493034362793)* (512,51.1352424621582)* (174,50.96539306640625) (2605,50.929256439208984) (1716,50.84484100341797) (1222,50.64433288574219) (154,50.47883605957031) (1131,50.47526550292969) (768,50.474403381347656) (7326,50.441654205322266) (5069,50.42213439941406) (11122,50.35295867919922) (4316,50.258426666259766) (4852,50.25709533691406) (1410,50.24223327636719) (5061,50.179443359375) (6847,50.146663665771484)
337: (2873,58.34402084350586) (2746,57.363800048828125) (1353,57.24079895019531) (2033,57.094058990478516) (928,57.07129669189453) (7532,56.741058349609375) (707,56.59901428222656) (2842,56.54387664794922) (583,56.52260208129883) (1369,56.39890670776367)* (2834,56.364898681640625) (957,56.34215545654297) (1276,56.247291564941406) (1363,56.245033264160156) (710,56.19174575805664) (732,56.15330505371094) (3445,56.10262680053711) (1468,56.097389221191406) (2343,56.083656311035156) (1132,56.058128356933594)
338: (959,57.10676956176758) (176,57.00648498535156) (180,56.89849853515625) (77,56.42753601074219) (77,56.42753601074219) (1464,56.29842758178711) (55,56.20926284790039) (340,56.04824447631836) (955,55.977291107177734) (295,55.93852996826172) (1249,55.908973693847656) (292,55.88209533691406) (889,55.85207748413086) (265,55.82271194458008) (1114,55.80609130859375) (930,55.742183685302734) (518,55.68532180786133) (1244,55.6188850402832) (2044,55.60323715209961) (511,55.590797424316406)
339: (701,51.22029495239258)* (466,50.99639129638672)* (333,50.73940658569336)* (349,50.1663932800293)* (525,50.064300537109375) (291,49.99592971801758)* (802,49.82703399658203) (352,49.77934265136719) (458,49.737606048583984) (310,49.72380065917969) (1037,49.52183151245117) (344,49.50180435180664) (301,49.43375778198242) (1456,49.4169921875) (293,49.386722564697266)* (528,49.38154220581055) (680,49.25584030151367) (157,49.219818115234375) (1042,49.173927307128906) (907,49.17380905151367)
340: (157,55.79745101928711) (331,55.733821868896484) (475,55.7236442565918) (329,55.11360549926758) (903,55.09861373901367)* (1613,54.94791793823242) (301,54.67702865600586) (220,54.621734619140625) (534,54.57951736450195)* (2179,54.4965705871582) (310,54.47749328613281) (65,54.46881866455078) (65,54.46881866455078) (292,54.45913314819336)* (56,54.34076690673828) (56,54.34076690673828) (330,54.2711296081543) (913,54.225555419921875) (190,54.210533142089844) (468,54.042724609375)
341: (7472,48.65449905395508) (2771,48.30449676513672) (751,48.290103912353516) (3417,47.791412353515625) (748,47.73991012573242) (3028,47.668556213378906) (763,47.56574630737305) (10370,47.31273651123047) (11784,47.27399444580078) (2164,47.191612243652344) (1548,47.18785858154297) (162,47.18569564819336) (1418,47.05842208862305) (6159,47.02384567260742) (7476,46.80801010131836) (1963,46.778167724609375) (744,46.755680084228516) (7665,46.74378204345703) (632,46.743247985839844) (10672,46.651004791259766)
342: (227,58.860958099365234)* (56,58.6983757019043) (56,58.6983757019043) (173,58.360145568847656)* (88,58.15757369995117)* (238,57.93785095214844) (65,57.91164779663086) (65,57.91164779663086) (207,57.87032699584961)* (234,57.74620056152344) (599,57.71607971191406)* (203,57.66428756713867) (229,57.65190124511719) (533,57.642826080322266) (1098,57.57342529296875) (441,57.539573669433594) (709,57.53329086303711) (429,57.512107849121094) (228,57.44437789916992) (511,57.42529296875)
343: (917,60.165489196777344)* (707,59.76068878173828)* (176,59.22856903076172) (841,59.21062088012695) (959,58.79409408569336) (3470,58.712364196777344)* (920,58.5991096496582) (163,58.55768966674805) (928,58.46855545043945) (949,58.45343780517578) (952,58.298954010009766) (188,58.15385818481445) (956,58.116798400878906)* (607,58.08345031738281) (710,57.98126983642578) (1803,57.94294738769531) (1366,57.91404342651367) (1808,57.86469650268555) (954,57.685997009277344) (1274,57.652347564697266)
344: (3280,61.08427047729492) (3893,59.79381561279297) (1062,59.227108001708984) (1739,59.187862396240234) (12992,59.14373779296875) (3281,59.13731384277344) (1253,59.131866455078125) (9256,59.09876251220703) (7878,59.08518600463867) (6883,58.9716796875) (72,58.80835723876953) (72,58.80835723876953) (9501,58.63486862182617) (4649,58.5593376159668) (1213,58.39690017700195) (13350,58.38331604003906) (11489,58.37928009033203) (13342,58.37800216674805) (3286,58.35512924194336) (14983,58.33772277832031)
345: (173,59.231292724609375)* (1075,59.18782424926758) (1062,59.1331672668457) (225,58.9962043762207) (441,58.930702209472656) (190,58.921226501464844)* (159,58.84477996826172) (229,58.83821487426758) (72,58.71772384643555) (72,58.71772384643555) (182,58.716453552246094) (450,58.668357849121094) (210,58.606998443603516) (432,58.58280563354492) (7187,58.549129486083984) (1375,58.504878997802734) (1090,58.47858810424805) (65,58.3863525390625) (65,58.3863525390625) (59,58.2191162109375)
346: (227,58.878475189208984) (228,58.44204330444336)* (533,58.44055938720703) (65,58.408966064453125) (65,58.408966064453125) (220,57.997032165527344) (154,57.65700149536133) (716,57.38907241821289) (159,57.359375) (1400,57.307395935058594) (498,57.128910064697266) (88,57.127132415771484) (511,57.11210632324219)* (56,57.02974319458008) (56,57.02974319458008) (1116,56.99188995361328) (475,56.92086410522461) (959,56.899864196777344) (614,56.898460388183594) (1239,56.85174560546875)
347: (1672,55.58549118041992) (816,54.925514221191406) (808,54.92471694946289) (500,54.85901641845703) (3719,54.80500030517578) (498,54.685821533203125) (198,54.64262008666992) (830,54.619964599609375) (1186,54.28876876831055) (1406,54.27339553833008) (1041,54.07959747314453) (209,53.997615814208984) (489,53.97135543823242) (834,53.93977737426758)* (497,53.73138427734375) (220,53.66330337524414) (507,53.5189094543457) (8,53.50553894042969) (2850,53.469932556152344) (1180,53.44926834106445)
348: (681,48.40376281738281)* (793,47.88740921020508) (300,47.831398010253906) (344,47.79061508178711)* (289,47.76571273803711) (691,47.74332046508789)* (466,47.61319351196289)* (325,47.48129653930664) (333,47.4603271484375) (686,47.28105163574219) (89,47.25571060180664)* (4562,47.22456359863281) (1447,47.20915603637695) (498,47.19901657104492)* (464,47.187984466552734) (1455,47.016990661621094) (679,47.01573944091797) (797,46.945884704589844) (701,46.7059326171875)* (544,46.68950653076172)
349: (4181,48.703712463378906) (779,48.212013244628906) (768,48.09068298339844) (1541,48.06369400024414) (1100,47.998531341552734) (816,47.182437896728516) (6016,47.162269592285156) (4944,47.15586853027344) (6014,47.103023529052734) (3807,47.04337692260742) (3812,47.00569534301758) (2847,46.98148727416992) (1191,46.970054626464844) (2829,46.962100982666016) (3028,46.94898986816406) (780,46.831241607666016) (5063,46.74236297607422) (1552,46.7181282043457) (1195,46.717857360839844) (757,46.707271575927734)*
350: (292,51.62137985229492)* (288,51.410789489746094)* (289,51.210994720458984)* (299,50.858062744140625) (300,50.709861755371094)* (461,50.64900588989258)* (161,50.6384391784668)* (701,50.55827713012695)* (333,50.492332458496094)* (523,50.43146896362305) (646,50.23396682739258)* (302,50.214210510253906) (340,49.9246940612793)* (802,49.920745849609375)* (790,49.84574890136719)* (1475,49.833099365234375) (318,49.821533203125) (157,49.789031982421875) (686,49.74416732788086) (3173,49.64085388183594)
351: (498,51.764060974121094)* (288,51.73152542114258) (89,51.70861053466797) (466,51.495052337646484) (691,51.4649772644043) (289,51.21365737915039) (461,50.96257781982422) (464,50.93598175048828) (306,50.76872634887695) (681,50.70810317993164)* (701,50.41581344604492) (292,50.33686065673828) (680,50.336265563964844) (1037,50.26011276245117) (690,50.196205139160156) (1455,50.15126037597656) (295,50.124961853027344) (302,50.06658172607422) (3404,50.06341552734375)* (458,50.02961730957031)
352: (292,59.09076690673828)* (157,58.856868743896484) (55,58.75067901611328) (466,58.586849212646484)* (679,58.5056266784668)* (378,58.30757522583008) (65,58.2733268737793) (65,58.2733268737793) (298,58.20210647583008) (291,58.16463088989258) (316,57.93476867675781) (972,57.89774703979492) (903,57.870826721191406) (257,57.86598587036133) (190,57.78620910644531) (301,57.62323760986328) (329,57.6199951171875) (310,57.4758186340332) (525,57.4565544128418) (1243,57.30257034301758)
353: (468,53.52675247192383)* (330,52.80000686645508) (239,52.7462158203125) (299,52.60586929321289) (314,52.36442947387695)* (349,52.32753372192383)* (89,52.29311752319336)* (317,52.22880554199219) (312,52.18379211425781) (1613,52.10371780395508)* (907,52.05742263793945) (2220,52.033103942871094) (2179,51.979496002197266) (301,51.94112014770508) (308,51.9261474609375) (543,51.91059875488281) (475,51.90430450439453) (310,51.89823913574219) (329,51.889495849609375) (1443,51.75621795654297)
354: (288,51.56904220581055)* (279,51.10883712768555) (468,50.944766998291016) (292,50.94110107421875)* (1596,50.89540481567383) (2220,50.8235969543457) (484,50.674400329589844) (327,50.64523696899414) (289,50.430538177490234)* (285,50.37533950805664) (67,50.3343391418457) (67,50.3343391418457) (161,50.24492645263672) (701,50.15324020385742)* (913,50.10395812988281) (55,50.08794403076172) (317,50.084110260009766)* (306,50.07923889160156) (332,50.075565338134766) (308,50.05548858642578)
355: (498,56.04942321777344) (209,55.05113983154297) (333,54.97576141357422) (540,54.669097900390625) (230,54.56617736816406) (1246,54.55055618286133) (378,54.50963592529297) (499,54.237545013427734) (536,54.10398483276367) (475,54.09689712524414) (464,54.068180084228516)* (302,53.92690658569336) (538,53.85306167602539) (481,53.83412551879883) (680,53.8246955871582)* (306,53.81852340698242) (191,53.80138397216797)* (324,53.74965286254883) (298,53.74073791503906) (488,53.62337112426758)
356: (1100,44.6655158996582) (4181,44.4345817565918) (3807,43.724117279052734) (6440,43.699501037597656) (780,43.68695068359375) (2210,43.58076477050781)* (6837,43.50710678100586) (6850,43.474388122558594) (2204,43.41532516479492) (11393,43.3984375) (5753,43.379112243652344) (5067,43.304630279541016) (1552,43.232521057128906) (1550,43.1861686706543) (5308,43.131622314453125) (5961,43.11808395385742) (1187,43.06388473510742) (4944,43.03876876831055) (816,43.00608825683594) (1035,42.8807258605957)
357: (1075,58.82268142700195) (64,58.58399963378906) (64,58.58399963378906) (7324,58.245059967041016) (757,58.2256965637207) (4732,57.95293426513672) (2587,57.89768981933594) (703,57.885955810546875)* (1062,57.85530471801758) (4025,57.745849609375) (70,57.61201858520508) (84,57.44179916381836)* (190,57.43223190307617) (173,57.39887619018555) (2818,57.381099700927734) (8674,57.3492546081543) (3109,57.3242301940918) (81,57.28137969970703) (10738,57.26444625854492) (4038,57.2310905456543)
358: (748,53.457481384277344) (757,53.38627624511719) (2605,53.36941146850586)* (107,53.301788330078125) (238,53.21143341064453)* (154,52.815162658691406) (56,52.54610061645508)* (56,52.54610061645508)* (81,52.23925018310547) (1099,52.11913299560547) (3132,51.97383117675781) (233,51.939781188964844) (4316,51.91114807128906) (418,51.865760803222656)* (2667,51.84823226928711) (1098,51.82990264892578) (174,51.751285552978516) (1961,51.72709655761719) (64,51.704627990722656) (64,51.704627990722656)
359: (997,64.39129638671875) (1014,64.09005737304688) (994,63.5052604675293) (3768,63.45524215698242) (1019,63.402305603027344) (1885,63.37897872924805) (193,63.17982482910156) (100,63.13017272949219) (1895,63.07465362548828) (1886,62.921791076660156)* (1083,62.87331008911133) (5260,62.835975646972656) (1892,62.798431396484375) (1004,62.79533004760742) (59,62.787296295166016)* (91,62.78414535522461) (1890,62.77349090576172) (1000,62.59404373168945) (82,62.58483123779297) (5254,62.484771728515625)
360: (3863,53.058319091796875) (2952,51.98922348022461) (1066,51.91499710083008) (2104,51.58904266357422) (5358,51.5224609375) (6514,51.343990325927734) (1255,51.3339958190918) (2922,51.14799880981445) (397,50.93699264526367) (1288,50.73307418823242) (63,50.68482971191406) (63,50.68482971191406) (6501,50.59431457519531) (5346,50.567359924316406) (9353,50.541175842285156) (9089,50.521785736083984) (777,50.466514587402344) (6520,50.426143646240234) (151,50.42235565185547) (6499,50.41560363769531)
361: (288,53.82145690917969)* (300,53.31303787231445) (701,53.30244445800781)* (333,52.94194412231445)* (466,52.862091064453125) (157,52.76604461669922) (306,52.74837112426758) (461,52.7162971496582)* (679,52.4981803894043) (310,52.339256286621094)* (161,52.16547393798828) (301,52.16001892089844) (329,52.1272087097168) (265,52.02052688598633) (903,51.74604415893555) (889,51.650726318359375) (352,51.64677429199219) (544,51.62754440307617) (802,51.61571502685547) (298,51.506568908691406)
362: (498,58.56543731689453)* (708,57.813018798828125) (1186,57.78201675415039) (1241,57.74094772338867)* (439,57.70406723022461)* (220,57.585262298583984) (1046,57.5045166015625) (1045,57.456329345703125) (714,57.44983673095703)* (438,57.401981353759766) (932,57.3969612121582) (424,57.368370056152344) (982,57.295047760009766) (683,57.29421615600586) (5630,57.28505325317383) (1672,57.21762466430664) (1041,56.9991340637207) (2352,56.9266357421875) (705,56.88595199584961) (4708,56.8744010925293)
363: (412,55.63895797729492) (198,55.54376983642578) (500,55.5197868347168) (209,55.483673095703125) (377,55.43891143798828) (537,55.43021011352539) (488,55.362728118896484)* (1116,55.00142288208008) (1044,54.970523834228516) (816,54.952030181884766) (840,54.92273712158203) (1406,54.90113830566406) (2661,54.899009704589844) (2352,54.81631088256836) (1091,54.79466247558594) (1145,54.73583221435547) (540,54.727256774902344) (4262,54.706058502197266) (501,54.70096206665039) (486,54.639984130859375)
364: (227,60.410850524902344)* (1976,59.621498107910156) (4079,58.96534729003906) (196,58.817474365234375) (2532,58.79604721069336) (163,58.786415100097656)* (199,58.786338806152344) (1764,58.757381439208984) (205,58.68754577636719) (610,58.66328811645508) (439,58.644386291503906) (1242,58.64012145996094) (733,58.585906982421875) (11598,58.57114028930664) (609,58.561744689941406) (206,58.50970458984375) (602,58.49007797241211) (13387,58.453147888183594) (10418,58.440765380859375) (231,58.385719299316406)
365: (1837,56.053714752197266) (1418,55.01102066040039) (9342,54.993568420410156) (2771,54.989410400390625) (3015,54.847679138183594) (5911,54.726383209228516) (1423,54.65390396118164) (1747,54.632598876953125) (2026,54.466148376464844) (3280,54.29816818237305) (6159,54.22490310668945)* (6277,54.061702728271484) (8866,54.01338195800781) (1717,53.98735046386719) (756,53.97361755371094) (6759,53.7933464050293) (6579,53.766319274902344) (1737,53.7276611328125) (13033,53.68955993652344) (565,53.61646270751953)
366: (2542,59.07773208618164) (632,59.05536651611328) (162,58.77296829223633) (964,58.51648712158203) (196,58.49616241455078) (6151,58.47067642211914) (621,58.44260787963867) (1131,58.44225311279297) (1957,58.39933776855469) (1737,58.39910125732422) (12495,58.3882942199707) (1504,58.36600112915039) (3417,58.19657516479492) (233,58.080848693847656) (238,58.07014083862305) (197,57.99824905395508) (6160,57.99528121948242) (152,57.957374572753906) (869,57.8983154296875) (1423,57.879554748535156)
367: (1186,55.3197021484375) (190,54.76078414916992) (230,54.41905212402344) (1378,54.34065628051758) (3427,54.304412841796875) (6453,54.273712158203125) (1866,54.249237060546875) (537,54.20316696166992) (808,54.15599060058594) (1105,54.08892059326172) (1091,54.06413650512695) (1116,54.0055046081543) (486,53.982177734375) (2661,53.86345672607422) (229,53.80559539794922) (5310,53.78862762451172) (4262,53.75173568725586) (497,53.721763610839844) (1182,53.671775817871094) (2666,53.659427642822266)
368: (7878,62.74409866333008) (1213,62.741790771484375) (3681,62.699745178222656) (10203,62.697349548339844) (3884,62.61800765991211)* (862,62.59004592895508) (8672,62.554203033447266) (1062,62.545921325683594) (1718,62.502723693847656) (620,62.473182678222656) (1888,62.25094223022461) (59,62.15336990356445) (4067,62.15049743652344) (4058,62.09317398071289) (10110,61.93287658691406) (3281,61.77643585205078) (441,61.76387405395508) (8234,61.740360260009766) (3117,61.72807312011719) (5542,61.7215461730957)
369: (898,57.47355651855469) (228,56.98030090332031) (1400,56.79607391357422) (7743,56.776302337646484) (424,56.661922454833984)* (419,56.58504104614258) (217,56.545108795166016)* (190,56.46321105957031) (1048,56.45386505126953)* (2524,56.436683654785156) (199,56.34556198120117)* (1239,56.25604248046875) (428,56.23678207397461) (430,56.20290756225586) (1515,56.193382263183594) (227,56.047943115234375) (1105,56.03921890258789) (154,56.005859375) (425,55.95390701293945) (65,55.9229621887207)
370: (190,62.989288330078125) (154,62.687660217285156)* (227,62.24734878540039) (67,62.194061279296875) (67,62.194061279296875) (298,61.93598556518555) (1098,61.867225646972656) (316,61.8255500793457) (173,61.76767349243164)* (903,61.693626403808594) (689,61.651763916015625) (182,61.485572814941406) (418,61.47458267211914) (229,61.45967483520508) (234,61.426414489746094) (159,61.4010124206543) (511,61.340972900390625)* (157,61.31971740722656) (166,61.317813873291016) (961,61.296382904052734)
371: (1295,60.900733947753906) (1066,60.50177764892578) (1298,60.381263732910156) (1704,60.3399772644043) (3047,60.16416549682617) (4872,60.08847427368164) (1292,60.01437759399414) (2735,59.728790283203125) (36,59.5912971496582) (2747,59.51075744628906) (30,59.432960510253906) (32,59.37139892578125) (5254,59.369590759277344)* (4156,59.30225372314453) (18,59.136253356933594) (3056,59.120758056640625) (1914,59.12015151977539) (1069,59.11146545410156) (51,59.09580612182617) (9636,59.07427215576172)
372: (377,57.23847198486328)* (497,56.73917007446289) (930,56.44800567626953) (486,56.371978759765625) (518,56.02696228027344) (230,55.80900192260742) (198,55.73537063598633) (504,55.733802795410156) (1044,55.54209899902344) (489,55.51457214355469) (2062,55.509674072265625) (1797,55.4908561706543) (378,55.41075134277344) (1672,55.39217758178711) (1859,55.369606018066406) (2940,55.257423400878906) (190,55.25498580932617) (500,55.224151611328125) (209,55.20294952392578) (3240,55.1832389831543)
375: (292,56.787200927734375)* (300,56.76198196411133)* (55,56.526248931884766) (349,56.377193450927734) (306,56.376407623291016)* (333,56.32290267944336) (157,56.15492630004883) (701,56.06646728515625) (329,56.06584548950195)* (257,56.049522399902344) (466,56.0040283203125) (291,55.987674713134766)* (301,55.84745407104492) (525,55.74397277832031) (310,55.734130859375) (461,55.60084533691406) (298,55.5307731628418) (299,55.51310348510742) (903,55.4417610168457) (294,55.3847541809082)
376: (506,59.16672897338867) (15,58.9946403503418) (370,58.923744201660156) (188,58.71454620361328) (4271,58.70637893676758) (949,58.43093490600586) (920,58.29689025878906) (1369,58.279205322265625)* (4971,58.07246398925781) (1372,58.04854965209961) (918,58.04074478149414) (2966,58.01687240600586) (1259,57.982547760009766) (954,57.948211669921875) (944,57.87466812133789) (176,57.86027526855469) (4605,57.855934143066406) (2787,57.84882736206055) (956,57.78087615966797) (1132,57.770626068115234)
377: (707,58.42236328125) (198,58.30487060546875) (841,58.00723648071289)* (843,57.9798583984375) (920,57.62396240234375)* (1274,57.35356140136719) (370,57.05687713623047) (1369,57.051631927490234) (163,56.85551834106445) (234,56.760498046875) (1974,56.67439651489258)* (846,56.64638900756836) (978,56.594200134277344) (3719,56.500125885009766) (854,56.479305267333984) (517,56.47084045410156) (1044,56.43463134765625) (706,56.40850830078125) (1104,56.36819076538086) (220,56.271812438964844)
378: (1464,57.21817398071289) (951,56.8318977355957)* (511,56.77800369262695) (2183,56.7244758605957) (1415,56.526222229003906)* (889,56.467445373535156) (1122,56.396549224853516)* (192,56.281028747558594) (2786,56.218536376953125) (712,56.16645431518555) (903,56.087730407714844) (717,56.04758834838867) (77,55.99903869628906)* (77,55.99903869628906)* (917,55.993743896484375) (89,55.97309112548828) (4130,55.9449462890625) (316,55.94277572631836) (289,55.9367790222168) (389,55.917999267578125)
380: (288,48.85954666137695)* (295,48.370479583740234)* (279,47.92986297607422) (289,47.6932258605957)* (55,47.53327178955078) (701,47.44348907470703) (644,47.36315155029297) (310,47.250953674316406) (322,47.162681579589844) (306,47.152164459228516) (386,47.10580062866211) (301,46.82236862182617) (468,46.8122673034668) (461,46.79975128173828) (300,46.774391174316406) (484,46.70048522949219) (290,46.69490432739258) (309,46.692142486572266) (251,46.61240768432617) (327,46.59550476074219)
382: (1943,50.8127555847168) (271,50.522457122802734) (1952,50.42932891845703) (1963,50.4093132019043) (267,50.249691009521484) (1946,50.095802307128906) (1620,50.070594787597656) (276,49.95827102661133)* (4586,49.93320846557617) (1627,49.864315032958984) (617,49.84463882446289) (278,49.605106353759766) (1640,49.56484603881836) (2921,49.5064582824707) (2923,49.38645935058594)* (3357,49.276187896728516) (249,49.26557159423828) (527,49.1889762878418) (5883,49.04404067993164) (619,48.98946762084961)*
383: (89,61.39983367919922) (289,60.67859649658203) (288,60.62200164794922) (300,60.59627151489258) (306,60.47130584716797) (298,60.23945236206055) (67,60.034706115722656) (67,60.034706115722656) (475,60.0197639465332) (903,59.95550537109375) (302,59.94214630126953) (679,59.88202667236328) (207,59.783607482910156) (331,59.77238845825195) (466,59.76078796386719) (3200,59.71320343017578) (295,59.6959342956543) (228,59.66905975341797) (292,59.665916442871094) (689,59.59331130981445)
385: (333,54.11393737792969)* (498,53.97854232788086)* (289,53.710086822509766)* (295,53.218936920166016) (701,53.20722961425781) (306,53.006309509277344)* (298,52.70514678955078) (67,52.67207717895508) (67,52.67207717895508) (538,52.66514587402344) (681,52.64991760253906)* (377,52.61466598510742)* (293,52.54899978637695) (378,52.349449157714844) (55,52.327606201171875) (475,52.257606506347656) (1047,52.249961853027344) (481,52.20748519897461) (190,52.18053436279297)* (328,52.07958221435547)
386: (945,60.54160690307617) (1513,59.67555236816406) (728,59.6362190246582) (396,59.62981033325195) (951,59.60979080200195) (1415,59.510467529296875) (1249,59.47447204589844) (2834,59.39302062988281) (706,59.38491439819336) (8555,59.30254364013672) (227,59.27186584472656) (730,59.26431655883789) (5375,59.22040939331055) (2343,59.1007194519043) (917,59.05127716064453) (735,59.025150299072266) (1244,59.0164794921875) (1803,58.94017028808594) (707,58.91403579711914)* (868,58.89548110961914)
387: (331,54.55684280395508) (527,54.336219787597656) (288,53.81077575683594)* (5150,53.70501708984375) (89,53.620704650878906) (239,53.60566329956055) (2923,53.5813102722168) (1613,53.580413818359375)* (306,53.56393814086914) (3317,53.54718017578125) (1935,53.541709899902344) (1936,53.46210861206055) (9905,53.46185302734375) (981,53.38346862792969) (1934,53.36167907714844) (525,53.25592803955078) (903,53.25376892089844) (3488,53.23092269897461) (468,53.22817611694336) (289,53.18857192993164)
388: (936,58.32392120361328) (2060,58.09934616088867) (198,57.93669891357422) (7,57.83078384399414) (475,57.59355163574219) (63,57.54058074951172) (63,57.54058074951172) (707,57.5106315612793) (72,57.4903450012207) (72,57.4903450012207) (518,57.43309020996094)* (957,57.40991973876953) (245,57.398033142089844) (8286,57.268672943115234) (917,57.24272537231445) (2055,57.211727142333984) (517,57.19809341430664) (1099,57.184715270996094) (3426,57.11164474487305) (234,57.10614776611328)
390: (295,50.377601623535156)* (161,49.87232971191406) (257,49.76483154296875)* (349,49.196048736572266) (461,49.09503173828125)* (352,48.61392593383789) (525,48.60694885253906) (310,48.57221603393555) (291,48.498435974121094) (523,48.41408920288086)* (328,48.41262435913086)* (157,48.40603256225586) (544,48.39011764526367) (318,48.349998474121094) (265,48.220577239990234) (301,48.184349060058594) (913,48.17219161987305) (686,48.13299560546875) (1475,48.131202697753906) (285,48.055110931396484)
391: (2103,46.83966827392578) (495,46.63251495361328) (498,46.55259704589844)* (2100,46.023983001708984) (497,45.90379333496094) (488,45.85952377319336)* (17633,45.75129318237305) (2432,45.710872650146484) (537,45.63381576538086) (45,45.612239837646484) (460,45.53562545776367)* (499,45.525936126708984) (12386,45.507484436035156) (471,45.41366958618164) (13275,45.410362243652344) (15943,45.235958099365234) (209,45.233516693115234) (816,45.231849670410156)* (2665,45.22787857055664) (5730,45.21846008300781)
392: (67,59.725826263427734)* (67,59.725826263427734)* (288,59.08812713623047)* (289,59.043243408203125)* (300,59.03294372558594) (55,58.702510833740234) (298,58.686805725097656) (295,58.505027770996094) (701,58.404808044433594) (889,58.38839340209961) (1243,58.332942962646484) (538,58.185237884521484) (291,58.17689514160156)* (466,58.0190315246582) (190,57.92402648925781) (344,57.9183464050293)* (230,57.8940544128418) (97,57.891902923583984) (184,57.86167526245117) (306,57.83104705810547)
