userId: recommendations in (itemId, ranking score) pairs, * means the item is hit.
2: (1001,10.038695335388184) (174,9.181574821472168) (1013,9.02889633178711) (511,8.85941219329834) (998,8.854972839355469) (59,8.849895477294922)* (180,8.843531608581543) (175,8.82432746887207) (722,8.8208646774292) (601,8.747257232666016) (997,8.693185806274414) (187,8.661480903625488) (697,8.50511646270752) (877,8.375199317932129) (1122,8.354081153869629) (4649,8.337584495544434) (1394,8.27284049987793) (715,8.221888542175293) (1713,8.186243057250977) (1073,8.039937019348145)
347: (198,16.82011604309082) (1406,14.84018325805664) (497,13.803897857666016) (489,13.47788143157959) (707,13.303829193115234) (490,12.837347030639648) (808,12.797392845153809) (499,12.229364395141602) (2352,11.358270645141602) (498,11.262669563293457) (1186,11.254094123840332) (512,11.14996337890625) (537,11.11178970336914) (1116,10.991412162780762) (519,10.917242050170898) (726,10.902631759643555)* (510,10.535239219665527) (493,10.423428535461426) (810,10.415081024169922) (1672,10.402073860168457)
348: (289,11.37878704071045) (1201,10.315956115722656) (693,10.07080078125) (691,10.062533378601074)* (403,9.543547630310059) (701,9.392231941223145)* (544,9.332708358764648) (793,9.307595252990723) (1189,8.721287727355957) (1670,8.695018768310547) (1183,8.645498275756836) (538,8.634932518005371) (1450,8.628114700317383) (1199,8.456677436828613) (690,8.397340774536133) (464,8.358336448669434) (1452,8.354208946228027) (1245,8.217065811157227) (2018,8.207870483398438) (325,8.16792106628418)
349: (779,10.133684158325195) (512,9.880081176757812) (1541,9.776803016662598) (1195,9.58860969543457) (198,8.464054107666016) (1192,8.356040000915527) (88,8.321869850158691) (4774,8.303743362426758) (4936,8.280623435974121) (1190,8.185219764709473) (4166,8.181854248046875) (5969,8.097185134887695)* (1183,8.040919303894043) (3034,8.031862258911133) (2192,8.026030540466309) (4099,8.010451316833496) (2847,7.95299768447876) (1184,7.888690948486328) (805,7.884343147277832) (537,7.85215950012207)
350: (289,14.589471817016602)* (288,11.315522193908691)* (294,10.64744758605957) (913,9.429512977600098) (157,9.403843879699707) (701,9.003883361816406)* (320,8.538082122802734) (2020,8.535013198852539) (461,8.406200408935547)* (1428,8.302077293395996) (1032,8.087601661682129) (285,8.077744483947754) (340,8.0480375289917)* (311,8.006001472473145) (161,7.934689998626709)* (251,7.910150051116943) (292,7.874605655670166)* (299,7.743768215179443) (1464,7.7330641746521) (681,7.616093158721924)
351: (289,13.738992691040039) (306,10.894054412841797) (288,10.492727279663086) (461,9.88034725189209) (701,9.174443244934082) (689,9.15545654296875) (680,8.941855430603027) (690,8.898659706115723) (691,8.67658805847168) (524,8.623473167419434) (546,8.619701385498047) (190,8.575846672058105) (228,8.459635734558105) (1243,8.414695739746094) (403,8.35070514678955) (523,8.317253112792969) (430,8.275605201721191) (1934,8.208136558532715) (2020,8.086383819580078) (294,8.057400703430176)*
352: (157,11.180659294128418) (294,10.201250076293945) (461,10.162339210510254) (190,9.693467140197754) (2020,9.3121337890625)* (475,9.152485847473145) (1243,9.056171417236328) (228,9.041376113891602) (291,8.90822696685791) (679,8.905797958374023)* (1934,8.802350044250488) (329,8.78377914428711) (523,8.78371810913086) (377,8.774670600891113) (466,8.754463195800781)* (230,8.715902328491211) (161,8.638806343078613) (310,8.628605842590332) (455,8.515658378601074) (903,8.486379623413086)
353: (468,11.773146629333496)* (475,11.334057807922363) (1032,10.261452674865723) (294,10.06394100189209) (1455,9.857935905456543) (545,9.254465103149414) (1613,9.196539878845215)* (157,9.042730331420898) (1934,8.879217147827148) (330,8.76218032836914) (308,8.747608184814453) (161,8.70935344696045) (329,8.693449974060059) (458,8.451025009155273) (544,8.386054992675781) (1444,8.360071182250977) (4562,8.346386909484863) (3716,8.332955360412598) (314,8.231612205505371)* (349,8.226442337036133)*
354: (289,13.495744705200195)* (306,11.087577819824219) (288,9.882063865661621)* (294,9.823057174682617) (1032,9.542987823486328) (913,9.29310131072998) (161,9.134135246276855) (674,8.700830459594727) (310,8.384319305419922) (320,8.369243621826172) (468,8.356254577636719) (329,8.345455169677734) (1451,8.130600929260254) (458,8.088412284851074) (1037,8.082340240478516) (1456,8.070334434509277) (680,8.015924453735352) (543,8.000748634338379) (701,7.979104518890381)* (296,7.953518867492676)
355: (498,11.299863815307617) (306,11.120946884155273) (499,10.678393363952637) (230,10.61119270324707) (1246,10.27035903930664) (481,10.185464859008789) (198,10.17607593536377) (475,10.022785186767578) (1032,9.880395889282227) (488,9.747648239135742) (1406,9.488104820251465) (497,9.430076599121094) (536,9.166707992553711) (378,9.1480712890625) (1673,9.146782875061035) (228,9.146693229675293)* (209,9.061563491821289) (523,9.051543235778809) (1186,8.996076583862305) (544,8.989737510681152)*
356: (4014,11.31695556640625) (14448,11.23353385925293) (14449,11.23035717010498) (11291,11.18472671508789) (4936,10.754325866699219) (14446,10.433725357055664) (5961,10.378450393676758) (5132,10.368555068969727) (1190,10.327620506286621) (5137,10.266655921936035) (4741,10.24154281616211) (5139,10.00332260131836) (805,9.977587699890137) (5143,9.944565773010254) (1183,9.94140911102295) (4002,9.870193481445312) (14447,9.839826583862305) (4935,9.80972671508789) (5136,9.782055854797363) (4550,9.776246070861816)
357: (703,10.323705673217773)* (88,9.653182983398438) (196,9.430950164794922) (228,9.418729782104492) (190,9.105995178222656) (199,9.072731018066406) (604,9.048691749572754) (757,8.776618003845215) (172,8.668468475341797) (64,8.625452041625977) (64,8.625452041625977) (418,8.600704193115234) (689,8.569845199584961) (425,8.531441688537598) (697,8.500840187072754) (1097,8.435861587524414) (620,8.40890884399414) (432,8.323152542114258) (1155,8.2999267578125)* (81,8.272998809814453)
358: (703,9.807064056396484) (215,9.041709899902344) (227,8.982856750488281) (604,8.939614295959473) (56,8.702943801879883)* (56,8.702943801879883)* (444,8.616042137145996) (229,8.607009887695312) (237,8.475805282592773) (418,8.464251518249512)* (2716,8.456016540527344) (774,8.278909683227539) (228,8.055374145507812) (4316,7.990738868713379) (57,7.980506896972656) (3462,7.868585109710693) (429,7.8623576164245605) (190,7.861560821533203) (1394,7.821390151977539) (1135,7.699071407318115)
359: (997,10.65943431854248) (99,10.316940307617188) (180,9.847515106201172) (601,9.755451202392578) (1891,9.540945053100586) (999,9.515168190002441) (994,9.411711692810059) (1000,9.248031616210938) (77,9.154744148254395) (77,9.154744148254395) (4649,9.144234657287598) (1892,9.134504318237305) (1889,9.132904052734375) (995,9.100777626037598) (91,9.09363079071045) (1017,9.032054901123047) (1879,8.97799015045166) (82,8.928573608398438) (95,8.918270111083984) (7879,8.906122207641602)
360: (5181,13.713787078857422) (7565,13.545148849487305) (5073,13.431071281433105) (11193,13.426079750061035) (5329,12.549101829528809) (17033,12.498943328857422) (5072,12.476387977600098) (5327,12.324697494506836) (73,12.24093246459961) (73,12.24093246459961) (5347,12.095420837402344) (4105,12.016509056091309) (1012,11.994912147521973) (14750,11.972661972045898) (3761,11.852071762084961) (5355,11.8483247756958) (8791,11.839937210083008) (747,11.783987998962402) (14777,11.778976440429688) (14778,11.730727195739746)
361: (288,11.827108383178711)* (306,11.46211051940918) (157,10.732295036315918) (701,10.384477615356445)* (461,9.573440551757812)* (1032,9.332773208618164) (310,9.260631561279297)* (329,9.061202049255371) (265,8.844659805297852) (455,8.835471153259277) (2020,8.816800117492676) (2523,8.806995391845703) (251,8.740316390991211) (161,8.737128257751465) (301,8.6538724899292) (889,8.628753662109375) (311,8.558255195617676) (792,8.441730499267578) (325,8.437994003295898) (97,8.376239776611328)
362: (198,10.529573440551758)* (424,10.44267749786377) (1241,9.951945304870605)* (501,9.832362174987793) (3745,9.708256721496582) (2352,9.665678977966309) (932,9.58053970336914) (1766,9.247162818908691) (403,9.222250938415527) (1186,9.014126777648926) (966,8.991608619689941) (1201,8.777344703674316) (438,8.684852600097656) (3743,8.67299747467041) (705,8.550782203674316) (3747,8.373406410217285) (6453,8.3306303024292) (1515,8.229930877685547) (6480,8.138401985168457) (1046,8.036136627197266)
363: (198,16.414209365844727) (1406,14.618118286132812) (489,12.256921768188477) (2352,11.355441093444824) (499,11.350214004516602) (377,11.329237937927246) (490,11.01082992553711) (512,10.649460792541504) (488,10.586755752563477)* (1116,10.51510238647461) (501,10.196645736694336) (537,10.104300498962402) (726,10.022842407226562) (510,9.818286895751953) (481,9.739814758300781) (519,9.407791137695312) (1145,9.169441223144531) (472,9.117043495178223) (917,9.098341941833496) (1044,9.076383590698242)
364: (227,11.240629196166992)* (199,10.66961669921875) (2277,9.754502296447754) (205,9.54474925994873) (429,9.382143020629883) (3112,9.274608612060547) (4079,9.225686073303223) (1242,8.806246757507324) (215,8.685358047485352) (863,8.617695808410645) (620,8.542702674865723) (206,8.50203800201416) (609,8.484455108642578) (629,8.416566848754883) (1957,8.409765243530273) (88,8.392041206359863) (1958,8.344133377075195) (703,8.27536678314209) (1424,8.24831771850586) (197,8.238826751708984)
365: (603,10.222945213317871) (4123,9.885809898376465)* (617,9.805937767028809) (3166,9.626053810119629) (7081,9.613371849060059) (3158,9.39057445526123) (621,9.26635456085205) (1411,9.060925483703613) (750,9.05587100982666) (610,9.03048038482666) (596,9.000849723815918) (608,8.926880836486816) (5665,8.911249160766602) (597,8.86104679107666) (3133,8.832969665527344) (3146,8.780563354492188) (3505,8.73499870300293) (444,8.605687141418457) (1176,8.548097610473633) (3440,8.494789123535156)
366: (199,10.529747009277344) (227,10.005010604858398)* (215,9.534811973571777) (88,9.45571231842041) (1957,9.241826057434082) (703,9.215561866760254) (608,9.171058654785156) (1423,9.040815353393555) (604,9.03318977355957) (444,8.844881057739258) (6151,8.607125282287598) (3411,8.551669120788574) (206,8.48068904876709) (620,8.465445518493652) (632,8.353976249694824) (159,8.343406677246094) (1504,8.313030242919922) (1424,8.304585456848145) (629,8.267833709716797) (858,8.257447242736816)
367: (198,11.71664047241211) (1406,10.263269424438477) (537,9.920564651489258) (687,9.544301986694336) (497,8.995012283325195) (499,8.976396560668945) (779,8.683924674987793) (403,8.629722595214844) (808,8.524410247802734) (1186,8.34484577178955) (1195,8.304645538330078) (4255,8.278557777404785) (230,8.211719512939453) (512,8.126740455627441) (1246,8.082709312438965)* (377,7.966704368591309) (490,7.830529689788818) (707,7.772812366485596) (1183,7.625737190246582) (1201,7.61298942565918)
368: (3259,10.36552619934082) (199,10.276488304138184) (2139,9.992319107055664)* (2277,9.32892894744873) (1166,9.298181533813477) (620,9.062941551208496) (6217,8.881011962890625)* (5979,8.82560920715332) (6032,8.40591049194336) (10615,8.33005428314209) (703,8.227381706237793) (196,8.223933219909668) (1964,8.175488471984863) (1424,8.13853645324707) (3693,8.110739707946777) (3884,8.038602828979492)* (10610,7.998275279998779) (440,7.995175361633301) (3279,7.9903130531311035) (898,7.98280143737793)
369: (196,11.679082870483398) (533,10.27695083618164) (697,9.913830757141113) (228,9.793086051940918) (199,9.439169883728027)* (1400,9.231672286987305) (430,8.792665481567383) (537,8.66651725769043) (7743,8.661441802978516) (1376,8.641563415527344) (3255,8.5166597366333) (3370,8.474028587341309) (604,8.47305679321289) (703,8.458888053894043) (425,8.407304763793945) (5547,8.39704704284668) (190,8.323959350585938) (1390,8.302421569824219) (1977,8.194507598876953) (898,8.187485694885254)
370: (190,10.61412239074707) (228,10.375651359558105) (229,9.591255187988281) (227,9.527900695800781) (703,9.391227722167969) (903,9.26888370513916) (289,9.185256958007812) (157,9.175165176391602) (159,9.15152645111084) (511,8.898127555847168)* (689,8.775697708129883) (697,8.63821792602539) (429,8.517081260681152) (230,8.31676197052002) (72,8.171027183532715) (72,8.171027183532715) (97,8.16787338256836) (88,8.160823822021484) (1406,8.048501968383789) (961,8.039037704467773)
371: (1713,9.766637802124023)* (2734,9.126975059509277) (3056,9.003336906433105) (3839,8.046720504760742) (396,8.000277519226074) (11170,7.9483537673950195) (3829,7.940834999084473) (15165,7.865843772888184) (3047,7.729736328125) (4609,7.729187965393066) (1789,7.653608322143555) (726,7.621829032897949) (3828,7.582961082458496) (6064,7.573737144470215) (3048,7.54518985748291) (16937,7.315279960632324) (18157,7.289024353027344) (2743,7.278327465057373) (3046,7.251940727233887) (1786,7.217590808868408)
372: (198,12.691217422485352) (1406,11.33324909210205) (707,10.746487617492676) (377,10.668795585632324)* (497,10.444334030151367) (489,10.057329177856445) (726,9.861262321472168) (230,9.77334213256836) (1179,9.556462287902832) (499,9.374517440795898) (537,9.266544342041016) (1116,9.007969856262207) (808,9.006129264831543) (512,8.691522598266602) (481,8.53410530090332) (371,8.478546142578125) (930,8.406720161437988) (2352,8.395770072937012) (1145,8.057912826538086) (1186,8.052104949951172)
375: (306,12.177724838256836)* (294,11.553228378295898) (157,10.296855926513672) (701,10.188587188720703) (1032,9.974141120910645) (461,9.92770767211914) (1243,9.840164184570312) (349,9.72325611114502) (310,9.71650218963623) (523,9.381336212158203) (55,9.292583465576172) (161,9.256475448608398) (320,9.207919120788574) (689,9.112441062927246) (525,9.072250366210938) (292,9.054513931274414)* (311,8.970218658447266) (544,8.940156936645508) (298,8.926478385925293) (291,8.88586711883545)*
376: (918,11.422867774963379) (710,10.786361694335938) (5016,10.486616134643555) (1535,10.108875274658203) (928,9.93614673614502) (1369,9.923320770263672)* (957,9.868401527404785) (1412,9.864346504211426) (954,9.262619018554688) (726,8.99436092376709) (956,8.88929271697998) (1338,8.673545837402344) (3473,8.56471061706543) (1523,8.5546875) (1261,8.480034828186035)* (843,8.422075271606445) (1366,8.420791625976562) (198,8.151164054870605) (1257,8.09721851348877)* (2342,8.013470649719238)
377: (710,11.78240966796875) (843,10.054614067077637) (928,9.687217712402344) (1179,9.552644729614258) (1274,9.538660049438477) (1535,9.337018013000488) (3719,9.259203910827637) (841,9.252799987792969)* (954,9.191035270690918) (5016,9.147531509399414) (1177,9.143160820007324)* (1254,9.114548683166504) (370,8.974164962768555) (1261,8.956265449523926) (198,8.926957130432129) (930,8.89225959777832) (707,8.812019348144531) (1281,8.74898910522461) (949,8.735272407531738) (1214,8.72195053100586)
378: (918,9.500585556030273) (707,9.478245735168457) (1406,8.984319686889648) (868,8.694585800170898) (614,8.47115707397461)* (511,8.368241310119629) (1415,8.33179759979248)* (77,8.228334426879883)* (77,8.228334426879883)* (1464,8.042133331298828) (2861,8.013298034667969) (3460,7.951999187469482) (2183,7.797948837280273) (712,7.754485607147217) (96,7.708740234375) (599,7.705061435699463) (1122,7.660620212554932)* (717,7.6529107093811035) (198,7.6016669273376465) (4130,7.5962347984313965)
380: (289,12.973746299743652)* (288,9.77617359161377)* (306,9.581088066101074) (320,8.890501976013184)* (157,8.556578636169434) (1457,8.385470390319824) (701,8.25570011138916) (7390,8.250706672668457) (310,8.213150024414062) (9495,8.190407752990723) (455,8.081917762756348) (1032,8.015059471130371) (461,7.968611717224121) (468,7.917295455932617) (326,7.773761749267578)* (2018,7.724870204925537) (10188,7.716346740722656) (311,7.662010669708252) (4566,7.60306978225708) (295,7.533274173736572)*
382: (267,10.768034934997559) (1613,9.967105865478516) (2244,9.296817779541016) (330,9.212678909301758) (2916,9.161025047302246) (4344,9.086012840270996) (4602,9.057183265686035) (15919,9.0388765335083) (4585,8.916586875915527) (3357,8.871711730957031) (1620,8.844785690307617) (15923,8.818379402160645) (57,8.804452896118164) (1956,8.799459457397461) (2923,8.787169456481934)* (4586,8.767154693603516) (1952,8.724803924560547) (2716,8.717279434204102) (1640,8.683682441711426) (6902,8.683186531066895)
383: (289,11.74034309387207) (228,11.496017456054688) (306,9.911097526550293) (1243,9.81941032409668) (689,9.49315071105957) (546,9.049068450927734)* (703,8.915919303894043) (903,8.898467063903809) (1246,8.891622543334961) (1934,8.806084632873535) (533,8.629164695739746) (298,8.532937049865723) (288,8.520674705505371) (697,8.489592552185059) (430,8.459321022033691) (227,8.231975555419922) (475,8.229933738708496) (157,8.178295135498047) (1375,8.140637397766113) (523,8.083945274353027)
385: (289,16.001506805419922)* (306,12.05046272277832)* (1032,10.688069343566895) (523,10.314891815185547) (1243,10.219205856323242) (403,9.919254302978516) (294,9.810295104980469) (701,9.753310203552246) (498,9.680503845214844)* (333,9.648517608642578)* (2020,9.459209442138672) (538,9.387442588806152) (681,9.254708290100098)* (157,9.196102142333984) (190,9.172378540039062)* (524,9.014477729797363) (293,9.013538360595703) (691,8.981660842895508) (475,8.921260833740234) (377,8.905411720275879)*
386: (707,12.362285614013672)* (1406,12.044014930725098)* (227,11.997730255126953) (918,11.370306968688965) (868,11.316929817199707) (614,10.988377571105957) (198,10.62727165222168) (1639,10.57874870300293) (1415,10.354779243469238) (1412,9.966398239135742) (396,9.423423767089844) (1803,9.244058609008789) (917,9.194231986999512) (1426,9.158355712890625) (706,9.092206001281738) (1249,8.947400093078613) (2347,8.93962287902832) (857,8.923018455505371) (230,8.828295707702637)* (975,8.781183242797852)
387: (913,8.849519729614258) (306,8.675771713256836) (289,8.621795654296875) (157,8.11662483215332)* (468,7.9574480056762695) (294,7.899779796600342) (228,7.839012145996094) (330,7.81001091003418) (525,7.807814598083496) (1934,7.610326766967773) (697,7.5525665283203125) (1243,7.519784450531006) (1613,7.445390701293945)* (258,7.420738697052002) (475,7.40909481048584) (523,7.371561527252197) (310,7.323696136474609) (97,7.240720272064209) (3502,7.171367645263672) (320,7.112268924713135)
388: (954,8.962844848632812) (710,8.956398963928223) (2467,8.785919189453125) (181,8.574691772460938) (1338,8.419538497924805) (1339,8.4177827835083) (1114,8.401853561401367) (4147,8.398760795593262) (1276,8.369101524353027) (843,8.317597389221191) (380,8.241081237792969) (928,8.240283012390137) (1113,8.135068893432617) (1369,8.13321304321289) (2055,8.108996391296387) (370,8.079523086547852) (722,8.034887313842773) (2446,7.981754302978516)* (1535,7.965659141540527) (1125,7.925625324249268)
390: (157,11.424848556518555) (461,11.224335670471191)* (161,10.765592575073242) (349,10.47964859008789) (310,10.450716018676758) (468,10.249653816223145) (544,10.089374542236328) (295,10.009927749633789)* (2020,9.935365676879883) (329,9.858620643615723) (320,9.841002464294434) (1934,9.815818786621094)* (325,9.774590492248535) (257,9.697641372680664)* (458,9.605046272277832) (1456,9.456742286682129) (531,9.451467514038086) (290,9.45057201385498) (523,9.449441909790039)* (352,9.43458080291748)
391: (1183,10.347234725952148) (1184,10.178683280944824) (1190,9.477641105651855) (687,9.17340087890625)* (1188,9.05227279663086) (405,8.875936508178711) (488,8.72770881652832)* (1189,8.614941596984863) (409,8.444828033447266) (414,8.338906288146973) (415,8.241975784301758) (1179,8.205604553222656) (1678,8.07967472076416) (501,8.006917953491211) (497,7.99791955947876) (1201,7.942837238311768) (1200,7.916329860687256) (537,7.864202499389648) (4430,7.851100444793701) (4104,7.817136287689209)
392: (289,14.3438138961792)* (288,10.323713302612305)* (294,9.81340503692627) (306,9.785246849060059) (1243,9.62314510345459) (228,9.137420654296875) (701,9.001758575439453) (190,8.880696296691895) (97,8.850276947021484) (1556,8.75042724609375) (329,8.744941711425781) (1740,8.705986022949219) (3460,8.62960433959961) (180,8.546971321105957) (523,8.542396545410156) (3466,8.522539138793945) (3081,8.39638900756836) (2020,8.343696594238281) (67,8.300938606262207)* (67,8.300938606262207)*
393: (614,11.065323829650879) (159,10.495930671691895) (868,9.994720458984375) (429,9.95218276977539) (1406,9.922247886657715) (707,9.717886924743652) (511,9.009333610534668) (163,8.992136001586914) (198,8.90567398071289) (1415,8.83217716217041) (975,8.799304962158203) (857,8.70843505859375) (1639,8.485371589660645) (533,8.443108558654785) (230,8.418570518493652) (703,8.331459045410156) (863,8.289711952209473) (212,8.259675025939941) (228,8.179017066955566) (157,8.167457580566406)
394: (1766,12.292255401611328) (3127,11.267597198486328) (3747,11.216453552246094) (438,11.102354049682617) (3745,10.940109252929688) (4828,10.912697792053223) (1553,10.897395133972168) (926,10.677638053894043) (705,10.663863182067871) (5453,10.611220359802246) (6123,10.60219669342041) (424,10.573369026184082) (1241,10.572489738464355) (3379,10.568939208984375) (2988,10.463823318481445) (932,10.346733093261719) (5457,10.258781433105469) (5455,9.963983535766602) (3383,9.721305847167969) (3376,9.676656723022461)
395: (923,11.343360900878906) (707,11.110846519470215) (503,11.097249031066895)* (1528,10.769439697265625) (512,10.445483207702637) (1406,9.917142868041992) (188,9.695761680603027) (930,9.678936958312988) (1206,9.55129623413086) (918,9.463547706604004)* (1338,9.269702911376953) (1119,9.16734504699707) (957,9.079237937927246) (6289,9.055815696716309) (1339,9.034249305725098) (726,9.032078742980957) (1351,8.977680206298828) (815,8.923980712890625)* (949,8.920854568481445) (1261,8.882087707519531)
396: (64,10.5813570022583) (64,10.5813570022583) (529,9.565183639526367) (511,9.288938522338867) (174,9.193859100341797) (63,8.96545124053955) (63,8.96545124053955) (3863,8.645320892333984) (175,8.587508201599121) (3466,8.580655097961426) (10837,8.515801429748535) (1009,8.506607055664062) (11193,8.385929107666016) (721,8.341591835021973) (389,8.331923484802246) (187,8.253881454467773) (10840,8.24887752532959) (5072,8.186759948730469) (1001,8.184210777282715) (715,8.155059814453125)
397: (72,12.26185131072998)* (72,12.26185131072998)* (36,11.114148139953613) (1295,10.588796615600586) (1713,9.837085723876953)* (1707,9.769015312194824) (3501,9.44616413116455) (4871,9.0346040725708) (39,8.975654602050781) (880,8.90068531036377) (1013,8.823057174682617) (32,8.809574127197266) (1294,8.737966537475586) (1061,8.555559158325195) (51,8.399651527404785)* (190,8.384119033813477)* (450,8.18952751159668) (64,8.13302230834961) (64,8.13302230834961) (1069,8.01547622680664)
398: (88,11.087407112121582)* (703,11.01431655883789) (429,10.835427284240723) (215,10.687328338623047)* (159,10.397603034973145) (228,10.107475280761719) (199,9.8751802444458)* (614,9.65837287902832) (2277,9.581375122070312) (424,9.44044303894043) (190,9.424005508422852) (3112,9.281559944152832) (868,9.089208602905273) (418,9.031270027160645) (620,8.881284713745117) (226,8.86937141418457)* (229,8.620612144470215) (858,8.564166069030762) (1106,8.498279571533203) (1412,8.44327449798584)
399: (306,14.007742881774902) (1032,12.502453804016113) (2020,10.930366516113281) (157,10.791397094726562) (349,10.762789726257324) (544,10.73202896118164) (161,10.553466796875) (325,10.3763427734375) (466,10.312020301818848)* (523,10.298277854919434) (310,10.274693489074707)* (295,10.207283973693848)* (293,10.204987525939941) (455,10.101354598999023) (679,10.018082618713379) (528,10.004636764526367) (908,9.985091209411621) (320,9.949372291564941) (55,9.933937072753906) (468,9.832985877990723)
400: (288,12.312204360961914)* (294,10.743668556213379) (2020,9.785272598266602) (1456,9.391356468200684) (157,9.03845500946045) (458,9.03528881072998) (1934,8.938199996948242) (466,8.837143898010254)* (543,8.799017906188965) (679,8.776726722717285) (325,8.747084617614746)* (528,8.727635383605957)* (1455,8.680185317993164) (352,8.625690460205078) (1580,8.617807388305664) (344,8.57451343536377) (1452,8.552436828613281) (906,8.496382713317871) (318,8.465539932250977)* (349,8.455381393432617)
401: (198,13.35331916809082) (501,10.492831230163574) (2352,10.377443313598633) (707,9.529841423034668) (424,9.264962196350098) (1246,9.221725463867188) (6480,9.215807914733887) (403,9.100860595703125) (932,9.05616569519043)* (3745,8.980887413024902) (1241,8.8623685836792) (966,8.811357498168945) (481,8.755993843078613) (4823,8.737773895263672) (499,8.580842018127441) (537,8.485899925231934)* (512,8.433929443359375) (917,8.38553237915039) (808,8.226998329162598) (1201,8.14700698852539)
402: (198,11.421364784240723) (1406,11.068095207214355) (710,10.537261009216309) (957,10.215167045593262) (952,9.82857894897461) (726,9.762184143066406) (1803,9.740803718566895) (868,9.721426963806152)* (614,9.368539810180664) (928,9.322270393371582) (1426,9.167685508728027) (1415,9.16762638092041) (724,9.129343032836914)* (1372,9.099234580993652)* (2342,8.975464820861816) (954,8.939693450927734) (956,8.87689208984375) (2360,8.665691375732422) (854,8.6530179977417) (1110,8.63525104522705)
403: (306,10.286581039428711) (1032,9.196178436279297) (544,9.138213157653809) (701,9.13623332977295) (690,8.991096496582031) (689,8.919209480285645) (680,8.755345344543457)* (2020,8.517117500305176) (190,8.453311920166016) (532,8.251096725463867) (523,8.110294342041016) (693,8.091060638427734) (691,8.02334976196289) (538,7.961954593658447) (172,7.662947177886963) (294,7.6370015144348145) (546,7.622273921966553) (681,7.6105756759643555) (1452,7.537936210632324) (1034,7.510254383087158)
404: (198,15.307014465332031) (497,10.61025333404541) (489,10.28876781463623) (537,10.266139030456543) (501,10.254593849182129) (512,10.229314804077148) (499,9.814339637756348) (488,9.726011276245117) (779,9.49698257446289) (2352,9.49299430847168) (490,9.119504928588867) (1195,9.096246719360352) (403,9.095331192016602) (1116,9.07174301147461) (917,9.054853439331055) (1200,8.910324096679688) (498,8.889967918395996) (226,8.84071159362793) (726,8.551775932312012) (1650,8.503631591796875)
405: (306,11.086112022399902) (913,10.807599067687988)* (468,10.188789367675781) (294,10.174728393554688) (1457,9.054570198059082) (330,8.970053672790527) (320,8.800851821899414) (545,8.512246131896973) (475,8.449992179870605) (1613,8.385763168334961) (157,8.339435577392578) (322,8.30163288116455)* (525,8.268881797790527)* (915,8.241984367370605) (1935,8.216643333435059) (3318,7.992612361907959) (1032,7.990516662597656) (3315,7.978491306304932) (332,7.953522205352783) (699,7.916802883148193)
406: (188,8.835768699645996)* (1134,8.763607025146484) (1535,8.511444091796875) (2746,8.31420612335205) (4965,8.118435859680176) (2006,7.9906535148620605)* (1113,7.970271110534668) (1369,7.914653778076172) (956,7.8836870193481445) (1177,7.878275394439697) (13935,7.86228609085083) (11516,7.856748580932617) (3779,7.776801109313965) (1254,7.722175598144531) (2375,7.621113300323486) (9716,7.525933742523193) (4949,7.443568229675293) (910,7.409612655639648) (4610,7.378593921661377) (4690,7.3755083084106445)
407: (603,10.235159873962402) (88,10.111053466796875) (56,9.88073444366455) (56,9.88073444366455) (703,9.835909843444824) (418,9.559224128723145) (64,9.446748733520508)* (64,9.446748733520508)* (604,9.024252891540527) (196,9.008953094482422) (81,8.902491569519043) (229,8.812583923339844) (429,8.598579406738281) (3411,8.527031898498535) (54,8.48582935333252) (54,8.48582935333252) (107,8.436636924743652) (608,8.386249542236328) (57,8.382664680480957) (215,8.3671293258667)
408: (1515,11.49827766418457) (868,10.359747886657715)* (3676,10.13428783416748) (857,10.043400764465332) (159,9.891359329223633) (1520,9.592907905578613) (2123,9.518401145935059) (4802,9.442169189453125) (429,9.397308349609375) (533,9.376823425292969)* (88,9.339895248413086) (703,9.29206657409668) (614,9.260579109191895) (2133,9.251864433288574) (9160,9.014116287231445) (1514,9.003881454467773) (229,9.002872467041016) (1991,8.933408737182617) (599,8.920027732849121) (424,8.886577606201172)
409: (289,12.701309204101562) (306,10.636924743652344) (475,10.106498718261719) (228,9.860353469848633)* (288,9.521685600280762) (3462,8.748123168945312) (294,8.71750259399414) (1243,8.6729097366333) (3460,8.659062385559082) (903,8.523192405700684) (97,8.461099624633789) (1934,8.431721687316895) (701,8.415419578552246) (329,8.279796600341797) (3466,8.228093147277832) (316,7.9247870445251465) (310,7.773372173309326) (689,7.745818138122559) (67,7.745287895202637)* (67,7.745287895202637)*
410: (1199,12.29125690460205) (1183,11.365856170654297)* (1195,11.141027450561523) (693,10.891899108886719) (1190,10.609145164489746) (695,10.608261108398438) (403,10.592818260192871)* (1188,10.52392292022705) (1189,10.490472793579102) (1204,10.13688850402832) (1192,9.9580717086792) (5949,9.914429664611816) (1670,9.832040786743164) (419,9.797492027282715) (691,9.768560409545898)* (1174,9.670389175415039) (17171,9.530085563659668) (1200,9.486420631408691) (692,9.48266887664795) (17170,9.443070411682129)
